"PlatformPortfolio","Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Ordnance and Missiles","SADARM",1855,,,,,,,,,,494851.0938,237000,280635.5234,,,,,,0,,,,,,
"Ordnance and Missiles","SCY",2008,,,,-841859,-16750000,-1524320,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","SDB",1351,,,,,,,,6076676,-47433.9805,,,,,,,,,,,,,,,
"Ordnance and Missiles","SIDEWINDER (AIM-9L) (AF)",42,,,,,,,,,,,,,,58689,,-5984.1201,,,,,,,,
"Ordnance and Missiles","SIDEWINDER (AIM-9L) (N)",41,,,,,,,,341917.1875,,,25520,0,,,,,,,,,,,,
"Ordnance and Missiles","SMALL ICBM",673,,,,,,,,6158,,,,,,,,,,,,,,,,
"Ordnance and Missiles","SPARROW (AIM-7E) (AF)",1798,,,,,,,,,,,,11572,,,,,,,,,,,,
"Ordnance and Missiles","SPARROW (AIM-7F) (N)",60,,,,,,,,167342193,228372534,260701254,247655087,139493434,141679404,80759830,40010278,-7900238,0,-1009404.0625,217879.4199,-836583.2627,,0,,0
"Ordnance and Missiles","SPARROW (AIM-7M) (AF)",61,,,,,,,,,,136886,142363.2031,76027.0781,111861.0781,28309.68,,,,,,,,,,
"Ordnance and Missiles","SPARROW (AIM-7M) (N)",43,,,,,,,,11734140,3401985,10973664,8807392,7021670,10222357,5695996,699000,,-21608.4609,,0,,,,,
"Ordnance and Missiles","STANDARD MISSILE 2",868,,,164980860,196040906,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","STANDARD MISSILE 2 (SM 2)",645,1847535,1916685,-13313,19801741,150370872,422689496,901240426.8809,327297566.9199,503944477.7811,179474440.1329,573280796.6362,174629040.2612,111784353.53,231415767,108712097.27,90080235.7188,104969561.9687,50654741,-7199335.53,0,,,0,
"Ordnance and Missiles","STRATEGIC DEFENSE INITIAT",821,6886771,844194,749100,9402628,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","T-28 TROJAN",784,167849,,,,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","TACTICAL TOMAHAWK",694,,,,,480325042,311883468,442060223,366216982,463786392.9688,267952252.2632,335381833.1962,286950650.9102,41256929.1133,40170693.05,290657205.34,303679661.5337,48477720.7841,363866545.089,539908336.1534,241609848.5082,520524749.7254,483428506.336,580490664.4942,280635355.4082
"Ordnance and Missiles","TOMAHAWK",50,,,,,,,,3088817.3594,,-225941,,37704042.25,29100187.1305,560552.1562,-143254.31,87447.5703,300795.1504,460214.83,196608.7101,0,-1168.0699,,,
"Ordnance and Missiles","TOMAHAWK STRIKE COOR MDLE (TSCM)",2199,1896132,2462024,2586334,310000,1150000,1195427,372000,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","TOMHWK STRIKE COOR MDLE (",878,34238,,,282166,,,,,,,,,,,,,,,,,,,,
"Ordnance and Missiles","TRIDENT II MISSILE",74,15220416,527767997,101339351,3758648,677563676,1346729316,1580781998,1785059373.2257,1786137093.5755,1822111781.1628,1741205263.1073,1682317113.9232,1885401065.2487,1928992097.6237,2307461409.3724,2255827431.3387,2321251392.5457,2327147314.7313,2111751830.8352,3711650971.0018,1548468882.9928,2919513143.7542,2520802573.8585,2212210819.9694
"Ordnance and Missiles","TRIDENT II SUB",73,,,,,,,,,,,64333349,75039615,93425035,61565301,11964611,2783162,4039000,-782452,900452,-989934,,90000,,0
"Ordnance and Missiles","UGM-96 TRIDENT",1918,1013764994,488053399,493741458,1508036605,19937500,4936401,4140268,5571685,149199,-737651,-4915.4902,,,-1137181,-11818,-100683,-24457,0,-376693,-2365939,,,,
"Ordnance and Missiles",,,1281878913.375,1089401552.2188,1456215103.9843,2169209412.5508,2527657983.9375,1822178163.7758,2269719543.3688,2495048197.7917,2156215574.8494,2082880352.5071,1510409446.012,1904307410.1626,1855855643.062,1995184943.4186,2241479200.1778,2621021891.8593,2862361582.02,3405432626.6502,4306133547.4517,4050709104.3315,6565097928.4342,3798213600.3022,4015419280.4335,3298857376.755
"Other Products","BSM ENERGY",1962,,,,,,,,,,,,,19039.1093,,,,,,,,,,,
"Other Products","C-11 GULFSTREAM II",717,,,,-271286,,,,,,,,,,,,,,,,,,,,
"Other Products","DADS",1994,,,,,,,,,24830.4902,,,,,,,,,,,,,,,
"Other Products","DMLSS",1959,,,,,1652313,1317464,2797074,,5045,,-1435,,,,,,,,,,,,,
"Other Products","DTS",1970,,,,,,,12500,,,,,,,,,,,,,,,,,
"Other Products","LTH TRAINER",763,,334724,,,,,,,,,,,,,,,,,,,,,,
"Other Products","MOBILE ARRESTING BARRIERS",1777,,,,349410,,,,,,,,,,,,,,,,,,,,
"Other Products","MQ-9 Reaper",1805,,,,,,,,,,,,,,,,,,,,,433913.1563,,,
"Other Products","NSIPS",1965,,,,,,,7707,,,,,,,,,,,,,,,,,
"Other Products","PKI",1979,,,,,,,,,,,9131.7598,,,,,,,,,,,,,
"Other Products","SPS",1961,,,,,,,,,11412,,,,,,,,,,,,,,,
"Other Products","STATUS OF FORCES AGREEMENT",2202,,,,,,,,,,,,,,,,,,,,51906.1602,,,,
"Other Products","TMIP",1952,,,,,,,,,287227,,,,,,,,,,,,,,,
"Other Products","TRACKWOLF HF SYSTEM",482,4350000,,,,,,,,,,,,,,,,,,,,,,,
"Other Products","ZBL",2015,,,,,,,,,,,,,,,,3545.1399,65320,101257.3515,,,,,,
"Other Products",,,370243742,475749781,502905326.9304,837742998.2101,1213153093.1661,1630691063.4902,1732739342.755,1907301540.6384,1185216290.9469,1590143499.7894,1496500443.5393,1552807381.6479,1252079994.7817,1133149360.9472,1002054811.4853,729862832.2964,796417472.1449,688244114.1941,926092699.603,861634579.0003,814761094.9836,977604993.676,891394362.9641,567915514.9452
"Other R&D and Knowledge Based","442",2042,,,,,,,,,,,,,,,,,,,,,,9927676,51705694,21934866
"Other R&D and Knowledge Based","443",2043,,,,,,,,,,,,,,,,17929063,29608811,54463272.9531,-68310.8516,,56105,-51000,,
"Other R&D and Knowledge Based","<60 KW",568,,,,262593,,,,,,,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","AN/MLQ-34 COUNTERMEASURES",2038,,,,,,,,,,,,,,,,,,,,,1021974.4375,519845.625,,
"Other R&D and Knowledge Based","APC",2057,,,4261533,69412661,12540679,495000,,,,,-90657.9375,,,,,,,,,,,,,
"Other R&D and Knowledge Based","ATR",1909,-2328863,-844220,602298,-750280,,,,,,,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","Advanced Pilot Training (APT)",2232,,,,,,,,,,,,,,,,,,,,,113353,,,
"Other R&D and Knowledge Based","BSM",1972,,,,,82756,,28749,1292407,2159236,2206769,2116612,,,-23576.79,,,,,,,,,,
"Other R&D and Knowledge Based","CANES",2035,,,,,,,,,,,,,,,,,,,,12977.1201,9354,13263.1797,,
"Other R&D and Knowledge Based","CNS",2069,,,,2131333,,,,,,,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","CNY",2071,3743093,,,,,,,,,,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","Convergence",2256,,,,,,,,,,,,,,,,,,,,,,5e+05,,
"Other R&D and Knowledge Based","DCD/DCW",1977,,,,,193418,232736,207338,,,,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","DMLSS",1959,,,,,,,478226,,,,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","DMS",1960,,,,,,,,,,2946587,3514054,2638632,1318822.4707,,,,,,,,,,,
"Other R&D and Knowledge Based","DPPS",1950,,,,,26985,,,,,,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","EBE",1933,,,31152277,37832790,32265485,7200000,,,,,,,,,,,,0,,,,,,
"Other R&D and Knowledge Based","JADC2",2254,,,,,,,,,,,,,,,,,,,,,,1962045.5,1851573.1523,
"Other R&D and Knowledge Based","JCALS",1954,,,,,,,,61750,,,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","KMI",2001,,,,,,,,,,,,,,,,,,,,131673.5938,135623.7656,139692.4844,143883.2344,
"Other R&D and Knowledge Based","M89",2098,,,,,,,,,,,,,,,,3487758.75,,,10000,149055.25,,,0,
"Other R&D and Knowledge Based","MQ-9 Reaper",1805,,,,,,,,,,,,,,,,,,,,,,,756762,0
"Other R&D and Knowledge Based","NAVY EPS",2194,,,,,,,,,,,,,,,,,,,684392,698211.3125,1042627.0625,1066736.6563,746418.1875,
"Other R&D and Knowledge Based","NAVY ERP",1987,,,,,,,13795880,42531783.9883,4061012.4825,4343462.3124,4357426.0079,7185931.7894,7447638.0198,2459339.69,1016317,,,,-7746.79,,,,,
"Other R&D and Knowledge Based","NCES",664,,,,,,,,141109,243000.0469,45000,211338.3301,,,,,,,,,,,,,
"Other R&D and Knowledge Based","NSIPS",1965,,,,,,992487,39331,,,5089.52,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","Other UAS",2258,,,,,,,1165866,343000,3656942,4879607.3828,5042703.1953,7642234.5019,19891644.9688,13993209.91,13930868.06,15517157.5335,19907471.1155,12486195.6505,2369169.1378,-113672.3086,0,-5644.2902,,
"Other R&D and Knowledge Based","PKI",1979,,,,,,,,161550.8701,424999.9961,408627.5704,354817.9063,369259.5,90000,,,,,,,,,,,
"Other R&D and Knowledge Based","SCY",2008,27238000,10974852,46715000,12192786,5202033,,,0,,,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","STATUS OF FORCES AGREEMENT",2202,,,,,,,,,,,,,,,,,,,3460,869579,1599532.75,1538311.0644,1339330.7793,1026731.8125
"Other R&D and Knowledge Based","TMIP",1952,,,,,,,,,709715.3672,,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","X-22",800,,,,-786945,,,,,,,,,,,,,,,,,,,,
"Other R&D and Knowledge Based","ZBL",2015,,7542155,,15916250,558742,16073180,1e+06,,,,,,,,,,,7975881.375,9747703,12636493.875,6364933.25,12450706.25,6877033.4732,1825007.4063
"Other R&D and Knowledge Based",,,4861389590.9853,4669144792.3844,5779762658.5577,5554943364.7801,5766667867.6575,7076514703.0526,7261851149.9668,8442850150.2506,8734715692.5786,9915621240.8575,10406938291.8932,10495304566.2175,9675838195.875,8446503166.3582,9446234753.247,9093925152.5357,9385511504.2759,9363526376.1599,10355422464.0057,10869972801.9955,11592562357.136,13515950549.5976,14733048690.5253,8937321826.1363
"Other Services","ACC",1885,,,6899572,5897656,1708250,5140517,524400,280000,175000,12000,,,,,,,,,,,,,,
"Other Services","AN/MLQ-34 COUNTERMEASURES",2038,,,,,,,,,,,,,,,,,,,,,,,,2865479.5
"Other Services","DMLSS",1959,,,,,,,86112,,,,,,,,,,,,,,,,,
"Other Services","DTS",1970,,,,,,,,216640,0,,,,,,,,,,,,,,,
"Other Services","ECSS",632,,,,,,,,,0,,,,,,,,,,,,,,,
"Other Services","JMPS",1988,,,,,,,,,,,7110,,,,,,,,,,,,,
"Other Services","NAVY ERP",1987,,,,,,,668402,1850627.5,1960094.4316,1846129.0078,986197.0156,273375.4492,21410,,,,,,,,,,,6104
"Other Services","NEMAIS",2004,,,,,,,,,,41964.1797,26227.7637,,,,,,,,,,,,,
"Other Services","NSIPS",1965,,,,,1291572,,5698,,,,,,,,,,,,,,,,,
"Other Services","STATUS OF FORCES AGREEMENT",2202,,,,,,,,,,,,,,,,,,,6758,,,,,
"Other Services","ZBL",2015,,,,,,,,,,,,,,,,,,11836,467905.1406,3643849.75,829115.9297,,,
"Other Services",,,1737477086,1568833925,1836164517.0938,2271804975.8417,2296499085.8982,2625167670.7828,3393145612.9919,3208187944.5823,2757425559.4776,3024882529.0782,2860964521.4567,3059064314.7415,2804872827.4656,2751657519.4441,2602356390.4127,2380513614.8581,2644971546.883,2998884414.4895,3201746860.9276,3519198230.4749,3104351652.726,3112793761.3956,3202328473.7042,2087596250.3074
"Ships & Submarines","125/250 AIR CONDITIONING",1162,,,49752,85000,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","2500 LM GAS TURBINE",1148,,6737643,6961745,7718459,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","2GID",1026,,219908,,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","2GNB",1048,,-29200,,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","375",1369,,,,,,,,,,,,,2220077,69335,28000,-450000,-12000,,,,,,,
"Ships & Submarines","400 HZ POWER GENERATOR",1143,,26385,,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","443",2043,,,,,,,,,,,,,,,,,,,8833750,1e+05,0,0,0,0
"Ships & Submarines","AIRCRAFT CARRIER -CVA-64",1180,9284767,5595217,2084581,98563,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","AIRCRAFT CARRIER -CVAN-69",1183,51002,,,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","AIRCRAFT CARRIER -CVN-71",1175,804145,731059,1213026,2192165,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","AIRCRAFT CARRIER -CVN-72",1172,97779,2602905,2497404,2162851,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","AIRCRAFT CARRIER CVAN-65",1184,,49710,450302,1443416,,,,,,0,0,0,,,,,,,,,,,,
"Ships & Submarines","AMMUNITION SHIP-AE",1251,13579494,14684669,17440265,41164038,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","AN/BQN-17",1101,490000,469714,1149539,1560288,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","AN/SQQ-32 SONAR",1112,117618,421492,75498,69974,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","AN/SQR-17 SONAR",1105,78000,1155841,3815899,1850722,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","AN/SQS-35",1102,,,130000,1702464,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","AN/TSQ-43 INTERPRETATION",444,,,,287647,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","AN/UYK-7 COMPUTER SYS",961,260862,136265,564215,2751081,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","AN/WSN-2",1080,,,730000,66688,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","ASDS",1375,,,,,,,,,2764503,2107242,38916,8501,,,,,,,,,,,,
"Ships & Submarines","ASSAULT SHIP AMPHIBIOUS-L",1215,128565472,16895927,10600045,13188343,,,,,0,4e+05,0,,,,,,,,,,,,,
"Ships & Submarines","Amphibious Ship Replacement (LX(R))",2234,,,,,,,,,,,,,,,,,,,,232035,58388,,,
"Ships & Submarines","BARGE SHIP WASTE",1252,384301,,,331616,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","BATTLESHIP",1167,130001,,219727,1980051,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","CARGO SHIP ATTACK-AKA",1221,-1e+05,,,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","CARGO SHIP LIGHT-AKL",1256,,,,1187520,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","CARGO SHIP LKA117",1220,,,63414,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","CARRIER ACFT NUCLEAR-CVAN",1185,32379741,5147622,21521650,16577565,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","CARRIER AIRCRAFT-CVA-59",1178,7152924,103153,,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","CARRIER AIRCRAFT-CVA-63",1179,4244917,14978534,12042550,21132013,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","CARRIER AIRCRAFT-CVA-67",1181,,,39619,133500,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","CARRIER AIRCRAFT-CVAN-68",1182,,,,-50000,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","CARRIER ANTI-SUB SUPT-CVS",1173,,,,-12423,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","CARRIER CVV",1174,,30503,1278371,135115,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","CG(X)",653,,,,,,,2917,,,799055,,,,-102000,-10894,,,,,,,,,
"Ships & Submarines","CG-47",55,,,,,,,,,,177435,,,0,,8600,4879205,,,,,,,,6117210.5391
"Ships & Submarines","CMND SHIP TACTICAL FLEET-",1249,19536921,94988,844479,567779,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","CNZ",2072,80984892,86100852,,1706174,1889895,3427448,,,,0,0,23311,,0,,,,,,,,,,
"Ships & Submarines","COMMAND SHIP-CC",1248,1185377,1174406,22217140,30861758,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","CRANE RT SP 7 1/21",886,,947260,,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","CRUISER GD MSL NUCLEAR-CG",1169,,,155709,61128,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","CRUISER GUIDED MISSILE-CG",1168,83210547,5390886,2706598,4404484,150005,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","CVN 21",634,,,,,168306228,609166189,654515419,831789115.6211,2551440895.1563,2490854652.1377,767227263.1692,817656459.6351,1006989502.9744,640177979.2494,1293948046.3702,1404116138.1246,1166623568.8178,1233775480.7011,1494000025.9266,1873090114.598,2058614313.7305,1488032306.0787,1447916677.2671,1916942835.0782
"Ships & Submarines","CVN 68",57,,,,,11626786,88947772,1178761022.5599,977614943.2625,302425005.6205,508119619.4942,1417159567.7972,1194241388.6455,568614652.2435,1343485907.1708,1399557464.29,295909538.4884,518114853.3737,113723849.7845,-12258832.1612,-12296950.2221,11272323.7295,-1802979.2199,-3755149.65,-3368.8101
"Ships & Submarines","CVN-68",1801,,,,,,,1838715,,2722748,-1456982.48,0,0,,,,-3704,-287.47,,,,,,,
"Ships & Submarines","CVN-69",1802,,,,,,8500,1643557,2470236,5697758.6504,835800,1034546,3876143,295828.5,0,-191578,0,-41902,-130506.9219,,-238466.7579,0,,-3.34,0
"Ships & Submarines","DD(X)",86,,,,,89800,185498968,1483041760,2405161321.7945,2286886347.8635,1707481680.0137,468686064.6289,4290193998.5,512418799.4375,703194010.35,327721323.21,250450284.9586,699729352.3891,308294168.8038,356837140.4221,400822193.3477,294609700.6426,237814543.6206,153930228.3101,89494527.8487
"Ships & Submarines","DDG 51",76,,20376460,998758,,195691007,271071514.9006,376185297.8555,334286159.6084,326989192.1346,313225700.9662,698901952.7072,2416127839.6612,1012917483.2126,1727153359.69,1672399688.0801,1414506779.7632,1606933343.2715,2050740692.8865,2078165010.3405,3154570770.4227,3826301018.994,1733070235.1085,2245320071.1841,322181271.8004
"Ships & Submarines","DESTROYER DD-963 CLASS",1187,1090459,362147,57721,170617,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","DESTROYER DD-993 CLASS",1194,214369,431725,216066,129767,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","DESTROYER DD-997 CLASS",1200,87751,,425208,883800,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","DESTROYER DDG-47 AEGIS",1186,29783147,27319840,18074990,45395110,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","DESTROYER DDG-51",1203,105041959,85892792,47894151,478760818,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","DESTROYER GD MSL DDG-2 CL",1191,2888494,17605970,15050197,882716,,,,,,,,0,,,,,,,,,,,,
"Ships & Submarines","DESTROYER GD MSL MODULE-D",1193,54483,,,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","DIMHRS",1967,,,,,34286,,199811,,,,,,,,,,,,,,,,,
"Ships & Submarines","DMLSS",1959,,,,,,3666,,,,,,,,,,,,,,,,,,
"Ships & Submarines","DOCK AMPHIB TRANSPORT-LPD",1222,39673843,118339152,99388511,16354216,,,,,,,,0,,,,,,,,,,,,
"Ships & Submarines","ECSS",632,,,,,,,10800,,,,,,,,,,,,,,,,,
"Ships & Submarines","FFG(X) Guided Missile Frigate",2252,,,,,,,,,,,,,,,,,,,,,795116480,559391392,631351536,1723068
"Ships & Submarines","FFG-7",26,,,,,,,379919.0938,,144500,-3537.7,103906.2109,,,,,,,,,,,,,
"Ships & Submarines","FLOAT DRY DOCK AFDM-282",1259,,250422,,-43974,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","FRIGATE FF-1049",1195,,33806,,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","FRIGATE FF-1052",1201,108600,144375,270008,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","FRIGATE GD MSL-DLG",1199,27214958,22665163,13880012,1297948,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","FUEL BARGE NON-SELF PROP",1304,1367140,,80320,145919,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","GSS",2094,,,6397748,,1938315,5886087,,,,,,,,,,,,,,,,,,
"Ships & Submarines","GUPPY I SUBMARINE",1149,1126952,,,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","HOSPITAL SHIP-AH",1261,150823,3014906,5830259,5255430,,,,,50000,-407632.125,,,,,,,,,,,,,,
"Ships & Submarines","ICEBREAKER-AGB",1262,,,,4033,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","J-65",804,,,132290,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","JCC(X)",1331,,,,,388847,,,,,1000132.5664,0,,,,,,,,,,,,,
"Ships & Submarines","JT8D TURBOFAN ENGINE",814,,149675,37840,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","LANDING CRAFT AIR CUSHION",1216,1889493,1963905,2805176,1868963,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","LANDING CRAFT LCU",1219,3387675,3760132,4654879,2551146,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","LANDING SHIP DOCK-LSD",1223,40433762,8470420,189744119,5164756,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","LANDING SHIP TANK-LST",1225,5688635,31717,174104,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","LCAC",627,,,,,,,22712232,29626920,20968363.2359,62174397.9269,-1049628.1426,46915690.6172,2319648.6741,499496.67,0,,,,,,,,,
"Ships & Submarines","LCS",1368,,,,,2591384,6249474,28164204,37644599.375,67272593.7559,886600388.3037,129234583.1241,1903734510.3088,1738385980.1145,1840982682.26,1659915947.06,1641262336.8468,1589903596.1289,1016873872.8339,3088377648.9419,2036956556.9494,2868374595.7331,558515235.9379,435069417.8358,144446370.3211
"Ships & Submarines","LHA",33,,,,,,,,3840223.8438,58229.1485,721787.05,523250,,,-2406.82,,,,,,,,,,
"Ships & Submarines","LHA ( R )",1332,,,,,442033,71150130,117055732,794025032,322985015,1047765320,97110023,164856056,2224950112,184829926.57,118894435.3,112433228,1089124402.5801,1349836743.86,799287852,38601803,1157354399,196000149,236124226.5937,823371862.0625
"Ships & Submarines","LHD 1",628,,,,,52704642,91551357,9387282,13998243.3906,126024769.4355,24910417.2418,44651468.4582,75254591.9214,63950174.268,57471877.31,61179253.92,7579138.0261,-2073654.6797,-469406.4518,-526014.3204,,,,,195000
"Ships & Submarines","LPD 17",1825,,,,,23740497,21511700,2556355074,1325317784.9063,1190987692.5,492153097.5,251414625.5162,1730168454.9927,1697471952.875,1596919144.15,103720230.6994,148955437.3859,409894083.25,1614836259.4219,1418641848,189787036.3437,80876186.0772,40419021.3213,52750105.1367,7519409
"Ships & Submarines","LSD 41 CARGO VAR",1864,,,,,,,,,3250,,,,,,,,,,,,,,,
"Ships & Submarines","LSD-41",629,,,,,,,,0,251472,0,0,,,,,,,,,,,,,
"Ships & Submarines","MANEUVER CONTROL SYSTEM (",509,1254188,,,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","MCM 1",1865,,,,,,,9e+05,0,303599,14956140,23028022,45224541,28379151,15069463,22873312,11513869,14418957,4696092,-1480098,-921998,,,,
"Ships & Submarines","MINEHUNTER COSTL NON-MAG-",1227,14934604,5203555,15870392,1111000,,,,,,,,0,,,,,,,,,,,,
"Ships & Submarines","MINELAYER COASTAL-MMC",1228,23758,,,,30000,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","MINESWEEPER COASTAL-MSCO",1233,2310,,,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","MISCELLANEOUS-AG",1267,64962232,35516538,149927892,50971651,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","MK42 MOD-10 5.54 GUN MOUN",900,,,227500,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","MNSWEEPER OCEAN NON-MAG-M",1235,105390,,,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","MPF",1334,,,,,176209,6356,,,,,,,,34848589,2320708,,-134363,,,,,,6285,0
"Ships & Submarines","NAVY ERP",1987,,,,,,,,,,,,,,,,,,,,,,,146265,
"Ships & Submarines","NCES",664,,,,,,,,,,,,,,,,,,,,,1800000,2500000,2200000,
"Ships & Submarines","OILER-AO",1268,10385084,28734465,12914894,39930764,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","PATROL BOAT FAST-PTF",1240,2045703,9539260,14047597,2973612,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","PATROL BOAT RIVER PBR",1245,3132440,,,,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","PATROL CFT COSTL FAST-PCF",1241,9966117,5389094,36313817,35715783,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","PRP BRTNG & MESSNG BRG YR",1254,2014926,21848124,8690884,5741434,,,,,,,-4190362.75,,,,,,,,,,,,,
"Ships & Submarines","PRV",1328,,,,,,,,,,0,,,,,,,,,,,,,,
"Ships & Submarines","REPR & CABLE LAYING SHIP-",1272,,,649702,9713971,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","RESCUE & SALVAGE SHIP",1274,770399,1843680,10447762,3878098,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","SAFEGUARD",1335,,,,,,,,,,,,3887.5,15327.4502,,,,,,,,,,,
"Ships & Submarines","SALVAGE SHIP-ARS",1279,2650056,1727487,1570278,1278010,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","SBN",2006,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,
"Ships & Submarines","SBP",2007,31618843,32968102,61998240,53610657,57480035,-39314,-266936,-2218220.5133,0,0,0,0,0,0,258827.11,0,-7510971,,,,,,714976.3125,
"Ships & Submarines","SCH",2103,9121655,7088160,488865,-37685,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","SCY",2008,441620571,570220794,358680507,205320870,551022362,414438407,-30291623,18279101,8966529,0,-2600000,-281301,-3291484,276455,-684880,0,0,,-24582326,-4166239,,,,
"Ships & Submarines","SDR",2011,98344051,99186626,178002640,132679168,97601468,-25268229,1037702,-4005855,,,-725645,,,0,0,0,,,,,,,0,
"Ships & Submarines","SEB",2104,,,,73646750,34100421,1550830,1657586,159850715,58201,,,,,,,0,0,,,,,,,
"Ships & Submarines","SEJ",2105,434891,11385813,76151429,70503206,21491808,54699587,1931497,24791,,-418677,-460547,,,,,,,,,,,,,
"Ships & Submarines","SEP",2106,325400,-553795,,,,,,,,,,0,,,,0,,,,,,,,
"Ships & Submarines","SERVICE CRAFT",1283,4995555,2960325,2435250,7636003,,,,,,-79386.2578,0,,,,,,,,,,,,,
"Ships & Submarines","SF",2012,,,,,,,,,,,,0,,,,0,,,,,,,,
"Ships & Submarines","SFF",2107,,,,1108516,1361000,1186682,,,,,,,,,,,,,,,,,,
"Ships & Submarines","SHC",2108,,,149200,,,,,,,,,,,,,0,,,,,,,,
"Ships & Submarines","SHIP STORE COMBAT-AFS",1282,2285308,2327344,3675074,11353558,,,,,,,,,,,,,,,,,,,,
"Ships & Submarines","SHIP STORE-AF",1281,,11874,7345836,-19120,,,,,,,,,,,,,,,,,,,,
