Fiscal.Year,Unique.Identifier,Deal.Number,Decision,Decision.Date,Effective.Date,Expiration.Date,Brokered,Deal.Cancelled,Country,Program,Policy.Type,Decision.Authority,Primary.Export.Product.NAICS.SIC.code,Product.Description,Term,Primary.Applicant,Primary.Lender,Primary.Exporter,Primary.Exporter.City,Primary.Exporter.State.Code,Primary.Exporter.State.Name,Primary.Borrower,Primary.Source.of.Repayment.(PSOR),Working.Capital.Delegated.Authority,Approved.Declined.Amount,Disbursed.Shipped.Amount,Undisbursed.Exposure.Amount,Outstanding.Exposure.Amount,Small.Business.Authorized.Amount,Woman.Owned.Authorized.Amount,Minority.Owned.Authorized.Amount,Loan.Interest.Rate,Multiyear.Working.Capital.Extension,Primary.Export.Product.NAICS,Primary.Export.Product.SIC,Primary.Export.Product.SIC.code,principalnaicscodeText,SIC.Titles.and.Part.Descriptions,AnyTag,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech,CriticalTech
2017,08086994XBAA02,AP086994XB,Approved,04/21/2017 12:00:00 AM,4/21/2017,03/31/2019 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334290,Other Communications Equipment Manufacturing,Short Term,"Wells Fargo Bank, N.A.","Wells Fargo Bank, N.A.","Zhone Technologies, Inc.",Oakland,CA,California,"Zhone Technologies, Inc.","Zhone Technologies, Inc.",Yes,13500000,13500000,0,0,13500000,0,0,,,334290,,,Other Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2017,08087123XEAA01,AP087123XE,Approved,04/07/2017 12:00:00 AM,4/7/2017,03/14/2019 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Short Term,Regions Bank,Regions Bank,Xante Corporation,Mobile,AL,Alabama,Xante Corporation,Xante Corporation,Yes,895500,895500,0,0,895500,0,0,,,334118,,,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Computing
2017,08087979XAAA03,AP087979XA,Approved,05/25/2017 12:00:00 AM,5/13/2016,03/28/2018 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,325411,Medicinal and Botanical Manufacturing,Short Term,"PNC Bank, N.A.","PNC Bank, N.A.","Pfanstiehl, Inc",Waukegan,IL,Illinois,"Pfanstiehl, Inc","Pfanstiehl, Inc",Yes,5400000,5400000,0,0,5400000,0,0,,,325411,,,Medicinal and Botanical Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2017,08088166XAAA03,AP088166XA,Approved,12/27/2016 12:00:00 AM,,06/26/2017 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334417,Electronic Connector Manufacturing,Short Term,"Pnc Bank, N.a.","Pnc Bank, N.a.",Airborn Inc.,Georgetown,TX,Texas,Airborn Inc.,Airborn Inc.,Yes,3600000,3600000,0,0,0,0,0,,,334417,,,Electronic Connector Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2017,08088166XBAA01,AP088166XB,Approved,08/07/2017 12:00:00 AM,8/7/2017,06/26/2018 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334417,Electronic Connector Manufacturing,Short Term,"PNC Bank, N.A.","PNC Bank, N.A.",Airborn Inc.,Georgetown,TX,Texas,Airborn Inc.,Airborn Inc.,Yes,3600000,3600000,0,0,0,0,0,,,334417,,,Electronic Connector Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2017,08088381XBAA01,AP088381XB,Approved,02/08/2017 12:00:00 AM,2/8/2017,10/28/2018 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,M&T Bank,M&T Bank,"Ultisat, Inc.",Gaithersburg,MD,Maryland,"Ultisat, Inc.","Ultisat, Inc.",Yes,3150000,3150000,0,0,3150000,0,0,,,334220,,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2017,08088640XAAA02,AP088640XA,Approved,07/26/2017 12:00:00 AM,,08/31/2017 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Td Bank, N.a.","Td Bank, N.a.",Magnetic Analysis Corporation,Elmsford,NY,New York,Magnetic Analysis Corporation,Magnetic Analysis Corporation,Yes,1800000,1800000,0,0,1800000,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2017,08088640XBAA01,AP088640XB,Approved,09/13/2017 12:00:00 AM,9/13/2017,08/31/2019 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"TD Bank, N.A.","TD Bank, N.A.",Magnetic Analysis Corporation,Elmsford,NY,New York,Magnetic Analysis Corporation,Magnetic Analysis Corporation,Yes,900000,900000,0,0,900000,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2017,08088757XAAA02,AP088757XA,Approved,05/18/2017 12:00:00 AM,5/18/2017,03/27/2018 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334111,Electronic Computer Manufacturing,Short Term,Western Alliance Bank,Western Alliance Bank,"Socket Mobile, Inc.",Newark,CA,California,"Socket Mobile, Inc.","Socket Mobile, Inc.",Yes,450000,450000,0,0,450000,0,0,,,334111,,,Electronic Computer Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Computing
2017,08088974XXAA02,AP088974XX,Approved,10/01/2016 12:00:00 AM,4/20/2015,05/31/2018 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541690,Other Scientific and Technical Consulting Services,Short Term,"Provident Bank, The","Provident Bank, The","Boyle Energy Services & Technology, Inc.",Merrimack,NH,New Hampshire,"Boyle Energy Services & Technology, Inc.","Boyle Energy Services & Technology, Inc.",Yes,7200000,7200000,0,0,0,0,0,,*,541690,,,Other Scientific and Technical Consulting Services,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2017,08088974XXAA03,AP088974XX,Approved,08/24/2017 12:00:00 AM,4/20/2015,08/24/2018 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541690,Other Scientific and Technical Consulting Services,Short Term,"Provident Bank, The","Provident Bank, The","Boyle Energy Services & Technology, Inc.",Merrimack,NH,New Hampshire,"Boyle Energy Services & Technology, Inc.","Boyle Energy Services & Technology, Inc.",Yes,7200000,7200000,0,0,0,0,0,,,541690,,,Other Scientific and Technical Consulting Services,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2017,08089097XXAA02,AP089097XX,Approved,09/18/2017 12:00:00 AM,9/18/2017,12/02/2017 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541690,Other Scientific and Technical Consulting Services,Short Term,Western Alliance Bank,Western Alliance Bank,"Utopia Investment Holdings, LLC",Mundelein,IL,Illinois,"Utopia Investment Holdings, LLC","Utopia Investment Holdings, LLC",Yes,1012500,1012500,0,0,0,0,1012500,,,541690,,,Other Scientific and Technical Consulting Services,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2017,08089112XXAA02,AP089112XX,Approved,09/12/2017 12:00:00 AM,9/12/2017,11/25/2018 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,"Suntrust Banks, Inc.","Suntrust Banks, Inc.",Plasma-therm Llc,Saint Petersburg,FL,Florida,Plasma-therm Llc,Plasma-therm Llc,Yes,2700000,2700000,0,0,2700000,0,0,,,334413,,,Semiconductor and Related Device Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2017,08089124XAAA01,AP089124XA,Approved,09/12/2017 12:00:00 AM,9/12/2017,08/09/2018 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,GBC International Bank,GBC International Bank,"Maxxess Systems, Inc.",Yorba Linda,CA,California,"Maxxess Systems, Inc.","Maxxess Systems, Inc.",Yes,450000,450000,0,0,450000,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2017,08089124XXAA01,AP089124XX,Approved,12/15/2016 12:00:00 AM,,08/09/2017 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,GBC International Bank,GBC International Bank,"Maxxess Systems, Inc.",Yorba Linda,CA,California,"Maxxess Systems, Inc.","Maxxess Systems, Inc.",Yes,450000,450000,0,0,450000,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2017,08089129XXAA01,AP089129XX,Approved,01/19/2017 12:00:00 AM,1/19/2017,11/03/2018 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334111,Electronic Computer Manufacturing,Short Term,Western Alliance Bank,Western Alliance Bank,"Uni-Pixel Displays, Inc.",Santa Clara,CA,California,"Uni-Pixel Displays, Inc.","Uni-Pixel Displays, Inc.",Yes,2250000,2250000,0,0,2250000,0,0,,,334111,,,Electronic Computer Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Computing
2017,08089131XXAA01,AP089131XX,Approved,01/24/2017 12:00:00 AM,1/24/2017,11/22/2017 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,Huntington National Bank,Huntington National Bank,"Avtron Aerospace, Inc",Independence,OH,Ohio,"Avtron Aerospace, Inc","Avtron Aerospace, Inc",Yes,900000,900000,0,0,900000,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2017,08089164XXAA01,AP089164XX,Approved,06/26/2017 12:00:00 AM,6/26/2017,05/24/2018 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541511,Custom Computer Programming Services,Short Term,Western Alliance Bank,Western Alliance Bank,Voicebox Technologies Corporation,Bellevue,WA,Washington,Voicebox Technologies Corporation,Voicebox Technologies Corporation,Yes,2700000,2700000,0,0,0,0,0,,,541511,,,Custom Computer Programming Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2017,08089165XXAA01,AP089165XX,Approved,06/20/2017 12:00:00 AM,6/20/2017,05/24/2018 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,Western Alliance Bank,Western Alliance Bank,"Doctor Evidence, Llc",Santa Monica,CA,California,"Doctor Evidence, Llc","Doctor Evidence, Llc",Yes,4050000,4050000,0,0,4050000,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2017,08089177XXAA01,AP089177XX,Approved,08/24/2017 12:00:00 AM,8/24/2017,10/02/2018 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,541511,Custom Computer Programming Services,Short Term,"HSBC Bank USA, N.A.","HSBC Bank USA, N.A.","Todo1 Services, Inc.",Medley,FL,Florida,"Todo1 Services, Inc.","Todo1 Services, Inc.",Yes,2250000,2250000,0,0,0,0,2250000,,,541511,,,Custom Computer Programming Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2017,08647838XXAA01,647838,Approved,12/12/2016 12:00:00 AM,3/15/2017,08/25/2018 12:00:00 AM,No,No,Jamaica,Guarantee,,Individual Delegated Authority,541511,Custom Computer Programming Services,Medium Term,"Hencorp Becstone, L.C.","Hencorp Becstone, L.C.",Specialty Products International Ltd.,Erwin,NC,North Carolina,Margaritaville Caribbean Group Limited,Margaritaville Caribbean Group Limited,,853480.08,207135.72,0,25891.96,514349.7702,0,0,,,541511,,,Custom Computer Programming Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2017,08649694XXAA01,649694,Approved,10/14/2016 12:00:00 AM,11/22/2016,12/01/2017 12:00:00 AM,No,No,China,Guarantee,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Medium Term,"Wells Fargo Bank, N.A.","Wells Fargo Bank, N.A.","General Electric International Operations Company, Inc.",Cincinnati,OH,Ohio,"Export Import Bank Of China, The",Ministry Of Finance Of The People's Republic Of China,,10000000,10000000,0,2857142.86,0,0,0,,,334510,,,Electromedical and Electrotherapeutic Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2018,08082414XIAA01,AP082414XI,Approved,09/12/2018 12:00:00 AM,9/12/2018,08/27/2019 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,M&T Bank,M&T Bank,Patton Electronics Co Inc,Gaithersburg,MD,Maryland,Patton Electronics Co Inc,Patton Electronics Co Inc,Yes,3600000,3600000,0,0,3600000,0,0,,,334210,,,Telephone Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2018,08085464XDAA02,AP085464XD,Approved,11/27/2017 12:00:00 AM,11/27/2017,10/31/2018 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,"Bank Of America, National Association","Bank Of America, National Association","Cayman Chemical Company, Inc.",Ann Arbor,MI,Michigan,"Cayman Chemical Company, Inc.","Cayman Chemical Company, Inc.",Yes,2250000,2250000,0,0,2250000,0,0,,,325412,,,Pharmaceutical Preparation Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2018,08085719XGAA01,AP085719XG,Approved,05/31/2018 12:00:00 AM,5/31/2018,04/06/2019 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Zions Bancorporation, N.A.","Zions Bancorporation, N.A.",Daily Instruments Corporation,Houston,TX,Texas,Daily Instruments Corporation,Daily Instruments Corporation,Yes,886500,886500,0,0,886500,886500,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2018,08087056XEAA01,AP087056XE,Approved,01/11/2018 12:00:00 AM,1/11/2018,12/10/2018 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Western Alliance Bank,Western Alliance Bank,Lucas/Signatone Corporation,Gilroy,CA,California,Lucas/Signatone Corporation,Lucas/Signatone Corporation,Yes,720000,720000,0,0,720000,0,720000,,,334515,,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2018,08087123XEAA02,AP087123XE,Approved,05/15/2018 12:00:00 AM,5/15/2018,05/31/2019 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Short Term,Regions Bank,Regions Bank,Xante Corporation,Mobile,AL,Alabama,Xante Corporation,Xante Corporation,Yes,895500,895500,0,0,895500,0,0,,,334118,,,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Computing
2018,08087979XBAA01,AP087979XB,Approved,04/12/2018 12:00:00 AM,4/12/2018,03/28/2021 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,325411,Medicinal and Botanical Manufacturing,Short Term,"PNC Bank, N.A.","PNC Bank, N.A.","Pfanstiehl, Inc",Waukegan,IL,Illinois,"Pfanstiehl, Inc","Pfanstiehl, Inc",Yes,9000000,9000000,0,0,9000000,0,0,,,325411,,,Medicinal and Botanical Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2018,08088640XBAA02,AP088640XB,Approved,08/23/2018 12:00:00 AM,8/23/2018,08/31/2019 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"TD Bank, N.A.","TD Bank, N.A.",Magnetic Analysis Corporation,Elmsford,NY,New York,Magnetic Analysis Corporation,Magnetic Analysis Corporation,Yes,1800000,1800000,0,0,1800000,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2018,08088640XBAB01,AP088640XB,Approved,03/07/2018 12:00:00 AM,3/7/2018,08/31/2019 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"TD Bank, N.A.","TD Bank, N.A.",Magnetic Analysis Corporation,Elmsford,NY,New York,Magnetic Analysis Corporation,Magnetic Analysis Corporation,Yes,900000,900000,0,0,900000,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2018,08088757XBAA01,AP088757XB,Approved,03/08/2018 12:00:00 AM,3/8/2018,01/30/2020 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334111,Electronic Computer Manufacturing,Short Term,Western Alliance Bank,Western Alliance Bank,"Socket Mobile, Inc.",Newark,CA,California,"Socket Mobile, Inc.","Socket Mobile, Inc.",Yes,450000,450000,0,0,450000,0,0,,,334111,,,Electronic Computer Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Computing
2018,08089124XBAA01,AP089124XB,Approved,09/19/2018 12:00:00 AM,9/19/2018,08/09/2019 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,511210,Software Publishers,Short Term,GBC International Bank,GBC International Bank,"Maxxess Systems, Inc.",Yorba Linda,CA,California,"Maxxess Systems, Inc.","Maxxess Systems, Inc.",Yes,450000,450000,0,0,450000,0,0,,,511210,,,Software Publishers,,TRUE,,,,,,,,,,,,,,,,,,Computing
2018,08089212XXAA01,AP089212XX,Approved,02/20/2018 12:00:00 AM,2/20/2018,08/30/2019 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System",Short Term,Regions Bank,Regions Bank,Mears Machine Corporation,Avon,IN,Indiana,Mears Machine Corporation,Mears Machine Corporation,Yes,1800000,1800000,0,0,1800000,0,0,,,334511,,,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",,TRUE,,,,,,,,,,,,,,,,,,SensorCyber
2018,08089220XXAA01,AP089220XX,Approved,04/06/2018 12:00:00 AM,4/6/2018,05/31/2020 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,Umpqua Bank,Umpqua Bank,Pasco Scientific Inc,Roseville,CA,California,Pasco Scientific Inc,Pasco Scientific Inc,Yes,1800000,1800000,0,0,1800000,0,0,,,334516,,,Analytical Laboratory Instrument Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2018,08089226XAAA01,AP089226XA,Approved,09/27/2018 12:00:00 AM,9/27/2018,07/12/2021 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334290,Other Communications Equipment Manufacturing,Short Term,"Wells Fargo Bank, N.A.","Wells Fargo Bank, N.A.","Dasan Zhone Solutions, Inc",Oakland,CA,California,"Dasan Zhone Solutions, Inc","Dasan Zhone Solutions, Inc",Yes,9000000,9000000,0,0,9000000,0,0,,,334290,,,Other Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2018,08089226XXAA01,AP089226XX,Approved,05/09/2018 12:00:00 AM,5/9/2018,07/15/2019 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334290,Other Communications Equipment Manufacturing,Short Term,"Wells Fargo Bank, N.A.","Wells Fargo Bank, N.A.","Dasan Zhone Solutions, Inc",Oakland,CA,California,"Dasan Zhone Solutions, Inc","Dasan Zhone Solutions, Inc",Yes,9000000,9000000,0,0,9000000,0,0,,,334290,,,Other Communications Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2018,08089252XXAA01,AP089252XX,Approved,09/25/2018 12:00:00 AM,9/25/2018,06/26/2019 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,GBC International Bank,GBC International Bank,"Sabia, Incorporated",San Diego,CA,California,"Sabia, Incorporated","Sabia, Incorporated",Yes,540000,540000,0,0,540000,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2018,08089262XXAA01,AP089262XX,Approved,09/27/2018 12:00:00 AM,9/27/2018,09/17/2021 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334417,Electronic Connector Manufacturing,Short Term,"Wells Fargo Bank, N.A.","Wells Fargo Bank, N.A.","Airborn Interconnect, Inc.",Georgetown,TX,Texas,"Airborn Interconnect, Inc.","Airborn Interconnect, Inc.",Yes,5400000,5400000,0,0,0,0,0,,,334417,,,Electronic Connector Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2018,08647838XXAB01,647838,Approved,09/20/2018 12:00:00 AM,9/20/2018,01/23/2019 12:00:00 AM,No,No,Jamaica,Guarantee,,Individual Delegated Authority,541511,Custom Computer Programming Services,Medium Term,"Hencorp Becstone, L.C.","Hencorp Becstone, L.C.",Specialty Products International Ltd.,Erwin,NC,North Carolina,Margaritaville Caribbean Group Limited,Margaritaville Caribbean Group Limited,,0.17,0,0,0,0.1042729,0,0,,,541511,,,Custom Computer Programming Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2018,08647838XXAC01,647838,Approved,09/20/2018 12:00:00 AM,9/20/2018,01/22/2019 12:00:00 AM,No,No,Jamaica,Guarantee,,Individual Delegated Authority,541511,Custom Computer Programming Services,Medium Term,"Hencorp Becstone, L.C.","Hencorp Becstone, L.C.",Specialty Products International Ltd.,Erwin,NC,North Carolina,Margaritaville Caribbean Group Limited,Margaritaville Caribbean Group Limited,,0,320462.07,0,44508.61,0,0,0,,,541511,,,Custom Computer Programming Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2018,08675544XXAA01,675544,Approved,05/17/2018 12:00:00 AM,8/23/2018,01/15/2021 12:00:00 AM,No,Yes,Israel,Guarantee,,Individual Delegated Authority,334517,Irradiation Apparatus Manufacturing,Medium Term,Atrafin LLC,Atrafin LLC,"Varian Medical Systems, Inc.",Palo Alto,CA,California,Shaare Zedek Medical Center (R.A.),Shaare Zedek Medical Center (R.A.),,8463232.74,0,0,0,8463232.74,0,0,,,334517,,,Irradiation Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2019,07088858XXTO01,AP088858XX,Approved,10/18/2018 12:00:00 AM,,,No,No,United States,Working Capital,GCE,Individual Delegated Authority,541519,Other Computer Related Services,Short Term,Imaan International Inc,"Export-Import Bank Of The United States, The",Imaan International Inc,Fredericksburg,VA,Virginia,Imaan International Inc,Imaan International Inc,Yes,0,495000,0,484284.98,0,0,0,,,541519,,,Other Computer Related Services,,TRUE,,,,,,,,,,,,,,,,,,Computing
2019,08082414XJAA01,AP082414XJ,Approved,09/19/2019 12:00:00 AM,9/19/2019,11/26/2020 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,M&T Bank Corporation,M&T Bank Corporation,Patton Electronics Co Inc,Gaithersburg,MD,Maryland,Patton Electronics Co Inc,Patton Electronics Co Inc,Yes,3600000,3600000,0,0,3600000,0,0,,,334210,,,Telephone Apparatus Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Modern Telecom
2019,08085464XEAA01,AP085464XE,Approved,01/07/2019 12:00:00 AM,1/7/2019,10/31/2020 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,"Bank Of America, National Association","Bank Of America, National Association","Cayman Chemical Company, Inc.",Ann Arbor,MI,Michigan,"Cayman Chemical Company, Inc.","Cayman Chemical Company, Inc.",Yes,2250000,2250000,0,0,2250000,0,0,,,325412,,,Pharmaceutical Preparation Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2019,08085719XHAA01,AP085719XH,Approved,05/07/2019 12:00:00 AM,5/7/2019,04/06/2020 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Zions Bancorporation, N.A.","Zions Bancorporation, N.A.",Daily Instruments Corporation,Houston,TX,Texas,Daily Instruments Corporation,Daily Instruments Corporation,Yes,1575000,1575000,0,0,1575000,1575000,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
2019,08087056XFAA01,AP087056XF,Approved,02/07/2019 12:00:00 AM,2/7/2019,11/10/2019 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Western Alliance Bank,Western Alliance Bank,Lucas/Signatone Corporation,Gilroy,CA,California,Lucas/Signatone Corporation,Lucas/Signatone Corporation,Yes,720000,720000,0,0,720000,0,0,,,334515,,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,TRUE,,,,,,,,,,,,,,,,,,High Technology
2019,08087123XFAA01,AP087123XF,Approved,07/17/2019 12:00:00 AM,7/17/2019,05/31/2021 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Short Term,Regions Bank,Regions Bank,Xante Corporation,Mobile,AL,Alabama,Xante Corporation,Xante Corporation,Yes,895500,895500,0,0,895500,0,0,,,334118,,,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Computing
2019,08087979XBAA02,AP087979XB,Approved,04/05/2019 12:00:00 AM,4/5/2019,04/30/2020 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,325411,Medicinal and Botanical Manufacturing,Short Term,"PNC Bank, N.A.","PNC Bank, N.A.","Pfanstiehl, Inc",Waukegan,IL,Illinois,"Pfanstiehl, Inc","Pfanstiehl, Inc",Yes,9000000,9000000,0,0,9000000,0,0,,,325411,,,Medicinal and Botanical Manufacturing,,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2019,08088640XCAA01,AP088640XC,Approved,09/17/2019 12:00:00 AM,9/17/2019,08/31/2021 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"TD Bank, N.A.","TD Bank, N.A.",Magnetic Analysis Corporation,Elmsford,NY,New York,Magnetic Analysis Corporation,Magnetic Analysis Corporation,Yes,1800000,1800000,0,0,1800000,0,0,,,334513,,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,TRUE,,,,,,,,,,,,,,,,,,High Technology
