Contract_FYear_Agency_2017_2020

"Fiscal Year","Contracting Department ID","Contracting Department Name","Contracting Agency ID","Contracting Agency Name","Dollars Obligated","Number of Actions","Number of Records","Base and All Options Value (Total Contract Value)","Base and Exercised Options Value"
"2020","7000","HOMELAND SECURITY, DEPARTMENT OF","7014","U.S. CUSTOMS AND BORDER PROTECTION","$3,946,788,757.17","7,037","7,035","$12,809,514,334.71","$4,162,528,738.49"
"2020","7000","HOMELAND SECURITY, DEPARTMENT OF","7015","FEDERAL LAW ENFORCEMENT TRAINING CENTER","$213,223,087.92","2,622","2,622","$243,110,363.18","$220,198,405.24"
"2020","7000","HOMELAND SECURITY, DEPARTMENT OF","7022","FEDERAL EMERGENCY MANAGEMENT AGENCY","$3,527,522,689.49","9,704","9,690","$14,190,355,592.65","$3,560,418,681.40"
"2020","7100","OVERSEAS PRIVATE INVESTMENT CORPORATION","7100","OVERSEAS PRIVATE INVESTMENT CORPORATION","$7,050,888.06","179","179","$8,245,859.82","$7,291,420.14"
"2020","7200","AGENCY FOR INTERNATIONAL DEVELOPMENT","7200","AGENCY FOR INTERNATIONAL DEVELOPMENT","$6,146,041,261.68","9,469","9,449","$31,626,518,083.94","$7,780,701,920.89"
"2020","7300","SMALL BUSINESS ADMINISTRATION","7300","SMALL BUSINESS ADMINISTRATION","$1,525,996,501.28","1,326","1,326","$3,019,545,305.86","$1,525,410,588.05"
"2020","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7504","OFFICE OF THE INSPECTOR GENERAL","$50,477,941.75","272","272","$151,769,372.59","$50,431,913.00"
"2020","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7505","OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE","$13,088,415,150.55","1,636","1,629","$24,166,347,810.80","$11,912,803,227.17"
"2020","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7522","SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","$196,475,747.71","108","108","$156,169,948.03","$193,424,495.71"
"2020","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7523","CENTERS FOR DISEASE CONTROL AND PREVENTION","$7,004,027,913.57","7,774","7,774","$11,857,774,627.66","$2,036,933,181.95"
"2020","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7524","FOOD AND DRUG ADMINISTRATION","$1,680,026,558.09","5,428","5,418","$4,060,022,573.79","$1,573,833,399.65"
"2020","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7526","HEALTH RESOURCES AND SERVICES ADMINISTRATION","$766,751,805.08","5,827","5,672","$1,774,819,473.49","$794,497,223.68"
"2020","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7527","INDIAN HEALTH SERVICE","$956,901,600.81","17,356","17,330","$1,960,485,095.02","$955,310,310.31"
"2020","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7528","AGENCY FOR HEALTHCARE RESEARCH AND QUALITY","$373,721,299.05","337","337","$851,824,240.05","$373,681,299.05"
"2020","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7529","NATIONAL INSTITUTES OF HEALTH","$7,369,571,737.38","31,690","31,594","$4,810,886,284,702.92","$7,421,763,179.79"
"2020","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7530","CENTERS FOR MEDICARE AND MEDICAID SERVICES","$7,081,030,209.14","4,394","4,394","$35,154,110,734.29","$7,223,036,925.54"
"2020","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7570","OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA)","$2,151,465,944.43","3,613","3,520","$5,337,598,685.40","$2,036,149,334.78"
"2020","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7590","ADMINISTRATION FOR CHILDREN AND FAMILIES","$507,000.00","2","2","$507,000.00","$507,000.00"
"2020","7700","UNITED STATES INTERNATIONAL DEVELOPMENT FINANCE CORPORATION","7700","UNITED STATES INTERNATIONAL DEVELOPMENT FINANCE CORPORATION","$30,871,874.90","370","370","$71,216,088.10","$44,834,522.24"
"2020","8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","$19,008,053,525.56","25,385","25,385","$83,398,273,007.50","$25,831,893,370.01"
"2020","8300","EXPORT-IMPORT BANK OF THE U.S.","8300","EXPORT-IMPORT BANK OF THE U.S.","$45,354,786.92","415","415","$160,177,353.46","$50,983,345.48"
"2020","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","$728,510,958.27","1,497","1,495","$370,731,757.26","$810,422,630.73"
"2020","8800","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","8800","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","$145,279,597.36","1,243","1,242","$318,227,883.00","$163,533,157.10"
"2020","8900","ENERGY, DEPARTMENT OF","8900","ENERGY, DEPARTMENT OF","$35,917,148,646.92","10,604","10,598","$83,868,329,436.94","$26,101,678,978.10"
"2020","8900","ENERGY, DEPARTMENT OF","8960","FEDERAL ENERGY REGULATORY COMMISSION","$61,639,772.02","397","397","$159,430,096.89","$84,860,281.59"
"2020","9000","SELECTIVE SERVICE SYSTEM","9000","SELECTIVE SERVICE SYSTEM","$6,010,844.66","131","131","$6,167,976.47","$6,010,844.66"
"2020","9100","EDUCATION, DEPARTMENT OF","9100","EDUCATION, DEPARTMENT OF","$2,977,825,661.26","2,798","2,798","$24,155,887,737.95","$3,263,278,092.29"
"2020","9300","FEDERAL MEDIATION AND CONCILIATION SERVICE","9300","FEDERAL MEDIATION AND CONCILIATION SERVICE","$4,247,559.08","146","146","$5,687,383.86","$4,247,559.08"
"2020","9504","FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION","9504","FEDERAL MINE SAFETY AND HEALTH REVIEW COMMISSION","$3,209,172.16","187","187","$3,209,172.16","$3,209,172.16"
"2020","9506","FEDERAL ELECTION COMMISSION","9506","FEDERAL ELECTION COMMISSION","$11,706,081.79","168","168","$14,126,688.87","$11,337,754.13"
"2020","9507","COMMODITY FUTURES TRADING COMMISSION","9507","COMMODITY FUTURES TRADING COMMISSION","$66,165,653.28","568","568","$95,713,923.20","$76,568,727.24"
"2020","9508","NATIONAL TRANSPORTATION SAFETY BOARD","9508","NATIONAL TRANSPORTATION SAFETY BOARD","$10,473,390.10","208","208","$16,073,863.17","$10,548,426.40"
"2020","9511","THE COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY","9511","THE COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY","$7,162,960.09","23","23","$16,406,352.71","$7,523,651.89"
"2020","9513","MARINE MAMMAL COMMISSION","9513","MARINE MAMMAL COMMISSION","$62,550.00","5","5","$62,550.00","$62,550.00"
"2020","9514","OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION","9514","OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION","$1,492,228.29","77","77","$1,492,228.29","$1,492,228.29"
"2020","9515","ADMINISTRATIVE CONFERENCE OF THE U. S.","9515","ADMINISTRATIVE CONFERENCE OF THE U. S.","$234,001.44","10","10","$234,001.44","$234,001.44"
"2020","9516","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","9516","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","$3,365,101.10","18","18","$1,835,860.66","$3,455,169.70"
"2020","9518","COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED","9518","COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED","$2,501,361.89","42","42","$15,279,746.40","$9,262,411.40"
"2020","9542","FEDERAL HOUSING FINANCE AGENCY","9542","FEDERAL HOUSING FINANCE AGENCY","$451,666.08","1","1","$1,051,666.08","$451,666.08"
"2020","9543","MILLENNIUM CHALLENGE CORPORATION","9543","MILLENNIUM CHALLENGE CORPORATION","$96,243,718.41","752","752","$105,234,636.96","$110,430,849.76"
"2020","955F","CONSUMER FINANCIAL PROTECTION BUREAU","955F","CONSUMER FINANCIAL PROTECTION BUREAU","$98,635,262.24","751","751","$168,689,959.89","$103,777,046.48"
"2020","9565","CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD","9565","CHEMICAL SAFETY AND HAZARD INVESTIGATION BOARD","$33,825.04","5","5","$33,825.04","$33,825.04"
"2020","9568","UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG","9568","UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG","$160,922,767.25","5,098","5,095","$212,784,967.50","$168,323,030.88"
"2020","9577","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","9577","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","$70,276,775.50","425","425","$107,995,721.16","$69,733,390.13"
"2020","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","$32,939,040.57","352","347","$33,852,455.62","$33,035,589.57"
"2020","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","959P","PRETRIAL SERVICES AGENCY","$7,155,375.51","79","79","$14,260,235.98","$7,267,269.74"
"2020","959P","PRETRIAL SERVICES AGENCY","959P","PRETRIAL SERVICES AGENCY","$970,580.88","71","71","$2,499,656.29","$418,886.76"
"2020","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$150,135,850,249.74","237,611","214,471","$630,306,700,723.86","($125,957,736,146.68)"
"2020","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$100,253,497,320.34","216,324","189,778","$939,229,287,836.21","$99,345,377,677.17"
"2020","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$78,044,484,152.55","115,177","109,915","$950,795,874,194.63","$102,405,104,477.76"
"2020","9700","DEPT OF DEFENSE","9748","DEFENSE HUMAN RESOURCES ACTIVITY","$210,262,686.79","703","703","$394,785,496.68","$214,157,172.73"
"2020","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$932,082,324.46","1,664","1,664","$1,027,021,938.03","$1,004,160,135.41"
"2020","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($114,416,644.47)","22,991","22,785","$411,002,825.51","$451,293,928.99"
"2020","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$1,127,605,481.35","783","783","$83,034,458,566.56","$1,026,165,766.62"
"2020","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$4,420,095,830.64","44,767,214","6,513","$128,130,287,949.39","$4,428,678,093.49"
"2020","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$1,254,906,188.79","1,290","1,290","$2,117,950,881.13","$1,516,996,297.35"
"2020","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$7,667,943,987.98","57,050","57,046","$21,592,977,309.99","$7,464,920,399.41"
"2020","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$41,975,112,610.76","3,400,688","3,400,553","$220,520,505,987.73","$44,937,413,156.62"
"2020","9700","DEPT OF DEFENSE","97AT","DEFENSE SECURITY COOPERATION AGENCY","$0.00","2","2","$0.00","$0.00"
"2020","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$534,215,290.66","382","382","$3,039,780,343.94","($281,797,165.22)"
"2020","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$341,978,447.08","5,559","5,559","($792,813,262.75)","$366,790,401.68"
"2020","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$343,986,895.15","703","703","$266,052,591.37","$344,811,401.19"
"2020","9700","DEPT OF DEFENSE","97CY","U.S. CYBER COMMAND","$86,831,425.94","111","111","$106,899,081.42","$88,427,278.94"
"2020","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$15,433,773,297.13","4,276","4,207","$7,174,462,896.01","$15,719,429,463.17"
"2020","9700","DEPT OF DEFENSE","97EX","INSPECTOR GENERAL, OFFICE OF","$47,941.60","2","2","$47,941.60","$47,941.60"
"2020","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$97,328,530.93","441","441","$173,602,986.02","$109,479,849.35"
"2020","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$286,201,881.91","1,867","1,867","$669,627,230.66","$287,381,687.54"
"2020","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$2,147,692,351.92","4,062","4,062","$13,692,718,322.11","$2,189,273,882.97"
"2020","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$43,224,421.37","497","297","$42,905,765.53","$43,064,931.55"
"2020","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$12,327,217,747.30","3,923","3,923","$12,487,098,481.80","$11,732,754,545.58"
"2020","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$72,807,743.62","23","23","$394,610,669.59","$350,323,217.79"
"2020","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$4,760,335,645.04","7,990","7,990","$60,101,022,857.91","$4,839,773,889.43"
