Fiscal_Year,Customer,PlatformPortfolioRemote,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,IsEntityAbove2018constant10ThousandThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2013,Defense,Ordnance and Missiles,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,2,2,0,0,2013-01-01,Medium Vendor,Other Than Small,Medium,0
2007,Defense,Ordnance and Missiles,M,PDuns-1,1,1,0,0,1,0,3,3,3,17234,2007-01-01,Medium Vendor,Other Than Small,Medium,23452.3192114682
2017,Defense,Unlabeled,N,PDuns-2+,1,1,1,1,1,1,1,1,2,20000,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,23374.47796989461
2015,Defense,Missile Defense,N,PID,1,1,0,1,1,1,1,1,2,385472,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,462353.4525757575
2003,Defense,Facilities and Construction,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,1,1,14152.94,2003-01-01,Medium Vendor,Other Than Small,Medium,21566.792534494125
2010,Defense,Ordnance and Missiles,M,PDuns-2+,1,1,0,0,1,1,2,2,2,40839.1797,2010-01-01,Medium Vendor,Other Than Small,Medium,53426.94678579812
2019,Defense,Aircraft,N,PDuns-1,1,1,0,0,1,1,6,6,56,171481.2503,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,192054.73011430877
2006,Defense,Other Products,N,PID,1,0,0,0,1,0,1,1,3,8149,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,11393.400349428835
2007,Defense,Other Services,N,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,4,4,0,0,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2015,Defense,Other Services,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,23,23,0,0,2015-01-01,Medium Vendor,Other Than Small,Medium,0
2016,Defense,Other Products,S,PDuns-1,1,1,0,0,0,0,4,4,7,12277.3401,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,14605.001319112587
2021,Defense,Other Products,M,PDuns-1,1,1,0,0,1,1,43,43,2211,2872977.8007,2021-01-01,Medium Vendor,Other Than Small,Medium,3072039.5227813944
2000,Defense,Other Services,M,PDuns-1,1,0,0,0,0,0,3,3,4,-420617,2000-01-01,Medium Vendor,Other Than Small,Medium,-679603.5263437595
2011,Defense,Other Products,N,PDuns-1,1,0,0,0,0,0,26,26,112,66996.4801,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,85915.13986896978
2018,Defense,Ordnance and Missiles,S,PDuns-1,1,0,0,0,0,0,43,43,65,93662.8819,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,106954.72176687453
2004,Defense,Land Vehicles,N,PID,1,0,0,1,1,1,20,20,123,2293956,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3412212.1309145433
2000,Defense,Ships & Submarines,M,PDuns-2+,1,0,1,1,1,1,4,4,12,2579580,2000-01-01,Medium Vendor,Other Than Small,Medium,4167904.9217835586
2007,Defense,Other Products,N,PID,1,0,0,1,1,1,29,29,490,6271732.6008,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,8534679.990886228
2013,Defense,Other Services,S,PDuns-2+,1,0,0,1,1,1,48,56,167,2573967.93,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3183146.2366768043
2002,Defense,Other Services,S,PDuns-2+,1,0,0,0,1,0,13,13,14,61875,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,96089.76137588127
2016,Defense,Other Products,S,PDuns-2+,1,1,0,0,1,1,7,9,137,246767.7108,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,293552.407312427
2005,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,1,0,1,1,1,405,405,1947,51806555.3294,2005-01-01,Medium Vendor,Other Than Small,Medium,74790777.40969059
2003,Defense,Other Services,N,PDuns-1,1,1,1,1,1,1,18,18,157,39093294.8008,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,59571861.28526451
2009,Defense,Land Vehicles,S,PDuns-2+,1,0,1,1,1,1,43,47,450,30155826.1238,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,39793808.92912531
2006,Defense,Other Services,M,PDuns-1,1,0,0,0,1,0,176,176,339,733700,2006-01-01,Medium Vendor,Other Than Small,Medium,1025811.4905357634
2009,Defense,Facilities and Construction,N,PDuns-2+,1,0,1,1,1,1,621,1141,12072,2337757574.3499,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3084918909.3471494
2009,Defense,Other Services,M,PDuns-1,1,1,0,0,1,1,294,294,1295,4713729.8761,2009-01-01,Medium Vendor,Other Than Small,Medium,6220266.2020587325
2009,Defense,Missile Defense,N,PDuns-2+,1,0,1,1,1,1,36,39,217,82227758.0328,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,108508242.433627
2010,Defense,"Electronics, Comms, & Sensors",N,PID,1,1,1,1,1,1,225,225,35437,8296244149.4949,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,10853376535.793959
2012,Defense,"Electronics, Comms, & Sensors",N,PID,1,1,1,1,1,1,190,190,25900,5617714590.4871,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,7074387982.450611
2020,Defense,Aircraft,M,PID,1,0,1,1,1,1,28,28,1480,1712031594.1753,2020-01-01,Medium Vendor,Other Than Small,Medium,1892190089.27639
2013,Defense,Facilities and Construction,M,PDuns-2+,1,1,1,1,1,1,168,247,3719,794391655.825,2013-01-01,Medium Vendor,Other Than Small,Medium,982399500.8697734
2000,Defense,Aircraft,N,PDuns-1,1,0,0,1,1,1,255,255,1744,130260605,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,210465973.79961234
2002,Defense,Other Services,N,PDuns-2+,1,0,1,1,1,1,87,122,881,238318204,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,370100029.96183586
2013,Defense,Aircraft,N,PDuns-1,1,1,0,1,1,1,81,81,2296,37841517.1815,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,46797429.60372951
2005,Defense,Other Products,M,PDuns-1,1,0,0,1,1,1,213,213,8945,103824890.75,2005-01-01,Medium Vendor,Other Than Small,Medium,149887292.14470676
2013,Defense,Ships & Submarines,N,PID,1,0,0,1,1,1,10,10,66,1739996.89,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2151800.1400401453
2000,Defense,Missile Defense,N,PDuns-2+,1,0,0,1,1,1,3,3,5,405102,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,654535.4746215908
2001,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,0,0,0,1,1,7,7,8,153204,2001-01-01,Medium Vendor,Other Than Small,Medium,241675.80772603123
2016,Defense,Other R&D and Knowledge Based,M,Duns,1,1,0,0,0,0,2,2,2,6367.3999,2016-01-01,Medium Vendor,Other Than Small,Medium,7574.595407584853
2012,Defense,Unlabeled,M,PDuns-1,1,0,0,0,0,0,1,1,1,-501.85,2012-01-01,Medium Vendor,Other Than Small,Medium,-631.9797048794183
2001,Defense,Ordnance and Missiles,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2001-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2006,Defense,Space Systems,N,PDuns-1,1,0,1,1,1,1,20,20,58,18227164,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,25484031.99002291
2005,Defense,Ordnance and Missiles,S,PDuns-1,1,0,0,0,1,0,170,170,212,911126,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1315351.3377777196
2016,Defense,Facilities and Construction,S,Duns,1,1,1,1,1,1,1,1,9,4477130.8863,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,5325950.243917346
2019,Defense,Other Products,N,PID,1,0,0,0,1,1,1,1,219,103392.6396,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,115797.18167114386
2011,Defense,Other Products,S,PDuns-2+,1,1,1,1,1,1,6,8,89,96150310.7345,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,123301513.49547504
2019,Defense,Aircraft,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,2,2,NA,0,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2009,Defense,Land Vehicles,N,PDuns-1,1,0,0,0,1,1,130,130,462,2474288.4344,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3265085.8507354627
2006,Defense,Ordnance and Missiles,S,PDuns-1,1,0,0,0,1,0,149,149,202,679939.23,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,950646.6880196801
2011,Defense,Other R&D and Knowledge Based,S,PDuns-1,1,1,0,0,1,1,31,31,56,364291.9801,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,467161.8027800755
2018,Defense,Land Vehicles,S,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,5,5,NA,0,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2013,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,0,0,0,0,0,22,22,28,-55777.76,2013-01-01,Medium Vendor,Other Than Small,Medium,-68978.62431186622
2018,Defense,Other Services,N,PDuns-1,1,0,0,1,1,1,235,235,1029,21923572.0159,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,25034778.95971746
2000,Defense,Land Vehicles,N,PDuns-1,1,0,1,1,1,1,55,55,188,57581963,2000-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,93036907.94379658
2017,Defense,Ordnance and Missiles,M,PDuns-2+,1,0,1,1,1,1,21,26,168,74255655.8781,2017-01-01,Medium Vendor,Other Than Small,Medium,86784359.62313618
2009,Defense,Other R&D and Knowledge Based,M,PDuns-1,1,0,0,0,1,0,215,215,275,1129298.3299,2009-01-01,Medium Vendor,Other Than Small,Medium,1490228.8459792344
2016,Defense,Other Services,S,PID,1,0,1,1,1,1,9,9,132,243165850.7098,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,289267670.4769108
2012,Defense,Other Products,N,PID,1,0,1,1,1,1,107,107,4386,1016496210.3523,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1280073677.4524133
2012,Defense,Facilities and Construction,N,PDuns-2+,1,0,0,1,1,1,364,536,2127,40226110.1151,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,50656740.45828012
2008,Defense,Other Products,M,PDuns-2+,1,0,0,1,1,1,41,41,213,11802391.0541,2008-01-01,Medium Vendor,Other Than Small,Medium,15732773.418320766
2014,Defense,Land Vehicles,L,PID,1,1,1,1,1,1,44,44,12627,2079073893.0624,2014-01-01,Large Vendor,Other Than Small,Large,2522329242.8475733
2002,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,1,1,1,1,1,9,9,68,6845987,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,10631583.954947641
2015,Defense,"Electronics, Comms, & Sensors",S,PDuns-2+,1,0,0,1,1,1,109,122,766,12921578.79,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,15498756.242440902
2007,Defense,Facilities and Construction,M,PID,1,1,1,1,1,1,40,40,3555,2565310724.2727,2007-01-01,Medium Vendor,Other Than Small,Medium,3490918300.0026712
2010,Defense,Land Vehicles,M,PDuns-1,1,1,0,1,1,1,158,158,633,13526765.2457,2010-01-01,Medium Vendor,Other Than Small,Medium,17696089.2034273
2006,Defense,Missile Defense,N,PDuns-2+,1,0,0,0,1,1,1,1,1,6876,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,9613.574770238394
2010,Defense,Ships & Submarines,S,PID,1,0,0,1,1,1,1,1,1,8402.96,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,10992.985169170528
2018,Defense,Ordnance and Missiles,S,PDuns-2+,1,0,0,0,1,0,1,1,NA,0,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2014,Defense,Ships & Submarines,M,PDuns-2+,1,1,0,0,1,0,1,1,2,13523.97,2014-01-01,Medium Vendor,Other Than Small,Medium,16407.25956120189
2015,Defense,Ordnance and Missiles,N,PID,1,1,0,0,1,1,1,1,3,69030,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,82797.86555522721
2002,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,1,0,0,1,1,3,3,10,104355,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,162059.75027684993
2019,Defense,Space Systems,N,PDuns-1,1,0,0,1,1,1,8,8,10,984606.627,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1102734.9035910596
2020,Defense,Ordnance and Missiles,N,PDuns-1,1,0,0,0,1,0,3,3,4,14125.1404,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,15611.540561196469
2006,Defense,Other Products,M,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2006-01-01,Medium Vendor,Other Than Small,Medium,0
2008,Defense,Other Services,S,PDuns-2+,1,1,0,0,1,1,1,1,1,13200,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,17595.80818580751
2001,Defense,Other Services,M,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,1,1,1,149918,2001-01-01,Medium Vendor,Other Than Small,Medium,236492.21784464602
2002,Defense,Ordnance and Missiles,N,PDuns-1,1,0,0,0,1,1,5,5,14,156244,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,242641.59477031423
2014,Defense,Facilities and Construction,M,Duns,1,1,0,1,1,1,20,20,39,3947783.81,2014-01-01,Medium Vendor,Other Than Small,Medium,4789445.234068141
2008,Defense,Facilities and Construction,N,PDuns-1,1,1,0,0,0,0,7,7,30,23291.31,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,31047.683572437905
2021,Defense,Aircraft,M,PDuns-1,1,1,0,0,1,1,8,8,83,430467.6791,2021-01-01,Medium Vendor,Other Than Small,Medium,460293.7492774824
2008,Defense,Other Services,N,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,12,12,0,0,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2005,Defense,Other Products,N,PID,1,1,0,1,1,1,16,16,189,3407240,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4918878.060915568
2014,Defense,Aircraft,S,PDuns-1,1,0,0,0,0,0,178,178,430,-2747202.99,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-3332902.433548723
2020,Defense,Land Vehicles,N,PID,1,0,0,1,1,1,8,8,181,860870.9172,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,951461.0730398267
2007,Defense,Ships & Submarines,S,PID,1,0,0,1,1,1,8,8,47,2797924,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3807462.3869924536
2018,Defense,Ordnance and Missiles,N,PID,1,0,0,1,1,1,3,3,13,889151.46,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1015332.2755373201
2001,Defense,Space Systems,N,PDuns-1,1,0,0,1,1,1,3,3,7,-303318,2001-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-478477.2110900782
2006,Defense,Other Products,S,PID,1,0,0,0,1,0,4,4,5,21294,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,29771.8820764189
2021,Defense,Land Vehicles,N,PDuns-2+,1,1,0,1,1,1,14,18,271,3385544.0055,2021-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3620120.2071514605
2019,Defense,Land Vehicles,M,PDuns-2+,1,0,1,1,1,1,26,29,135,139144500.3764,2019-01-01,Medium Vendor,Other Than Small,Medium,155838375.44879293
2019,Defense,Other Services,S,PDuns-1,1,0,0,0,1,1,554,554,999,9025637.1943,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,10108488.90143037
2021,Defense,Other R&D and Knowledge Based,M,PID,1,0,1,1,1,1,103,103,2994,3081362482.3468,2021-01-01,Medium Vendor,Other Than Small,Medium,3294862677.838566
2019,Defense,Ordnance and Missiles,N,PID,1,0,1,1,1,1,50,50,602,308711534.3667,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,345749230.9640031
2018,Defense,Facilities and Construction,M,PDuns-1,1,1,0,0,1,1,213,213,644,4723965.329,2018-01-01,Medium Vendor,Other Than Small,Medium,5394350.324806277
2010,Defense,Facilities and Construction,M,PDuns-2+,1,0,0,0,1,1,100,105,203,1536925.4888,2010-01-01,Medium Vendor,Other Than Small,Medium,2010648.5220087406
2004,Defense,Ships & Submarines,M,PDuns-1,1,1,0,0,0,0,10,10,111,88896,2004-01-01,Medium Vendor,Other Than Small,Medium,132230.96240284436
2019,Defense,Facilities and Construction,M,PDuns-1,1,1,1,1,1,1,627,627,12159,2069620526.62,2019-01-01,Medium Vendor,Other Than Small,Medium,2317923452.177195
2019,Defense,Other Products,N,PDuns-1,1,1,1,1,1,1,216,216,66520,683485412.9563,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,765486642.3748548
2021,Defense,Other Services,M,PDuns-1,1,0,0,1,1,1,203,203,951,18429536.3447,2021-01-01,Medium Vendor,Other Than Small,Medium,19706474.593594152
2003,Defense,Other Products,M,PDuns-1,1,0,0,1,1,1,212,212,947,64007991,2003-01-01,Medium Vendor,Other Than Small,Medium,97537830.475277
2014,Defense,Land Vehicles,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,4,4,0,0,2014-01-01,Medium Vendor,Other Than Small,Medium,0
2002,Defense,Ordnance and Missiles,S,PDuns-2+,1,0,0,0,1,0,3,3,4,19557,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,30371.352941060362
2015,Defense,"Electronics, Comms, & Sensors",S,PDuns-2+,1,1,0,0,0,0,1,1,2,576,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,690.8817986355334
2020,Defense,Other Services,U,Name,1,0,0,0,1,1,1,1,3,35113,2020-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,38807.969917615235
2011,Defense,Other R&D and Knowledge Based,N,PDuns-2+,1,1,0,1,1,1,18,23,56,1671802.72,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2143891.2060414967
2013,Defense,Aircraft,M,PDuns-1,1,1,0,0,0,0,4,4,5,13408.46,2013-01-01,Medium Vendor,Other Than Small,Medium,16581.82625011628
2019,Defense,Space Systems,M,PDuns-2+,1,0,1,1,1,1,9,10,38,33327813.2028,2019-01-01,Medium Vendor,Other Than Small,Medium,37326320.8587875
2000,Defense,Space Systems,M,PDuns-2+,1,1,0,1,1,1,1,1,1,320000,2000-01-01,Medium Vendor,Other Than Small,Medium,517033.61592613475
2012,Defense,Missile Defense,S,PDuns-2+,1,0,0,1,1,1,1,1,1,-2.6,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-3.2741799993752863
2014,Defense,"Electronics, Comms, & Sensors",S,PID,1,0,0,0,1,0,1,1,1,5069.51,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,6150.321719000308
2005,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,0,0,0,1,1,37,38,52,575550,2005-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,830895.466113322
2010,Defense,"Electronics, Comms, & Sensors",N,PID,1,1,0,1,1,1,12,12,155,2510290.4904,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3284031.5949709406
2010,Defense,Ordnance and Missiles,S,PDuns-1,1,0,0,0,0,0,35,35,53,-77218.3199,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-101019.14628285338
2009,Defense,Land Vehicles,S,PDuns-2+,1,1,0,1,1,1,3,3,14,363355.14,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,479485.62096144404
2003,Defense,Other Services,S,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,2,2,0,0,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2016,Defense,"Electronics, Comms, & Sensors",N,PDuns-1,1,0,0,0,1,0,34,34,271,482492.8491,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,573968.6805261581
2004,Defense,Aircraft,S,PDuns-1,1,1,0,1,1,1,11,11,27,1035476,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1540249.1453501582
2015,Defense,Missile Defense,M,PDuns-2+,1,0,1,1,1,1,13,14,47,2021538.4292,2015-01-01,Medium Vendor,Other Than Small,Medium,2424729.350653727
2021,Defense,Other Products,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,12,12,NA,0,2021-01-01,Medium Vendor,Other Than Small,Medium,0
2009,Defense,Facilities and Construction,M,PDuns-2+,1,0,0,0,1,1,93,97,169,1348520.0405,2009-01-01,Medium Vendor,Other Than Small,Medium,1779515.1294628559
2009,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,1,0,0,1,1,52,52,138,1040424.9426,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1372950.9913258299
2012,Defense,Other Products,B,PID,1,1,1,1,1,1,5,5,1970,431596535.364,2012-01-01,Big Five,Other Than Small,Large,543509516.8801836
2017,Defense,"Electronics, Comms, & Sensors",S,PDuns-2+,1,0,0,1,1,1,137,147,728,15544760.8562,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,18167533.50902635
2020,Defense,Ships & Submarines,S,PDuns-1,1,0,0,0,1,0,149,149,340,792614.7761,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,876022.2819794986
2002,Defense,Land Vehicles,M,PID,1,0,0,1,1,1,5,5,20,759878,2002-01-01,Medium Vendor,Other Than Small,Medium,1180064.576885364
2016,Defense,Other Services,N,PDuns-1,1,1,0,1,1,1,48,48,262,4367606.1185,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5195660.67262865
2005,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,0,0,1,1,1,36,39,74,1843251,2005-01-01,Medium Vendor,Other Than Small,Medium,2661017.9807294705
2015,Defense,Other R&D and Knowledge Based,N,PID,1,0,1,1,1,1,175,175,6423,2105464512.4108,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2525394286.975104
2019,Defense,Ordnance and Missiles,N,PDuns-2+,1,0,1,1,1,1,118,141,747,287769548.9009,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,322294728.73909134
2020,Defense,Land Vehicles,S,PDuns-1,1,0,1,1,1,1,203,203,3861,477129542.2522,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,527338277.06344956
2018,Defense,Facilities and Construction,M,PDuns-2+,1,1,1,1,1,1,189,257,13699,1212410774.8499,2018-01-01,Medium Vendor,Other Than Small,Medium,1384465803.9636066
2017,Defense,Land Vehicles,N,PDuns-1,1,1,0,1,1,1,73,73,821,16989774.5125,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,19856355.50279541
2020,Defense,Aircraft,M,PDuns-2+,1,1,0,0,0,0,3,3,6,138735,2020-01-01,Medium Vendor,Other Than Small,Medium,153334.19834592173
2005,Defense,Ordnance and Missiles,L,PID,1,0,0,1,1,1,1,1,1,2814,2005-01-01,Large Vendor,Other Than Small,Large,4062.4443430508
2003,Defense,Space Systems,S,PDuns-2+,1,0,0,1,1,1,1,1,1,99473,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,151580.7707645008
2019,Defense,Ships & Submarines,S,PDuns-1,1,1,0,0,1,0,5,5,19,42830.61,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,47969.21663324969
2015,Defense,Other Services,S,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,8,8,0,0,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2013,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,1,0,1,1,1,1,1,9,421713.68,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,521520.2170165057
2008,Defense,Other Services,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,1,1,0,0,2008-01-01,Medium Vendor,Other Than Small,Medium,0
2020,Defense,Other Services,M,PDuns-2+,1,1,0,0,1,0,7,7,21,56122.5003,2020-01-01,Medium Vendor,Other Than Small,Medium,62028.31724272355
2009,Defense,Other Services,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,2,2,0,0,2009-01-01,Medium Vendor,Other Than Small,Medium,0
2011,Defense,Other Products,N,PID,1,0,0,0,0,0,1,1,15,9284.46,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,11906.232660540252
2007,Defense,Other R&D and Knowledge Based,M,PDuns-2+,1,1,0,0,0,0,4,4,6,21869,2007-01-01,Medium Vendor,Other Than Small,Medium,29759.705746524196
2020,Defense,Remotely Operated,N,PDuns-1,1,0,1,1,1,1,4,4,14,1839479.6251,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2033049.5814925227
2009,Defense,Ordnance and Missiles,S,PDuns-2+,1,0,0,0,1,1,15,15,28,333226.4975,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,439727.68370524375
2015,Defense,Aircraft,S,Duns,1,0,0,0,0,0,8,8,8,12091.85,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,14503.540063942839
2009,Defense,Missile Defense,L,PID,1,0,1,1,1,1,4,4,28,8581521.9764,2009-01-01,Large Vendor,Other Than Small,Large,11324227.843999762
2002,Defense,Land Vehicles,M,PDuns-1,1,0,0,0,0,0,8,8,21,-275348,2002-01-01,Medium Vendor,Other Than Small,Medium,-427606.0382274934
2011,Defense,Space Systems,N,PID,1,0,1,1,1,1,36,36,298,94469797.377200007,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,121146451.91718622
2009,Defense,Aircraft,S,PDuns-1,1,1,0,0,1,1,13,13,91,274400.6181,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,362100.70060349925
2009,Defense,Facilities and Construction,S,PDuns-2+,1,0,0,0,1,1,209,224,398,3230585.3186,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4263099.752924495
2006,Defense,Land Vehicles,M,PID,1,1,1,1,1,1,6,6,26,49460096,2006-01-01,Medium Vendor,Other Than Small,Medium,69151880.60488205
