Fiscal_Year,Customer,PlatformPortfolio,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,IsEntityAbove2018constant10ThousandThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2006,Defense,Aircraft,N,PID,1,1,1,1,1,1,92,92,2636,990263972.2759,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1384522504.3263009
2006,Defense,Other R&D and Knowledge Based,M,PDuns-1,1,0,1,1,1,1,283,283,1878,675695647.3997,2006-01-01,Medium Vendor,Other Than Small,Medium,944713587.5802289
2012,Defense,Other R&D and Knowledge Based,S,PDuns-2+,1,1,0,0,1,1,1,1,1,7514,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,9462.380198194578
2015,Defense,"Electronics, Comms, & Sensors",U,Name,1,1,0,0,1,0,1,1,1,9050,2015-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,10855.00048203399
2009,Defense,Ships & Submarines,M,PDuns-2+,1,0,0,0,1,0,2,2,2,14918,2009-01-01,Medium Vendor,Other Than Small,Medium,19685.882229443134
2003,Defense,Aircraft,N,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2001,Defense,Aircraft,L,PID,1,0,0,1,1,1,1,1,1,50400,2001-01-01,Large Vendor,Other Than Small,Large,79504.84784595686
2004,Defense,Space Systems,N,PID,1,0,0,1,1,1,1,1,1,69801,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,103827.54462159085
2002,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,5,5,0,0,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2018,Defense,Ordnance and Missiles,M,PDuns-1,1,1,0,0,0,0,2,2,2,-3425,2018-01-01,Medium Vendor,Other Than Small,Medium,-3911.046880264158
2016,Defense,"Electronics, Comms, & Sensors",S,PID,1,0,0,0,0,0,1,1,2,0,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2006,Defense,Ships & Submarines,M,PDuns-2+,1,0,0,0,0,0,2,2,2,228,2006-01-01,Medium Vendor,Other Than Small,Medium,318.7747306012731
2015,Defense,Other R&D and Knowledge Based,M,Duns,1,1,0,0,0,0,1,1,1,-19536,2015-01-01,Medium Vendor,Other Than Small,Medium,-23432.407670388508
2009,Defense,Ships & Submarines,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,2,2,0,0,2009-01-01,Medium Vendor,Other Than Small,Medium,0
2000,Defense,Ships & Submarines,S,PDuns-2+,1,0,0,0,1,1,7,7,8,198247,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,320313.63517658884
2008,Defense,Other R&D and Knowledge Based,M,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,3,3,0,0,2008-01-01,Medium Vendor,Other Than Small,Medium,0
2013,Defense,Other Services,M,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,68,68,0,0,2013-01-01,Medium Vendor,Other Than Small,Medium,0
2018,Defense,Unlabeled,N,PDuns-2+,1,0,1,1,1,1,2,2,2,-233000.0781,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-266065.4681910395
2014,Defense,"Electronics, Comms, & Sensors",N,PDuns-1,1,0,0,0,1,0,43,43,65,250707.7599,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,304158.26792626595
2003,Defense,Facilities and Construction,S,PID,1,0,0,0,1,0,7,7,9,-137600,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-209680.15498874377
2009,Defense,Facilities and Construction,M,PID,1,1,0,0,1,1,2,2,9,54482.7705,2009-01-01,Medium Vendor,Other Than Small,Medium,71895.79056152156
2007,Defense,Facilities and Construction,N,PID,1,1,0,0,1,1,1,1,1,13955,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,18990.200452363857
2000,Defense,Facilities and Construction,M,PDuns-2+,1,1,0,0,1,1,6,6,6,164435,2000-01-01,Medium Vendor,Other Than Small,Medium,265682.57073379366
2007,Defense,Aircraft,S,PDuns-2+,1,0,0,0,1,0,4,4,11,57988.1101,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,78911.20276981333
2016,Defense,Facilities and Construction,M,Duns,1,0,0,0,1,1,5,5,12,127714.9903,2016-01-01,Medium Vendor,Other Than Small,Medium,151928.4785311072
2003,Defense,Other Products,M,PDuns-1,1,1,0,0,0,0,8,8,12,15120,2003-01-01,Medium Vendor,Other Than Small,Medium,23040.43563539103
2002,Defense,Facilities and Construction,S,PID,1,0,0,1,1,1,47,47,391,29412516,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,45676632.628756195
2019,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,0,0,0,1,1,1105,1105,6189,31305718.8863,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,35061625.57844824
2007,Defense,Ordnance and Missiles,M,PDuns-1,1,1,0,1,1,1,25,25,45,1481151.8851,2007-01-01,Medium Vendor,Other Than Small,Medium,2015576.5817589108
2011,Defense,Ordnance and Missiles,N,PDuns-1,1,0,0,1,1,1,153,153,669,13148267.7462,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,16861113.610197518
2020,Defense,Space Systems,N,PDuns-1,1,1,1,1,1,1,3,3,16,2913983.8613,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3220624.783691131
2002,Defense,Other Products,M,PDuns-1,1,1,0,0,1,1,46,46,50,1208138,2002-01-01,Medium Vendor,Other Than Small,Medium,1876197.0445112637
2020,Defense,Facilities and Construction,N,PID,1,1,1,1,1,1,83,83,18118,3139686350.3534,2020-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3470078131.611139
2003,Defense,Other Services,M,PDuns-2+,1,0,0,1,1,1,37,41,126,5765635,2003-01-01,Medium Vendor,Other Than Small,Medium,8785895.64250382
2015,Defense,Facilities and Construction,N,PID,1,0,1,1,1,1,142,142,26550,836531055.9129,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1003375139.7978929
2019,Defense,Ships & Submarines,N,PID,1,1,1,1,1,1,44,44,9783,3066236435.1251,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3434108451.9991474
2002,Defense,Ordnance and Missiles,N,PDuns-2+,1,1,1,1,1,1,34,61,320,161630123,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,251006059.80160546
2006,Defense,Facilities and Construction,M,PDuns-2+,1,0,1,1,1,1,145,196,1737,678761422.0089,2006-01-01,Medium Vendor,Other Than Small,Medium,948999953.6992288
2009,Defense,Facilities and Construction,M,PDuns-1,1,1,1,1,1,1,673,673,13343,2835671670.156,2009-01-01,Medium Vendor,Other Than Small,Medium,3741969335.035483
2012,Defense,Ordnance and Missiles,N,PID,1,0,1,1,1,1,59,59,1190,670738700.6938,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,844661245.622541
2004,Defense,"Electronics, Comms, & Sensors",N,PDuns-2+,1,0,1,1,1,1,320,563,3573,593808397.9492,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,883277717.1494095
2015,Defense,Aircraft,M,PDuns-2+,1,0,1,1,1,1,23,29,2481,60505919.1116,2015-01-01,Medium Vendor,Other Than Small,Medium,72573677.47208038
2017,Defense,Other Products,NA,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,NA,0,19,18354,116339971.709,2017-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,135969305.28650916
2018,Defense,Ordnance and Missiles,M,PID,1,0,1,1,1,1,20,20,325,701977565.1615,2018-01-01,Medium Vendor,Other Than Small,Medium,801596252.9168801
2010,Defense,"Electronics, Comms, & Sensors",S,PID,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2007,Defense,Missile Defense,M,PDuns-2+,1,0,0,0,1,1,1,1,2,25051,2007-01-01,Medium Vendor,Other Than Small,Medium,34089.825262068574
2015,Defense,Facilities and Construction,J,PID,1,0,1,1,1,1,2,2,11,-774185.0626,2015-01-01,Large: Big 5 JV,Other Than Small,Large,-928594.3898018247
2017,Defense,Other R&D and Knowledge Based,M,PDuns-2+,1,0,0,0,0,0,5,5,5,-12578.0098,2017-01-01,Medium Vendor,Other Than Small,Medium,-14700.220648760926
2011,Defense,Ships & Submarines,M,PID,1,0,0,0,1,1,1,1,1,11950,2011-01-01,Medium Vendor,Other Than Small,Medium,15324.475553069971
2013,Defense,Space Systems,S,PID,1,0,0,1,1,1,2,2,2,367759.7,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,454797.00481598097
2011,Defense,Facilities and Construction,M,PID,Unlabeled,Unlabeled,1,1,1,1,3,3,0,0,2011-01-01,Medium Vendor,Other Than Small,Medium,0
2004,Defense,Unlabeled,N,PDuns-1,1,1,0,0,1,1,1,1,1,3092.8401,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4600.5357156802265
2003,Defense,Space Systems,M,PDuns-1,1,1,1,1,1,1,2,2,4,173440,2003-01-01,Medium Vendor,Other Than Small,Medium,264294.5209393003
2012,Defense,Facilities and Construction,S,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,171,171,3,483700,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,609123.4098837792
2003,Defense,Missile Defense,N,PDuns-1,1,0,0,1,1,1,1,1,1,6085,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,9272.55627257635
2019,Defense,Land Vehicles,M,PDuns-1,1,0,0,0,1,0,8,8,11,-37127.531,2019-01-01,Medium Vendor,Other Than Small,Medium,-41581.910171176496
2009,Defense,Ordnance and Missiles,N,PDuns-1,1,0,0,0,1,1,46,46,116,997288.241,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1316027.5413014146
2012,Defense,Other Services,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,6,6,0,0,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2010,Defense,Facilities and Construction,M,PDuns-1,1,0,0,0,1,1,499,499,914,7519074.9119,2010-01-01,Medium Vendor,Other Than Small,Medium,9836662.199082099
2001,Defense,Aircraft,N,PDuns-1,1,0,0,1,1,1,294,294,2045,148772271.25,2001-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,234684856.93310857
2014,Defense,Land Vehicles,S,PDuns-1,1,1,0,1,1,1,31,31,267,4788752.56,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,5809707.225488523
2017,Defense,Other R&D and Knowledge Based,N,PID,1,0,0,0,1,1,1,1,5,32055,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,37463.44456624859
2013,Defense,Aircraft,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,2,2,0,0,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2016,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,1,0,0,1,0,3,3,3,17696.2998,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,21051.34172526603
2017,Defense,Ordnance and Missiles,S,PDuns-2+,1,0,0,0,1,0,3,3,4,22683.36,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,26510.58493015943
2002,Defense,Other Services,L,PID,1,1,0,1,1,1,2,2,2,424044,2002-01-01,Large Vendor,Other Than Small,Large,658525.8468343305
2012,Defense,Unlabeled,S,PDuns-1,1,0,0,0,1,1,1,1,1,-2.5,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-3.148249999399314
2011,Defense,Other Products,S,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,6,6,0,0,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2005,Defense,Ordnance and Missiles,N,Duns,1,1,1,1,1,1,3,2,13,1321189,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1907340.7175376485
2015,Defense,Aircraft,S,PDuns-1,1,1,0,0,1,0,4,4,12,25620.4999,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,30730.446272315112
2017,Defense,Ships & Submarines,N,PDuns-2+,1,0,0,0,1,0,8,11,32,30892.2898,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,36104.557368485
2005,Defense,Aircraft,N,Duns,1,0,1,1,1,1,2,2,62,1474491,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2128655.871296843
2002,Defense,Aircraft,L,PID,1,0,0,1,1,1,3,3,8,327321,2002-01-01,Large Vendor,Other Than Small,Large,508318.3318515528
2006,Defense,Space Systems,S,PID,1,0,0,1,1,1,6,6,6,1683029,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2353101.386268114
2001,Defense,Facilities and Construction,S,PID,1,1,1,1,1,1,1,1,3,1488068,2001-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2347393.2524689944
2020,Defense,Ships & Submarines,L,PID,1,1,0,1,1,1,1,1,21,480326.36,2020-01-01,Large Vendor,Other Than Small,Large,530871.4985765279
2006,Defense,Facilities and Construction,S,PID,1,0,0,0,1,0,5,5,8,24838,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,34726.871748572026
2017,Defense,Aircraft,N,PID,1,1,0,1,1,1,2,2,36,345111.3503,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,403339.8827373966
2018,Defense,Missile Defense,M,PDuns-1,1,0,0,1,1,1,3,3,7,157995.0704,2018-01-01,Medium Vendor,Other Than Small,Medium,180416.3874992806
2015,Defense,Other Products,N,PDuns-2+,1,0,0,0,1,1,68,83,645,2460302.4032,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2951003.73178844
2004,Defense,Other R&D and Knowledge Based,M,PID,1,0,0,0,1,1,5,5,11,88462,2004-01-01,Medium Vendor,Other Than Small,Medium,131585.39637419477
2006,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,1,1,1,1,1,20,22,51,6872533.3243,2006-01-01,Medium Vendor,Other Than Small,Medium,9608727.890359668
2006,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,1,1,0,0,1,0,148,148,252,791738.6997,2006-01-01,Medium Vendor,Other Than Small,Medium,1106957.4153660955
2014,Defense,Ordnance and Missiles,S,PDuns-1,1,0,0,0,0,0,28,28,38,-291901.8196,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-354134.8376670703
2015,Defense,Facilities and Construction,M,Duns,1,1,1,1,1,1,8,8,50,-1323119.0403,2015-01-01,Medium Vendor,Other Than Small,Medium,-1587011.9138392098
2016,Defense,Other Services,M,PDuns-1,1,0,0,0,0,0,21,21,51,59526.6699,2016-01-01,Medium Vendor,Other Than Small,Medium,70812.33274721123
2008,Defense,Aircraft,N,PID,1,0,0,1,1,1,23,23,109,1835969.7313,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2447376.6080987393
2004,Defense,Ships & Submarines,N,PDuns-2+,1,0,0,1,1,1,128,175,633,27908510,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,41513331.719418265
2010,Defense,Missile Defense,N,PDuns-1,1,0,1,1,1,1,60,60,318,105849998.2425,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,138475901.44860017
2000,Defense,Facilities and Construction,M,PID,1,0,0,0,0,0,2,2,7,-481448,2000-01-01,Medium Vendor,Other Than Small,Medium,-777890.0010012679
2015,Defense,Facilities and Construction,M,PDuns-2+,1,1,0,0,1,0,18,18,73,91654.4796,2015-01-01,Medium Vendor,Other Than Small,Medium,109934.74256779828
2005,Defense,Other Services,M,PDuns-1,1,0,0,0,0,0,85,85,155,149532,2005-01-01,Medium Vendor,Other Than Small,Medium,215872.57551708323
2020,Defense,Other Products,M,PDuns-1,1,0,1,1,1,1,64,64,11071,299789286.2333,2020-01-01,Medium Vendor,Other Than Small,Medium,331336359.80307144
2004,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,0,0,0,0,0,312,312,475,129745.3501,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,192993.52626683968
2016,Defense,Ships & Submarines,M,PDuns-1,1,0,1,1,1,1,13,13,62,15457924.2539,2016-01-01,Medium Vendor,Other Than Small,Medium,18388592.502943855
2020,Defense,Other Services,M,PDuns-1,1,1,0,0,1,1,122,122,868,2443167.4599,2020-01-01,Medium Vendor,Other Than Small,Medium,2700263.9844927983
2019,Defense,Other Products,S,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,31,31,NA,0,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2017,Defense,Ships & Submarines,N,PDuns-2+,1,1,1,1,1,1,168,424,7340,569108257.9636,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,665130421.9127635
2016,Defense,Other Services,M,PDuns-1,1,1,1,1,1,1,215,215,6734,326164563.1063,2016-01-01,Medium Vendor,Other Than Small,Medium,388002110.84934366
2007,Defense,Other Products,N,PDuns-1,1,0,0,0,1,1,512,512,2692,15901022.8595,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,21638381.332821563
2015,Defense,Facilities and Construction,M,PDuns-1,1,1,1,1,1,1,671,671,13727,1907293521.9507,2015-01-01,Medium Vendor,Other Than Small,Medium,2287698574.6027794
2009,Defense,Aircraft,N,PID,1,0,1,1,1,1,108,108,2948,1302457168.3457,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1718730287.2333717
2018,Defense,Aircraft,N,PDuns-1,1,1,0,1,1,1,102,102,4906,50554379.1714,2018-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,57728626.844378196
2010,Defense,Aircraft,M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2010-01-01,Medium Vendor,Other Than Small,Medium,0
2004,Defense,Ordnance and Missiles,M,PID,1,0,0,0,1,1,1,1,1,10356,2004-01-01,Medium Vendor,Other Than Small,Medium,15404.335927869153
2016,Defense,Other R&D and Knowledge Based,M,Duns,1,1,1,1,1,1,1,1,1,1925139.625,2016-01-01,Medium Vendor,Other Than Small,Medium,2290126.895043081
2000,Defense,Other R&D and Knowledge Based,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,1,1,7138,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,11533.081095252342
2002,Defense,Unlabeled,N,PDuns-1,1,1,0,1,1,1,1,1,1,0,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2006,Defense,Aircraft,M,PDuns-2+,1,1,0,0,1,0,3,4,7,11332,2006-01-01,Medium Vendor,Other Than Small,Medium,15843.663364796608
2006,Defense,Facilities and Construction,J,PID,1,0,1,1,1,1,1,1,2,0,2006-01-01,Large: Big 5 JV,Other Than Small,Large,0
2008,Defense,Aircraft,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2010,Defense,Other Services,N,PID,1,0,0,0,1,1,2,2,2,6984.7,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,9137.578128552963
2013,Defense,Other R&D and Knowledge Based,M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,2,2,0,0,2013-01-01,Medium Vendor,Other Than Small,Medium,0
2008,Defense,Other Products,M,PDuns-2+,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2008-01-01,Medium Vendor,Other Than Small,Medium,0
2012,Defense,Other Services,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,29,29,0,0,2012-01-01,Medium Vendor,Other Than Small,Medium,0
2009,Defense,Ships & Submarines,N,PDuns-1,1,0,0,0,1,0,21,21,44,143373.031,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,189195.9111907963
2009,Defense,Land Vehicles,M,PDuns-2+,1,0,0,0,1,0,5,5,5,27188.94,2009-01-01,Medium Vendor,Other Than Small,Medium,35878.68821446545
2019,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,0,0,0,1,0,6,6,18,5679.74,2019-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,6361.167363260379
2004,Defense,Other Products,M,PID,1,1,0,1,1,1,3,3,4,640447,2004-01-01,Medium Vendor,Other Than Small,Medium,952651.6736187732
2006,Defense,Other Services,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,8,8,0,0,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2006,Defense,Land Vehicles,N,PID,1,0,0,1,1,1,17,17,146,2130496,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2978720.5633644294
2003,Defense,Space Systems,S,PDuns-2+,1,0,1,1,1,1,12,12,85,18573395,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,28302851.324615978
2011,Defense,Ships & Submarines,S,PDuns-1,1,1,0,1,1,1,39,39,501,11157747.8324,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,14308504.927609479
2009,Defense,Ordnance and Missiles,N,PID,1,0,0,1,1,1,7,7,16,777554.8055,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1026065.9825720983
2007,Defense,Other Services,N,PDuns-2+,1,0,0,0,1,1,58,74,190,1815918.5469,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2471132.7273949333
2011,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,1,0,0,1,1,32,32,92,852038.9273,2011-01-01,Medium Vendor,Other Than Small,Medium,1092640.1432362187
2012,Defense,Ships & Submarines,L,PID,1,1,1,1,1,1,69,69,9999,9756922612.8236,2012-01-01,Large Vendor,Other Than Small,Large,12286892643.98442
2003,Defense,"Electronics, Comms, & Sensors",S,PDuns-1,1,0,0,0,1,1,1487,1487,2481,31034215,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,47291126.5345494
2007,Defense,Facilities and Construction,M,PID,1,0,0,1,1,1,26,26,115,5656168.965,2007-01-01,Medium Vendor,Other Than Small,Medium,7697010.565230341
2006,Defense,Facilities and Construction,M,PDuns-1,1,1,0,0,0,0,325,325,749,-18234014.5401,2006-01-01,Medium Vendor,Other Than Small,Medium,-25493609.968421377
2008,Defense,Land Vehicles,B,PID,1,1,1,1,1,1,5,5,3417,8011319699.3694,2008-01-01,Big Five,Other Than Small,Large,10679215511.006443
2002,Defense,Other Services,S,PDuns-1,1,0,0,0,1,1,398,398,840,7598724,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,11800558.802766578
2007,Defense,Other R&D and Knowledge Based,S,PDuns-1,1,0,1,1,1,1,2470,2470,15847,2945478729.4647,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4008257363.003129
2012,Defense,Aircraft,N,PID,1,1,1,1,1,1,87,87,3467,1592330841.2792,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2005222228.0403001
2016,Defense,Other R&D and Knowledge Based,N,PDuns-1,1,0,1,1,1,1,871,871,8914,2544719633.176,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3027173092.590893
2003,Defense,Aircraft,N,PDuns-2+,1,0,0,1,1,1,94,107,321,28028082,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,42710265.82701468
2003,Defense,Facilities and Construction,N,PDuns-2+,1,0,1,1,1,1,351,700,7429,1199557304.6368,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1827931406.6433427
2002,Defense,Ordnance and Missiles,S,PDuns-1,1,0,1,1,1,1,361,361,1326,380291375.2734,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,590579515.2052803
2020,Defense,Space Systems,M,PDuns-2+,1,0,0,1,1,1,2,2,4,129856,2020-01-01,Medium Vendor,Other Than Small,Medium,143520.85386101567
2018,Defense,Other Products,S,PID,1,1,1,1,1,1,1,1,1,21147,2018-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,24148.002445823695
2017,Defense,Other Services,N,PID,1,0,0,0,1,1,1,1,3,50000,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,58436.19492473653
2000,Defense,"Electronics, Comms, & Sensors",M,PDuns-2+,1,0,0,0,1,1,6,6,7,245230,2000-01-01,Medium Vendor,Other Than Small,Medium,396225.48010489385
2016,Defense,Facilities and Construction,S,PID,1,0,0,0,1,0,1,1,1,4100,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4877.319103374974
2014,Defense,Ordnance and Missiles,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,6,6,0,0,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2017,Defense,Ordnance and Missiles,M,PDuns-1,1,0,0,0,1,0,1,1,1,4592,2017-01-01,Medium Vendor,Other Than Small,Medium,5366.7801418878025
2006,Defense,Ships & Submarines,L,PID,1,1,0,1,1,1,1,1,2,0,2006-01-01,Large Vendor,Other Than Small,Large,0
2005,Defense,Other Services,N,PDuns-1,1,1,0,0,1,0,1,1,1,5725,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,8264.923192596243
2011,Defense,Other R&D and Knowledge Based,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,67,67,0,0,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2001,Defense,Ships & Submarines,M,PID,1,0,0,1,1,1,4,4,9,530963,2001-01-01,Medium Vendor,Other Than Small,Medium,837581.9945800157
2014,Defense,Other R&D and Knowledge Based,M,PDuns-1,1,1,0,0,0,0,26,26,37,-8768.91,2014-01-01,Medium Vendor,Other Than Small,Medium,-10638.42809757925
2016,Defense,Other R&D and Knowledge Based,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,7,7,0,0,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2013,Defense,"Electronics, Comms, & Sensors",M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,4,4,7,431230.7,2013-01-01,Medium Vendor,Other Than Small,Medium,533289.6202185798
2017,Defense,Other R&D and Knowledge Based,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,3,3,0,0,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2013,Defense,"Electronics, Comms, & Sensors",S,PDuns-2+,1,1,1,1,1,1,7,7,34,14868188.37,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,18387027.011703026
