Fiscal_Year,Customer,SubCustomer,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,SubCustomer.sum,SubCustomer.platform,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2010,Defense,Other DoD,M,PDuns-1,1,1,0,0,1,50,50,612,911112.9897,2010-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,1191943.2656124416
2010,Defense,Other DoD,M,PDuns-2,Unlabeled,Unlabeled,1,1,1,4,4,0,0,2010-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,0
2010,Defense,Other DoD,M,PDuns-3+,1,0,0,0,1,1,1,2,7715.3999,2010-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,10093.499989874972
2010,Defense,Other DoD,M,PID,1,0,0,0,0,1,1,1,2990,2010-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,3911.60087110017
2010,Defense,Other DoD,M,PID,1,0,0,1,1,8,8,40,807553.4922,2010-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,1056463.8607188978
2010,Defense,Other DoD,N,PDuns-1,Unlabeled,Unlabeled,0,0,0,1,1,0,0,2010-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2010,Defense,Other DoD,N,PDuns-1,1,1,0,1,1,152,152,373,9626694.4792,2010-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,12593908.531991277
2010,Defense,Other DoD,N,PDuns-2,1,0,0,0,1,13,13,31,209746.9099,2010-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,274396.7208947856
2010,Defense,Other DoD,N,PDuns-2,1,1,0,0,1,3,3,8,14736.6504,2010-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,19278.89449556477
2010,Defense,Other DoD,N,PDuns-3+,1,0,0,0,1,7,7,9,47041.1006,2010-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,61540.471600157434
2010,Defense,Other DoD,N,PDuns-3+,1,1,0,1,1,22,27,80,2180424.9654,2010-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2852492.372584347
2010,Defense,Other DoD,N,PID,1,1,1,1,1,189,189,9233,1444611966.4269,2010-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1889881413.4706326
2010,Defense,Other DoD,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,3,3,0,0,2010-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2010,Defense,Other DoD,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,2,2,0,0,2010-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2010,Defense,Other DoD,S,PDuns-1,1,0,1,1,1,895,895,3624,782665105.0604,2010-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,1023904182.8541695
2010,Defense,Other DoD,S,PDuns-1,1,1,1,1,1,90,90,337,46653314.326,2010-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,61033158.84859252
2010,Defense,Other DoD,S,PDuns-2,1,0,0,0,1,21,21,27,190248.3513,2010-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,248888.1661105188
2010,Defense,Other DoD,S,PDuns-2,1,1,0,0,1,1,1,1,15375,2010-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,20114.001134837832
2010,Defense,Other DoD,S,PDuns-3+,1,0,0,1,1,3,3,6,191626,2010-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,250690.44432289002
2010,Defense,Other DoD,S,PDuns-3+,1,1,0,1,1,1,1,1,69275.7031,2010-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,90628.39484683503
2010,Defense,Other DoD,S,PID,1,0,0,0,1,1,1,5,0,2010-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2010,Defense,Other DoD,S,PID,1,0,1,1,1,38,38,319,59204492.6985,2010-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,77452958.26504892
2010,Defense,Other DoD,S,PID,1,1,1,1,1,2,2,4,0,2010-01-01,Other DoD,Other DoD,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2011,Defense,Air Force,J,PID,1,0,1,1,1,2,2,66,797510265.5088,2011-01-01,Air Force,Air Force,Large: Big 5 JV,Other Than Small,Large,1022713520.2604141
2011,Defense,Air Force,L,PID,1,0,0,0,1,1,1,1,3723.3701,2011-01-01,Air Force,Air Force,Large Vendor,Other Than Small,Large,4774.786114852025
2011,Defense,Air Force,M,Duns,1,0,0,1,1,2,2,2,44266.6406,2011-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,56766.78256830416
2011,Defense,Air Force,M,Duns,1,1,0,1,1,2,2,8,235705.8232,2011-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,302265.1150916011
2011,Defense,Air Force,M,PDuns-2,1,0,0,0,1,36,36,59,413715.6536,2011-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,530541.8761100891
2011,Defense,Air Force,M,PDuns-2,1,1,0,0,1,46,47,90,1432224.1985,2011-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,1836659.8089061494
2011,Defense,Air Force,M,PDuns-3+,1,0,0,1,1,23,29,84,989798.5422,2011-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,1269300.7165195143
2011,Defense,Air Force,M,PDuns-3+,1,1,0,0,1,6,8,13,102026.2594,2011-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,130836.7295352699
2011,Defense,Air Force,M,PID,1,0,0,0,1,4,4,6,71453.0902,2011-01-01,Air Force,Air Force,Medium Vendor,Other Than Small,Medium,91630.2204151635
2011,Defense,Air Force,N,Duns,1,0,0,1,1,4,4,5,153900.4004,2011-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,197359.24046338748
2011,Defense,Air Force,N,Duns,1,0,1,1,1,23,23,75,19733727.6496,2011-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,25306194.722781267
2011,Defense,Air Force,N,PDuns-1,1,1,1,1,1,538,538,6688,644566142.5426,2011-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,826580593.6176308
2011,Defense,Air Force,N,PDuns-2,1,0,0,0,1,37,37,65,532956.0512,2011-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,683453.7219644442
2011,Defense,Air Force,N,PDuns-2,1,1,0,0,1,7,7,13,97287.5011,2011-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,124759.82696453706
2011,Defense,Air Force,N,PDuns-3+,1,0,0,1,1,88,119,281,5565223.4486,2011-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,7136747.33769393
2011,Defense,Air Force,N,PDuns-3+,1,0,1,1,1,310,504,3176,483924355.0267,2011-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,620576313.652035
2011,Defense,Air Force,N,PID,1,0,1,1,1,208,208,4962,1658321705.8814,2011-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2126603384.1761346
2011,Defense,Air Force,N,PID,1,1,1,1,1,188,188,12918,4419217229.8792,2011-01-01,Air Force,Air Force,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5667128569.287816
2011,Defense,Air Force,S,Duns,1,1,1,1,1,5,5,10,330660.0689,2011-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,424032.81524974754
2011,Defense,Air Force,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,17,17,0,0,2011-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2011,Defense,Air Force,S,PDuns-1,1,0,0,0,0,235,235,344,-726153.7862,2011-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,-931207.1919992551
2011,Defense,Air Force,S,PDuns-2,Unlabeled,Unlabeled,1,1,1,5,6,0,0,2011-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2011,Defense,Air Force,S,PDuns-2,1,1,0,1,1,9,11,28,1368476.5237,2011-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,1754910.8813716176
2011,Defense,Air Force,S,PDuns-3+,Unlabeled,Unlabeled,1,1,1,1,1,0,0,2011-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2011,Defense,Air Force,S,PDuns-3+,1,0,1,1,1,39,56,489,52546511.0595,2011-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,67384746.78915721
2011,Defense,Air Force,S,PDuns-3+,1,1,1,1,1,3,8,199,25727239.5772,2011-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,32992171.878558632
2011,Defense,Air Force,S,PID,1,0,0,0,1,3,3,5,36231.3699,2011-01-01,Air Force,Air Force,Always Small Vendor,Always Small Vendor,Always Small Vendor,46462.48889429165
2011,Defense,Army,NA,PID,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,31,31,1538,1108444868.9297,2011-01-01,Army,Army,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,1421450736.0534759
2011,Defense,Army,J,PID,1,0,1,1,1,4,4,425,503792319.0745,2011-01-01,Army,Army,Large: Big 5 JV,Other Than Small,Large,646054650.8352805
2011,Defense,Army,L,PID,1,1,1,1,1,122,122,48016,43627638937.0437,2011-01-01,Army,Army,Large Vendor,Other Than Small,Large,55947337768.10793
2011,Defense,Army,M,Duns,1,0,0,1,1,10,10,14,391559.7186,2011-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,502129.48412156134
2011,Defense,Army,M,Duns,1,1,0,0,0,1,1,1,0,2011-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,0
2011,Defense,Army,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,7,7,3,31378.2891,2011-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,40238.9811054487
2011,Defense,Army,M,PDuns-1,1,0,1,1,1,802,802,7494,2919322628.88,2011-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,3743689393.9577847
2011,Defense,Army,M,PDuns-2,Unlabeled,Unlabeled,0,0,0,4,4,0,0,2011-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,0
2011,Defense,Army,M,PDuns-2,Unlabeled,Unlabeled,0,1,1,11,11,0,0,2011-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,0
2011,Defense,Army,M,PDuns-2,1,1,0,0,1,58,58,130,780295.7219,2011-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,1000637.8840520197
2011,Defense,Army,M,PDuns-3+,1,0,0,0,0,2,2,3,-201.4499,2011-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,-258.3359052484009
2011,Defense,Army,M,PID,1,0,0,0,0,1,1,1,-126146,2011-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,-161767.4722274113
2011,Defense,Army,M,PID,1,0,0,1,1,31,31,192,3317133.7814,2011-01-01,Army,Army,Medium Vendor,Other Than Small,Medium,4253835.609985511
2011,Defense,Army,N,Duns,Unlabeled,Unlabeled,1,1,1,2,2,0,0,2011-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2011,Defense,Army,N,Duns,1,0,0,0,1,1,1,1,0,2011-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2011,Defense,Army,N,Duns,1,0,1,1,1,51,51,315,84726547.9575,2011-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,108651875.55403508
2011,Defense,Army,N,Duns,1,1,1,1,1,34,33,53463,3874752355.9577,2011-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4968916129.964355
2011,Defense,Army,N,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,0,0,2011-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2011,Defense,Army,N,PDuns-1,1,0,0,0,0,35,35,150,58583.16,2011-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,75126.04211226667
2011,Defense,Army,N,PDuns-2,1,0,0,0,0,3,3,14,5953.07,2011-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,7634.115119725042
2011,Defense,Army,N,PDuns-2,1,0,0,1,1,227,251,1044,19847259.0444,2011-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,25451785.441117547
2011,Defense,Army,N,PDuns-3+,1,0,1,1,1,524,1306,8375,1311831491.4867,2011-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1682270261.1744983
2011,Defense,Army,N,PID,1,0,0,0,1,13,13,29,118750.4403,2011-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,152283.53299528413
2011,Defense,Army,N,PID,1,1,0,1,1,12,12,100,1271241.5919,2011-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1630218.4683780172
2011,Defense,Army,N,PID,1,1,1,1,1,243,243,25079,11927813951.9792,2011-01-01,Army,Army,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,15296024544.65876
2011,Defense,Army,S,Duns,Unlabeled,Unlabeled,1,1,1,1,1,0,0,2011-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2011,Defense,Army,S,Duns,1,1,0,1,1,5,5,15,-905289.0909,2011-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,-1160927.2420048527
2011,Defense,Army,S,Duns,1,1,1,1,1,8,8,46,3162377.1374,2011-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,4055378.337378552
2011,Defense,Army,S,PDuns-1,1,0,0,0,1,9628,9628,18691,123710306.2717,2011-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,158643980.26137787
2011,Defense,Army,S,PDuns-1,1,1,0,0,0,7,7,11,2106.33,2011-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,2701.121555790617
2011,Defense,Army,S,PDuns-1,1,1,1,1,1,272,272,4833,768817735.2001,2011-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,985918710.2795444
2011,Defense,Army,S,PDuns-2,1,0,0,0,1,298,308,636,4867966.897,2011-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,6242597.464956518
2011,Defense,Army,S,PDuns-3+,1,0,0,0,1,29,47,86,679310.4271,2011-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,871136.069710416
2011,Defense,Army,S,PID,1,0,0,1,1,29,29,101,4668007.4103,2011-01-01,Army,Army,Always Small Vendor,Always Small Vendor,Always Small Vendor,5986172.840225256
2011,Defense,DLA,B,PID,1,1,1,1,1,5,5,17028,1267458820.4506,2011-01-01,Other DoD,DLA,Big Five,Other Than Small,Large,1625367506.988964
2011,Defense,DLA,J,PID,1,0,1,1,1,2,2,537,195552525.5238,2011-01-01,Other DoD,DLA,Large: Big 5 JV,Other Than Small,Large,250773213.11552843
2011,Defense,DLA,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,1,20000,2011-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,25647.657829405813
2011,Defense,DLA,M,PDuns-1,1,1,1,1,1,79,79,975,986332910.6995,2011-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,1264856449.9751327
2011,Defense,DLA,M,PID,1,0,0,1,1,5,5,23,284552,2011-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,364904.6165336541
2011,Defense,DLA,M,PID,1,1,0,1,1,3,3,9,244730.4497,2011-01-01,Other DoD,DLA,Medium Vendor,Other Than Small,Medium,313838.14171711047
2011,Defense,DLA,N,Duns,1,0,0,1,1,4,4,46,314999.0391,2011-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,403949.3785714211
2011,Defense,DLA,N,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,1,0,0,2011-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2011,Defense,DLA,N,PDuns-1,1,0,1,1,1,513,513,41041,1482654698.2809,2011-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1901331019.0334718
2011,Defense,DLA,N,PDuns-1,1,1,0,1,1,163,163,4092,66556977.3795,2011-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,85351529.09944594
2011,Defense,DLA,N,PDuns-2,1,1,1,1,1,60,70,8737,228239039.9687,2011-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,292689840.0214647
2011,Defense,DLA,N,PDuns-3+,1,0,0,1,1,88,137,2411,42044721.2606,2011-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,53917431.221230626
2011,Defense,DLA,N,PDuns-3+,1,0,1,1,1,241,527,18397,940893704.1364,2011-01-01,Other DoD,DLA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1206585988.8766286
2011,Defense,DLA,S,Duns,1,0,0,1,1,5,5,70,2951361.2549,2011-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,3784775.1798320473
2011,Defense,DLA,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,1,1,0,0,2011-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2011,Defense,DLA,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,84,84,0,0,2011-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2011,Defense,DLA,S,PDuns-1,Unlabeled,Unlabeled,1,1,1,32,32,0,0,2011-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2011,Defense,DLA,S,PDuns-2,1,1,0,0,1,1,2,19,20374.1101,2011-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,26127.410221172053
2011,Defense,DLA,S,PDuns-3+,1,0,1,1,1,13,22,278,20308112.7225,2011-01-01,Other DoD,DLA,Always Small Vendor,Always Small Vendor,Always Small Vendor,26042776.313384145
2011,Defense,MDA,M,PDuns-1,1,0,1,1,1,7,7,39,4966479.7345,2011-01-01,Other DoD,MDA,Medium Vendor,Other Than Small,Medium,6368928.642356711
2011,Defense,MDA,N,PDuns-3+,1,1,0,1,1,1,1,1,0,2011-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2011,Defense,MDA,N,PDuns-3+,1,1,1,1,1,11,12,44,6539250.3027,2011-01-01,Other DoD,MDA,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,8385822.711224399
2011,Defense,MDA,S,PDuns-1,1,0,0,1,1,65,65,91,9472527.6113,2011-01-01,Other DoD,MDA,Always Small Vendor,Always Small Vendor,Always Small Vendor,12147407.34771106
2011,Defense,MDA,S,PDuns-1,1,0,1,1,1,139,139,507,125007962.8179,2011-01-01,Other DoD,MDA,Always Small Vendor,Always Small Vendor,Always Small Vendor,160308072.81522918
2011,Defense,MDA,S,PDuns-1,1,1,1,1,1,4,4,16,553726.6767,2011-01-01,Other DoD,MDA,Always Small Vendor,Always Small Vendor,Always Small Vendor,710089.6167507807
2011,Defense,MilitaryHealth,NA,PID,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,1,1,10,26214.4504,2011-01-01,Other DoD,Other DoD,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,33616.96270225652
2011,Defense,MilitaryHealth,L,PID,1,0,1,1,1,8,8,967,7393529929.4813,2011-01-01,Other DoD,Other DoD,Large Vendor,Other Than Small,Large,9481336289.140364
2011,Defense,MilitaryHealth,M,PDuns-3+,1,0,1,1,1,1,1,2,6338555.1309,2011-01-01,Other DoD,Other DoD,Medium Vendor,Other Than Small,Medium,8128454.656507389
2011,Defense,MilitaryHealth,N,PDuns-1,1,0,0,1,1,13,13,42,352228.8922,2011-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,451692.3052388133
2011,Defense,MilitaryHealth,N,PDuns-3+,1,0,1,1,1,5,6,9,4584201.0625,2011-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5878701.013609928
2011,Defense,MilitaryHealth,N,PID,1,1,1,1,1,21,21,86,9098300.0216,2011-01-01,Other DoD,Other DoD,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,11667504.289163616
2011,Defense,Navy,L,PID,1,0,0,1,1,3,3,3,-14761.1304,2011-01-01,Navy,Navy,Large Vendor,Other Than Small,Large,-18929.421083722005
2011,Defense,Navy,L,PID,1,1,0,1,1,1,1,2,214000,2011-01-01,Navy,Navy,Large Vendor,Other Than Small,Large,274429.9387746422
2011,Defense,Navy,M,Duns,1,1,0,1,1,7,7,65,2217060.6082,2011-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,2843120.593308397
2011,Defense,Navy,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,5,5,0,0,2011-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,0
2011,Defense,Navy,M,PDuns-1,1,0,0,1,1,392,392,1635,45165673.7712,2011-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,57919687.32591532
2011,Defense,Navy,M,PDuns-1,1,1,0,0,0,128,128,287,292369.4303,2011-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,374929.55540563556
2011,Defense,Navy,M,PDuns-1,1,1,0,1,1,602,602,3660,88429426.1346,2011-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,113400383.17754683
2011,Defense,Navy,M,PDuns-2,1,0,0,0,1,101,102,182,1374906.8995,2011-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,1763157.0852832622
2011,Defense,Navy,M,PDuns-2,1,1,0,0,1,69,69,259,1614741.2848,2011-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,2070716.597778276
2011,Defense,Navy,M,PDuns-3+,1,0,0,1,1,41,57,337,8241386.2669,2011-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,10568612.750670766
2011,Defense,Navy,M,PDuns-3+,1,1,0,1,1,24,28,167,2913070.5205,2011-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,3735671.7971356544
2011,Defense,Navy,M,PID,1,0,1,1,1,144,144,3627,2275653061.3499,2011-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,2918258552.797103
2011,Defense,Navy,M,PID,1,1,0,1,1,3,3,29,368709.4509,2011-01-01,Navy,Navy,Medium Vendor,Other Than Small,Medium,472826.69175756513
2011,Defense,Navy,N,PDuns-1,1,0,0,0,0,25,25,74,40547.0001,2011-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,51996.77922868416
2011,Defense,Navy,N,PDuns-1,1,0,0,1,1,1273,1273,8540,150320904.187,2011-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,192768955.75975358
2011,Defense,Navy,N,PDuns-1,1,1,0,0,0,3,3,5,5073.89,2011-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,6506.669729202193
2011,Defense,Navy,N,PDuns-1,1,1,0,1,1,392,392,3970,61625562.4175,2011-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,79027566.92143652
2011,Defense,Navy,N,PDuns-2,1,0,0,0,0,4,4,7,1452,2011-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1862.0199584148618
2011,Defense,Navy,N,PDuns-2,1,0,0,1,1,211,235,1579,26537156.0571,2011-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,34030794.915902235
2011,Defense,Navy,N,PDuns-3+,1,0,0,1,1,193,330,1466,19065789.3683,2011-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,24449642.098284077
2011,Defense,Navy,N,PDuns-3+,1,0,1,1,1,431,934,8660,771931524.5831,2011-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,989911780.5119454
2011,Defense,Navy,N,PDuns-3+,1,1,0,1,1,79,152,871,11402065.2425,2011-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,14621813.39441005
2011,Defense,Navy,N,PDuns-3+,1,1,1,1,1,337,1310,20719,1709845313.7546,2011-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2192676377.41955
2011,Defense,Navy,N,PID,1,0,0,0,1,10,10,25,219560.0898,2011-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,281560.10280920065
2011,Defense,Navy,N,PID,1,1,0,0,1,2,2,2,25769.6499,2011-01-01,Navy,Navy,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,33046.55815093908
2011,Defense,Navy,S,PDuns-1,Unlabeled,Unlabeled,0,1,1,43,43,0,0,2011-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2011,Defense,Navy,S,PDuns-1,1,0,0,0,1,5314,5314,11983,77290885.1195,2011-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,99116508.74384245
2011,Defense,Navy,S,PDuns-1,1,1,0,0,0,7,7,18,23237.6705,2011-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,29799.59108682387
2011,Defense,Navy,S,PDuns-1,1,1,0,1,1,173,173,1362,21191559.4295,2011-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,27175693.255966708
2011,Defense,Navy,S,PDuns-2,Unlabeled,Unlabeled,0,0,1,1,1,0,0,2011-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2011,Defense,Navy,S,PDuns-2,1,0,0,0,0,24,24,30,52047.9997,2011-01-01,Navy,Navy,Always Small Vendor,Always Small Vendor,Always Small Vendor,66745.46435053082
