Fiscal_Year,Customer,EntitySizeCode,EntityCategory,AnyEntityUSplaceOfPerformance,AnyEntityForeignPlaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,IsEntityAbove2018constant10ThousandThreshold,EntityCount,AllContractorCount,NumberOfActions,Action_Obligation_Then_Year,dFYear,EntitySizeText,EntitySmall,EntitySizeText.sum,Action_Obligation_OMB24_GDP22
2011,Other Agencies,N,PDuns-1,1,0,0,0,0,0,199,199,1549,896895.6494,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1150163.636224696
2012,DHS,M,PDuns-2+,1,0,1,1,1,1,135,209,907,122841378.2261,2012-01-01,Medium Vendor,Other Than Small,Medium,154694147.57061207
2004,DHS,U,Name,Unlabeled,Unlabeled,0,0,1,0,4,1,4,0,2004-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,0
2005,State and IAP,M,PDuns-2+,1,1,0,1,1,1,8,11,76,871845.1961,2005-01-01,Medium Vendor,Other Than Small,Medium,1258643.4203669012
2006,DHS,M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,2,2,1,0,2006-01-01,Medium Vendor,Other Than Small,Medium,0
2017,NASA,M,PID,1,0,1,1,1,1,58,58,4467,2982969768.7075,2017-01-01,Medium Vendor,Other Than Small,Medium,3486268057.175754
2012,Defense,M,PDuns-1,1,0,0,0,1,1,1312,1312,2712,26121577.3587,2012-01-01,Medium Vendor,Other Than Small,Medium,32894902.361534562
2017,State and IAP,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,1,1,0,0,2017-01-01,Medium Vendor,Other Than Small,Medium,0
2000,Other Agencies,M,PDuns-2+,1,1,1,1,1,1,11,11,89,13696548.0752,2000-01-01,Medium Vendor,Other Than Small,Medium,22129924.303208742
2004,HHS,M,Duns,1,0,1,1,1,1,1,1,1,1727149,2004-01-01,Medium Vendor,Other Than Small,Medium,2569098.4350601854
2000,Defense,S,PDuns-2+,1,0,0,0,1,1,67,70,87,2151260,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3475855.426866427
2003,HHS,M,PDuns-1,1,1,0,1,1,1,45,45,62,4044143.2,2003-01-01,Medium Vendor,Other Than Small,Medium,6162620.443115366
2007,VA,B,PID,1,1,1,1,1,1,3,3,419,88676072.7978,2007-01-01,Big Five,Other Than Small,Large,120671902.3832771
2014,State and IAP,M,PDuns-2+,1,0,0,1,1,1,16,19,38,893987.46,2014-01-01,Medium Vendor,Other Than Small,Medium,1084584.2086812963
2018,NASA,M,PDuns-2+,1,0,0,0,1,0,6,6,8,32437.2,2018-01-01,Medium Vendor,Other Than Small,Medium,37040.411639271406
2001,Defense,L,PID,1,0,1,1,1,1,100,100,23105,6731991232.7725,2001-01-01,Large Vendor,Other Than Small,Large,10619562275.037561
2007,Energy,L,PID,1,1,1,1,1,1,62,62,1382,5858078157.2276,2007-01-01,Large Vendor,Other Than Small,Large,7971772015.146284
2004,Energy,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,3,3,3,12220000,2004-01-01,Medium Vendor,Other Than Small,Medium,18176997.396539304
2017,Other Agencies,N,PDuns-2+,1,1,1,1,1,1,403,1294,21299,2085692893.9206,2017-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,2437599130.04564
2007,Defense,S,PDuns-1,1,1,0,0,0,0,106,106,165,175805.3898,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,239238.95327179966
2015,DHS,M,PDuns-1,1,1,1,1,1,1,34,34,192,9919735.4159,2015-01-01,Medium Vendor,Other Than Small,Medium,11898202.51063471
2001,State and IAP,M,PID,1,1,0,0,1,1,1,1,1,28000,2001-01-01,Medium Vendor,Other Than Small,Medium,44169.35991442048
2014,State and IAP,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,1,0,-800,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-970.5587670603759
2015,State and IAP,M,PDuns-2+,1,0,0,0,1,1,20,20,41,331997.3089,2015-01-01,Medium Vendor,Other Than Small,Medium,398213.3644357444
2003,GSA,M,PID,1,0,1,1,1,1,70,70,2379,101746150.282,2003-01-01,Medium Vendor,Other Than Small,Medium,155044684.30696058
2010,Other Agencies,S,PDuns-2+,1,1,0,0,1,0,1,1,5,29805,2010-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,38991.72707797343
2020,VA,M,PID,1,0,0,0,0,0,1,1,180,1621.65,2020-01-01,Medium Vendor,Other Than Small,Medium,1792.2975654857387
2014,Defense,B,PID,1,1,1,1,1,1,5,5,67319,76639650104.9514,2014-01-01,Big Five,Other Than Small,Large,92979105392.25029
2001,State and IAP,M,PDuns-2+,1,0,1,1,1,1,8,8,14,731000,2001-01-01,Medium Vendor,Other Than Small,Medium,1153135.7891943345
2000,NASA,M,PDuns-2+,1,0,1,1,1,1,30,31,255,118416968.9922,2000-01-01,Medium Vendor,Other Than Small,Medium,191329855.2032817
2010,Defense,N,PDuns-2+,1,1,0,0,1,0,6,7,14,51301.2397,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,67113.70364516342
2001,State and IAP,M,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,1,1,1,4400,2001-01-01,Medium Vendor,Other Than Small,Medium,6940.899415123217
2012,Energy,M,PDuns-1,1,0,0,0,1,0,55,55,65,251931.5204,2012-01-01,Medium Vendor,Other Than Small,Medium,317257.3635791873
2001,HHS,S,PID,1,1,1,1,1,1,1,1,1,238000,2001-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,375439.559272574
2015,GSA,N,PDuns-2+,1,0,0,1,1,1,88,94,132,4768170.4372,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5719170.430301239
2016,State and IAP,N,PDuns-1,1,0,0,1,1,1,225,225,680,14942264.1907,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,17775168.43536022
2009,Defense,N,PDuns-1,1,1,0,0,1,1,383,383,2435,16331397.4926,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,21551010.033620223
2012,HHS,M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,5,5,0,0,2012-01-01,Medium Vendor,Other Than Small,Medium,0
2013,GSA,N,PDuns-1,1,0,0,0,0,0,5,5,10,32294.82,2013-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,39938.00138261815
2009,State and IAP,S,PDuns-1,1,1,0,0,1,0,21,21,26,117077.4887,2009-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,154496.1559369325
2004,Other Agencies,S,PDuns-1,1,1,0,0,0,0,22,22,27,25563.8299,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,38025.66853828754
2003,HHS,N,PDuns-2+,1,0,1,1,1,1,162,240,1150,281141772.4666,2003-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,428414610.643945
2008,State and IAP,S,PID,1,0,1,1,1,1,8,8,11,4814116.3907,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,6417293.075371907
2000,GSA,L,PID,1,1,0,1,1,1,1,1,1,83000,2000-01-01,Large Vendor,Other Than Small,Large,134105.5941308412
2009,VA,M,PDuns-2+,1,0,1,1,1,1,187,288,1186,260649707.763,2009-01-01,Medium Vendor,Other Than Small,Medium,343954916.8897431
2011,VA,L,PID,1,1,1,1,1,1,86,86,190449,5508400073.3144,2011-01-01,Large Vendor,Other Than Small,Large,7063878013.39208
2006,NASA,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,1,1,0,0,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2015,VA,N,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,5,5,0,0,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2015,State and IAP,N,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,2,2,0,202468.61,2015-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,242850.4816736742
2009,State and IAP,N,PDuns-1,1,0,0,1,1,1,231,231,652,13954321.6322,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,18414206.478298694
2005,State and IAP,M,PID,1,1,1,1,1,1,41,41,337,1540281194.6756,2005-01-01,Medium Vendor,Other Than Small,Medium,2223634195.457505
2019,DHS,S,PDuns-2+,1,1,0,1,1,1,3,3,8,107847.4474,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,120786.45547363443
2012,GSA,NA,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,Unlabeled,NA,0,32,15179,58993146.3909,2012-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,74290069.23588583
2014,Energy,S,PDuns-1,1,1,0,0,1,1,1,1,2,19352,2014-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,23477.816575190493
2019,State and IAP,L,PID,1,1,0,1,1,1,1,1,44,1237860.6028,2019-01-01,Large Vendor,Other Than Small,Large,1386373.049963058
2005,DHS,U,Name,1,0,1,1,1,1,2,1,2,5823645.5498,2005-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,8407333.30480383
2016,DHS,M,PID,1,0,0,0,0,0,1,1,1,0,2016-01-01,Medium Vendor,Other Than Small,Medium,0
2009,Energy,N,PDuns-1,1,1,0,1,1,1,47,47,95,2384145.3354,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,3146132.4769111546
2007,HHS,N,PDuns-1,1,1,1,1,1,1,114,114,941,57381508.038,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,78085728.40562865
2002,GSA,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,7,7,2,3142.55,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4880.272801806475
2006,DHS,U,Name,Unlabeled,Unlabeled,0,0,1,1,5,1,5,-49.6,2006-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,-69.34748525361029
2005,State and IAP,M,PID,1,0,0,0,1,1,1,1,1,15660,2005-01-01,Medium Vendor,Other Than Small,Medium,22607.632698001253
2016,Other Agencies,M,PDuns-2+,1,1,1,1,1,1,100,183,1162,323073326.8164,2016-01-01,Medium Vendor,Other Than Small,Medium,384324806.9933009
2001,VA,L,PID,1,0,0,1,1,1,5,5,11,947000,2001-01-01,Large Vendor,Other Than Small,Large,1493870.8513912924
2016,Other Agencies,S,Duns,1,1,0,1,1,1,1,1,1,25000,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,29739.750630335206
2016,Defense,S,PDuns-2+,1,1,0,0,1,1,9,12,235,573833.9906,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,682627.1913461647
2001,HHS,L,PID,1,0,0,1,1,1,2,2,5,123000,2001-01-01,Large Vendor,Other Than Small,Large,194029.68819548996
2012,Other Agencies,M,Duns,Unlabeled,Unlabeled,0,1,1,1,1,1,0,0,2012-01-01,Medium Vendor,Other Than Small,Medium,0
2004,Other Agencies,N,PDuns-2+,1,0,0,1,1,1,508,875,4542,93543340.8908,2004-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,139143785.91126516
2013,Other Agencies,M,Duns,1,0,1,1,1,1,2,2,9,2923995.0063,2013-01-01,Medium Vendor,Other Than Small,Medium,3616013.8562276545
2014,Defense,N,PID,1,1,1,1,1,1,218,218,73636,14478560920.3828,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,17565367794.619087
2010,Energy,N,PDuns-1,1,0,0,0,0,0,2,2,3,3986,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,5214.595676322835
2012,Defense,N,PDuns-1,1,1,0,0,0,0,3,3,9,-46848.03,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,-58995.72416774361
2019,NASA,M,PDuns-1,1,1,0,0,1,1,17,17,20,362682.457,2019-01-01,Medium Vendor,Other Than Small,Medium,406195.32033076964
2014,Energy,N,PDuns-1,1,1,0,1,1,1,39,39,86,1107489.1099,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1343604.0812966714
2020,Other Agencies,M,PDuns-2+,1,1,0,0,1,0,5,5,5,-53759.3902,2020-01-01,Medium Vendor,Other Than Small,Medium,-59416.535120067754
2001,Defense,N,PID,1,0,0,0,1,0,1,1,4,13683,2001-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,21584.619703893404
2009,GSA,N,PDuns-1,Unlabeled,Unlabeled,0,1,1,1,6,6,0,0,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2005,Other Agencies,N,PDuns-1,1,0,0,0,0,0,260,260,1291,904608.1297,2005-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1305941.7836451775
2018,Energy,M,PID,1,1,1,1,1,1,8,8,22,4294218.8991,2018-01-01,Medium Vendor,Other Than Small,Medium,4903617.935327428
2008,DHS,S,PDuns-2+,1,1,1,1,1,1,7,10,93,833147.7705,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1110599.118193271
2020,Other Agencies,M,PDuns-1,1,0,0,0,1,1,1668,1668,3364,26034000.1058,2020-01-01,Medium Vendor,Other Than Small,Medium,28773579.384873927
2019,Energy,S,PID,1,0,1,1,1,1,2,2,3,-102827.7598,2019-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,-115164.53036176613
2007,VA,S,PID,1,0,0,0,1,1,9,9,59,326950.3895,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,444919.6298519125
2019,Other Agencies,M,PDuns-1,1,1,0,1,1,1,213,213,541,17764722.0839,2019-01-01,Medium Vendor,Other Than Small,Medium,19896046.357314873
2001,Defense,N,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2001-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,0
2011,GSA,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,151,151,0,10560883.9434,2011-01-01,Medium Vendor,Other Than Small,Medium,13543096.887819456
2018,Defense,M,PDuns-2+,1,1,0,1,1,1,405,461,26184,245711838.9564,2018-01-01,Medium Vendor,Other Than Small,Medium,280581174.07135695
2008,Energy,S,PDuns-2+,1,0,0,0,1,0,3,3,4,23547.27,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,31388.88228934997
2007,GSA,S,PDuns-2+,1,0,0,0,1,1,31,31,350,2218490.7992,2007-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3018959.8694756636
2012,DHS,N,PDuns-2+,1,1,1,1,1,1,299,631,5357,263819287.7793,2012-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,332227629.03708345
2019,GSA,M,PDuns-1,1,0,0,0,1,1,61,61,91,689655.2877,2019-01-01,Medium Vendor,Other Than Small,Medium,772396.7484457364
2004,Defense,L,PID,1,0,0,0,1,0,1,1,2,6693,2004-01-01,Large Vendor,Other Than Small,Large,9955.69914689342
2017,Other Agencies,S,PDuns-1,1,0,0,0,0,0,2492,2492,7493,4153400.4238,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,4854178.335313202
2014,Other Agencies,M,Duns,1,0,0,0,1,0,24,24,30,87942.6196,2014-01-01,Medium Vendor,Other Than Small,Medium,106691.85056379456
2007,State and IAP,N,PID,1,1,0,0,0,0,1,1,1,1328.04,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1807.2193341997345
2016,Other Agencies,M,Duns,1,1,0,0,1,0,27,27,34,190252.5506,2016-01-01,Medium Vendor,Other Than Small,Medium,226322.5364651692
2006,Defense,M,PDuns-2+,1,1,0,0,0,0,30,31,67,100188.38,2006-01-01,Medium Vendor,Other Than Small,Medium,140076.8589643771
2019,VA,M,PID,1,0,0,0,1,0,1,1,360,17341.1301,2019-01-01,Medium Vendor,Other Than Small,Medium,19421.633883623577
2001,Defense,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,30,30,7,6154,2001-01-01,Medium Vendor,Other Than Small,Medium,9707.7943183337
2013,State and IAP,S,PDuns-1,1,1,0,0,1,0,25,25,50,159106.86,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,196762.5146900968
2014,Other Agencies,M,Duns,1,1,0,0,1,0,9,9,14,50951.84,2014-01-01,Medium Vendor,Other Than Small,Medium,61814.69376232192
2002,DHS,U,Name,Unlabeled,Unlabeled,0,0,0,0,2,1,2,549.75,2002-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,853.7429707699512
2016,VA,M,PDuns-2+,1,0,0,0,0,0,9,9,49,23927.4698,2016-01-01,Medium Vendor,Other Than Small,Medium,28463.879402675062
2011,HHS,S,PID,1,0,0,0,1,1,2,2,4,46744.1399,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,59943.88528425378
2017,Other Agencies,M,PID,1,0,0,0,0,0,1,1,1,-500,2017-01-01,Medium Vendor,Other Than Small,Medium,-584.3619492473653
2020,Other Agencies,M,PDuns-1,1,1,0,0,1,1,124,124,308,3192047.7231,2020-01-01,Medium Vendor,Other Than Small,Medium,3527949.5347494376
2009,Defense,L,PID,Unlabeled,Unlabeled,1,1,1,1,1,1,0,0,2009-01-01,Large Vendor,Other Than Small,Large,0
2014,Other Agencies,N,PDuns-2+,1,1,0,0,1,0,1,1,4,3349.05,2014-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,4063.06229852944
2016,HHS,N,PDuns-1,1,1,1,1,1,1,285,285,4292,384575522.2002,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,457487205.15059555
2004,GSA,L,PID,1,1,0,1,1,1,1,1,1,23052.8809,2004-01-01,Large Vendor,Other Than Small,Large,34290.683805403496
2002,VA,S,PID,1,0,1,1,1,1,15,15,75,21424000,2002-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,33270740.1651213
2006,GSA,S,PDuns-2+,1,0,0,0,0,0,20,20,429,190339.0587,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,266119.6585964579
2018,Defense,M,PDuns-2+,1,0,0,1,1,1,449,538,13863,180852176.5451,2018-01-01,Medium Vendor,Other Than Small,Medium,206517179.81480178
2003,Defense,M,PDuns-2+,Unlabeled,Unlabeled,0,0,0,0,9,9,2,9643.36,2003-01-01,Medium Vendor,Other Than Small,Medium,14694.921652705321
2010,Other Agencies,M,PID,Unlabeled,Unlabeled,0,0,0,0,1,1,0,0,2010-01-01,Medium Vendor,Other Than Small,Medium,0
2015,DHS,S,PDuns-2+,1,0,0,0,1,1,32,34,60,389356.7798,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,467013.0422554919
2014,DHS,J,PID,1,0,1,1,1,1,1,1,3,14654.53,2014-01-01,Large: Big 5 JV,Other Than Small,Large,17778.853210811612
2008,NASA,S,PDuns-1,1,0,0,0,1,0,245,245,330,1193321.7489,2008-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1590716.7119391481
2016,Other Agencies,N,PDuns-1,1,0,0,0,0,0,159,159,1285,702673.2907,2016-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,835893.1376006015
2005,Energy,L,PID,1,1,0,1,1,1,1,1,2,0,2005-01-01,Large Vendor,Other Than Small,Large,0
2011,Other Agencies,S,PID,1,0,0,0,1,0,5,5,6,27667.96,2011-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,35480.91854588434
2015,VA,M,PDuns-1,1,0,0,0,1,0,249,249,688,1320636.6507,2015-01-01,Medium Vendor,Other Than Small,Medium,1584034.4176729561
2006,Defense,S,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,140,140,1,205,2006-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,286.617630584478
2016,Other Agencies,S,Duns,1,0,0,1,1,1,48,48,79,1880620.5778,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,2237167.4805619563
2005,NASA,M,PDuns-2+,1,0,1,1,1,1,35,45,267,60659718.8299,2005-01-01,Medium Vendor,Other Than Small,Medium,87571688.56132883
2017,DHS,S,Duns,1,0,0,0,1,0,9,9,10,10223.6599,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,11948.635655212249
2004,DHS,S,PID,1,1,1,1,1,1,2,2,6,995651.3438,2004-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,1481010.7924806434
2007,State and IAP,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,18,18,2,11048.02,2007-01-01,Medium Vendor,Other Than Small,Medium,15034.332812735574
2017,GSA,S,PDuns-2+,Unlabeled,Unlabeled,0,1,1,1,48,48,0,0,2017-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,0
2004,State and IAP,U,Name,1,1,0,1,1,1,9,1,10,664224,2004-01-01,Unlabeled Vendor,Unlabeled Vendor,Unlabeled Vendor,988019.4696169333
2000,VA,S,PDuns-1,1,0,0,1,1,1,1696,1696,3281,264679278.0016,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,427650263.01839346
2015,HHS,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,1,5,5,0,18467.11,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,22150.330160417096
2015,DHS,S,PDuns-1,1,1,0,0,1,1,13,13,25,185214.0798,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,222154.57740425214
2001,HHS,M,PDuns-1,1,0,0,0,0,0,17,17,31,-383000,2001-01-01,Medium Vendor,Other Than Small,Medium,-604173.7445436801
2009,State and IAP,N,PDuns-1,1,1,0,1,1,1,246,246,1451,25102954.7523,2009-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,33126009.57667366
2000,NASA,L,PID,1,0,0,1,1,1,3,3,8,122295,2000-01-01,Large Vendor,Other Than Small,Large,197595.7064365208
2011,VA,N,PDuns-2+,1,1,0,1,1,1,81,129,1200,19189583.594,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,24608393.69538457
2015,GSA,M,PDuns-1,Unlabeled,Unlabeled,1,1,1,1,127,127,0,34040.9992,2015-01-01,Medium Vendor,Other Than Small,Medium,40830.39367126172
2019,VA,M,PDuns-2+,1,0,1,1,1,1,323,629,287342,883911197.3644,2019-01-01,Medium Vendor,Other Than Small,Medium,989958529.9141905
2000,Other Agencies,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,15,15,19,80457.9697,2000-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,129998.35938770746
2015,HHS,M,Duns,1,0,0,0,1,1,5,5,8,54841.3002,2015-01-01,Medium Vendor,Other Than Small,Medium,65779.26410015146
2013,HHS,S,PDuns-1,1,0,0,0,1,0,632,632,952,2453892.3498,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,3034652.494087551
2011,GSA,N,PID,1,1,1,1,1,1,228,228,95628,1265915256.9612,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1623388067.5782595
2010,NASA,N,PDuns-1,1,1,1,1,1,1,122,122,652,63867280.7416,2010-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,83552946.81727146
2008,GSA,M,PDuns-1,Unlabeled,Unlabeled,0,0,0,0,9,9,1,-5145.1699,2008-01-01,Medium Vendor,Other Than Small,Medium,-6858.592624529577
2011,Defense,N,PDuns-2+,1,0,0,0,1,1,237,352,1334,7476636.0729,2011-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,9587910.18563658
2005,State and IAP,M,PID,1,0,1,1,1,1,26,26,77,49538595.2026,2005-01-01,Medium Vendor,Other Than Small,Medium,71516626.09931979
2002,HHS,M,PDuns-1,1,0,0,0,0,0,23,23,39,-55696.5,2002-01-01,Medium Vendor,Other Than Small,Medium,-86494.7619308569
2003,Defense,S,PDuns-1,1,0,0,0,1,0,5712,5712,9170,29517407.1594,2003-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,44979756.5991922
2007,GSA,M,PDuns-1,1,0,0,0,1,0,238,238,2109,8443170.9512,2007-01-01,Medium Vendor,Other Than Small,Medium,11489610.090782056
2007,DHS,N,PID,1,0,0,0,1,1,9,9,58,174971.3902,2007-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,238104.0324848995
2012,DHS,M,PDuns-2+,1,1,1,1,1,1,22,28,122,48218999.1833,2012-01-01,Medium Vendor,Other Than Small,Medium,60722185.6599439
2020,Other Agencies,L,PID,1,0,0,0,1,1,1,1,7,50030.8003,2020-01-01,Large Vendor,Other Than Small,Large,55295.58263311638
2015,VA,S,PDuns-1,1,0,0,1,1,1,3351,3351,40213,412360300.4927,2015-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,494604559.18452364
2002,Defense,N,PDuns-1,1,1,1,1,1,1,104,104,5236,836567204.6958,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,1299160292.1067867
2003,GSA,M,PID,1,1,1,1,1,1,10,10,661,210477674.7316,2003-01-01,Medium Vendor,Other Than Small,Medium,320733949.55953693
2012,DHS,M,PID,1,0,0,1,1,1,16,16,43,1165970.2558,2012-01-01,Medium Vendor,Other Than Small,Medium,1468306.342848787
2020,GSA,S,PDuns-1,1,1,0,1,1,1,47,47,14226,22502780.7152,2020-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,24870766.868629105
2012,State and IAP,S,PDuns-1,1,0,1,1,1,1,352,352,2502,382978376.9186,2012-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,482284669.96157306
2004,State and IAP,M,PDuns-2+,1,0,0,1,1,1,13,13,28,1439219.2888,2004-01-01,Medium Vendor,Other Than Small,Medium,2140808.9415357406
2016,State and IAP,M,PDuns-1,1,0,1,1,1,1,72,72,258,154463095.1397,2016-01-01,Medium Vendor,Other Than Small,Medium,183747757.2417768
2002,NASA,N,PDuns-2+,1,0,1,1,1,1,98,138,603,323797345.1345,2002-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,502846216.2120077
2016,State and IAP,S,PDuns-1,Unlabeled,Unlabeled,0,0,1,0,6,6,0,5000,2016-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,5947.95012606704
2006,VA,M,PDuns-2+,1,0,1,1,1,1,105,135,824,222059443.3376,2006-01-01,Medium Vendor,Other Than Small,Medium,310469031.6991759
2013,Energy,S,PDuns-2+,1,0,0,1,1,1,6,6,12,403727.84,2013-01-01,Always Small Vendor,Always Small Vendor,Always Small Vendor,499277.6870136276
2017,Other Agencies,M,PID,1,1,1,1,1,1,54,54,4111,846714016.6738,2017-01-01,Medium Vendor,Other Than Small,Medium,989574906.4771358
2006,VA,N,PID,1,0,0,0,1,0,1,1,11,15528.0104,2006-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,21710.25145628845
2008,DHS,N,PDuns-1,1,0,0,0,0,0,72,72,257,112530.4705,2008-01-01,Sometimes Small Vendor,Sometimes Small Vendor,Sometimes Small Vendor,150004.89196792958
