"Fiscal_Year","Contracting_Agency_ID","ProductOrServiceCode","PlatformPortfolio","ProjectID","majorprogramcode...6","Vehicle","CompetitionClassification","ClassifyNumberOfOffers","informationtechnologycommercialitemcategory","commercialitemacquisitionprocedures","commercialitemtestprogram","PricingUCA","VendorSize","fundedbyforeignentity","PlaceISOalpha3","pop_state_code","placeofperformancezipcode","VendorISOalpha3","VendorStateCode","OriginISOalpha3","PlaceOfManufacture","IsSiliconValley","majorprogramcode...24","IsZipTraditionalSiliconValley","EntityText","EntityID","Action_Obligation_Then_Year","NumberOfActions","ContractingAgencyName","PricingUCA.sum","Action_Obligation_OMB23_GDP21","dFYear","ContractingAgencyName.1","ContractingAgencyName.2","Customer","SubCustomer","SubCustomer.sum","SubCustomer.platform","Competition.detail","Competition.sum","Competition.Graph","Competition.effective.only","Competition.multisum","No.Competition.sum","No.Competition.Offer","CompOffr","Vehicle.sum","Vehicle.sum7","Vehicle.AwardTask","informationtechnologycommercialitemcategoryText","Commercial","ITcategory","ProductOrServiceCodeText","SimpleArea","ProductOrServiceArea","ProductServiceOrRnDarea","CrisisProductOrServiceArea","ProjectName","IsUnknown","SubCustomer.JPO","Shiny.VendorSize","PlaceOfManufactureText","PlaceOfManufacture_Sum","PlaceIsForeign","VendorIsForeign"
2021,"5700","AC13","Aircraft",2254,"",,"Limited Competition with multiple offers (Overrode blank Fair Opportunity)","100+ Offers","","D","N","FFP","Small","X",,"","","USA","VA",,"",,"",,"809254530",563043,0,,"DEPT OF THE AIR FORCE","FFP",0,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers",,,,"Unlabeled","Unlabeled","Unlabeled","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","JADC2",0,"Air Force","Small",,,,0
2021,"5700","AC13","Aircraft",2254,"",,"Limited Competition with multiple offers (Overrode blank Fair Opportunity)","100+ Offers","","D","N","FFP","Small","X",,"","","USA","VA",,"",,"",,"826518255",650657,0,,"DEPT OF THE AIR FORCE","FFP",0,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers",,,,"Unlabeled","Unlabeled","Unlabeled","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","JADC2",0,"Air Force","Small",,,,0
2021,"5700","AC13","Aircraft",2254,"",,"Limited Competition with multiple offers (Overrode blank Fair Opportunity)","100+ Offers","","D","N","FFP","Small","X",,"","","USA","VA",,"",,"",,"829424220",600137,0,,"DEPT OF THE AIR FORCE","FFP",0,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers",,,,"Unlabeled","Unlabeled","Unlabeled","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","JADC2",0,"Air Force","Small",,,,0
2021,"5700","AC13","Aircraft",2254,"",,"Limited Competition with multiple offers (Overrode blank Fair Opportunity)","100+ Offers","","D","N","FFP","Small","X",,"","","USA","VA",,"",,"",,"837829084",631432,0,,"DEPT OF THE AIR FORCE","FFP",0,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers",,,,"Unlabeled","Unlabeled","Unlabeled","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","JADC2",0,"Air Force","Small",,,,0
2021,"5700","AC13","Aircraft",2254,"",,"Limited Competition with multiple offers (Overrode blank Fair Opportunity)","100+ Offers","","D","N","FFP","Small","X",,"","","USA","WA",,"",,"",,"078571830",1206184,0,,"DEPT OF THE AIR FORCE","FFP",0,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers",,,,"Unlabeled","Unlabeled","Unlabeled","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","JADC2",0,"Air Force","Small",,,,0
2021,"5700","AC13","Aircraft",2254,"",,"Limited Competition with multiple offers (Overrode blank Fair Opportunity)","100+ Offers","","D","N","FFP","Small","X",,"","","USA","WA",,"",,"",,"081127175",1174594,0,,"DEPT OF THE AIR FORCE","FFP",0,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers",,,,"Unlabeled","Unlabeled","Unlabeled","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","JADC2",0,"Air Force","Small",,,,0
2021,"5700","AC13","Aircraft",2254,"",,"Limited Competition with multiple offers (Overrode blank Fair Opportunity)","100+ Offers","","D","N","FFP","Small","X",,"","","USA","WA",,"",,"",,"161511043",376041,0,,"DEPT OF THE AIR FORCE","FFP",0,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers",,,,"Unlabeled","Unlabeled","Unlabeled","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","JADC2",0,"Air Force","Small",,,,0
2021,"5700","AC13","Aircraft",2255,"",,"Limited Competition with multiple offers (Overrode blank Fair Opportunity)","100+ Offers","","D","N","FFP","Medium <1B","X",,"","","USA","VA",,"",,"",,"079358600",232189,0,,"DEPT OF THE AIR FORCE","FFP",0,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers",,,,"Unlabeled","Unlabeled","Unlabeled","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium",,,,0
2021,"5700","AC13","Aircraft",2255,"","DCA","Competition with single offer","One Offer","","D","N","FFP","Small","X","USA","VA","201903336","USA","VA","USA","C",,"",,"080033961",1168332,85808,1,"DEPT OF THE AIR FORCE","FFP",85808,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Definitive","Definitive","Award","Unlabeled","Unlabeled","Unlabeled","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Small","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","DCA","Competition with single offer","One Offer","Z","D","N","FFP","Small","X","USA","VA","201903336","USA","VA","USA","C",,"",,"080033961",1168332,1230000,2,"DEPT OF THE AIR FORCE","FFP",1230000,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","1 Offer","1 Offer",TRUE,"Not Effective Comp.","1 Offer","1 Offer","1 Offer","1 Offer","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Small","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","DCA","Full Competition (Multiple Offers)","100+ Offers","Z","D","N","FFP","Medium <1B","X","USA","CO","809213779","USA","CO","USA","C",,"",,"884457813",579276,653911,1,"DEPT OF THE AIR FORCE","FFP",653911,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Definitive","Definitive","Award","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Large","X","USA","CA","940651677","USA","CA","USA","C",1,"",,"ORACLE",666305,1000,1,"DEPT OF THE AIR FORCE","FFP",1000,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Large","X","USA","IN","462414812","USA","IN","USA","C",,"",,"ROLLS ROYCE",669552,3242,1,"DEPT OF THE AIR FORCE","FFP",3242,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Large","X","USA","VA","201706008","USA","VA","USA","C",0,"",,"L3 COMMUNICATIONS",658914,3800,1,"DEPT OF THE AIR FORCE","FFP",3800,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Large","X","USA","VA","201903200","USA","VA","USA","C",1,"",,"HEWLETT PACKARD",653379,1500,1,"DEPT OF THE AIR FORCE","FFP",1500,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Large","X","USA","VA","221025150","USA","VA","USA","C",,"",,"KPMG",658588,1000,1,"DEPT OF THE AIR FORCE","FFP",1000,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Large","X","USA","VA","222091742","USA","VA","USA","C",,"",,"DELOITTE",685746,3358,1,"DEPT OF THE AIR FORCE","FFP",3358,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Large","X","USA","WA","980528300","USA","WA","USA","C",,"",,"MICROSOFT",662617,2060,1,"DEPT OF THE AIR FORCE","FFP",2060,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Large","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Large: Big 6","X","USA","NM","871233353","USA","NM","USA","C",0,"",,"NORTHROP GRUMMAN",665531,3750,1,"DEPT OF THE AIR FORCE","FFP",3750,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Big Five","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Medium <1B","X","USA","CA","940702722","USA","CA","USA","C",,"",,"086035958",298559,3270,1,"DEPT OF THE AIR FORCE","FFP",3270,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Medium <1B","X","USA","CO","809207646","USA","CO","USA","C",,"",,"829274674",594916,2714,1,"DEPT OF THE AIR FORCE","FFP",2714,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Medium <1B","X","USA","GA","303051800","USA","GA","USA","C",,"",,"061192099",1163723,1000,1,"DEPT OF THE AIR FORCE","FFP",1000,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Medium <1B","X","USA","MD","208762711","USA","MD","USA","C",,"",,"801259180",523228,2610,1,"DEPT OF THE AIR FORCE","FFP",2610,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Medium <1B","X","USA","MD","210761754","USA","MD","USA","C",,"",,"074103508",151837,3787,1,"DEPT OF THE AIR FORCE","FFP",3787,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Medium <1B","X","USA","NJ","079202021","USA","NJ","USA","C",,"",,"081218565",1175285,3450,1,"DEPT OF THE AIR FORCE","FFP",3450,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Medium <1B","X","USA","NV","894349651","USA","NV","USA","C",,"",,"SIERRA NEVADA",671157,2844,1,"DEPT OF THE AIR FORCE","FFP",2844,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Medium <1B","X","USA","NY","130572953","USA","NY","USA","C",,"",,"354001059",450935,3797,1,"DEPT OF THE AIR FORCE","FFP",3797,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Medium <1B","X","USA","VA","201511733","USA","VA","USA","C",,"",,"080921865",1172794,3734,1,"DEPT OF THE AIR FORCE","FFP",3734,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Medium <1B","X","USA","VA","201706002","USA","VA","USA","C",,"",,"319321147",410814,1000,1,"DEPT OF THE AIR FORCE","FFP",1000,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Medium <1B","X","USA","VA","201706024","USA","VA","USA","C",,"",,"001344142",32337,3331,1,"DEPT OF THE AIR FORCE","FFP",3331,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Medium <1B","X","USA","VA","201716353","USA","VA","USA","C",,"",,"IRON BOW TECHNOLOGIES",655976,1794,1,"DEPT OF THE AIR FORCE","FFP",1794,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Medium <1B","X","USA","VA","201905230","USA","VA","USA","C",,"",,"CARAHSOFT TECHNOLOGY",684237,2500,1,"DEPT OF THE AIR FORCE","FFP",2500,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Medium <1B","X","USA","VA","201911545","USA","VA","USA","C",,"",,"933888141",663197,1980,1,"DEPT OF THE AIR FORCE","FFP",1980,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
2021,"5700","AC13","Aircraft",2255,"","MULTIPLE AWARD IDC","Limited Competition with multiple offers","100+ Offers","Z","D","N","FFP","Medium >1B","X","USA","MD","214013400","USA","MD","USA","C",,"",,"TETRA TECH",673273,2760,1,"DEPT OF THE AIR FORCE","FFP",2760,2021-01-01,"DEPT OF THE AIR FORCE","DEPT OF THE AIR FORCE","Defense","Air Force","Air Force","Air Force","5+ Offers","3+ Offers",TRUE,"Effective Comp.","2+ Offers","2+ Offers","5+ Offers","5+ Offers","Multi-Awd.","Multi-Awd.","Task Order","NOT IT PRODUCTS OR SERVICES","Not IT","Not IT","DEFENSE AIRCRAFT (ADVANCED)","R&D","R&D","Advanced Technology Development (6.3)","R&D","ABMS",0,"Air Force","Medium","NOT A MANUFACTURED END PRODUCT","Not Manufactured End Product",0,0
