"Fiscal Year","Contracting Department ID","Contracting Department Name","Contracting Agency ID","Contracting Agency Name","Dollars Obligated","Number of Actions","Number of Records","Base and All Options Value (Total Contract Value)","Base and Exercised Options Value"
"2008","6300","NATIONAL LABOR RELATIONS BOARD","6300","NATIONAL LABOR RELATIONS BOARD","$40,649,179.79","431","431","$43,076,391.61","$40,586,426.24"
"2008","6500","FEDERAL MARITIME COMMISSION","6500","FEDERAL MARITIME COMMISSION","$371,500.03","75","75","$371,500.03","$371,500.03"
"2008","6800","ENVIRONMENTAL PROTECTION AGENCY","6800","ENVIRONMENTAL PROTECTION AGENCY","$1,387,235,486.96","23,122","23,120","$3,167,652,289.39","$1,591,077,258.07"
"2008","6900","TRANSPORTATION, DEPARTMENT OF","6901","OFFICE OF THE SECRETARY","$526,687,701.32","2,320","2,315","$1,294,913,232.95","$557,663,587.38"
"2008","6900","TRANSPORTATION, DEPARTMENT OF","6920","FEDERAL AVIATION ADMINISTRATION","$3,801,277,099.71","6,711","6,711","$97,057,366,208.28","$4,051,570,776.50"
"2008","6900","TRANSPORTATION, DEPARTMENT OF","6925","FEDERAL HIGHWAY ADMINISTRATION","$775,813,465.94","3,659","3,650","$1,015,168,282.11","$755,456,651.12"
"2008","6900","TRANSPORTATION, DEPARTMENT OF","6930","FEDERAL RAILROAD ADMINISTRATION","$35,101,594.49","835","835","$33,233,293.69","$35,970,034.38"
"2008","6900","TRANSPORTATION, DEPARTMENT OF","6938","MARITIME ADMINISTRATION","$464,046,495.86","3,279","3,279","$816,150,443.71","$356,806,404.91"
"2008","6900","TRANSPORTATION, DEPARTMENT OF","6940","NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION","$133,220,547.58","966","966","$141,490,553.11","$89,336,581.67"
"2008","6900","TRANSPORTATION, DEPARTMENT OF","6947","SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION","$3,061,551.94","444","442","$2,990,119.84","$3,058,551.95"
"2008","6900","TRANSPORTATION, DEPARTMENT OF","6953","FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION","$67,528,837.17","392","392","$122,695,699.32","$91,290,233.55"
"2008","6900","TRANSPORTATION, DEPARTMENT OF","6955","FEDERAL TRANSIT ADMINISTRATION","$61,958,651.45","183","183","$68,061,004.31","$58,867,288.86"
"2008","6900","TRANSPORTATION, DEPARTMENT OF","6957","PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON","$23,245,198.96","264","264","$45,349,854.40","$23,588,730.90"
"2008","7000","HOMELAND SECURITY, DEPARTMENT OF","7001","OFFICE OF PROCUREMENT OPERATIONS","$1,675,440,330.27","3,246","3,246","$3,898,661,427.74","$1,533,276,719.21"
"2008","7000","HOMELAND SECURITY, DEPARTMENT OF","7003","U.S. CITIZENSHIP AND IMMIGRATION SERVICES","$848,705,476.76","3,079","3,077","$7,629,182,992.57","$846,069,951.92"
"2008","7000","HOMELAND SECURITY, DEPARTMENT OF","7008","U.S. COAST GUARD","$2,365,708,824.74","41,641","41,617","$14,423,607,600.02","$7,071,993,576.77"
"2008","7000","HOMELAND SECURITY, DEPARTMENT OF","7009","U.S. SECRET SERVICE","$139,015,676.00","2,534","2,534","$204,154,018.57","$137,985,768.56"
"2008","7000","HOMELAND SECURITY, DEPARTMENT OF","7012","U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT","$1,965,050,187.34","10,525","10,511","$2,780,325,107.08","$2,104,344,643.73"
"2008","7000","HOMELAND SECURITY, DEPARTMENT OF","7013","TRANSPORTATION SECURITY ADMINISTRATION","$1,733,117,381.55","3,243","3,243","$1,153,726,227.34","$1,694,457,584.73"
"2008","7000","HOMELAND SECURITY, DEPARTMENT OF","7014","U.S. CUSTOMS AND BORDER PROTECTION","$3,237,906,542.17","9,151","9,132","$1,925,281,962.18","$3,167,664,053.91"
"2008","7000","HOMELAND SECURITY, DEPARTMENT OF","7015","FEDERAL LAW ENFORCEMENT TRAINING CENTER","$229,215,434.26","3,447","3,444","$349,932,886.63","$253,235,961.95"
"2008","7000","HOMELAND SECURITY, DEPARTMENT OF","7022","FEDERAL EMERGENCY MANAGEMENT AGENCY","$1,837,204,650.28","10,236","10,191","$7,350,115,340.34","$3,671,915,340.60"
"2008","7200","AGENCY FOR INTERNATIONAL DEVELOPMENT","7200","AGENCY FOR INTERNATIONAL DEVELOPMENT","$4,323,722,919.42","8,466","8,464","$58,766,200,584.40","$35,468,524,116.41"
"2008","7300","SMALL BUSINESS ADMINISTRATION","7300","SMALL BUSINESS ADMINISTRATION","$72,300,228.28","869","862","$114,565,953.62","$77,209,702.57"
"2008","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7505","OFFICE OF ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT","$459,329,134.25","144","143","$18,232,541,171.50","$3,836,125,580.21"
"2008","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7505","OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE","$2,395,128.59","8","8","$8,955,881,352.42","$1,448,899,086.34"
"2008","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7522","SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","$319,868,175.00","497","497","$612,472,878.00","$270,362,516.00"
"2008","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7523","CENTERS FOR DISEASE CONTROL AND PREVENTION","$3,786,103,083.66","11,027","11,027","$26,775,730,586.39","$19,774,101,193.28"
"2008","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7524","FOOD AND DRUG ADMINISTRATION","$463,748,436.87","5,533","5,105","$26,479,150,222.72","$773,224,969.89"
"2008","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7526","HEALTH RESOURCES AND SERVICES ADMINISTRATION","$167,219,527.24","2,280","2,277","$163,208,534.89","$163,862,561.94"
"2008","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7527","INDIAN HEALTH SERVICE","$320,275,087.82","11,441","11,270","$484,273,223.75","$277,895,133.96"
"2008","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7528","AGENCY FOR HEALTHCARE RESEARCH AND QUALITY","$187,545,868.20","569","546","$371,060,822.02","$160,706,954.68"
"2008","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7529","NATIONAL INSTITUTES OF HEALTH","$4,693,206,555.90","26,339","26,052","$278,907,370,913.70","$20,891,699,318.98"
"2008","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7530","CENTERS FOR MEDICARE AND MEDICAID SERVICES","$2,546,789,853.25","2,560","2,411","$75,581,356,007.56","$3,352,385,556.02"
"2008","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7555","PROGRAM SUPPORT CENTER","($3,642,091.57)","62","62","$571,661.00","$0.00"
"2008","7500","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","7570","OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA)","$978,870,661.85","5,245","5,241","$1,565,148,613.22","$924,765,760.18"
"2008","8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","$15,032,963,845.64","33,816","33,813","$27,492,225,292.19","$12,903,293,257.17"
"2008","8300","EXPORT-IMPORT BANK OF THE U.S.","8300","EXPORT-IMPORT BANK OF THE U.S.","$4,545,991.48","4","4","$4,545,991.48","$4,545,991.48"
"2008","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","$982,676,769.53","5,044","4,909","$1,334,062,537.22","$1,080,061,725.01"
"2008","8600","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","8656","OFFICE OF FEDERAL HOUSING ENTERPRISE OVERSIGHT","$8,903,726.81","192","192","$15,043,954.51","$10,522,866.38"
"2008","8800","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","8800","NATIONAL ARCHIVES AND RECORDS ADMINISTRATION","$210,876,716.95","1,578","1,571","$169,187,782.14","$237,758,929.67"
"2008","8900","ENERGY, DEPARTMENT OF","8900","ENERGY, DEPARTMENT OF","$24,158,807,165.64","13,258","13,258","$49,063,313,767.11","$45,843,284,209.10"
"2008","8900","ENERGY, DEPARTMENT OF","8960","FEDERAL ENERGY REGULATORY COMMISSION","$42,696,790.33","415","415","$24,616,122.96","$29,400,630.40"
"2008","9000","SELECTIVE SERVICE SYSTEM","9000","SELECTIVE SERVICE SYSTEM","$1,787,057.20","119","119","$1,787,507.20","$1,787,057.20"
"2008","9100","EDUCATION, DEPARTMENT OF","9100","EDUCATION, DEPARTMENT OF","$1,379,118,056.08","3,517","3,508","$2,076,520,634.54","$1,608,595,606.36"
"2008","9300","FEDERAL MEDIATION AND CONCILIATION SERVICE","9300","FEDERAL MEDIATION AND CONCILIATION SERVICE","$59,396.00","3","3","$59,396.00","$59,396.00"
"2008","9502","NATIONAL CAPITAL PLANNING COMMISSION","9502","NATIONAL CAPITAL PLANNING COMMISSION","$840,668.35","49","49","$906,162.35","$840,668.35"
"2008","9506","FEDERAL ELECTION COMMISSION","9506","FEDERAL ELECTION COMMISSION","$8,319,771.08","659","659","$18,958,057.72","$9,942,127.65"
"2008","9507","COMMODITY FUTURES TRADING COMMISSION","9507","COMMODITY FUTURES TRADING COMMISSION","$31,500,768.90","335","335","$75,797,291.15","$62,320,885.51"
"2008","9508","NATIONAL TRANSPORTATION SAFETY BOARD","9508","NATIONAL TRANSPORTATION SAFETY BOARD","$18,810,560.67","383","383","$32,689,363.02","$20,877,622.71"
"2008","9514","OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION","9514","OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION","$650,834.17","37","37","$650,834.17","$468,386.17"
"2008","9516","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","9516","DEFENSE NUCLEAR FACILITIES SAFETY BOARD","$3,473,543.18","99","99","$7,629,306.78","$3,473,543.18"
"2008","9524","NATIONAL MEDIATION BOARD","9524","NATIONAL MEDIATION BOARD","$1,166,169.95","117","117","$1,166,169.95","$1,166,169.95"
"2008","9543","MILLENNIUM CHALLENGE CORPORATION","9543","MILLENNIUM CHALLENGE CORPORATION","$56,199,761.98","712","694","$247,169,570.86","$189,563,571.47"
"2008","9568","UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG","9568","UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG","$33,794,572.22","2,820","2,792","$33,880,694.37","$26,218,370.77"
"2008","9577","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","9577","CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","$49,335,665.42","530","526","$129,014,857.87","$77,214,399.03"
"2008","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","$20,259,783.31","409","409","$122,265,501.65","$20,069,837.31"
"2008","9594","COURT SERVICES AND OFFENDER SUPERVISION AGENCY","959P","PRETRIAL SERVICES AGENCY","$3,224,528.92","109","107","$4,138,614.14","$3,249,528.92"
"2008","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$96,427,285,525.28","362,226","341,462","$294,594,978,346,419.00","$413,723,399,197.58"
"2008","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$166,715,332,222.50","520,256","446,475","$1,423,354,949,415.55","$348,388,571,161.83"
"2008","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$63,650,123,806.25","207,130","167,043","$1,110,530,352,562.46","$91,541,806,640.94"
"2008","9700","DEPT OF DEFENSE","9760","TRICARE MANAGEMENT ACTIVITY (TMA)","$9,170,886,966.47","1,082","1,082","$24,679,680,185.46","$22,420,719,428.33"
"2008","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$971,146,821.80","2,159","2,159","$816,187,846.62","$618,064,324.86"
"2008","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$594,855,708.05","2,488","2,488","$711,904,330.96","$612,286,585.98"
"2008","9700","DEPT OF DEFENSE","9771","DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","$420,009,986.11","333","333","$396,385,456.27","$394,169,637.79"
"2008","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$4,298,055,848.80","6,176","6,176","$10,956,570,399.31","$4,256,138,163.30"
"2008","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$479,143,504.22","938","938","$569,227,514.81","$415,456,984.06"
"2008","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$3,892,784,941.93","37,537","22,200","$5,866,212,679.70","$4,071,960,944.94"
"2008","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$35,718,729,368.22","574,116","569,919","$216,029,719,345.81","$36,406,824,463.22"
"2008","9700","DEPT OF DEFENSE","97AT","DEFENSE SECURITY COOPERATION AGENCY","$48,329,035.26","1,871","687","$164,236,448.00","$44,723,412.46"
"2008","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$6,109,278,785.71","1,919,126","14,990","$81,031,199,635.49","$6,087,412,602.82"
"2008","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$296,155,128.42","1,945","1,945","$1,732,466,123.82","$269,616,867.97"
"2008","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$21,276,799.25","299","299","$15,590,956.49","$15,674,056.49"
"2008","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA CENTER (DMC)","$58,692,022.85","852","852","$86,529,565.59","$45,187,795.97"
"2008","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$176,251,055.70","2,817","2,817","$545,662,373.13","$152,794,485.35"
"2008","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$724,399,027.82","2,940","2,940","$2,275,194,204.75","$415,335,540.93"
"2008","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$56,504,984.02","1,268","1,268","$93,430,955.65","$44,379,959.42"
"2008","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$5,760,262,872.17","2,923","2,923","$4,126,447,152.04","$2,260,124,681.24"
"2008","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$2,104,292,898.01","9,237","9,234","$9,660,234,518.33","$2,099,730,359.57"
