fiscal_year,Customer,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove2016constantOneMillionThreshold,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCount,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2014,Other Agencies,S,Always Small Vendor,PDuns,1,0,1,1,11531,11568,45367,1148279783.1100
2014,Other Agencies,S,Always Small Vendor,PDuns,1,1,1,1,5864,5925,85754,8387393552.5919
2014,Other Agencies,S,Always Small Vendor,PID,1,0,0,0,2,2,2,3195.0000
2014,Other Agencies,S,Always Small Vendor,PID,1,0,0,1,11,11,19,144055.5400
2014,Other Agencies,S,Always Small Vendor,PID,1,0,1,1,19,19,156,3791067.9200
2014,Other Agencies,S,Always Small Vendor,PID,1,1,1,1,54,54,23966,361376655.3203
2014,Other Agencies,U,Unlabeled Vendor,Duns,1,1,1,1,1,1,155,2624113.9000
2014,Other Agencies,U,Unlabeled Vendor,PDuns,1,1,1,1,1,3962,18700,1772268836.5134
2014,State and IAP,NULL,NULL,PID,NULL,NULL,NULL,NULL,7,7,282,35873357.1778
2014,State and IAP,B,Big Five,PID,1,1,1,1,5,5,501,1014879026.0502
2014,State and IAP,L,Large Vendor,Duns,1,1,1,1,1,1,19,133327.4500
2014,State and IAP,L,Large Vendor,PID,1,0,1,1,1,1,1,447.7000
2014,State and IAP,L,Large Vendor,PID,1,1,1,1,93,93,3941,3138859556.9502
2014,State and IAP,M,Medium Vendor,PDuns,NULL,0,0,0,93,93,0,3000.0000
2014,State and IAP,M,Medium Vendor,PDuns,NULL,0,0,1,16,15,4,215363.3800
2014,State and IAP,M,Medium Vendor,PDuns,NULL,0,1,1,27,27,6,1299937.4700
2014,State and IAP,M,Medium Vendor,PDuns,NULL,1,1,1,26,26,11,14339724.5400
2014,State and IAP,M,Medium Vendor,PDuns,1,0,0,0,137,137,207,62751.3000
2014,State and IAP,M,Medium Vendor,PDuns,1,0,0,1,847,844,1812,13748853.8300
2014,State and IAP,M,Medium Vendor,PDuns,1,0,1,1,591,595,1979,72591060.6600
2014,State and IAP,M,Medium Vendor,PDuns,1,1,1,1,425,435,2361,828901300.0300
2014,State and IAP,M,Medium Vendor,PID,NULL,1,1,1,4,4,8,4869658.3900
2014,State and IAP,M,Medium Vendor,PID,1,0,0,0,1,1,1,-3265.8400
2014,State and IAP,M,Medium Vendor,PID,1,0,0,1,33,33,76,292810.2800
2014,State and IAP,M,Medium Vendor,PID,1,0,1,1,27,27,117,2024883.8000
2014,State and IAP,M,Medium Vendor,PID,1,1,1,1,117,117,2004,4486367537.6817
2014,State and IAP,N,Sometimes Small Vendor,Duns,1,1,1,1,3,3,51838,909464793.3500
2014,State and IAP,N,Sometimes Small Vendor,PDuns,NULL,0,0,0,1,1,0,0.0000
2014,State and IAP,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,4,5,0,90356.7700
2014,State and IAP,N,Sometimes Small Vendor,PDuns,1,0,0,0,13,13,39,63985.5800
2014,State and IAP,N,Sometimes Small Vendor,PDuns,1,0,0,1,331,344,1363,7629563.9400
2014,State and IAP,N,Sometimes Small Vendor,PDuns,1,0,1,1,698,715,3981,70265809.8200
2014,State and IAP,N,Sometimes Small Vendor,PDuns,1,1,1,1,1138,1309,12452,1471011537.2900
2014,State and IAP,N,Sometimes Small Vendor,PID,1,0,0,1,3,3,12,16259.4900
2014,State and IAP,N,Sometimes Small Vendor,PID,1,0,1,1,15,15,75,2063679.0900
2014,State and IAP,N,Sometimes Small Vendor,PID,1,1,1,1,181,181,5763,1596370480.6403
2014,State and IAP,S,Always Small Vendor,PDuns,NULL,0,0,0,313,313,0,4800.0000
2014,State and IAP,S,Always Small Vendor,PDuns,NULL,0,0,1,8,8,0,6626.4400
2014,State and IAP,S,Always Small Vendor,PDuns,NULL,0,1,1,24,24,0,693455.0200
2014,State and IAP,S,Always Small Vendor,PDuns,NULL,1,1,1,19,19,0,97500.0000
2014,State and IAP,S,Always Small Vendor,PDuns,1,0,0,0,91,91,165,13192.7900
2014,State and IAP,S,Always Small Vendor,PDuns,1,0,0,1,327,327,929,4505585.1300
2014,State and IAP,S,Always Small Vendor,PDuns,1,0,1,1,455,455,1208,42252885.1400
2014,State and IAP,S,Always Small Vendor,PDuns,1,1,1,1,648,649,4971,1043550499.0100
2014,State and IAP,S,Always Small Vendor,PID,NULL,0,0,0,2,2,0,0.0000
2014,State and IAP,S,Always Small Vendor,PID,1,0,0,0,1,1,NULL,0.0000
2014,State and IAP,S,Always Small Vendor,PID,1,0,0,1,2,2,2,44828.0000
2014,State and IAP,S,Always Small Vendor,PID,1,0,1,1,1,1,1,-181.2900
2014,State and IAP,S,Always Small Vendor,PID,1,1,1,1,17,17,192,107405560.2700
2014,State and IAP,U,Unlabeled Vendor,Duns,1,1,1,1,1,1,562,42333078.1100
2014,State and IAP,U,Unlabeled Vendor,PDuns,1,1,1,1,1,624,1980,213581257.8071
2014,VA,NULL,NULL,PID,NULL,NULL,NULL,NULL,14,14,400816,883244164.5297
2014,VA,B,Big Five,PID,1,1,1,1,4,4,59,24806253.6413
2014,VA,L,Large Vendor,PID,NULL,1,1,1,1,1,0,0.0000
2014,VA,L,Large Vendor,PID,1,0,0,1,1,1,4,3028.3200
2014,VA,L,Large Vendor,PID,1,0,1,1,1,1,6,192032.4800
2014,VA,L,Large Vendor,PID,1,1,1,1,112,112,347847,11425355530.8337
2014,VA,M,Medium Vendor,PDuns,NULL,0,0,0,199,203,0,0.0000
2014,VA,M,Medium Vendor,PDuns,NULL,0,0,1,38,38,0,0.0000
2014,VA,M,Medium Vendor,PDuns,NULL,0,1,1,257,259,0,99216.0000
2014,VA,M,Medium Vendor,PDuns,NULL,1,1,1,159,167,0,0.0000
2014,VA,M,Medium Vendor,PDuns,1,0,0,0,119,119,213,-10341.3500
2014,VA,M,Medium Vendor,PDuns,1,0,0,1,756,764,2344,10676439.0100
2014,VA,M,Medium Vendor,PDuns,1,0,1,1,1261,1309,15716,192643698.4900
2014,VA,M,Medium Vendor,PDuns,1,1,1,1,972,1248,35063,1564818389.1200
2014,VA,M,Medium Vendor,PID,NULL,0,1,1,1,1,NULL,0.0000
2014,VA,M,Medium Vendor,PID,NULL,1,1,1,1,1,0,0.0000
2014,VA,M,Medium Vendor,PID,1,0,0,1,6,6,15,72015.2300
2014,VA,M,Medium Vendor,PID,1,0,1,1,21,21,77,3777946.1005
2014,VA,M,Medium Vendor,PID,1,1,1,1,95,95,86761,313897680.9000
2014,VA,N,Sometimes Small Vendor,Duns,1,1,1,1,2,2,90,1750491.9400
2014,VA,N,Sometimes Small Vendor,PDuns,NULL,0,0,0,3,3,0,0.0000
2014,VA,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,1,0,0.0000
2014,VA,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,16,29,0,0.0000
2014,VA,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,14,25,0,0.0000
2014,VA,N,Sometimes Small Vendor,PDuns,1,0,0,0,10,10,30,56400.5100
2014,VA,N,Sometimes Small Vendor,PDuns,1,0,0,1,741,760,7391,56785268.0900
2014,VA,N,Sometimes Small Vendor,PDuns,1,0,1,1,1172,1304,21032,215832006.7200
2014,VA,N,Sometimes Small Vendor,PDuns,1,1,1,1,1786,2998,846387,3706618882.5900
2014,VA,N,Sometimes Small Vendor,PID,1,0,0,1,5,5,7,70304.2600
2014,VA,N,Sometimes Small Vendor,PID,1,0,1,1,27,27,502,4883061.7800
2014,VA,N,Sometimes Small Vendor,PID,1,1,1,1,209,209,10174,2107954696.3910
2014,VA,S,Always Small Vendor,PDuns,NULL,0,0,0,99,99,0,0.0000
2014,VA,S,Always Small Vendor,PDuns,NULL,0,0,1,46,46,0,0.0000
2014,VA,S,Always Small Vendor,PDuns,NULL,0,1,1,355,363,0,60000.0000
2014,VA,S,Always Small Vendor,PDuns,NULL,1,1,1,218,218,0,0.0000
2014,VA,S,Always Small Vendor,PDuns,1,0,0,0,386,386,530,350623.0800
2014,VA,S,Always Small Vendor,PDuns,1,0,0,1,4569,4577,11043,83672252.2800
2014,VA,S,Always Small Vendor,PDuns,1,0,1,1,3774,3791,22520,411861155.2700
2014,VA,S,Always Small Vendor,PDuns,1,1,1,1,2645,2680,44683,3105393229.7700
2014,VA,S,Always Small Vendor,PID,1,0,0,1,8,8,11,106485.8400
2014,VA,S,Always Small Vendor,PID,1,0,1,1,9,9,39,1117695.9800
2014,VA,S,Always Small Vendor,PID,1,1,1,1,16,16,237,40064214.4450
2014,VA,U,Unlabeled Vendor,PDuns,1,1,1,1,1,1260,14602,1029145666.3110
2015,NULL,NULL,NULL,PID,NULL,NULL,NULL,NULL,2,2,6,1055409.4463
2015,NULL,B,Big Five,PID,1,1,1,1,1,1,12,16320869.0000
2015,NULL,L,Large Vendor,PID,1,1,1,1,17,17,57,3444710.7510
2015,NULL,M,Medium Vendor,PID,1,1,1,1,5,5,11,3053251.5938
2015,NULL,N,Sometimes Small Vendor,PDuns,1,1,1,1,1,140,258,16280955.6799
2015,NULL,N,Sometimes Small Vendor,PID,1,1,1,1,26,26,90,20257833.9880
2015,NULL,S,Always Small Vendor,PID,1,1,1,1,1,1,2,297963.4141
2015,Defense,NULL,NULL,PID,NULL,NULL,NULL,NULL,47,47,9890,4351704630.6803
2015,Defense,B,Big Five,PID,1,1,1,1,5,5,169045,96841465004.6995
2015,Defense,J,Large: Big 5 JV,PID,1,1,1,1,8,8,5076,6701604129.5630
2015,Defense,L,Large Vendor,Duns,1,1,1,1,1,1,3169,199703156.0900
2015,Defense,L,Large Vendor,PID,NULL,1,1,1,1,1,NULL,0.0000
2015,Defense,L,Large Vendor,PID,1,0,0,1,1,1,3,-8848.9500
2015,Defense,L,Large Vendor,PID,1,0,1,1,10,10,116012,158651867.4420
2015,Defense,L,Large Vendor,PID,1,1,1,1,224,224,16657414,99946796804.2518
2015,Defense,M,Medium Vendor,PDuns,NULL,0,0,0,67,67,2,-1.0000
2015,Defense,M,Medium Vendor,PDuns,NULL,0,0,1,18,18,0,0.0000
2015,Defense,M,Medium Vendor,PDuns,NULL,0,1,1,114,114,13,149124.2800
2015,Defense,M,Medium Vendor,PDuns,NULL,1,1,1,158,160,0,0.0000
2015,Defense,M,Medium Vendor,PDuns,1,0,0,0,415,420,1375,-400365.2500
2015,Defense,M,Medium Vendor,PDuns,1,0,0,1,2843,2861,8046,47562533.8300
2015,Defense,M,Medium Vendor,PDuns,1,0,1,1,3634,3716,21138,476417041.9300
2015,Defense,M,Medium Vendor,PDuns,1,1,1,1,3032,3590,810159,12639989347.2900
2015,Defense,M,Medium Vendor,PID,NULL,1,1,1,1,1,0,0.0000
2015,Defense,M,Medium Vendor,PID,1,0,0,0,1,1,1,250.0000
2015,Defense,M,Medium Vendor,PID,1,0,0,1,18,18,32,96116.2500
2015,Defense,M,Medium Vendor,PID,1,0,1,1,42,42,777,12634886.9601
2015,Defense,M,Medium Vendor,PID,1,1,1,1,323,323,102746,20864910830.3347
2015,Defense,N,Sometimes Small Vendor,Duns,1,1,1,1,2,2,11648,448094109.9900
2015,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,0,2,2,0,0.0000
2015,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,2,2,0,0.0000
2015,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,4,4,0,0.0000
2015,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,14,15,0,0.0000
2015,Defense,N,Sometimes Small Vendor,PDuns,1,0,0,0,45,46,348,140105.6600
2015,Defense,N,Sometimes Small Vendor,PDuns,1,0,0,1,1513,1619,17637,61505216.3900
2015,Defense,N,Sometimes Small Vendor,PDuns,1,0,1,1,3400,3868,104934,1192954962.3100
2015,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,1,4621,17040,1333565,37430319426.9221
2015,Defense,N,Sometimes Small Vendor,PID,1,0,0,1,10,10,52,194697.6000
2015,Defense,N,Sometimes Small Vendor,PID,1,0,1,1,57,57,8238,34696147.2606
2015,Defense,N,Sometimes Small Vendor,PID,1,1,1,1,490,490,213607,21782123484.2271
2015,Defense,S,Always Small Vendor,PDuns,NULL,0,0,0,236,236,0,0.0000
2015,Defense,S,Always Small Vendor,PDuns,NULL,0,0,1,62,62,0,0.0000
2015,Defense,S,Always Small Vendor,PDuns,NULL,0,1,1,409,408,0,0.0000
2015,Defense,S,Always Small Vendor,PDuns,NULL,1,1,1,814,821,0,0.0000
2015,Defense,S,Always Small Vendor,PDuns,1,0,0,0,1750,1750,6703,-1473398.6000
2015,Defense,S,Always Small Vendor,PDuns,1,0,0,1,12848,12881,76471,276921950.8900
2015,Defense,S,Always Small Vendor,PDuns,1,0,1,1,12098,12168,115643,1802722334.5000
2015,Defense,S,Always Small Vendor,PDuns,1,1,1,1,10732,10942,293858,25371371615.0700
2015,Defense,S,Always Small Vendor,PID,NULL,0,0,0,1,1,NULL,0.0000
2015,Defense,S,Always Small Vendor,PID,NULL,1,1,1,1,1,0,0.0000
2015,Defense,S,Always Small Vendor,PID,1,0,0,0,2,2,2,-2201.0000
2015,Defense,S,Always Small Vendor,PID,1,0,0,1,15,15,42,144278.4800
2015,Defense,S,Always Small Vendor,PID,1,0,1,1,28,28,105,3717222.6200
2015,Defense,S,Always Small Vendor,PID,1,1,1,1,97,97,9645,1495586524.2212
2015,Defense,U,Unlabeled Vendor,Duns,1,0,0,0,3,1,14,4095.0000
2015,Defense,U,Unlabeled Vendor,Duns,1,0,0,1,6,1,24,239012.2000
2015,Defense,U,Unlabeled Vendor,Duns,1,0,1,1,16,1,96,6784183.5400
2015,Defense,U,Unlabeled Vendor,Duns,1,1,1,1,6,2,14353,108123118.4700
2015,Defense,U,Unlabeled Vendor,Name,1,0,0,0,1,1,4,11378.6600
2015,DHS,NULL,NULL,PID,NULL,NULL,NULL,NULL,25,25,1063,283048539.6631
2015,DHS,B,Big Five,PID,1,1,1,1,5,5,822,807391605.5614
2015,DHS,J,Large: Big 5 JV,PID,1,1,1,1,1,1,4,-443025.1400
2015,DHS,L,Large Vendor,PID,1,0,0,1,1,1,1,0.0000
2015,DHS,L,Large Vendor,PID,1,0,1,1,3,3,17,-6380.2000
2015,DHS,L,Large Vendor,PID,1,1,1,1,123,123,13382,5737307867.7386
2015,DHS,M,Medium Vendor,PDuns,NULL,0,0,0,7,7,0,0.0000
2015,DHS,M,Medium Vendor,PDuns,NULL,0,0,1,4,4,0,0.0000
2015,DHS,M,Medium Vendor,PDuns,NULL,0,1,1,10,10,0,180410.0000
2015,DHS,M,Medium Vendor,PDuns,NULL,1,1,1,17,17,0,1422123.1200
2015,DHS,M,Medium Vendor,PDuns,1,0,0,0,153,153,251,169393.9800
2015,DHS,M,Medium Vendor,PDuns,1,0,0,1,477,479,813,4331927.7600
2015,DHS,M,Medium Vendor,PDuns,1,0,1,1,360,370,986,15167968.8800
2015,DHS,M,Medium Vendor,PDuns,1,1,1,1,426,507,2832,601717330.0600
2015,DHS,M,Medium Vendor,PID,NULL,1,1,1,1,1,NULL,0.0000
2015,DHS,M,Medium Vendor,PID,1,0,0,1,2,2,5,-420.0000
2015,DHS,M,Medium Vendor,PID,1,0,1,1,10,10,25,542886.8600
2015,DHS,M,Medium Vendor,PID,1,1,1,1,104,104,1548,1114118710.4971
2015,DHS,N,Sometimes Small Vendor,Duns,1,1,1,1,2,2,345,10588676.4200
2015,DHS,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,1,0,0.0000
2015,DHS,N,Sometimes Small Vendor,PDuns,1,0,0,0,18,18,71,61940.2800
2015,DHS,N,Sometimes Small Vendor,PDuns,1,0,0,1,437,444,1233,6596317.5800
2015,DHS,N,Sometimes Small Vendor,PDuns,1,0,1,1,1054,1118,4755,65336803.6700
2015,DHS,N,Sometimes Small Vendor,PDuns,1,1,1,1,1871,3008,24500,2722085080.7117
2015,DHS,N,Sometimes Small Vendor,PID,1,0,0,1,6,6,9,23776.5300
2015,DHS,N,Sometimes Small Vendor,PID,1,0,1,1,18,18,56,351061.7200
2015,DHS,N,Sometimes Small Vendor,PID,1,1,1,1,274,274,8239,2126043967.6644
2015,DHS,S,Always Small Vendor,PDuns,NULL,0,0,0,13,13,0,0.0000
2015,DHS,S,Always Small Vendor,PDuns,NULL,0,0,1,6,6,0,13773.3200
2015,DHS,S,Always Small Vendor,PDuns,NULL,0,1,1,64,64,0,984533.3600
2015,DHS,S,Always Small Vendor,PDuns,NULL,1,1,1,49,49,0,3362044.2900
2015,DHS,S,Always Small Vendor,PDuns,1,0,0,0,732,732,1753,2566681.1800
2015,DHS,S,Always Small Vendor,PDuns,1,0,0,1,2034,2036,3985,23049882.1100
2015,DHS,S,Always Small Vendor,PDuns,1,0,1,1,1708,1711,4852,98246829.5400
2015,DHS,S,Always Small Vendor,PDuns,1,1,1,1,1862,1866,12259,2140367316.7800
2015,DHS,S,Always Small Vendor,PID,NULL,0,0,0,1,1,NULL,0.0000
2015,DHS,S,Always Small Vendor,PID,NULL,0,1,1,1,1,0,44576.0000
2015,DHS,S,Always Small Vendor,PID,1,0,0,1,4,4,6,64626.0000
2015,DHS,S,Always Small Vendor,PID,1,0,1,1,14,14,31,984729.4800
2015,DHS,S,Always Small Vendor,PID,1,1,1,1,28,28,837,367050178.5605
2015,DHS,U,Unlabeled Vendor,Duns,1,0,0,0,1,1,2,2442.0000
2015,DHS,U,Unlabeled Vendor,Duns,1,1,1,1,2,2,28,144131.2200
2015,Energy,NULL,NULL,PID,NULL,NULL,NULL,NULL,10,10,158,157755123.5050
2015,Energy,B,Big Five,PID,1,1,1,1,4,4,79,2831095538.0394
2015,Energy,J,Large: Big 5 JV,PID,1,1,1,1,3,3,133,2457689167.5000
2015,Energy,L,Large Vendor,PID,1,0,1,1,1,1,1,11000.0000
2015,Energy,L,Large Vendor,PID,1,1,1,1,89,89,2519,18632144368.0045
2015,Energy,M,Medium Vendor,PDuns,NULL,0,0,0,1,1,0,0.0000
2015,Energy,M,Medium Vendor,PDuns,NULL,0,1,1,1,1,0,0.0000
2015,Energy,M,Medium Vendor,PDuns,NULL,1,1,1,1,1,NULL,0.0000
2015,Energy,M,Medium Vendor,PDuns,1,0,0,0,3,3,3,-45007.1500
2015,Energy,M,Medium Vendor,PDuns,1,0,0,1,125,125,161,1250303.4400
2015,Energy,M,Medium Vendor,PDuns,1,0,1,1,102,102,181,6137787.9600
2015,Energy,M,Medium Vendor,PDuns,1,1,1,1,125,125,516,682162654.9600
2015,Energy,M,Medium Vendor,PID,1,0,0,1,1,1,1,7437.0000
2015,Energy,M,Medium Vendor,PID,1,0,1,1,4,4,7,23815.7200
2015,Energy,M,Medium Vendor,PID,1,1,1,1,50,50,208,575913021.0866
2015,Energy,N,Sometimes Small Vendor,Duns,1,1,1,1,1,1,1,4860.0600
2015,Energy,N,Sometimes Small Vendor,PDuns,1,0,0,1,55,55,98,657713.1400
2015,Energy,N,Sometimes Small Vendor,PDuns,1,0,1,1,168,169,337,7102085.0500
2015,Energy,N,Sometimes Small Vendor,PDuns,1,1,1,1,471,621,3995,910149976.1366
2015,Energy,N,Sometimes Small Vendor,PID,1,0,0,1,1,1,1,4895.0000
2015,Energy,N,Sometimes Small Vendor,PID,1,0,1,1,3,3,3,12722.3400
2015,Energy,N,Sometimes Small Vendor,PID,1,1,1,1,107,107,983,640392862.6686
2015,Energy,S,Always Small Vendor,PDuns,NULL,0,0,0,4,4,NULL,12000.0000
2015,Energy,S,Always Small Vendor,PDuns,NULL,0,1,1,8,8,0,391453.9500
2015,Energy,S,Always Small Vendor,PDuns,NULL,1,1,1,3,3,0,-22564.3100
2015,Energy,S,Always Small Vendor,PDuns,1,0,0,0,40,40,56,-131332.3400
2015,Energy,S,Always Small Vendor,PDuns,1,0,0,1,389,388,547,2675968.3500
2015,Energy,S,Always Small Vendor,PDuns,1,0,1,1,270,270,661,15243044.2500
2015,Energy,S,Always Small Vendor,PDuns,1,1,1,1,417,424,3574,749767904.6800
2015,Energy,S,Always Small Vendor,PID,NULL,1,1,1,1,1,NULL,385000.0000
2015,Energy,S,Always Small Vendor,PID,1,1,1,1,3,3,38,-1197309.7600
2015,GSA,NULL,NULL,PID,NULL,NULL,NULL,NULL,25,25,8970,380325598.8083
2015,GSA,B,Big Five,PID,1,1,1,1,5,5,411,663471658.2040
2015,GSA,L,Large Vendor,PID,1,1,1,1,124,124,20891,3259818043.3028
2015,GSA,M,Medium Vendor,PDuns,NULL,0,0,0,11,11,0,0.0000
2015,GSA,M,Medium Vendor,PDuns,NULL,0,1,1,150,150,0,416699.8400
2015,GSA,M,Medium Vendor,PDuns,NULL,1,1,1,159,160,0,202104.0400
2015,GSA,M,Medium Vendor,PDuns,1,0,0,0,22,22,31,-6433.7600
2015,GSA,M,Medium Vendor,PDuns,1,0,0,1,109,109,169,1253247.4500
2015,GSA,M,Medium Vendor,PDuns,1,0,1,1,313,318,653,29715827.2100
2015,GSA,M,Medium Vendor,PDuns,1,1,1,1,791,861,7213,674750811.8600
2015,GSA,M,Medium Vendor,PID,NULL,1,1,1,3,3,0,0.0000
2015,GSA,M,Medium Vendor,PID,1,0,1,1,10,10,31,319385.0300
2015,GSA,M,Medium Vendor,PID,1,1,1,1,157,157,1149,835143568.6357
2015,GSA,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,11,12,0,0.0000
2015,GSA,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,10,10,0,0.0000
2015,GSA,N,Sometimes Small Vendor,PDuns,1,0,0,0,4,4,6,7570.0000
2015,GSA,N,Sometimes Small Vendor,PDuns,1,0,0,1,58,59,120,884697.0400
2015,GSA,N,Sometimes Small Vendor,PDuns,1,0,1,1,815,821,1001,17252101.4500
2015,GSA,N,Sometimes Small Vendor,PDuns,1,1,1,1,2722,7240,34082,2397822484.1417
2015,GSA,N,Sometimes Small Vendor,PID,NULL,1,1,1,1,1,0,0.0000
2015,GSA,N,Sometimes Small Vendor,PID,1,0,0,1,1,1,4,9307.8900
2015,GSA,N,Sometimes Small Vendor,PID,1,0,1,1,12,12,16,621949.5300
2015,GSA,N,Sometimes Small Vendor,PID,1,1,1,1,346,346,7362,1455031737.0766
2015,GSA,S,Always Small Vendor,PDuns,NULL,0,0,0,91,91,0,-1100.0000
2015,GSA,S,Always Small Vendor,PDuns,NULL,0,0,1,27,27,0,-13812.9000
2015,GSA,S,Always Small Vendor,PDuns,NULL,0,1,1,2105,2104,0,866426.6500
2015,GSA,S,Always Small Vendor,PDuns,NULL,1,1,1,872,870,0,1409601.1300
2015,GSA,S,Always Small Vendor,PDuns,1,0,0,0,72,72,101,22205.2200
2015,GSA,S,Always Small Vendor,PDuns,1,0,0,1,603,600,1182,7475956.0600
2015,GSA,S,Always Small Vendor,PDuns,1,0,1,1,2437,2439,3365,76814175.1300
2015,GSA,S,Always Small Vendor,PDuns,1,1,1,1,4820,4839,15723,1654565731.4700
2015,GSA,S,Always Small Vendor,PID,NULL,0,0,0,1,1,NULL,2500.0000
2015,GSA,S,Always Small Vendor,PID,NULL,0,1,1,1,1,0,0.0000
2015,GSA,S,Always Small Vendor,PID,NULL,1,1,1,5,5,0,0.0000
2015,GSA,S,Always Small Vendor,PID,1,0,0,1,2,2,3,-1130.2700
2015,GSA,S,Always Small Vendor,PID,1,0,1,1,5,5,1,0.0000
2015,GSA,S,Always Small Vendor,PID,1,1,1,1,54,54,661,50061763.7056
2015,HHS,NULL,NULL,PID,NULL,NULL,NULL,NULL,16,16,467,83027497.9648
2015,HHS,B,Big Five,PID,1,1,1,1,4,4,364,1858253495.9083
2015,HHS,L,Large Vendor,Duns,1,1,1,1,1,1,1,6500.0000
2015,HHS,L,Large Vendor,PID,1,0,1,1,5,5,47,272656.9800
2015,HHS,L,Large Vendor,PID,1,1,1,1,104,104,12207,8173412562.7123
2015,HHS,M,Medium Vendor,PDuns,NULL,0,0,0,14,14,0,0.0000
2015,HHS,M,Medium Vendor,PDuns,NULL,0,0,1,3,3,NULL,17105.7500
2015,HHS,M,Medium Vendor,PDuns,NULL,0,1,1,18,18,0,1152730.7300
2015,HHS,M,Medium Vendor,PDuns,NULL,1,1,1,27,27,0,34691569.3600
2015,HHS,M,Medium Vendor,PDuns,1,0,0,0,99,99,149,-1566357.1800
2015,HHS,M,Medium Vendor,PDuns,1,0,0,1,634,638,1231,9195380.9800
2015,HHS,M,Medium Vendor,PDuns,1,0,1,1,589,601,1796,53386909.9500
2015,HHS,M,Medium Vendor,PDuns,1,1,1,1,708,906,9396,2216436798.9001
2015,HHS,M,Medium Vendor,PID,NULL,1,1,1,1,1,NULL,0.0000
2015,HHS,M,Medium Vendor,PID,1,0,0,1,4,4,10,26307.1000
2015,HHS,M,Medium Vendor,PID,1,0,1,1,11,11,77,1341130.4509
2015,HHS,M,Medium Vendor,PID,1,1,1,1,124,124,3389,3075635087.5509
2015,HHS,N,Sometimes Small Vendor,Duns,1,1,1,1,2,2,168,1832314.4300
2015,HHS,N,Sometimes Small Vendor,PDuns,NULL,0,0,0,3,3,0,0.0000
2015,HHS,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,2,2,0,498964.0000
2015,HHS,N,Sometimes Small Vendor,PDuns,1,0,0,0,7,7,15,-69428.7300
2015,HHS,N,Sometimes Small Vendor,PDuns,1,0,0,1,413,421,1313,8943599.8500
2015,HHS,N,Sometimes Small Vendor,PDuns,1,0,1,1,847,915,5255,73245885.2200
2015,HHS,N,Sometimes Small Vendor,PDuns,1,1,1,1,1598,3939,34850,5513450239.4574
2015,HHS,N,Sometimes Small Vendor,PID,1,0,0,1,3,3,9,22231.1600
2015,HHS,N,Sometimes Small Vendor,PID,1,0,1,1,12,12,65,2723046.2588
2015,HHS,N,Sometimes Small Vendor,PID,1,1,1,1,225,225,8496,2301258913.5161
2015,HHS,S,Always Small Vendor,Duns,NULL,0,0,0,1,1,0,0.0000
2015,HHS,S,Always Small Vendor,PDuns,NULL,0,0,0,87,87,0,1000.0000
2015,HHS,S,Always Small Vendor,PDuns,NULL,0,0,1,6,6,0,18467.1100
2015,HHS,S,Always Small Vendor,PDuns,NULL,0,1,1,73,73,0,3181120.0300
2015,HHS,S,Always Small Vendor,PDuns,NULL,1,1,1,52,52,0,48053622.8400
2015,HHS,S,Always Small Vendor,PDuns,1,0,0,0,211,211,273,-561403.1400
2015,HHS,S,Always Small Vendor,PDuns,1,0,0,1,1744,1743,3074,20811561.4300
2015,HHS,S,Always Small Vendor,PDuns,1,0,1,1,1622,1623,5464,127369723.2600
2015,HHS,S,Always Small Vendor,PDuns,1,1,1,1,1555,1563,9432,2232614204.2625
2015,HHS,S,Always Small Vendor,PID,NULL,0,0,0,1,1,NULL,0.0000
2015,HHS,S,Always Small Vendor,PID,1,0,0,1,3,3,11,99924.4000
2015,HHS,S,Always Small Vendor,PID,1,0,1,1,6,6,29,1169898.4425
2015,HHS,S,Always Small Vendor,PID,1,1,1,1,29,29,236,92369420.7265
2015,HHS,U,Unlabeled Vendor,Duns,1,0,0,1,1,1,2,14157.0800
2015,HHS,U,Unlabeled Vendor,Duns,1,1,1,1,2,2,18,139531.1900
2015,HHS,U,Unlabeled Vendor,Name,1,0,0,1,2,1,8,92233.3200
2015,NASA,NULL,NULL,PID,NULL,NULL,NULL,NULL,17,17,917,843162479.0475
2015,NASA,B,Big Five,PID,1,1,1,1,5,5,1319,6132151463.1012
2015,NASA,J,Large: Big 5 JV,PID,1,1,1,1,2,2,35,373969688.3800
2015,NASA,L,Large Vendor,PID,1,0,1,1,2,2,3,16000.0000
2015,NASA,L,Large Vendor,PID,1,1,1,1,86,86,5843,4822293669.7797
