fiscal_year	Customer	PlatformPortfolio	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	1	0	0	1	38	38	56	406348.9600
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	1	0	1	1	104	104	597	16617194.9300
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	1	1	1	1	194	194	2358	362055861.0100
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	NULL	NULL	0	0	0	1	1	0	0.0000
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	NULL	NULL	0	0	1	1	1	0	0.0000
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	NULL	NULL	0	1	1	2	2	0	0.0000
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	NULL	NULL	1	1	1	3	3	0	0.0000
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	1	0	0	0	0	17	17	27	27560.2700
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	1	0	0	0	1	163	166	248	1841457.1900
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	1	0	0	1	1	155	161	524	16370313.1600
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	1	0	1	1	1	207	270	3355	578137297.9500
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	1	1	0	0	0	1	1	1	3250.0000
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	1	1	0	0	1	2	2	3	23768.6900
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	1	1	0	1	1	7	9	88	2698295.7900
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2	1	1	1	1	1	5	5	85	38652209.3800
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-3+	1	0	0	0	0	1	1	1	3229.2000
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-3+	1	0	0	0	1	10	12	18	82564.0200
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-3+	1	0	0	1	1	20	28	70	1209983.5400
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-3+	1	0	1	1	1	35	84	1068	235907192.3200
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-3+	1	1	0	0	1	1	1	1	-1300.0000
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-3+	1	1	0	1	1	2	2	3	167729.2600
2013	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-3+	1	1	1	1	1	6	14	204	36283825.1600
2013	Defense	Facilities and Construction	S	Always Small Vendor	PID	1	0	0	0	1	8	8	12	175267.3400
2013	Defense	Facilities and Construction	S	Always Small Vendor	PID	1	0	0	1	1	11	11	38	670019.8300
2013	Defense	Facilities and Construction	S	Always Small Vendor	PID	1	0	1	1	1	39	39	824	116258731.7719
2013	Defense	Facilities and Construction	S	Always Small Vendor	PID	1	1	1	1	1	2	2	3	153525.9500
2013	Defense	Facilities and Construction	U	Unlabeled Vendor	Duns	1	1	1	1	1	1	1	4	3328694.0800
2013	Defense	Land Vehicles	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	8	8	74	51199201.6100
2013	Defense	Land Vehicles	B	Big Five	PID	1	1	1	1	1	5	5	2796	1975374767.5900
2013	Defense	Land Vehicles	J	Large: Big 5 JV	PID	1	1	1	1	1	1	1	1	5836.4100
2013	Defense	Land Vehicles	L	Large Vendor	PID	1	0	1	1	1	7	7	646	241949517.6000
2013	Defense	Land Vehicles	L	Large Vendor	PID	1	1	1	1	1	46	46	12557	3715215686.5602
2013	Defense	Land Vehicles	M	Medium Vendor	Duns	NULL	NULL	1	1	1	1	1	0	0.0000
2013	Defense	Land Vehicles	M	Medium Vendor	Duns	1	0	0	1	1	2	2	20	877941.8403
2013	Defense	Land Vehicles	M	Medium Vendor	Duns	1	1	0	0	1	1	1	2	18750.0000
2013	Defense	Land Vehicles	M	Medium Vendor	Duns	1	1	0	1	1	2	2	2	280634.6338
2013	Defense	Land Vehicles	M	Medium Vendor	Duns	1	1	1	1	1	3	3	2	10000.0000
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	1	1	0	0.0000
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	5	5	0	0.0000
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	5	5	0	0.0000
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	0	0	0	0	6	6	9	-200414.6100
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	0	0	0	1	43	43	53	491533.8400
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	0	0	1	1	38	38	111	3508194.3800
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	0	1	1	1	23	23	82	17947690.9400
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	1	0	0	0	16	16	38	-48587.6900
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	1	0	0	1	65	65	152	978727.7900
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	1	0	1	1	125	125	508	13280471.2000
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	1	1	1	1	76	76	760	104378341.2600
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-2	NULL	NULL	0	0	0	1	1	0	0.0000
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-2	NULL	NULL	1	1	1	2	2	0	0.0000
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-2	1	0	0	0	0	1	1	1	3213.0600
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-2	1	0	0	0	1	11	11	14	87328.5800
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-2	1	0	0	1	1	9	9	38	2366330.1300
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-2	1	0	1	1	1	8	8	19	3319441.6500
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-2	1	1	0	0	1	8	8	22	95900.8000
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-2	1	1	0	1	1	16	19	66	3469855.1600
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-2	1	1	1	1	1	20	20	107	14969324.2300
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-3+	1	0	0	1	1	2	2	3	199230.5000
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-3+	1	0	1	1	1	15	17	149	23709875.6100
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-3+	1	1	0	1	1	12	16	43	1526437.9300
2013	Defense	Land Vehicles	M	Medium Vendor	PDuns-3+	1	1	1	1	1	9	12	38	22918915.1400
2013	Defense	Land Vehicles	M	Medium Vendor	PID	1	0	0	0	1	1	1	1	-5132.9000
2013	Defense	Land Vehicles	M	Medium Vendor	PID	1	0	0	1	1	1	1	3	41304.7000
2013	Defense	Land Vehicles	M	Medium Vendor	PID	1	0	1	1	1	16	16	770	176723099.1200
2013	Defense	Land Vehicles	M	Medium Vendor	PID	1	1	0	1	1	1	1	3	105583.0900
2013	Defense	Land Vehicles	M	Medium Vendor	PID	1	1	1	1	1	12	12	54	5627088.2800
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	Duns	1	0	0	1	1	3	3	62	468323.3214
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	Duns	1	0	1	1	1	6	6	17	320946.0000
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	Duns	1	1	0	0	1	1	1	0	0.0000
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	Duns	1	1	0	1	1	2	2	7	45698.8300
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	Duns	1	1	1	1	1	12	11	2060	71453913.2975
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	1	1	2	0.0000
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	107	107	255	1960674.4100
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	339	339	3040	54329175.2300
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	226	226	2809	176365417.8800
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	14	14	34	270890.6100
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	96	96	1705	29020950.2300
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	103	103	6082	103573947.6800
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	0	1	1	2	3306.2400
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	1	18	18	29	191337.1300
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	59	67	463	11329227.2800
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	60	60	441	34478566.9900
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2	1	1	0	1	1	10	10	51	1148642.7300
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-2	1	1	1	1	1	25	29	415	25879358.4200
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-3+	1	0	0	0	1	14	16	32	189359.9600
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-3+	1	0	0	1	1	45	61	172	4766980.9000
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-3+	1	0	1	1	1	98	158	1237	55070349.9800
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-3+	1	1	0	0	1	3	3	4	51105.5100
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-3+	1	1	0	1	1	18	20	56	2708860.4800
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-3+	1	1	1	1	1	95	206	2333	173494202.3900
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PID	1	0	0	1	1	5	5	30	2880842.8500
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PID	1	0	1	1	1	37	37	255	37978752.6100
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PID	1	1	0	1	1	2	2	32	388419.0800
2013	Defense	Land Vehicles	N	Sometimes Small Vendor	PID	1	1	1	1	1	47	47	1123	606967317.8706
2013	Defense	Land Vehicles	S	Always Small Vendor	Duns	1	0	0	0	1	3	3	5	130608.6202
2013	Defense	Land Vehicles	S	Always Small Vendor	Duns	1	0	0	1	1	9	9	22	868880.3615
2013	Defense	Land Vehicles	S	Always Small Vendor	Duns	1	0	1	1	1	6	6	10	631872.2227
2013	Defense	Land Vehicles	S	Always Small Vendor	Duns	1	1	1	1	1	1	1	3	104808.0605
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	9	9	0	0.0000
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	6	6	0	0.0000
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	6	6	0	0.0000
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	0	0	0	0	64	64	104	-279897.8800
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	0	0	0	1	738	738	1472	11803073.7900
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	0	0	1	1	756	756	3468	69382089.9000
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	0	1	1	1	369	369	2110	198750464.8900
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	1	0	0	1	4	4	12	125593.5100
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	1	0	1	1	26	26	197	5493584.0200
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	1	1	1	1	19	19	113	7338529.7000
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2	NULL	NULL	0	1	1	1	1	0	0.0000
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2	1	0	0	0	0	1	1	0	0.0000
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2	1	0	0	0	1	43	43	67	626104.3400
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2	1	0	0	1	1	43	44	158	4518993.5900
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2	1	0	1	1	1	22	24	167	12686913.3600
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2	1	1	0	0	1	2	2	2	38323.1900
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2	1	1	0	1	1	2	2	19	224618.8400
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-3+	1	0	0	0	1	3	3	4	-13323.0000
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-3+	1	0	0	1	1	10	13	24	425350.3100
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-3+	1	0	1	1	1	1	1	1	6360.0000
2013	Defense	Land Vehicles	S	Always Small Vendor	PDuns-3+	1	1	0	1	1	1	1	1	-7990.0000
2013	Defense	Land Vehicles	S	Always Small Vendor	PID	1	0	1	1	1	1	1	9	18713885.0000
2013	Defense	Missile Defense	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	2	2	42	-1691616.3600
2013	Defense	Missile Defense	B	Big Five	PID	1	1	1	1	1	5	5	2781	9441052802.0276
2013	Defense	Missile Defense	L	Large Vendor	PID	1	0	1	1	1	2	2	16	3592826.9400
2013	Defense	Missile Defense	L	Large Vendor	PID	1	1	1	1	1	28	28	1190	549495304.0254
2013	Defense	Missile Defense	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	1	1	7887.6500
2013	Defense	Missile Defense	M	Medium Vendor	PDuns-1	1	0	0	1	1	5	5	8	93556.2900
2013	Defense	Missile Defense	M	Medium Vendor	PDuns-1	1	0	1	1	1	11	11	27	5263528.4700
2013	Defense	Missile Defense	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	1	2	16030.1000
2013	Defense	Missile Defense	M	Medium Vendor	PDuns-1	1	1	1	1	1	6	6	30	6048054.1800
2013	Defense	Missile Defense	M	Medium Vendor	PDuns-2	1	0	1	1	1	3	3	6	126562.7900
2013	Defense	Missile Defense	M	Medium Vendor	PDuns-2	1	1	1	1	1	1	1	1	-3691.5600
2013	Defense	Missile Defense	M	Medium Vendor	PDuns-3+	1	0	1	1	1	10	11	22	2803830.0200
2013	Defense	Missile Defense	M	Medium Vendor	PDuns-3+	1	1	1	1	1	2	2	2	355697.8000
2013	Defense	Missile Defense	M	Medium Vendor	PID	1	0	1	1	1	11	11	81	118782016.6700
2013	Defense	Missile Defense	M	Medium Vendor	PID	1	1	1	1	1	3	3	100	27491019.7600
2013	Defense	Missile Defense	N	Sometimes Small Vendor	Duns	1	1	1	1	1	3	3	6	-1952220.8125
2013	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	2	2	2	32370.0000
2013	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	11	11	35	886172.2100
2013	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	55	55	335	93215078.7600
2013	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	2	2	7	30887.6900
2013	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	17	17	40	2270027.4400
2013	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	1	1	1	36885.1500
2013	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	9	9	81	23204444.1000
2013	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-2	1	1	1	1	1	1	1	43	29508625.8400
2013	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-3+	1	0	0	1	1	1	1	1	3450.4000
2013	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-3+	1	0	1	1	1	22	23	116	32492333.0900
2013	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-3+	1	1	0	1	1	2	2	5	153727.9800
2013	Defense	Missile Defense	N	Sometimes Small Vendor	PDuns-3+	1	1	1	1	1	20	22	110	20646019.1900
2013	Defense	Missile Defense	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	1	3	677410.0000
2013	Defense	Missile Defense	N	Sometimes Small Vendor	PID	1	0	1	1	1	25	25	643	260697278.7283
2013	Defense	Missile Defense	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	1	3	70127.0000
2013	Defense	Missile Defense	N	Sometimes Small Vendor	PID	1	1	1	1	1	14	14	332	129225684.2300
2013	Defense	Missile Defense	S	Always Small Vendor	Duns	1	0	1	1	1	2	2	8	1499808.9004
2013	Defense	Missile Defense	S	Always Small Vendor	Duns	1	1	1	1	1	1	1	15	-335776.2537
2013	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	1	0	0	0	0	3	3	5	-20277.0000
2013	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	1	0	0	0	1	8	8	33	158380.4500
2013	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	1	0	0	1	1	71	71	113	5865351.6500
2013	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	1	0	1	1	1	184	184	702	176016635.6300
2013	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	1	1	1	1	1	3	3	149	2061740.0700
2013	Defense	Missile Defense	S	Always Small Vendor	PDuns-2	1	0	0	0	1	1	1	1	4077.5000
2013	Defense	Missile Defense	S	Always Small Vendor	PDuns-2	1	0	0	1	1	1	1	1	22665.0000
2013	Defense	Missile Defense	S	Always Small Vendor	PDuns-2	1	0	1	1	1	5	5	18	2374209.9500
2013	Defense	Missile Defense	S	Always Small Vendor	PID	1	0	0	1	1	1	1	1	9000.0000
2013	Defense	Missile Defense	S	Always Small Vendor	PID	1	0	1	1	1	7	7	271	30770400.7934
2013	Defense	Ordnance and Missiles	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	9	9	109	52428256.5737
2013	Defense	Ordnance and Missiles	B	Big Five	PID	1	1	1	1	1	5	5	4608	8423221921.3683
2013	Defense	Ordnance and Missiles	J	Large: Big 5 JV	PID	1	0	1	1	1	3	3	212	267387035.6700
2013	Defense	Ordnance and Missiles	J	Large: Big 5 JV	PID	1	1	1	1	1	1	1	6	175753.3700
2013	Defense	Ordnance and Missiles	L	Large Vendor	PID	1	0	1	1	1	8	8	150	77596716.3992
2013	Defense	Ordnance and Missiles	L	Large Vendor	PID	1	1	1	1	1	46	46	2604	2456217135.7369
2013	Defense	Ordnance and Missiles	M	Medium Vendor	Duns	1	0	0	1	1	1	1	1	22828.0000
2013	Defense	Ordnance and Missiles	M	Medium Vendor	Duns	1	0	1	1	1	6	6	20	5343106.4688
2013	Defense	Ordnance and Missiles	M	Medium Vendor	Duns	1	1	0	1	1	1	1	1	15190.0000
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	2	2	0	0.0000
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	0	0.0000
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	0	0	0	0	4	4	5	-739.0500
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	0	0	0	1	11	11	13	64026.5700
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	0	0	1	1	19	19	36	2717396.0300
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	0	1	1	1	24	24	127	21257178.8000
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	1	0	0	1	12	12	14	319006.6500
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	1	0	1	1	24	24	41	1318315.3100
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	1	1	1	1	29	29	70	12281690.3700
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2	NULL	NULL	1	1	1	1	1	0	0.0000
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2	1	0	0	0	1	2	2	5	32031.4000
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2	1	0	0	1	1	3	3	4	79567.0100
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2	1	0	1	1	1	11	12	46	16614233.0500
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2	1	1	0	0	1	4	4	6	49438.8100
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2	1	1	0	1	1	6	6	12	809173.0100
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2	1	1	1	1	1	10	10	111	33950003.7500
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-3+	1	0	0	1	1	1	1	2	0.0000
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-3+	1	0	1	1	1	14	17	66	89145641.0300
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-3+	1	1	0	1	1	3	3	4	185922.7400
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-3+	1	1	1	1	1	5	8	15	506351.0000
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PID	1	0	0	1	1	1	1	1	127362.0000
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PID	1	0	1	1	1	18	18	248	622799937.9200
2013	Defense	Ordnance and Missiles	M	Medium Vendor	PID	1	1	1	1	1	11	11	61	2541235.1100
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	Duns	1	0	1	1	1	8	8	52	6921472.5068
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	Duns	1	1	0	0	1	1	1	2	9979.3204
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	Duns	1	1	0	1	1	2	2	2	186597.5000
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	Duns	1	1	1	1	1	11	11	68	12695954.2669
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	NULL	0.0000
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	42	42	111	834106.6900
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	203	203	810	16670254.5478
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	215	215	1505	140793564.9300
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	6	6	7	45324.7800
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	49	49	173	3091515.4100
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	85	85	833	59774444.0800
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-2	1	0	0	0	1	1	1	1	4980.0000
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-2	1	0	0	1	1	29	29	70	1167325.2900
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-2	1	0	1	1	1	43	45	148	49245976.3700
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-2	1	1	0	1	1	5	5	16	499748.3300
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-2	1	1	1	1	1	26	28	250	18095117.0100
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-3+	1	0	0	0	1	1	1	1	688.8000
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-3+	1	0	0	1	1	9	9	9	117683.8900
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-3+	1	0	1	1	1	62	83	490	105892153.9600
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-3+	1	1	0	0	1	1	1	3	8531.9400
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-3+	1	1	0	1	1	7	7	9	100372.7300
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-3+	1	1	1	1	1	79	130	1050	232042847.1300
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	1	1	18050.0000
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PID	1	0	0	1	1	2	2	6	186183.5700
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PID	1	0	1	1	1	58	58	966	410386863.6837
2013	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PID	1	1	1	1	1	65	65	718	323100015.8970
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	Duns	1	0	0	0	1	6	6	6	51217.1898
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	Duns	1	0	0	1	1	2	2	3	-11361.5000
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	Duns	1	0	1	1	1	10	10	29	10743423.9531
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	Duns	1	1	1	1	1	1	1	2	260561.0938
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	6	6	0	0.0000
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	2	2	0	0.0000
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	3	3	0	0.0000
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	1	0	0	0	0	30	30	39	-51465.9100
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	1	0	0	0	1	276	276	511	3663004.4600
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	1	0	0	1	1	476	476	1521	48453952.9500
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	1	0	1	1	1	399	399	1953	299693573.7900
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	1	1	17280.0000
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	1	1	0	1	1	9	9	12	267179.9600
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	1	1	1	1	1	23	23	40	32406137.5100
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-2	NULL	NULL	0	0	0	1	1	0	0.0000
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-2	1	0	0	0	0	2	2	2	1414.5000
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-2	1	0	0	0	1	7	7	8	67094.3100
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-2	1	0	0	1	1	29	29	98	4652668.9600
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-2	1	0	1	1	1	27	28	118	45770673.3900
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-2	1	1	0	1	1	2	2	2	7640.5500
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-2	1	1	1	1	1	2	2	9	137634.1500
2013	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-3+	1	0	0	0	1	3	3	3	33278.8400
