Fiscal.Year,Unique.Identifier,Deal.Number,Decision,Decision.Date,Effective.Date,Expiration.Date,Brokered,Deal.Cancelled,Country,Program,Policy.Type,Decision.Authority,Primary.Export.Product.NAICS.SIC.code,Product.Description,Term,Primary.Applicant,Primary.Lender,Primary.Exporter,Primary.Exporter.City,Primary.Exporter.State.Code,Primary.Exporter.State.Name,Primary.Borrower,Primary.Source.of.Repayment.(PSOR),Working.Capital.Delegated.Authority,Approved.Declined.Amount,Disbursed.Shipped.Amount,Undisbursed.Exposure.Amount,Outstanding.Exposure.Amount,Small.Business.Authorized.Amount,Woman.Owned.Authorized.Amount,Minority.Owned.Authorized.Amount,Loan.Interest.Rate,Multiyear.Working.Capital.Extension,Primary.Export.Product.NAICS,Primary.Export.Product.SIC,principalnaicscodeText,AnyTag,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech,CriticalTech
2020,09713366MT1001,713366,Approved,06/24/2020 12:00:00 AM,3/23/2020,01/30/2021 12:00:00 AM,Yes,No,Paraguay,Insurance,MSM,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Medium Term,"PNC Bank, National Association","PNC Bank, National Association",Danfoss LLC,Baltimore,MD,Maryland,"INPASA Agroindustrial, S.A.","INPASA Del Paraguay, S.A.",,13611425.73,6794566.14,0,4076739.7,6179587.281,0,0,,,334515,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,TRUE,,,,,,,,,,,,,,,,,,High Technology
2020,09714743ST1001,714743,Approved,04/08/2020 12:00:00 AM,6/1/2020,06/01/2021 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENV,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,RG Resource Technologies,,RG Resource Technologies,Oxford,MI,Michigan,Multiple - Borrowers,Multiple - PSORs,,350000,0,0,0,350000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2020,09716667ST1001,716667,Approved,09/04/2020 12:00:00 AM,9/1/2020,09/01/2021 12:00:00 AM,Yes,No,Hong Kong,Insurance,ESS,Individual Delegated Authority,334220,Radio and Television Broadcasting and Wireless Communications Equipment Man,Short Term,Amplifier Research Corp.,,Amplifier Research Corp.,Souderton,PA,Pennsylvania,"Yi Feng Tech Co., Limited","Yi Feng Tech Co., Limited",,135000,752925.27,0,0,135000,0,0,,,334220,,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2020,09717043ST1001,717043,Approved,06/22/2020 12:00:00 AM,6/1/2020,06/01/2021 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Compass Technology Group, LLC",,"Compass Technology Group, LLC",Alpharetta,GA,Georgia,Multiple - Borrowers,Multiple - PSORs,,350000,0,0,0,350000,350000,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2020,09717100ST1001,717100,Approved,06/11/2020 12:00:00 AM,,,Yes,Yes,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,541690,Other Scientific and Technical Consulting Services,Short Term,Acclaim Energy Ltd,,Acclaim Energy Ltd,Houston,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,350000,0,0,0,350000,0,0,,,541690,,Other Scientific and Technical Consulting Services,TRUE,,,,,,,,,,,,,,,,,,High Technology
2020,09718094ST1001,718094,Approved,06/10/2020 12:00:00 AM,7/1/2020,07/01/2021 12:00:00 AM,Yes,No,Netherlands,Insurance,ESS,Individual Delegated Authority,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,Short Term,"Technobox, Inc.",,"Technobox, Inc.",West Berlin,NJ,New Jersey,VDL Enabling Technologies Group Almelo B.V.,VDL Enabling Technologies Group Almelo B.V.,,313096.5,342876.2,0,0,313096.5,0,0,,,334418,,Printed Circuit Assembly (Electronic Assembly) Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2020,09718507ST1001,718507,Approved,07/06/2020 12:00:00 AM,7/1/2020,07/01/2021 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,541511,Custom Computer Programming Services,Short Term,"DornerWorks, Ltd.",,"DornerWorks, Ltd.",Grand Rapids,MI,Michigan,Multiple - Borrowers,Multiple - PSORs,,324000,301387,0,0,324000,0,0,,,541511,,Custom Computer Programming Services,TRUE,,,,,,,,,,,,,,,,,,Computing
2020,09718602ST1001,718602,Approved,07/23/2020 12:00:00 AM,8/1/2020,08/01/2021 12:00:00 AM,Yes,No,Poland,Insurance,ESS,Individual Delegated Authority,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,Short Term,"Firstronic, LLC",,"Firstronic, LLC",Grand Rapids,MI,Michigan,Kongsberg Automotive SP Z O O,Kongsberg Automotive SP Z O O,,1350000,111180,0,0,1350000,0,0,,,334418,,Printed Circuit Assembly (Electronic Assembly) Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2020,09718803ST1001,718803,Approved,07/31/2020 12:00:00 AM,,,Yes,Yes,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System",Short Term,Sealite USA LLC,,Sealite USA LLC,Tilton,NH,New Hampshire,Multiple - Borrowers,Multiple - PSORs,,750000,0,0,0,750000,0,0,,,334511,,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",TRUE,,,,,,,,,,,,,,,,,,SensorCyber
2020,09720912ST1001,720912,Approved,08/31/2020 12:00:00 AM,11/1/2020,11/01/2021 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,541715,"Research and Development in the Physical, Engineering, and Life Sciences (e",Short Term,"Quicksilver Scientific, Inc.","Crestmark, A Division Of Meta Bank","Quicksilver Scientific, Inc.",Louisville,CO,Colorado,Multiple - Borrowers,Multiple - PSORs,,600000,1785724.67,0,0,600000,0,0,,,541715,,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",TRUE,,,,,,,,,,,,,,,,,,High Technology
2020,09720913ST1001,720913,Approved,09/09/2020 12:00:00 AM,9/1/2020,09/01/2021 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Short Term,RND Engineering LLC,,RND Engineering LLC,Canton,MI,Michigan,Multiple - Borrowers,Multiple - PSORs,,300000,0,0,0,300000,0,300000,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2020,09721344ST1001,721344,Approved,09/17/2020 12:00:00 AM,9/1/2020,09/01/2021 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325413,In-Vitro Diagnostic Substance Manufacturing,Short Term,"Alfa Scientific Designs, Inc.",,"Alfa Scientific Designs, Inc.",Poway,CA,California,Multiple - Borrowers,Multiple - PSORs,,1000000,82613.96,0,0,1000000,1000000,1000000,,,325413,,In-Vitro Diagnostic Substance Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2020,09722026ST1001,722026,Approved,09/16/2020 12:00:00 AM,9/1/2020,09/01/2021 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Short Term,Hosmed Inc.,Florida Export Finance Corporation,Hosmed Inc.,Doral,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,100000,24955,0,0,100000,100000,100000,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,08082414XKAA01,AP082414XK,Approved,01/13/2021 12:00:00 AM,1/13/2021,05/26/2022 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334210,Telephone Apparatus Manufacturing,Short Term,Manufacturers And Traders Trust Company,Manufacturers And Traders Trust Company,Patton Electronics Co Inc,Gaithersburg,MD,Maryland,Patton Electronics Co Inc,Patton Electronics Co Inc,Yes,3600000,3600000,0,0,3600000,0,0,,,334210,,Telephone Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2021,08085464XFAA01,AP085464XF,Approved,12/01/2020 12:00:00 AM,12/1/2020,10/31/2022 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,"Bank Of America, National Association","Bank Of America, National Association","Cayman Chemical Company, Inc.",Ann Arbor,MI,Michigan,"Cayman Chemical Company, Inc.","Cayman Chemical Company, Inc.",Yes,2250000,2250000,0,0,2250000,0,0,,,325412,,Pharmaceutical Preparation Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2021,08085719XHAB01,AP085719XH,Approved,04/06/2021 12:00:00 AM,4/6/2021,04/06/2022 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Zions Bancorporation, N.A.","Zions Bancorporation, N.A.",Daily Instruments Corporation,Houston,TX,Texas,Daily Instruments Corporation,Daily Instruments Corporation,Yes,1575000,1575000,0,0,1575000,1575000,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,08087056XHAA01,AP087056XH,Approved,12/16/2020 12:00:00 AM,12/16/2020,05/10/2022 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Western Alliance Bank,Western Alliance Bank,Lucas/Signatone Corporation,Gilroy,CA,California,Lucas/Signatone Corporation,Lucas/Signatone Corporation,Yes,720000,315000,0,0,720000,0,0,,,334515,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,08087123XFAB01,AP087123XF,Approved,08/06/2021 12:00:00 AM,8/6/2021,05/31/2021 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Short Term,Regions Bank,Regions Bank,Xante Corporation,Mobile,AL,Alabama,Xante Corporation,Xante Corporation,Yes,895500,895500,0,0,895500,0,0,,,334118,,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2021,08087123XGAA01,AP087123XG,Approved,09/03/2021 12:00:00 AM,9/3/2021,05/31/2023 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Short Term,Regions Bank,Regions Bank,Xante Corporation,Mobile,AL,Alabama,Xante Corporation,Xante Corporation,Yes,895500,895500,0,0,895500,0,0,,,334118,,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2021,08087979XCAB01,AP087979XC,Approved,05/04/2021 12:00:00 AM,5/4/2021,03/28/2025 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,325411,Medicinal and Botanical Manufacturing,Short Term,"PNC Bank, National Association","PNC Bank, National Association","Pfanstiehl, Inc",Waukegan,IL,Illinois,"Pfanstiehl, Inc","Pfanstiehl, Inc",Yes,9000000,9000000,0,0,9000000,0,0,,,325411,,Medicinal and Botanical Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2021,08088757XDAA01,AP088757XD,Approved,03/10/2021 12:00:00 AM,3/10/2021,01/31/2023 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334111,Electronic Computer Manufacturing,Short Term,Western Alliance Bank,Western Alliance Bank,"Socket Mobile, Inc.",Newark,CA,California,"Socket Mobile, Inc.","Socket Mobile, Inc.",Yes,450000,450000,0,0,450000,0,0,,,334111,,Electronic Computer Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2021,08089220XBAA01,AP089220XB,Approved,09/28/2021 12:00:00 AM,9/28/2021,09/28/2022 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,Umpqua Bank,Umpqua Bank,Pasco Scientific Inc,Roseville,CA,California,Pasco Scientific Inc,Pasco Scientific Inc,Yes,3600000,2700000,0,0,3600000,0,0,,,334516,,Analytical Laboratory Instrument Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,08089252XCAA01,AP089252XC,Approved,09/10/2021 12:00:00 AM,9/10/2021,08/25/2022 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,G B C Holdings Inc,G B C Holdings Inc,"Sabia, Incorporated",San Diego,CA,California,"Sabia, Incorporated","Sabia, Incorporated",Yes,540000,540000,0,0,540000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,08089262XAAA01,AP089262XA,Approved,09/29/2021 12:00:00 AM,9/29/2021,09/17/2023 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334417,Electronic Connector Manufacturing,Short Term,"Wells Fargo Bank, N.A.","Wells Fargo Bank, N.A.","Airborn Interconnect, Inc.",Georgetown,TX,Texas,"Airborn Interconnect, Inc.","Airborn Interconnect, Inc.",Yes,5400000,5400000,0,0,0,0,0,,,334417,,Electronic Connector Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2021,08089319XAAA01,AP089319XA,Approved,03/11/2021 12:00:00 AM,3/11/2021,07/15/2022 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334517,Irradiation Apparatus Manufacturing,Short Term,"Citibank, N.A.","Citibank, N.A.","Astrophysics, Inc.",City Of Industry,CA,California,"Astrophysics, Inc.","Astrophysics, Inc.",Yes,9000000,6750000,0,6750000,9000000,0,0,,,334517,,Irradiation Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,08089321XBAA01,AP089321XB,Approved,08/02/2021 12:00:00 AM,8/2/2021,07/13/2022 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,G B C Holdings Inc,G B C Holdings Inc,Halogen Systems Inc.,Incline Village,NV,Nevada,Halogen Systems Inc.,Halogen Systems Inc.,Yes,315000,315000,0,0,315000,0,0,,,334516,,Analytical Laboratory Instrument Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,08089333XXAA02,AP089333XX,Approved,11/30/2020 12:00:00 AM,11/30/2020,10/31/2021 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Short Term,"Biolase Technology, Inc.",Pacific Mercantile Bank,"Biolase Technology, Inc.",Irvine,CA,California,"Biolase Technology, Inc.","Biolase Technology, Inc.",Yes,2700000,2700000,0,0,2700000,0,0,,,334510,,Electromedical and Electrotherapeutic Apparatus Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,08089344XXAC01,AP089344XX,Approved,04/08/2021 12:00:00 AM,4/8/2021,03/03/2022 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334516,Analytical Laboratory Instrument Manufacturing,Short Term,FDI Capital LLC,FDI Capital LLC,Lyncean Technologies,Fremont,CA,California,Lyncean Technologies,Lyncean Technologies,Yes,9000000,9000000,0,0,9000000,0,0,,,334516,,Analytical Laboratory Instrument Manufacturing,TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,08089347XXAB01,AP089347XX,Approved,09/28/2021 12:00:00 AM,9/29/2021,06/01/2022 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334419,Other Electronic Component Manufacturing,Short Term,The Provident Bank,The Provident Bank,Mega Industries LLC,Gorham,ME,Maine,Mega Industries LLC,Mega Industries LLC,Yes,2700000,2700000,0,0,2700000,0,0,,,334419,,Other Electronic Component Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2021,08089418XXAA01,AP089418XX,Approved,01/12/2021 12:00:00 AM,1/12/2021,11/30/2022 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,Comerica Bank,Comerica Bank,"SAAZ Micro, Inc.",Newbury Park,CA,California,"SAAZ Micro, Inc.","SAAZ Micro, Inc.",Yes,900000,900000,0,900000,900000,0,0,,,334413,,Semiconductor and Related Device Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2021,08089420XXAA01,AP089420XX,Approved,03/10/2021 12:00:00 AM,3/10/2021,12/22/2021 12:00:00 AM,No,No,United States,Working Capital,,Individual Delegated Authority,334290,Other Communications Equipment Manufacturing,Short Term,HSBC Bank USA N.A.,HSBC Bank USA N.A.,"Gatekeeper, Inc.",Sterling,VA,Virginia,"Gatekeeper, Inc.","Gatekeeper, Inc.",Yes,900000,900000,0,0,900000,0,0,,,334290,,Other Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2021,08724404XXAA01,724404,Approved,01/13/2021 12:00:00 AM,9/13/2021,05/20/2022 12:00:00 AM,No,No,Canada,Guarantee,,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Medium Term,The Provident Bank,The Provident Bank,Incab America LLC,Arlington,TX,Texas,"KCA Energy, Inc",Kruger Energy LP,,6421135.27,6361151.01,0,6184452.37,1243067.577,0,0,,,334413,,Semiconductor and Related Device Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2021,08724404XXAA02,724404,Approved,01/13/2021 12:00:00 AM,9/13/2021,05/20/2022 12:00:00 AM,No,No,Canada,Guarantee,,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Medium Term,The Provident Bank,The Provident Bank,Incab America LLC,Arlington,TX,Texas,"KCA Energy, Inc",Kruger Energy LP,,2266283.05,2266283.05,0,2203330.74,438729.7356,0,0,,,334413,,Semiconductor and Related Device Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2021,09149450ST1015,149450,Approved,03/11/2021 12:00:00 AM,5/1/2021,05/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Short Term,"Itac Systems, Inc.",,"Itac Systems, Inc.",Garland,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,150000,29464,0,0,150000,150000,0,,,334118,,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2021,09209312ST1015,209312,Approved,11/13/2020 12:00:00 AM,1/1/2021,01/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334119,Other Computer Peripheral Equipment Manufacturing,Short Term,"Battery Technology, Inc",Mega Bank USA,"Battery Technology, Inc",City Of Industry,CA,California,Multiple - Borrowers,Multiple - PSORs,,300000,1047611.3,0,0,300000,300000,0,,,334119,,Other Computer Peripheral Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2021,09226217ST1015,226217,Approved,01/15/2021 12:00:00 AM,1/1/2021,01/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,325412,Pharmaceutical Preparation Manufacturing,Short Term,"USA Laboratories, Inc.",,"USA Laboratories, Inc.",Dickson,TN,Tennessee,Multiple - Borrowers,Multiple - PSORs,,200000,0,0,0,200000,0,0,,,325412,,Pharmaceutical Preparation Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
2021,09233585ST1017,233585,Approved,04/22/2021 12:00:00 AM,4/1/2021,04/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334419,Other Electronic Component Manufacturing,Short Term,"Ritec, Inc.",,"Ritec, Inc.",Warwick,RI,Rhode Island,Multiple - Borrowers,Multiple - PSORs,,200000,19873,0,17574,200000,0,0,,,334419,,Other Electronic Component Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2021,09423863ST1014,423863,Approved,08/04/2021 12:00:00 AM,10/1/2021,10/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Fox Thermal Instruments, Inc.",,"Fox Thermal Instruments, Inc.",Marina,CA,California,Multiple - Borrowers,Multiple - PSORs,,500000,1331539.75,164510.15,335489.85,0,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09426592ST1014,426592,Approved,05/07/2021 12:00:00 AM,6/1/2021,06/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,Murray Equipment Inc.,,Murray Equipment Inc.,Fort Wayne,IN,Indiana,Multiple - Borrowers,Multiple - PSORs,,1000000,5565527.69,0,1000000,0,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09427015ST1014,427015,Approved,02/23/2021 12:00:00 AM,3/1/2021,03/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electric,Short Term,Radian Research Inc,,Radian Research Inc,Lafayette,IN,Indiana,Multiple - Borrowers,Multiple - PSORs,,1000000,2932217.55,0,34523.09,1000000,0,0,,,334515,,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09431454ST1014,431454,Approved,07/26/2021 12:00:00 AM,8/1/2021,08/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Short Term,"Hope Industrial Systems, Inc.",,"Hope Industrial Systems, Inc.",Roswell,GA,Georgia,Multiple - Borrowers,Multiple - PSORs,,500000,2392633.86,0,454534.71,500000,0,0,,,334118,,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Computing
2021,09437886ST1014,437886,Approved,10/05/2020 12:00:00 AM,10/1/2020,10/01/2021 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,335911,Storage Battery Manufacturing,Short Term,Crown Battery Manufacturing Company,Fifth Third Bancorp,Crown Battery Manufacturing Company,Fremont,OH,Ohio,Multiple - Borrowers,Multiple - PSORs,,3000000,2391452.1,0,0,3000000,0,0,,,335911,,Storage Battery Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Renewables
2021,09437886ST1015,437886,Approved,08/18/2021 12:00:00 AM,10/1/2021,10/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,335911,Storage Battery Manufacturing,Short Term,Crown Battery Manufacturing Company,Fifth Third Bancorp,Crown Battery Manufacturing Company,Fremont,OH,Ohio,Multiple - Borrowers,Multiple - PSORs,,3000000,1789505.97,1915151.77,1084848.23,3000000,0,0,,,335911,,Storage Battery Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Renewables
2021,09448855ST1013,448855,Approved,03/05/2021 12:00:00 AM,5/1/2021,05/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Ruelco, Inc.",,"Ruelco, Inc.",Harahan,LA,Louisiana,Multiple - Borrowers,Multiple - PSORs,,400000,1282563.48,0,173423.62,400000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09459502ST1013,459502,Approved,07/13/2021 12:00:00 AM,9/1/2021,09/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334413,Semiconductor and Related Device Manufacturing,Short Term,"Headway Research, Inc",,"Headway Research, Inc",Garland,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,100000,10032.32,0,4607.25,100000,0,0,,,334413,,Semiconductor and Related Device Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2021,09460986ST1012,460986,Approved,12/16/2020 12:00:00 AM,1/1/2021,01/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334290,Other Communications Equipment Manufacturing,Short Term,"Impact Recovery Systems, Inc.",,"Impact Recovery Systems, Inc.",San Antonio,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,500000,397597.37,0,0,500000,0,0,,,334290,,Other Communications Equipment Manufacturing,TRUE,,,,,,,,,,,,,,,,,,FutureG
2021,09465034ST1012,465034,Approved,11/12/2020 12:00:00 AM,12/1/2020,12/01/2021 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, a",Short Term,"Avalon Vision Solutions, L.L.C.",Advance Financial Corporation,"Avalon Vision Solutions, L.L.C.",Lithia Springs,GA,Georgia,Multiple - Borrowers,Multiple - PSORs,,500000,140013.95,0,0,500000,0,0,,,334513,,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",TRUE,,,,,,,,,,,,,,,,,,High Technology
2021,09468605ST1012,468605,Approved,01/26/2021 12:00:00 AM,2/1/2021,02/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System",Short Term,"Aspen Avionics, Inc.","Crestmark, A Division Of Meta Bank","Aspen Avionics, Inc.",Albuquerque,NM,New Mexico,Multiple - Borrowers,Multiple - PSORs,,1000000,2571667,0,0,0,0,0,,,334511,,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",TRUE,,,,,,,,,,,,,,,,,,SensorCyber
2021,09478305ST1014,478305,Approved,05/17/2021 12:00:00 AM,6/1/2021,06/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,334419,Other Electronic Component Manufacturing,Short Term,American Aerospace Controls Inc.,,American Aerospace Controls Inc.,Farmingdale,NY,New York,Multiple - Borrowers,Multiple - PSORs,,200000,30400,0,0,200000,200000,0,,,334419,,Other Electronic Component Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Microelectronics
2021,09478314ST1012,478314,Approved,05/17/2021 12:00:00 AM,7/1/2021,07/01/2022 12:00:00 AM,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,325411,Medicinal and Botanical Manufacturing,Short Term,American Botanicals,NBH Bank,American Botanicals,Eolia,MO,Missouri,Multiple - Borrowers,Multiple - PSORs,,700000,2249491.64,0,208753.03,700000,0,0,,,325411,,Medicinal and Botanical Manufacturing,TRUE,,,,,,,,,,,,,,,,,,Biotechnology
