AsOfDate,Program,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,CDC_Name,CDC_Street,CDC_City,CDC_State,CDC_Zip,ThirdPartyLender_Name,ThirdPartyLender_City,ThirdPartyLender_State,ThirdPartyDollars,GrossApproval_Then_Year,ApprovalDate,ApprovalFiscalYear,FirstDisbursementDate,DeliveryMethod,subpgmdesc,TermInMonths,NaicsCode,NaicsDescription,FranchiseCode,FranchiseName,ProjectCounty,ProjectState,SBADistrictOffice,CongressionalDistrict,BusinessType,BusinessAge,LoanStatus,PaidInFullDate,ChargeOffDate,GrossChargeOffAmount,JobsSupported,GrossApproval_OMB24_GDP22,AnyTag,CriticalTech
20230930,504,TradeMark Media Corporation,"2400 Webberville Road, Buildin",Austin,TX,78702,Capital Certified Development,4330 Gaines Ranch Loop,Austin,TX,78735,PLAINSCAPITAL BANK,DALLAS,TX,1350782,1113000,2015-02-10,2015,12/16/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,TRAVIS,TX,SAN ANTONIO DISTRICT OFFICE,25,INDIVIDUAL,NA,EXEMPT,NA,NA,0,20,1334985.1421551192,TRUE,Computing
20230930,504,"Multidyne Electronics, Inc.",35 Hoffman Ave..,Hauppauge,NY,11788,Empire State Certified Develop,50 Beaver Street,Albany,NY,12207,"BANK OF AMERICA, NATIONAL ASSOCIATION",CHARLOTTE,NC,942500,777000,2015-02-10,2015,09/14/2016,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334419,Other Electronic Component Manufacturing,NA,NA,SUFFOLK,NY,MELVILLE BRANCH OFFICE,01,CORPORATION,NA,PIF,09/30/2018,NA,0,8,931970.7596177248,TRUE,Microelectronics
20230930,504,"MachineLogic, LLC","4 Inverness Court East, Unit C",Englewood,CO,80112,B:Side Capital,3550 Brighton Blvd,Denver,CO,80216,REDSTONE BANK,CENTENNIAL,CO,477485,396000,2015-02-11,2015,07/15/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,ARAPAHOE,CO,COLORADO DISTRICT OFFICE,04,CORPORATION,NA,PIF,04/30/2023,NA,0,10,474981.2365619292,TRUE,Computing
20230930,504,"Secured Retail Networks, Inc.",26000 Towne Centre Dr..,Not Listed,CA,92610,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,"U.S. BANK, NATIONAL ASSOCIATION",CINCINNATI,OH,1142082,589000,2015-02-13,2015,05/13/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541519,Other Computer Related Services,NA,NA,ORANGE,CA,SANTA ANA DISTRICT OFFICE,45,CORPORATION,NA,PIF,08/31/2020,NA,0,13,706474.617007516,TRUE,Computing
20230930,504,"Axar Pharmaceuticals, Inc.",1672 Railroad St..,Corona,CA,92880,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,PACIFIC PREMIER BANK,IRVINE,CA,640000,529000,2015-02-13,2015,10/14/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541711,Research and Development in Biotechnology,NA,NA,RIVERSIDE,CA,SANTA ANA DISTRICT OFFICE,35,CORPORATION,NA,PIF,02/29/2020,NA,0,9,634507.7629829812,TRUE,Biotechnology
20230930,504,EPD Electronics Inc.,5 Acee Dr..,Natrona Heights,PA,15065,Regional Development Funding C,3816 South Water Street,Pittsburgh,PA,15203,FIRST COMMONWEALTH BANK,INDIANA,PA,466000,386000,2015-02-20,2015,06/15/2016,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334513,"Instruments and Related Products Manufacturing for Measuring, Displayi",NA,NA,ALLEGHENY,PA,PITTSBURGH DISTRICT OFFICE,17,CORPORATION,NA,PIF,05/31/2022,NA,0,7,462986.76089117344,TRUE,High Technology
20230930,504,Dick Campbell Company,450 W. McGregor Drive.,Boise,ID,83705,"Capital Matrix, Inc.",6429 West Interchange Lane,Boise,ID,83709,"WELLS FARGO TRUST COMPANY, NATIONAL ASSOCIATION",OGDEN,UT,700000,578000,2015-03-04,2015,07/15/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334290,Other Communications Equipment Manufacturing,NA,NA,ADA,ID,BOISE DISTRICT OFFICE,01,CORPORATION,NA,PIF,11/30/2020,NA,0,9,693280.6937696845,TRUE,Modern Telecom
20230930,504,Sheffield Safety & Loss Contro,24216 W. Lockport St.,Plainfield,IL,60544,Small Business Growth Corporat,2401 West White Oaks Drive,Springfield,IL,62704,BMO BANK NATIONAL ASSOCIATION,CHICAGO,IL,681000,563000,2015-03-04,2015,07/12/2017,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541690,Other Scientific and Technical Consulting Services,NA,NA,WILL,IL,ILLINOIS DISTRICT OFFICE,11,CORPORATION,NA,EXEMPT,NA,NA,0,6,675288.9802635509,TRUE,High Technology
20230930,504,Phoenix Deventures Inc.,18655 Madrone Pkwy.,Morgan Hill,CA,95037,Bay Area Employment Developmen,1801 Oakland Boulevard,Walnut Creek,CA,94596,BMO BANK NATIONAL ASSOCIATION,CHICAGO,IL,2201760,1811000,2015-03-04,2015,07/15/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,NA,NA,SANTA CLARA,CA,SAN FRANCISCO DISTRICT OFFICE,19,CORPORATION,NA,PIF,03/31/2022,NA,0,30,2172199.5439738734,TRUE,High Technology
20230930,504,"ABC Assembly, Inc.",43006 Osgood Rd..,Fremont,CA,94539,Mortgage Capital Development C,1611 Telegraph Ave,Oakland,CA,94612,WESTERN ALLIANCE BANK,PHOENIX,AZ,770000,635000,2015-03-09,2015,05/13/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334419,Other Electronic Component Manufacturing,NA,NA,ALAMEDA,CA,SAN FRANCISCO DISTRICT OFFICE,15,CORPORATION,NA,EXEMPT,NA,NA,0,7,761649.2050929926,TRUE,Microelectronics
20230930,504,"Sentenia Systems, Inc.",12 Teal Rd..,Wakefield,MA,01880,Granite State Economic Develop,One Cate Street,Portsmouth,NH,03802,ROCKLAND TRUST COMPANY,ROCKLAND,MA,468300,385000,2015-03-13,2015,06/17/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,517210,Wireless Telecommunications Carriers (except Satellite),NA,NA,MIDDLESEX,MA,MASSACHUSETTS DISTRICT OFFICE,06,CORPORATION,NA,PIF,08/31/2023,NA,0,7,461787.31332409783,TRUE,Modern Telecom
20230930,504,"ARK SOLUTIONS, INC.",34 Tesla.,Irvine,CA,92618,Business Finance Capital,1055 W 7th Street,Los Angeles,CA,90017,"BANK OF AMERICA, NATIONAL ASSOCIATION",CHARLOTTE,NC,3217500,2105000,2015-03-24,2015,NA,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,ORANGE,CA,SANTA ANA DISTRICT OFFICE,45,CORPORATION,NA,CANCLD,NA,NA,0,100,2524837.1286940933,TRUE,Computing
20230930,504,One Net USA,7250 Metro Blvd..,Edina,MN,55439,Twin Cities-Metro Certified De,3495 Vadnais Center Drive,Vadnais Heights,MN,55110,"WELLS FARGO BANK, NATIONAL ASSOCIATION",SIOUX FALLS,SD,583000,481000,2015-03-26,2015,11/10/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541519,Other Computer Related Services,NA,NA,HENNEPIN,MN,MINNESOTA DISTRICT OFFICE,03,CORPORATION,NA,PIF,03/31/2022,NA,0,9,576934.2797633534,TRUE,Computing
20230930,504,"Western Botanicals, Inc",768 East 1950 North.,Spanish Fork,UT,84660,Mountain West Small Business F,2595 East 3300 South,Salt Lake City,UT,84109,GLACIER BANK,KALISPELL,MT,1019545,845000,2015-03-26,2015,09/14/2016,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,325411,Medicinal and Botanical Manufacturing,NA,NA,UTAH,UT,UTAH DISTRICT OFFICE,03,CORPORATION,NA,PIF,07/31/2021,NA,0,14,1013533.1941788641,TRUE,Biotechnology
20230930,504,"iWorQ Systems, Inc","1125 West 400 North, Units 101",Logan,UT,84321,Mountain West Small Business F,2595 East 3300 South,Salt Lake City,UT,84109,GLACIER BANK,KALISPELL,MT,242907,255000,2015-04-01,2015,03/16/2016,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,518210,"Data Processing, Hosting, and Related Services",NA,NA,CACHE,UT,UTAH DISTRICT OFFICE,01,CORPORATION,NA,PIF,05/31/2020,NA,0,4,305859.1296042726,TRUE,Computing
20230930,504,BERLA CORPORATION,210 Najoles Road.,Millersville,MD,21108,"Business Finance Group, Inc.",3930 Pender Drive,Fairfax,VA,22030,"SHORE UNITED BANK, NATIONAL ASSOCIATION",EASTON,MD,700000,575000,2015-04-02,2015,NA,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,ANNE ARUNDEL,MD,BALTIMORE DISTRICT OFFICE,03,CORPORATION,NA,CANCLD,NA,NA,0,14,689682.3510684578,TRUE,Computing
20230930,504,"Bucher Technologies, Inc.",6 Michigan Ave.,Valparaiso,IN,46383,Regional Development Company,1757 Thornapple Circle,Valparaiso,IN,46385,CENTIER BANK,WHITING,IN,257500,214000,2015-04-02,2015,10/12/2016,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,PORTER,IN,INDIANA DISTRICT OFFICE,01,CORPORATION,NA,EXEMPT,NA,NA,0,4,256681.77935417386,TRUE,Computing
20230930,504,"Rainman Creative, LLC",16126 Via Shavano.,San Antonio,TX,78249,Texas Certified Development Co,1701 E Seventh Street,Austin,TX,78762,TEXAS PARTNERS BANK,SAN ANTONIO,TX,893500,738000,2015-04-09,2015,08/17/2016,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,BEXAR,TX,SAN ANTONIO DISTRICT OFFICE,20,CORPORATION,NA,PIF,04/30/2022,NA,0,7,885192.3045017772,TRUE,Computing
20230930,504,Orion Group Software Engineers,5770 Nimtz Parkway,South Bend,IN,46628,Business Development Corporati,218 W. Washington Street,South Bend,IN,46601,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",COLUMBUS,OH,583333,482000,2015-04-21,2015,05/11/2016,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,ST JOSEPH,IN,INDIANA DISTRICT OFFICE,02,CORPORATION,NA,PIF,09/30/2021,NA,0,30,578133.727330429,TRUE,Computing
20230930,504,Spitfire Energy Conservation S,201 S. Starr Ln..,Peoria,IL,61604,Small Business Growth Corporat,2401 West White Oaks Drive,Springfield,IL,62704,BETTER BANKS,PEORIA,IL,240000,175000,2015-04-22,2015,11/10/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541690,Other Scientific and Technical Consulting Services,NA,NA,PEORIA,IL,ILLINOIS DISTRICT OFFICE,17,CORPORATION,NA,EXEMPT,NA,NA,0,2,209903.3242382263,TRUE,High Technology
20230930,504,Giardina & Associates Professi,410 Grand Cypress Ave.,Palmdale,CA,93551,So Cal CDC,15455 San Fernando Mission Bou,Mission Hills,CA,91345,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",COLUMBUS,OH,647000,534000,2015-04-24,2015,07/15/2015,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,LOS ANGELES,CA,LOS ANGELES DISTRICT OFFICE,25,CORPORATION,NA,PIF,03/31/2019,NA,0,12,640505.0008183591,TRUE,Computing
20230930,504,Universal Construction Testing,61 Garlisch Dr.,Elk Grove Village,IL,60007,"SomerCor 504, Inc.",209 S. LaSalle Street,Chicago,IL,60604,FIRST BANK CHICAGO,HIGHLAND PARK,IL,270000,225000,2015-05-05,2015,07/15/2015,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541380,Testing Laboratories,NA,NA,COOK,IL,ILLINOIS DISTRICT OFFICE,05,CORPORATION,NA,PIF,11/30/2021,NA,0,4,269875.70259200525,TRUE,High Technology
20230930,504,"American River Nutrition, Inc.",351 Venture Way.,Hadley,MA,01035,New England Certified Developm,500 Edgewater Dr.,Wakefield,MA,01880,"NATWEST MARKETS SECURITIES, INC.",STAMFORD,CT,2000000,1646000,2015-05-07,2015,NA,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,325412,Pharmaceutical Preparation Manufacturing,NA,NA,HAMPSHIRE,MA,SPRINGFIELD BRANCH OFFICE,02,CORPORATION,NA,CANCLD,NA,NA,0,0,1974290.6954064027,TRUE,Biotechnology
20230930,504,"KidCheck, Inc.",133 E. 50th St.,Garden City,ID,83714,"Capital Matrix, Inc.",6429 West Interchange Lane,Boise,ID,83709,IDAHO CENTRAL CU,CHUBBUCK,ID,362500,301000,2015-05-07,2015,09/16/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541519,Other Computer Related Services,NA,NA,ADA,ID,BOISE DISTRICT OFFICE,01,CORPORATION,NA,PIF,05/31/2021,NA,0,5,361033.71768974926,TRUE,Computing
20230930,504,"Networks Unlimited, Inc.",610 ROOD AVE,GRAND JUNCTION,CO,81501,B:Side Capital,3550 Brighton Blvd,Denver,CO,80216,"U.S. BANK, NATIONAL ASSOCIATION",CINCINNATI,OH,437500,364000,2015-05-11,2015,07/15/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,MESA,CO,COLORADO DISTRICT OFFICE,03,CORPORATION,NA,PIF,09/30/2020,NA,0,3,436598.9144155107,TRUE,Computing
20230930,504,"Station Four, Inc.",170 Hogan Street.,Jacksonville,FL,32202,Florida First Capital Finance,1351 N. Gadsden Street,Tallahassee,FL,32303,AMERIS BANK,ATLANTA,GA,1050000,866000,2015-05-11,2015,NA,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541519,Other Computer Related Services,NA,NA,DUVAL,FL,NORTH FLORIDA DISTRICT OFFICE,05,CORPORATION,NA,CANCLD,NA,NA,0,14,1038721.5930874513,TRUE,Computing
20230930,504,"Axar Pharmaceuticals, Inc.",1672 Railroad St.,Corona,CA,92880,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,"WELLS FARGO BANK, NATIONAL ASSOCIATION",SIOUX FALLS,SD,1072524,884000,2015-05-12,2015,07/12/2017,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,120,541711,Research and Development in Biotechnology,NA,NA,RIVERSIDE,CA,SANTA ANA DISTRICT OFFICE,35,CORPORATION,NA,PIF,11/30/2019,NA,0,13,1060311.6492948118,TRUE,Biotechnology
20230930,504,American Agricultural Laborato,700 West D Street.,Mc Cook,NE,69001,Nebraska Economic Development,4445 S 86th Street,Lincoln,NE,68526,MNB BANK,MCCOOK,NE,516501.9,441000,2015-05-13,2015,12/14/2016,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541380,Testing Laboratories,NA,NA,RED WILLOW,NE,NEBRASKA DISTRICT OFFICE,03,CORPORATION,NA,EXEMPT,NA,NA,0,4,528956.3770803303,TRUE,High Technology
20230930,504,"Taproot Creative Group, LLC",1959 Gainsborough Dr.,Tallahassee,FL,32311,Florida First Capital Finance,1351 N. Gadsden Street,Tallahassee,FL,32303,PEOPLESSOUTH BANK,COLQUITT,GA,662890,548000,2015-05-14,2015,NA,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541519,Other Computer Related Services,NA,NA,LEON,FL,NORTH FLORIDA DISTRICT OFFICE,02,CORPORATION,NA,CANCLD,NA,NA,0,4,657297.2667574172,TRUE,Computing
20230930,504,SCS Unlimited Inc,90 Graves Trail.,Bozeman,MT,59718,Big Sky Economic Development C,201 N. Broadway,Billings,MT,59101,FIRST INTERSTATE BANK,BILLINGS,MT,835112,689000,2015-05-15,2015,06/15/2016,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,518210,"Data Processing, Hosting, and Related Services",NA,NA,GALLATIN,MT,MONTANA DISTRICT OFFICE,00,CORPORATION,NA,EXEMPT,NA,NA,0,5,826419.3737150738,TRUE,Computing
20230930,504,"Dynamic Integrated Solutions,","2241, 2243, & 2245 Lundy Ave..",San Jose,CA,95131,Mortgage Capital Development C,1611 Telegraph Ave,Oakland,CA,94612,BMO BANK NATIONAL ASSOCIATION,CHICAGO,IL,9585000,5500000,2015-05-18,2015,08/12/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334413,Semiconductor and Related Device Manufacturing,NA,NA,SANTA CLARA,CA,SAN FRANCISCO DISTRICT OFFICE,17,CORPORATION,NA,PIF,04/30/2020,NA,0,50,6596961.618915684,TRUE,Microelectronics
20230930,504,Avatier Corporation,4733 Chabot Dr..,Pleasanton,CA,94588,Bay Area Employment Developmen,1801 Oakland Boulevard,Walnut Creek,CA,94596,BMO BANK NATIONAL ASSOCIATION,CHICAGO,IL,5280000,3068000,2015-05-18,2015,02/15/2017,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,ALAMEDA,CA,SAN FRANCISCO DISTRICT OFFICE,11,CORPORATION,NA,EXEMPT,NA,NA,0,9,3679905.135787876,TRUE,Computing
20230930,504,"Blit, Inc.",2206 Plaza Dr..,Rocklin,CA,95765,California Statewide Certified,426 D Street,Davis,CA,95616,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",COLUMBUS,OH,652500,538000,2015-05-20,2015,03/16/2016,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,PLACER,CA,SACRAMENTO DISTRICT OFFICE,04,CORPORATION,NA,PIF,10/31/2022,NA,0,6,645302.7910866614,TRUE,Computing
20230930,504,"Optimal Solutions, Inc.",1055 Gezon Pkwy.,Wyoming,MI,49509,Economic Development Foundatio,"3980 Chicago Dr., SW",Grandville,MI,49418,THE HUNTINGTON NATIONAL BANK,COLUMBUS,OH,637500,528000,2015-05-27,2015,09/16/2015,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541519,Other Computer Related Services,NA,NA,KENT,MI,MICHIGAN DISTRICT OFFICE,02,CORPORATION,NA,PIF,01/31/2021,NA,0,4,633308.3154159057,TRUE,Computing
20230930,504,"Interfacial Consultants, LLC",N4660 1165th Street.,Prescott,WI,54021,Twin Cities-Metro Certified De,3495 Vadnais Center Drive,Vadnais Heights,MN,55110,SECURITY FINANCIAL BANK,DURAND,WI,492500,346000,2015-05-27,2015,08/12/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541712,"Research and Development in the Physical, Engineering, and Life Scienc",NA,NA,PIERCE,WI,WISCONSIN DISTRICT OFFICE,03,CORPORATION,NA,PIF,01/31/2018,NA,0,18,415008.8582081503,TRUE,High Technology
20230930,504,International Display Consorti,1115 Alpha Dr..,Alpharetta,GA,30004,Florida Business Development C,1715 North Westshore Blvd,Tampa,FL,33607,"WELLS FARGO BANK, NATIONAL ASSOCIATION",SIOUX FALLS,SD,808750,667000,2015-05-27,2015,01/13/2016,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334419,Other Electronic Component Manufacturing,NA,NA,FULTON,GA,GEORGIA DISTRICT OFFICE,06,CORPORATION,NA,EXEMPT,NA,NA,0,8,800031.5272394111,TRUE,Microelectronics
20230930,504,NexCom,"1927 S. Tryon St, Unit 107.",Charlotte,NC,28203,Business Expansion Funding Cor,5970 Fairview Road,Charlotte,NC,28210,"BB&T INVESTMENT SERVICES, INC.",CHARLOTTE,NC,900000,742000,2015-06-02,2015,01/13/2016,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,12,CORPORATION,NA,PIF,03/31/2021,NA,0,10,889990.0947700795,TRUE,Computing
20230930,504,"Stellar Manufacturing, Inc.","10 Manor Parkway, Unit A.",Salem,NH,03079,Granite State Economic Develop,One Cate Street,Portsmouth,NH,03802,MIDDLESEX SAVINGS BANK,NATICK,MA,730000,603000,2015-06-09,2015,03/16/2016,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334412,Bare Printed Circuit Board Manufacturing,NA,NA,ROCKINGHAM,NH,NEW HAMPSHIRE DISTRICT OFFICE,02,CORPORATION,NA,EXEMPT,NA,NA,0,7,723266.882946574,TRUE,Microelectronics
20230930,504,"First Electronics, Inc.",3411 E. Harbour Drive.,Phoenix,AZ,85034,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,STEARNS BANK NATIONAL ASSOCIATION,SAINT CLOUD,MN,1887500,1553000,2015-06-18,2015,NA,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334412,Bare Printed Circuit Board Manufacturing,NA,NA,MARICOPA,AZ,ARIZONA DISTRICT OFFICE,07,CORPORATION,NA,CANCLD,NA,NA,0,16,1862742.071668374,TRUE,Microelectronics
20230930,504,Data Net IT,3439 De La Cruz Blvd.,Santa Clara,CA,95054,"Capital Access Group, Inc.",150 California Street,San Francisco,CA,94111,BMO BANK NATIONAL ASSOCIATION,CHICAGO,IL,2076230,822000,2015-06-23,2015,08/12/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541512,Computer Systems Design Services,NA,NA,SANTA CLARA,CA,SAN FRANCISCO DISTRICT OFFICE,17,CORPORATION,NA,EXEMPT,NA,NA,0,20,985945.9001361259,TRUE,Computing
20230930,504,JHS Documents,302 Old Dairy Rd.,Wilmington,NC,28405,Business Expansion Funding Cor,5970 Fairview Road,Charlotte,NC,28210,FIRST-CITIZENS BANK & TRUST COMPANY,RALEIGH,NC,308750,257000,2015-06-24,2015,NA,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,518210,"Data Processing, Hosting, and Related Services",NA,NA,NEW HANOVER,NC,NORTH CAROLINA DISTRICT OFFICE,07,CORPORATION,NA,CANCLD,NA,NA,0,8,308258.02473842376,TRUE,Computing
20230930,504,Generic Specialties Inc,1901 South Poinciana Boulevard,Kissimmee,FL,34758,Florida First Capital Finance,1351 N. Gadsden Street,Tallahassee,FL,32303,FIFTH THIRD BANK,CINCINNATI,OH,10678320,5485000,2015-06-29,2015,NA,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,325412,Pharmaceutical Preparation Manufacturing,NA,NA,OSCEOLA,FL,SOUTH FLORIDA DISTRICT OFFICE,09,CORPORATION,NA,CANCLD,NA,NA,0,55,6578969.90540955,TRUE,Biotechnology
20230930,504,Cernex Inc.,1710 Zanker Road.,San Jose,CA,95112,Mortgage Capital Development C,1611 Telegraph Ave,Oakland,CA,94612,WESTERN ALLIANCE BANK,PHOENIX,AZ,1242500,1023000,2015-07-01,2015,09/16/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334419,Other Electronic Component Manufacturing,NA,NA,SANTA CLARA,CA,SAN FRANCISCO DISTRICT OFFICE,17,CORPORATION,NA,EXEMPT,NA,NA,0,14,1227034.8611183171,TRUE,Microelectronics
20230930,504,Xpress Solutions Inc.,1346-1348 W. State Street.,Pleasant Grove,UT,84062,Mountain West Small Business F,2595 East 3300 South,Salt Lake City,UT,84109,CENTRAL BANK,PROVO,UT,156650,133000,2015-07-10,2015,02/17/2016,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,518210,"Data Processing, Hosting, and Related Services",NA,NA,UTAH,UT,UTAH DISTRICT OFFICE,03,CORPORATION,NA,EXEMPT,NA,NA,0,3,159526.526421052,TRUE,Computing
20230930,504,"Kensington Laboratories, LLC",6200 VILLAGE PKWY,DUBLIN,CA,94568,Mortgage Capital Development C,1611 Telegraph Ave,Oakland,CA,94612,CITY NATIONAL BANK,LOS ANGELES,CA,3075000,2528000,2015-07-24,2015,04/11/2018,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,334413,Semiconductor and Related Device Manufacturing,NA,NA,ALAMEDA,CA,SAN FRANCISCO DISTRICT OFFICE,15,CORPORATION,NA,PIF,02/29/2020,NA,0,10,3032203.4495670632,TRUE,Microelectronics
20230930,504,TechMD,"3750 S. Susan St., Units 3A-3H",Santa Ana,CA,92704,Bay Area Employment Developmen,1801 Oakland Boulevard,Walnut Creek,CA,94596,"ZIONS BANK, A DIVISION OF",SALT LAKE CITY,UT,2019000,1849000,2015-07-31,2015,11/16/2016,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541513,Computer Facilities Management Services,NA,NA,ORANGE,CA,SANTA ANA DISTRICT OFFICE,46,CORPORATION,NA,PIF,08/31/2020,NA,0,20,2217778.5515227453,TRUE,Computing
20230930,504,"Avance Tech Solutions, Inc.",3309 West Burbank Boulevard.,Burbank,CA,91505,California Statewide Certified,426 D Street,Davis,CA,95616,BMO BANK NATIONAL ASSOCIATION,CHICAGO,IL,287500,239000,2015-08-03,2015,10/14/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541519,Other Computer Related Services,NA,NA,LOS ANGELES,CA,LOS ANGELES DISTRICT OFFICE,28,CORPORATION,NA,EXEMPT,NA,NA,0,1,286667.96853106335,TRUE,Computing
20230930,504,"Ravig, Inc.",2625 Crow Court.,Antioch,CA,94509,Bay Area Employment Developmen,1801 Oakland Boulevard,Walnut Creek,CA,94596,CALIFORNIA BANK & TRUST,SACRAMENTO,CA,400000,332000,2015-08-04,2015,11/10/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,CONTRA COSTA,CA,SAN FRANCISCO DISTRICT OFFICE,09,CORPORATION,NA,PIF,10/31/2018,NA,0,8,398216.59226909216,TRUE,Computing
20230930,504,"ACCENT TECHNOLOGIES, INC.",1411 Highland Ave..,Melbourne,FL,32935,Florida First Capital Finance,1351 N. Gadsden Street,Tallahassee,FL,32303,"TD BANK, NATIONAL ASSOCIATION",WILMINGTON,DE,490000,410000,2015-08-12,2015,06/15/2016,504,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541511,Custom Computer Programming Services,NA,NA,BREVARD,FL,SOUTH FLORIDA DISTRICT OFFICE,08,CORPORATION,NA,PIF,07/31/2021,NA,0,3,491773.5025009873,TRUE,Computing
20230930,504,"Back Bay Networks NH, LLC",800 Central Ave.,Dover,NH,03820,Granite State Economic Develop,One Cate Street,Portsmouth,NH,03802,EASTERN BANK,BOSTON,MA,197000,164000,2015-08-17,2015,02/15/2017,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,541519,Other Computer Related Services,NA,NA,STRAFFORD,NH,NEW HAMPSHIRE DISTRICT OFFICE,01,CORPORATION,NA,EXEMPT,NA,NA,0,3,196709.40100039492,TRUE,Computing
20230930,504,"Nova Biologics, Inc.",4120 Avenida De La Plata.,Oceanside,CA,92056,CDC Small Business Finance Cor,2448 Historic Decatur Road,San Diego,CA,92106,BMO BANK NATIONAL ASSOCIATION,CHICAGO,IL,950000,783000,2015-08-20,2015,11/10/2015,ALP,Sec. 504 - Loan Guarantees - Private Sector Financed,240,325414,Biological Product (except Diagnostic) Manufacturing,NA,NA,SAN DIEGO,CA,SAN DIEGO DISTRICT OFFICE,49,CORPORATION,NA,EXEMPT,NA,NA,0,10,939167.4450201782,TRUE,Biotechnology
