"","productorservicecode","ProductOrServiceCodeText","BioRelated","Action_Obligation_OMB20_GDP20"
"1179","H968","OTHER QC SVCS/CHEMICAL PRODUCTS",NA,46680.22297651
"1180","H970","OTHER QC SVCS/ADP EQ & SUPPLIES",NA,2337765.9502253
"1181","H975","OTHER QC SVCS/OFFICE SUPPLIES",NA,7513.34124856377
"1182","H976","OTHER QC SVCS/BOOKS-MAPS-PUBS",NA,33009.2460672281
"1183","H980","OTHER QC SVCS/BRUSHES-PAINTS-SEALER",NA,2435.16376476318
"1184","H987","OTHER QC SVCS/AGRICULTURAL SUPPLIES",NA,16508.503364683
"1185","H988","OTHER QC SVCS/LIVE ANIMALS",NA,879677.358094215
"1186","H999","MISC TEST & INSPECT SVC",NA,7093544.29780165
"1187","J010","MAINT-REP OF WEAPONS",NA,13645563.7391018
"1188","J012","MAINT-REP OF FIRE CONT EQ",NA,4448181.35027436
"1189","J014","MAINT-REP OF GUIDED MISSILES",NA,394863733.571383
"1190","J015","MAINT-REP OF AIRCRAFT",NA,37414023.5887205
"1191","J016","MAINT-REP OF AIRCRAFT COMPONENTS",NA,10281076.624535
"1192","J017","MAINT-REP OF AIRCRAFT GROUND EQ",NA,37507012.0358857
"1193","J018","MAINT-REP OF SPACE VEHICLES",NA,46027.45458236
"1194","J019","MAINT-REP OF SHIPS-SML CRAFT-DOCKS",NA,148869.347357548
"1195","J020","MAINT-REP OF SHIP & MARINE EQ",NA,1058354.96708145
"1196","J023","MAINT-REP OF VEHICLES-TRAILERS-CYC",NA,5092.58256632377
"1197","J025","MAINT-REP OF VEHICULAR EQ",NA,28552.3332139873
"1198","J028","MAINT-REP OF ENGINES & TURBINES",NA,4823097.22139133
"1199","J029","MAINT-REP OF ENGINE ACCESSORIES",NA,278727.349943375
"1200","J030","MAINT-REP OF MECH POWER TRANS EQ",NA,1522001.38006733
"1201","J035","MAINT-REP OF SERVICE & TRADE EQ",NA,415485.158357903
"1202","J036","MAINT-REP OF SP INDUSTRY MACHINERY",NA,243625.399394645
"1203","J039","MAINT-REP OF MATERIALS HANDLING EQ",NA,1396002.45941651
"1204","J041","MAINT-REP OF REFRIGERATION - AC EQ",NA,644382.872878605
"1205","J042","MAINT-REP OF FIRE-RESCUE-SAFETY EQ",NA,5496.6738076446
"1206","J043","MAINT-REP OF PUMPS & COMPRESSORS",NA,85824.6807494928
"1207","J045","MAINT-REP OF PLUMBING-HEATING EQ",NA,40571.6672633966
"1208","J046","MAINT-REP OF WATER PURIFICATION EQ",NA,129180.371186131
"1209","J049","MAINT-REP OF MAINT REPAIR SHOP EQ",NA,670156.039236053
"1210","J052","MAINT-REP OF MEASURING TOOLS",NA,20217.9737181548
"1211","J053","MAINT-REP OF HARDWARE & ABRASIVES",NA,24936509.4417879
"1212","J054","MAINT-REP OF PREFAB STRUCTURES",NA,94323.3295583239
"1213","J058","MAINT-REP OF COMMUNICATION EQ",NA,333474142.533718
"1214","J059","MAINT-REP OF ELECT-ELCT EQ",NA,22684659.9839872
"1215","J060","MAINT-REP OF FIBER OPTICS MATER",NA,5253.18635893903
"1216","J061","MAINT-REP OF POWER DISTRIBUTION EQ",NA,17838005.0339928
"1217","J063","MAINT-REP OF ALARM & SIGNAL SYSTEM",NA,237794.866342429
"1218","J065","MAINT-REP OF MEDICAL-DENTAL-VET EQ",NA,929190.61977631
"1219","J066","MAINT-REP OF INSTRUMENTS & LAB EQ",NA,167687823.412992
"1220","J069","MAINT-REP OF TRAINING AIDS-DEVICES",NA,13278972.3103647
"1221","J070","MAINT-REP OF ADP EQ & SUPPLIES",NA,13082814.290876
"1222","J073","MAINT-REP OF FOOD PREP-SERVING EQ",NA,185612.808659375
"1223","J074","MAINT-REP OF OFFICE MACHINES",NA,283577.047468949
"1224","J075","MAINT-REP OF OFFICE SUPPLIES",NA,19365
"1225","J076","MAINT-REP OF BOOKS-MAPS-PUBS",NA,4992.08571776452
"1226","J078","MAINT-REP OF RECREATIONAL EQ",NA,7457.80227351016
"1227","J083","MAINT-REP OF TEXTILES-LEATHER-FURS",NA,4319.69026548673
"1228","J084","MAINT-REP OF CLOTHING - INDIVID EQ",NA,538549.195720994
"1229","J087","MAINT-REP OF AGRICULTURAL SUPPLIES",NA,3180.13532490744
"1230","J088","MAINT-REP OF LIVE ANIMALS",NA,199291.533489301
"1231","J093","MAINT-REP OF NONMETALIC FAB MAT",NA,107778.20577882
"1232","J099","MAINT-REP OF MISC EQ",NA,178428596.770223
"1233","J998","NON-NUCLEAR SHIP REPAIR (EAST)",NA,25078034.2582744
"1234","J999","NON-NUCLEAR SHIP REPAIR (WEST)",NA,1186347.2199302
"1235","K010","MODIFICATION OF EQUIPMENT- WEAPONS",NA,1702561.85362315
"1236","K015","MOD OF AIRCRAFT",NA,153135498.340789
"1237","K016","MOD OF AIRCRAFT COMPONENTS",NA,52293176.4122093
"1238","K017","MOD OF AIRCRAFT GROUND EQ",NA,7286999.93036916
"1239","K019","MOD OF SHIPS-SML CRAFT-DOCKS",NA,9989405.08467527
"1240","K020","MOD OF SHIP & MARINE EQ",NA,829162.925057012
"1241","K025","MOD OF VEHICULAR EQ",NA,3081147.34244999
"1242","K038","MOD OF CONTRUCT EQ",NA,19786.8852459016
"1243","K042","MOD OF FIRE-RESCUE-SAFETY EQ",NA,15355.1912568306
"1244","K053","MOD OF HARDWARE & ABRASIVES",NA,85638.9986824769
"1245","K058","MOD OF COMMUNICATION EQ",NA,17520042.9221298
"1246","K059","MOD OF ELECT-ELCT EQ",NA,37885243.4373454
"1247","K060","MOD OF FIBER OPTICS MATERIAL",NA,42798.0031657129
"1248","K063","MOD OF ALARM & SIGNAL SYSTEM",NA,43911566.4868088
"1249","K065","MOD OF MEDICAL-DENTAL-VET EQ",NA,622503.82614019
"1250","K066","MOD OF INSTRUMENTS & LAB EQ",NA,1256297.91846154
"1251","K067","MOD OF PHOTOGRAPHIC EQ",NA,27274.3169398907
"1252","K068","MOD OF CHEMICAL PRODUCTS",NA,11406.1309657852
"1253","K069","MOD OF TRAINING AIDS-DEVICES",NA,5045870.84338203
"1254","K070","MOD OF ADP EQ & SUPPLIES",NA,1177552.83921919
"1255","K083","MOD OF TEXTILES-LEATHER-FURS",NA,328093.544137022
"1256","K087","MOD OF AGRICULTURAL SUPPLIES",NA,17963.6938966728
"1257","K088","MOD OF LIVE ANIMALS",NA,4542729.0331711
"1258","K093","MOD OF NONMETALIC FAB MAT",NA,36109.835664493
"1259","K095","MOD OF METAL BARS & SHEETS",NA,11268.7748353096
"1260","K099","MOD OF MISC EQ",NA,3738449.12967871
"1261","L010","TECH REP SVCS/WEAPONS",NA,4362024.21020454
"1262","L014","TECH REP SVCS/GUIDED MISSILES",NA,50529116.6975809
"1263","L015","TECH REP SVCS/AIRCRAFT",NA,765232.75251779
"1264","L017","TECH REP SVCS/AIRCRAFT GROUND EQ",NA,31817.4110848764
"1265","L020","TECH REP SVCS/SHIP & MARINE EQ",NA,6429827.94591911
"1266","L024","TECH REP SVCS/TRACTORS",NA,486649.251758408
"1267","L045","TECH REP SVCS/PLUMBING-HEATING EQ",NA,846304.347826087
"1268","L058","TECH REP SVCS/COMMUNICATION EQ",NA,4381740.87137887
"1269","L059","TECH REP SVCS/ELECT-ELCT EQ",NA,124597.877752166
"1270","L060","TECH REP SVCS/FIBER OPTICS MAT",NA,10563.7845906533
"1271","L065","TECH REP SVCS/MEDICAL-DENTAL-VET EQ",NA,29821.7677434283
"1272","L066","TECH REP SVCS/INSTRUMENTS & LAB EQ",NA,384978.635151966
"1273","L068","TECH REP SVCS/CHEMICAL PRODUCTS",NA,7795.88918677391
"1274","L069","TECH REP SVCS/TRAINING AIDS-DEVICES",NA,19751.0681864432
"1275","L070","TECH REP SVCS/ADP EQ & SUPPLIES",NA,188311.212803714
"1276","L073","TECH REP SVCS/FOOD PREP-SERVING EQ",NA,41876.5860664941
"1277","L075","TECH REP SVCS/OFFICE SUPPLIES",NA,135545.750746674
"1278","L088","TECH REP SVCS/LIVE ANIMALS",NA,13766.3549164941
"1279","L089","TECH REP SVCS/SUBSISTENCE",NA,55655.9555671111
"1280","L093","TECH REP SVCS/NONMETALIC FAB MAT",NA,142889.00038912
"1281","L099","TECH REP SVCS /MISC EQ",NA,5116830.49947458
"1282","M119","OPER OF GOVT OTHER ADMIN-SVC BLDGS",NA,840667761.448676
"1283","M123","OPER OF GOVT RADAR & NAV FACILITY",NA,9751550.16697843
"1284","M127","OPER OF GOVT ELCT & COMM SYS FAC",NA,-2179500.93484827
"1285","M142","OPER OF GOVT LABS & CLINICS",NA,30171767.292945
"1286","M181","OPER OF GOVT R&D GOCO FACILITIES",NA,117569787351.299
"1287","M182","OPER OF GOVT R&D GOGO FACILITIES",NA,647401612.574558
"1288","M192","OPER OF GOVT TEST BUILDINGS",NA,15261341.9765549
"1289","M199","OPER OF GOVT MISC BLDGS",NA,16000615.7474012
"1290","M1AZ","OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS",NA,6639002.40138761
"1291","M1BF","Operation of Missile system facilities",NA,28260423.1765788
"1292","M1BG","OPERATION OF ELECTRONIC AND COMMUNICATIONS FACILITIES",NA,66179388.4859507
"1293","M1DB","OPERATION OF LABORATORIES AND CLINICS",NA,80904.7299031467
"1294","M1HA","OPERATION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES",NA,8704223248.32882
"1295","M1HB","OPERATION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES",NA,23597610.7096959
"1296","M1HZ","OPERATION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES",NA,144179.227339134
"1297","M1QA","OPERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)",NA,200650
"1298","M299","OPER OF GOVT ALL OTH NON-BLDG FACS",NA,10172385.0451856
"1299","N010","INSTALLATION OF EQUIPMENT- WEAPONS",NA,88784312.9506701
"1300","N015","INSTALL OF AIRCRAFT",NA,6895477.59116774
"1301","N017","INSTALL OF AIRCRAFT GROUND EQ",NA,1145087.41834468
"1302","N020","INSTALL OF SHIP & MARINE EQ",NA,237028.439399162
"1303","N025","INSTALL OF VEHICULAR EQ",NA,1196926.85546323
"1304","N029","INSTALL OF ENGINE ACCESSORIES",NA,57529.1241190853
"1305","N035","INSTALL OF SERVICE & TRADE EQ",NA,141562.853907135
"1306","N054","INSTALL OF PREFAB STRUCTURES",NA,237498.994397401
"1307","N058","INSTALL OF COMMUNICATION EQ",NA,1827876.6261631
"1308","N059","INSTALL OF ELECT-ELCT EQ",NA,531386.440438205
"1309","N060","INSTALL OF FIBER OPTICS MATERIAL",NA,51452.868852459
"1310","N063","INSTALL OF ALARM & SIGNAL SYSTEM",NA,2668604.323068
"1311","N065","INSTALL OF MEDICAL-DENTAL-VET EQ",NA,2026227
"1312","N066","INSTALL OF INSTRUMENTS & LAB EQ",NA,74165.2487598465
"1313","N067","INSTALL OF PHOTOGRAPHIC EQ",NA,539448.641581997
"1314","N069","INSTALL OF TRAINING AIDS-DEVICES",NA,835590.886612022
"1315","N070","INSTALL OF ADP EQ & SUPPLIES",NA,112140.769084002
"1316","N071","INSTALL OF FURNITURE",NA,4952.30309408508
"1317","N073","INSTALL OF FOOD PREP-SERVING EQ",NA,178425.576374214
"1318","N081","INSTALL OF CONTAINERS-PACKAGING",NA,4598.15546772069
"1319","N099","INSTALL OF MISC EQ",NA,277847.894916559
"1320","P300","SALVAGE OF MARINE VESSELS",NA,153890.407018553
"1321","Q101","DEPENDENT MEDICARE SERVICES","Medical",146741.170610719
"1322","Q201","GENERAL HEALTH CARE SERVICES","Medical",153197976.3434
"1323","Q301","LABORATORY TESTING SERVICES","Medical",410433183.239119
"1324","Q401","MEDICAL- NURSING","Medical",3501904.01407304
"1325","Q402","MEDICAL- NURSING HOME CARE CONTRACTS","Medical",116197.06584343
"1326","Q403","EVALUATION AND SCREENING","Medical",1205861.55542689
"1327","Q502","CARDIO-VASCULAR SERVICES","Medical",4036288.82300493
"1328","Q503","DENTISTRY SERVICES","Medical",1033496.48624287
"1329","Q506","MEDICAL- GERIATRIC","Medical",42461.3087157209
"1330","Q507","GYNECOLOGY SERVICES","Medical",16210.8547548207
"1331","Q508","HEMATOLOGY SERVICES","Medical",2751200.68437341
"1332","Q509","INTERNAL MEDICINE SERVICES","Medical",67870.4879319504
"1333","Q510","MEDICAL- NEUROLOGY","Medical",22061.4237306344
"1334","Q511","MEDICAL- OPHTHALMOLOGY","Medical",208006.019306838
"1335","Q514","MEDICAL- OTOLARYNGOLOGY","Medical",1324637.12906389
"1336","Q515","MEDICAL- PATHOLOGY","Medical",42392081.9930995
"1337","Q517","MEDICAL- PHARMACOLOGY","Medical",80373.1646100113
"1338","Q518","MEDICAL- PHYSICAL MEDICINE/REHABILITATION","Medical",290455.21934015
"1339","Q519","MEDICAL- PSYCHIATRY","Medical",31124756.4774127
"1340","Q520","MEDICAL- PODIATRY","Medical",6685
"1341","Q521","MEDICAL- PULMONARY","Medical",25008.3110208934
"1342","Q522","MEDICAL- RADIOLOGY","Medical",779705.91617827
"1343","Q523","MEDICAL- SURGERY","Medical",856989.641811545
"1344","Q526","MEDICAL- MEDICAL/PSYCHIATRIC CONSULTATION","Medical",1522710.05970243
"1345","Q527","MEDICAL- NUCLEAR MEDICINE","Medical",7500
"1346","Q602","Medical Records","Medical",1380940.75
"1347","Q701","Specialized Medical Support","Medical",3496525.25708114
"1348","Q702","Technical Medical Support","Medical",144071.96631123
"1349","Q999","MEDICAL- OTHER","Medical",319118721.460043
"1350","R4","PROFESSIONAL SERVICES",NA,2102550.72463768
"1351","R401","PERSONAL CARE SERVICES",NA,31578573.2453122
"1352","R402","REAL ESTATE BROKERAGE SERVICES",NA,951538.443740052
"1353","R404","PROF SVCS/LAND SURVEYS - CADASTRAL",NA,911232.609047111
"1354","R405","OPERATIONS RESEARCH & QUANTITATIVE",NA,659430500.122706
"1355","R406","POLICY REVIEW/DEVELOPMENT SERVICES",NA,14468544.4137588
"1356","R407","PROGRAM EVALUATION SERVICES",NA,203536577.56237
"1357","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES",NA,3677446601.9432
"1358","R409","PROGRAM REVIEW/DEVELOPMENT SERVICES",NA,11284973.1135366
"1359","R410","SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT",NA,236540241.305252
"1360","R411","PROF SVCS/REAL PROPERTY APPRAISALS",NA,340461.216821355
"1361","R412","SIMULATION",NA,98377111.528025
"1362","R413","SPECIFICATIONS DEVELOPMENT SERVICES",NA,15184477.8152893
"1363","R414","SYSTEMS ENGINEERING SERVICES",NA,14085702581.0307
"1364","R415","PROF SVCS/TECH SHARING-UTIL",NA,807285392.734779
"1365","R416","SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE",NA,451381544.908764
"1366","R418","LEGAL SERVICES",NA,810445.759201947
"1367","R419","EDUCATIONAL SERVICES",NA,39976416.4419855
"1368","R420","CERTIFICATIONS & ACCREDIT PROD & IN",NA,8859748.12898563
"1369","R421","TECHNICAL ASSISTANCE",NA,1775774594.9108
"1370","R422","MARKET RESEARCH & PUBLIC OPINION SE",NA,4874293.97373978
"1371","R423","INTELLIGENCE SERVICES",NA,216557486.480294
"1372","R424","EXPERT WITNESS",NA,4751205.07385399
"1373","R425","ENGINEERING AND TECHNICAL SERVICES",NA,69676086301.7073
"1374","R426","COMMUNICATIONS SERVICES",NA,187374601.42409
"1375","R427","PROF SVCS/WEATHER RPT-OBSERV",NA,32246524.8627205
"1376","R428","INDUSTRIAL HYGIENICS",NA,532710.794032801
"1377","R429","SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT",NA,64786228.6838066
"1378","R430","SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING",NA,8474.22983639706
"1379","R431","SUPPORT- PROFESSIONAL: HUMAN RESOURCES",NA,7042527.83581288
"1380","R497","PERSONAL SERVICES CONTRACTS",NA,28372838.151519
"1381","R498","PATENT AND TRADEMARK SERVICES",NA,47160879.7989388
"1382","R499","OTHER PROFESSIONAL SERVICES",NA,5330697021.74863
"1383","R525","STUDY/NATURAL RESOURCE",NA,-21408.145027448
"1384","R602","COURIER AND MESSENGER SERVICES",NA,3781.80932667722
"1385","R603","SUPPORT- ADMINISTRATIVE: TRANSCRIPTION",NA,848198.235711515
"1386","R604","MAILING AND DISTRIBUTION SERVICES",NA,737811.016827269
"1387","R605","LIBRARY SERVICES",NA,240279.093772503
"1388","R606","COURT REPORTING SERVICES",NA,102592.272931805
"1389","R608","ADMIN SVCS/TRANSLATION-SIGN LANGUAG",NA,297134.796286776
"1390","R610","PERSONAL PROPERTY MANAGEMENT SERVIC",NA,69212.3252729313
"1391","R611","CREDIT REPORTING SERVICES",NA,45606.0778476863
"1392","R612","INFORMATION RETRIEVAL",NA,8467529.41403125
"1393","R615","SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION",NA,4230.43977494546
"1394","R699","OTHER ADMINISTRATIVE SUPPORT SVCS",NA,293233716.08093
"1395","R701","ADVERTISING SERVICES",NA,2180187.21854501
"1396","R702","DATA COLLECTION SERVICES",NA,237964230.150192
"1397","R703","ACCOUNTING SERVICES",NA,114304885.836785
"1398","R704","AUDITING SERVICES",NA,28640715.2909696
"1399","R705","DEBT COLLECTION SERVICES",NA,1305968.64662736
"1400","R706","LOGISTICS SUPPORT SERVICES",NA,161210907.257616
"1401","R707","MGT SVCS/CONTRACT & PROCUREMENT SUP",NA,3301865881.16082
"1402","R708","PUBLIC RELATIONS SERVICES",NA,73842160.8847665
"1403","R709","ONGOING AUDIT OPERATIONS SUPPORT",NA,23003.6855036855
"1404","R710","FINANCIAL SERVICES",NA,166840706.79051
"1405","R712","COIN MINTING",NA,256469.038208169
"1406","R799","OTHER MANAGEMENT SUPPORT SERVICES",NA,1776997148.77001
"1407","S1","UTILITIES",NA,0
"1408","S112","ELECTRIC SERVICES",NA,8811.52989177225
"1409","S113","TELEPHONE AND-OR COMMUNICATIONS SER",NA,14004.2441929576
"1410","S119","OTHER UTILITIES",NA,1422.92490118577
"1411","S201","CUSTODIAL JANITORIAL SERVICES",NA,766096.273830229
"1412","S203","FOOD SERVICES",NA,7635.28682202846
"1413","S204","FUELING SERVICE",NA,1377.21349842562
"1414","S206","GUARD SERVICES",NA,3081998.2196326
"1415","S207","HOUSEKEEPING- INSECT/RODENT CONTROL",NA,15987.4994491551
"1416","S208","HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING",NA,16979.3531447667
"1417","S209","HOUSEKEEPING- LAUNDRY/DRYCLEANING",NA,0
"1418","S211","HOUSEKEEPING- SURVEILLANCE",NA,21551046.9932063
"1419","S215","HOUSEKEEPING- WAREHOUSING/STORAGE",NA,3020005.17530404
"1420","S216","FACILITIES OPERATIONS SUPPORT SVCS",NA,33501674.1094602
"1421","S299","HOUSEKEEPING- OTHER",NA,20656.289665453
"1422","T001","ARTS/GRAPHICS SERVICES",NA,3261472.60523097
"1423","T002","CARTOGRAPHY SERVICES",NA,3829.95021064726
"1424","T003","CATALOGING SERVICES",NA,31569.5117826136
"1425","T004","CHARTING SERVICES",NA,741331.500370764
"1426","T006","FILM/VIDEO TAPE PRODUCTION SERVICES",NA,44862.9443715847
"1427","T008","PHOTO/MAP/PRINT/PUBLICATION- PHOTOGRAMMETRY",NA,23835.4929485606
"1428","T009","AERIAL PHOTOGRAPHIC SERVICES",NA,502523.366598771
"1429","T011","PHOTO/MAP/PRINT/PUBLICATION- PRINT/BINDING",NA,68348.4528395675
"1430","T012","PHOTO/MAP/PRINT/PUBLICATION- REPRODUCTION",NA,39167.5781696176
"1431","T013","PHOTO/MAP/PRINT/PUBLICATION- TECHNICAL WRITING",NA,11197672.5000074
"1432","T014","PHOTO/MAP/PRINT/PUBLICATION- TOPOGRAPHY",NA,28080.0280800281
"1433","T016","AUDIO/VISUAL SERVICES",NA,572380.191404567
"1434","T099","OTHER PHOTO MAPPING PRINTING SVC",NA,1438877.84189931
"1435","U001","EDUCATION/TRAINING- LECTURES",NA,4987063.28044694
"1436","U002","EDUCATION/TRAINING- PERSONNEL TESTING",NA,51676.4207750149
"1437","U003","EDUCATION/TRAINING- RESERVE TRAINING (MILITARY)",NA,9379.44664031621
"1438","U004","EDUCATION/TRAINING- SCIENTIFIC/MANAGEMENT",NA,16413568.1664018
"1439","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",NA,6116893.4919784
"1440","U006","EDUCATION/TRAINING- VOCATIONAL/TECHNICAL",NA,2017145.5119092
"1441","U008","EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT",NA,105590186.820953
"1442","U009","EDUCATION SERVICES",NA,25037927.5030002
"1443","U010","CERT & ACCREDIATIONS FOR EDUCATIONA",NA,3674801.79978912
"1444","U011","AIDS TRAINING",NA,250625.470642453
"1445","U012","EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING",NA,9274484.16527309
"1446","U013","EDUCATION/TRAINING- COMBAT",NA,1928533.09279513
"1447","U099","EDUCATION/TRAINING- OTHER",NA,70614832.1635753
"1448","V001","GBL & GTR PROCUREMENTS",NA,83900
"1449","V002","MOTOR POOL OPERATIONS",NA,1464.23962011445
"1450","V003","PACKING/CRATING SERVICES",NA,7241.10671936759
"1451","V112","MOTOR FREIGHT",NA,156.430401676055
"1452","V114","STEVEDORING",NA,100.591418368584
"1453","V119","OTHER CARGO AND FREIGHT SERVICES",NA,31993568.081354
"1454","V121","AIR CHARTER FOR THINGS",NA,92122.5296442688
"1455","V124","MARINE CHARTER FOR THINGS",NA,389287.871161218
"1456","V126","SPACE TRANSP & LAUNCH",NA,22899565.1192072
"1457","V129","OTHER VEHICLE CHARTER FOR THINGS",NA,20655.9250523769
"1458","V211","AIR PASSENGER SERVICE",NA,168835.816916168
"1459","V214","MARINE PASSENGER SERVICE",NA,0
"1460","V221","PASSENGER AIR CHARTER SERVICE",NA,6765.43180327869
"1461","V222","PASSENGER MOTOR CHARTER SERVICE",NA,74412.0744120744
"1462","V224","PASSENGER MARINE CHARTER SERVICE",NA,369259.43188774
"1463","V227","NAVIGATIONAL AID & PILOTAGE SVCS",NA,11177.3702592366
"1464","V231","LODGING - HOTEL/MOTEL",NA,89934.9555090741
"1465","V251","CIVILIAN PERSONNEL RECRUITMENT",NA,20431.7372832702
"1466","V301","RELOCATION SERVICES",NA,79618.0778672578
"1467","V302","TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: TRAVEL AGENT",NA,159974.891200449
"1468","V999","OTHER TRAVEL SVCS",NA,533145.110651783
"1469","W015","LEASE OR RENTAL OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS",NA,1156600.27797056
"1470","W017","LEASE OR RENTAL OF EQUIPMENT- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT",NA,1999598.2908013
"1471","W019","LEASE OR RENTAL OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS",NA,-3608.79830992917
"1472","W020","LEASE OR RENTAL OF EQUIPMENT- SHIP AND MARINE EQUIPMENT",NA,261522.205477437
"1473","W036","LEASE OR RENTAL OF EQUIPMENT- SPECIAL INDUSTRY MACHINERY",NA,59330.6805428018
"1474","W054","LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES  AND SCAFFOLDING",NA,27246.8096660331
"1475","W058","LEASE OR RENTAL OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",NA,42215.0540521929
"1476","W063","LEASE OR RENTAL OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",NA,43146.843089314
"1477","W065","LEASE OR RENTAL OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",NA,18230.3053742393
"1478","W066","LEASE OR RENTAL OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT",NA,622243.759625751
"1479","W068","LEASE OR RENTAL OF EQUIPMENT- CHEMICALS AND CHEMICAL PRODUCTS",NA,41503.7153740307
"1480","W070","LEASE OR RENTAL OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT",NA,72410.8663053732
"1481","W075","LEASE OR RENTAL OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES",NA,7429.25510889457
"1482","W088","LEASE OR RENTAL OF EQUIPMENT- LIVE ANIMALS",NA,19533407.7832122
"1483","W099","LEASE OR RENTAL OF EQUIPMENT- MISCELLANEOUS",NA,2608382.34515587
"1484","X111","LEASE/RENTAL OF OFFICE BUILDINGS",NA,101509.803402128
"1485","X112","LEASE-RENT OF CONF SPACE & FAC",NA,641222.065927515
"1486","X119","LEASE-RENT OF OTHER ADMIN-SVC BLDGS",NA,2624284.642671
"1487","X139","LEASE-RENT OF OTHER EDUCATIONAL BLD",NA,9095.84577789845
"1488","X142","LEASE-RENT OF LABS & CLINICS",NA,26223.7243692412
"1489","X169","LEASE-RENT OF OTHER RESIDENTIAL BLD",NA,12036.5912373616
"1490","X171","LEASE-RENT OF AMMO STORAGE BLDGS",NA,8553.55547044555
"1491","X192","LEASE-RENT OF TEST BUILDINGS",NA,18112.6624939817
"1492","X199","LEASE-RENT OF MISC BLDGS",NA,38084.7497007946
"1493","X1AA","LEASE/RENTAL OF OFFICE BUILDINGS",NA,24508.2343597986
"1494","X1AB","LEASE/RENTAL OF CONFERENCE SPACE AND FACILITIES",NA,116955.75770756
"1495","X1CZ","LEASE/RENTAL OF OTHER EDUCATIONAL BUILDINGS",NA,177106.324084947
"1496","X1DB","LEASE/RENTAL OF LABORATORIES AND CLINICS",NA,25835.3427488805
"1497","X1FZ","LEASE/RENTAL OF OTHER RESIDENTIAL BUILDINGS",NA,4148.05360561583
"1498","X1JB","LEASE/RENTAL OF TESTING AND MEASUREMENT BUILDINGS",NA,100645.368265596
"1499","X1PZ","LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES",NA,368.175419815174
"1500","X222","LEASE-RENT OF HWYS-RDS-STS-BRDGS-RA",NA,399505.071353678
"1501","X292","LEASE-RENT OF EXHIBIT (NON-BLDG)",NA,47323.2557143734
"1502","Y111","CONSTRUCTION OF OFFICE BUILDINGS",NA,176969.369437787
"1503","Y112","CONSTRUCT/CONF SPACE & FAC",NA,29133.0291330291
"1504","Y119","CONSTRUCT/OTHER ADMIN & SVCS BLDGS",NA,573233.302408582
"1505","Y131","CONSTRUCTION OF SCHOOLS",NA,5294.59679609014
"1506","Y142","CONSTRUCT/LABORATORIES & CLINICS",NA,180564.071945736
"1507","Y149","CONSTRUCT/OTHER HOSPITAL BLDGS",NA,144391.279728199
"1508","Y152","CONSTRUCT/MAINT BLDGS",NA,42045.162045162
"1509","Y153","CONSTRUCT/PRODUCTION BLDGS",NA,6907982791.82479
"1510","Y181","CONSTRUCT/R&D - GOCO FACILITIES",NA,1827198.51803429
"1511","Y199","CONSTRUCT/MISC BLDGS",NA,0
"1512","Y1AA","CONSTRUCTION OF OFFICE BUILDINGS",NA,43957.769355712
"1513","Y1HA","CONSTRUCTION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES",NA,645901.639344262
"1514","Y1MF","CONSTRUCTION OF EPG FACILITIES - PETROLEUM",NA,12509551.9149248
"1515","Y243","CONSTRUCT/POLLUTE ABATEMENT & CONTR",NA,2197797.74384448
"1516","Y245","CONSTRUCT/WATER SUPPLY",NA,153443.118078527
