"ProjectAbbreviation","ProjectName","ProjectPlatform","Fiscal.Year","Action_Obligation"
"505","505",NA,2019,3558108891.4062
"505","505",NA,2020,4555688642.2628
"508","UHF FOLLOW-ON ","Space Systems",2008,-1132207
"508","UHF FOLLOW-ON ","Space Systems",2009,186185.4375
"508","UHF FOLLOW-ON ","Space Systems",2010,233246.1021
"508","UHF FOLLOW-ON ","Space Systems",2012,13312
"508","UHF FOLLOW-ON ","Space Systems",2013,70666.42
"508","UHF FOLLOW-ON ","Space Systems",2014,63166.3
"508","UHF FOLLOW-ON ","Space Systems",2015,0
"511","511","Missile Defense",2013,90000
"511","511","Missile Defense",2014,90000
"511","511","Missile Defense",2019,0
"512","ACWS",NA,2020,74752
"515","EFV (AAAV) ","Land Vehicles",2004,30562
"515","EFV (AAAV) ","Land Vehicles",2007,4085469
"515","EFV (AAAV) ","Land Vehicles",2008,-18041.0996
"515","EFV (AAAV) ","Land Vehicles",2009,3593181.625
"515","EFV (AAAV) ","Land Vehicles",2010,-20104.7598
"516","SSN 774 ","Ships & Submarines",2011,560
"525","CGS ","Electronics, Comms, & Sensors",2011,9360
"527","Massive Ordnance Penetrator (MOP)",NA,2019,7901555.1563
"527","Massive Ordnance Penetrator (MOP)",NA,2020,25733235.1445
"529","AAG",NA,2017,14896.2002
"530","AV-8B REMANUFACTURE ","Aircraft",2005,1536209
"530","AV-8B REMANUFACTURE ","Aircraft",2008,7418.2998
"530","AV-8B REMANUFACTURE ","Aircraft",2009,0
"531","PATRIOT/MEADS ","Missile Defense",2010,1996697.7266
"531","PATRIOT/MEADS ","Missile Defense",2012,639495.0625
"531","PATRIOT/MEADS ","Missile Defense",2013,9727091.9453
"531","PATRIOT/MEADS ","Missile Defense",2014,37489754.3204
"531","PATRIOT/MEADS ","Missile Defense",2015,1178125193.6519
"531","PATRIOT/MEADS ","Missile Defense",2016,43880785.7099
"531","PATRIOT/MEADS ","Missile Defense",2017,1575506147.7566
"531","PATRIOT/MEADS ","Missile Defense",2018,3902237456.5622
"531","PATRIOT/MEADS ","Missile Defense",2019,1126825152.759
"531","PATRIOT/MEADS ","Missile Defense",2020,615142410.2882
"532","532","Ordnance and Missiles",2013,14938.02
"534","TACIT RAINBOW (JGL) ","Ordnance and Missiles",2006,95625
"534","TACIT RAINBOW (JGL) ","Ordnance and Missiles",2009,-2798
"534","TACIT RAINBOW (JGL) ","Ordnance and Missiles",2013,30387.6
"534","TACIT RAINBOW (JGL) ","Ordnance and Missiles",2014,25648.35
"536","536","Ordnance and Missiles",2013,1467
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",1997,2800000
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",1998,103550100
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",1999,4695322
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2000,1775504
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2001,2807797
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2002,7459208
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2003,82360
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2004,39921144
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2005,121439592
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2006,193675593.7402
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2007,8125750.5568
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2008,28000586.6739
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2009,31345938.024
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2010,2448121.5562
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2011,-577492.8594
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2012,486948.1542
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2013,-129327.68
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2014,816650
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2015,509908.89
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2016,-138985
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2017,-37352.7114
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2018,-679916.2891
"541","LONGBOW HELLFIRE ","Ordnance and Missiles",2020,-11795.6104
"545","ATACMS BAT ","Ordnance and Missiles",2001,9900
"545","ATACMS BAT ","Ordnance and Missiles",2002,253639
"545","ATACMS BAT ","Ordnance and Missiles",2003,121966
"545","ATACMS BAT ","Ordnance and Missiles",2004,283646
"545","ATACMS BAT ","Ordnance and Missiles",2005,4899615
"545","ATACMS BAT ","Ordnance and Missiles",2007,2104.5
"545","ATACMS BAT ","Ordnance and Missiles",2008,66891.9391
"545","ATACMS BAT ","Ordnance and Missiles",2009,13436
"545","ATACMS BAT ","Ordnance and Missiles",2010,-6966.8901
"545","ATACMS BAT ","Ordnance and Missiles",2012,-9072.9902
"545","ATACMS BAT ","Ordnance and Missiles",2013,0
"545","ATACMS BAT ","Ordnance and Missiles",2014,0
"545","ATACMS BAT ","Ordnance and Missiles",2019,0
"549","F/A-18 E/F ","Aircraft",2004,751603
"549","F/A-18 E/F ","Aircraft",2005,12224710
"549","F/A-18 E/F ","Aircraft",2006,117109
"549","F/A-18 E/F ","Aircraft",2007,13108885
"549","F/A-18 E/F ","Aircraft",2008,31430445
"549","F/A-18 E/F ","Aircraft",2009,38763704
"549","F/A-18 E/F ","Aircraft",2010,26865364
"549","F/A-18 E/F ","Aircraft",2011,15932680
"549","F/A-18 E/F ","Aircraft",2012,63685118
"549","F/A-18 E/F ","Aircraft",2013,29931920
"549","F/A-18 E/F ","Aircraft",2014,47632705
"549","F/A-18 E/F ","Aircraft",2015,0
"549","F/A-18 E/F ","Aircraft",2016,0
"549","F/A-18 E/F ","Aircraft",2017,-1e+05
"549","F/A-18 E/F ","Aircraft",2019,0
"549","F/A-18 E/F ","Aircraft",2020,-42577
"551","NESP ","Space Systems",2004,24921008
"551","NESP ","Space Systems",2005,4527755
"551","NESP ","Space Systems",2006,17039192
"551","NESP ","Space Systems",2007,29874508
"551","NESP ","Space Systems",2008,14904213
"551","NESP ","Space Systems",2009,4702827
"551","NESP ","Space Systems",2010,909012
"551","NESP ","Space Systems",2011,-44000
"551","NESP ","Space Systems",2012,-71416.9791
"553","THAAD ","Missile Defense",2005,84101
"553","THAAD ","Missile Defense",2008,3212448
"553","THAAD ","Missile Defense",2009,27544215.4643
"553","THAAD ","Missile Defense",2010,50572063.5099
"553","THAAD ","Missile Defense",2011,71424566.8059
"553","THAAD ","Missile Defense",2012,42940175.0849
"553","THAAD ","Missile Defense",2013,350508.68
"553","THAAD ","Missile Defense",2014,-4395676.94
"553","THAAD ","Missile Defense",2015,-506551.1355
"553","THAAD ","Missile Defense",2016,-800655.8765
"553","THAAD ","Missile Defense",2017,-2155289.9847
"554","MIDS-LVT ","Electronics, Comms, & Sensors",2004,36900
"555","JASSM ","Ordnance and Missiles",2004,112007225
"555","JASSM ","Ordnance and Missiles",2005,145884790
"555","JASSM ","Ordnance and Missiles",2006,197420097
"555","JASSM ","Ordnance and Missiles",2007,161612871.5727
"555","JASSM ","Ordnance and Missiles",2008,171290769.9577
"555","JASSM ","Ordnance and Missiles",2009,55772029.9823
"555","JASSM ","Ordnance and Missiles",2010,172477825.8203
"555","JASSM ","Ordnance and Missiles",2011,257669710.7012
"555","JASSM ","Ordnance and Missiles",2012,263783134.5523
"555","JASSM ","Ordnance and Missiles",2013,86098968.07
"555","JASSM ","Ordnance and Missiles",2014,521613267.44
"555","JASSM ","Ordnance and Missiles",2015,84058772.4325
"555","JASSM ","Ordnance and Missiles",2016,834237926.1737
"555","JASSM ","Ordnance and Missiles",2017,654747930.265
"555","JASSM ","Ordnance and Missiles",2018,162374147.9648
"555","JASSM ","Ordnance and Missiles",2019,774606176.2531
"555","JASSM ","Ordnance and Missiles",2020,1304891832.759
"560","JPATS ","Aircraft",2010,235559.2657
"575","ABRAMS UPGRADE ","Land Vehicles",2004,895017.5
"575","ABRAMS UPGRADE ","Land Vehicles",2005,17666311
"575","ABRAMS UPGRADE ","Land Vehicles",2006,2270103
"575","ABRAMS UPGRADE ","Land Vehicles",2007,17498799.1797
"575","ABRAMS UPGRADE ","Land Vehicles",2008,12355928.2248
"575","ABRAMS UPGRADE ","Land Vehicles",2009,5587541.7065
"575","ABRAMS UPGRADE ","Land Vehicles",2010,1299589.945
"575","ABRAMS UPGRADE ","Land Vehicles",2011,7489413.3881
"575","ABRAMS UPGRADE ","Land Vehicles",2012,366280.2284
"575","ABRAMS UPGRADE ","Land Vehicles",2013,-87946.35
"575","ABRAMS UPGRADE ","Land Vehicles",2014,-489804.03
"575","ABRAMS UPGRADE ","Land Vehicles",2015,-10547.0098
"575","ABRAMS UPGRADE ","Land Vehicles",2017,-25000
"575","ABRAMS UPGRADE ","Land Vehicles",2018,-110024.84
"575","ABRAMS UPGRADE ","Land Vehicles",2019,-0.44
"575","ABRAMS UPGRADE ","Land Vehicles",2020,-184414.125
"576","Mk21A Reentry Vehicle",NA,2020,49727103
"578","NAVY AREA TBMD ","Missile Defense",2005,0
"578","NAVY AREA TBMD ","Missile Defense",2006,876859
"578","NAVY AREA TBMD ","Missile Defense",2007,8436238
"578","NAVY AREA TBMD ","Missile Defense",2008,4347571.9688
"578","NAVY AREA TBMD ","Missile Defense",2009,1038064.2344
"578","NAVY AREA TBMD ","Missile Defense",2010,876196
"578","NAVY AREA TBMD ","Missile Defense",2011,1256294.8906
"578","NAVY AREA TBMD ","Missile Defense",2012,0
"578","NAVY AREA TBMD ","Missile Defense",2014,-37890.48
"580","FAAD C2I(ATCCS) ","Electronics, Comms, & Sensors",2006,99176
"581","AIM-9X ","Ordnance and Missiles",2004,464732101
"581","AIM-9X ","Ordnance and Missiles",2005,10218362
"581","AIM-9X ","Ordnance and Missiles",2006,58365107
"581","AIM-9X ","Ordnance and Missiles",2007,201420782
"581","AIM-9X ","Ordnance and Missiles",2008,176043145.5
"581","AIM-9X ","Ordnance and Missiles",2009,226764639.3438
"581","AIM-9X ","Ordnance and Missiles",2010,194109468.8908
"581","AIM-9X ","Ordnance and Missiles",2011,127114949.9741
"581","AIM-9X ","Ordnance and Missiles",2012,295542675.8204
"581","AIM-9X ","Ordnance and Missiles",2013,279082373.86
"581","AIM-9X ","Ordnance and Missiles",2014,341941786.03
"581","AIM-9X ","Ordnance and Missiles",2015,39497646.8323
"581","AIM-9X ","Ordnance and Missiles",2016,-4843146.8437
"581","AIM-9X ","Ordnance and Missiles",2017,-113486.1094
"581","AIM-9X ","Ordnance and Missiles",2018,-268738.2656
"581","AIM-9X ","Ordnance and Missiles",2019,-2754776.3809
"581","AIM-9X ","Ordnance and Missiles",2020,-1715185.5128
"586","586",NA,2020,60637232
"601","BRADLEY UPGRADE ","Land Vehicles",2004,1836112
"601","BRADLEY UPGRADE ","Land Vehicles",2005,142512149
"601","BRADLEY UPGRADE ","Land Vehicles",2006,31624639
"601","BRADLEY UPGRADE ","Land Vehicles",2007,-139246.6459
"601","BRADLEY UPGRADE ","Land Vehicles",2009,0
"601","BRADLEY UPGRADE ","Land Vehicles",2010,48215076
"601","BRADLEY UPGRADE ","Land Vehicles",2011,1269715.5605
"601","BRADLEY UPGRADE ","Land Vehicles",2012,0
"601","BRADLEY UPGRADE ","Land Vehicles",2014,0
"724","MCS (ATCCS) ","Electronics, Comms, & Sensors",2005,2587
"735","SADARM ","Ordnance and Missiles",2009,494851.0938
"735","SADARM ","Ordnance and Missiles",2010,237000
"735","SADARM ","Ordnance and Missiles",2011,280635.5234
"735","SADARM ","Ordnance and Missiles",2015,-6524.8
"735","SADARM ","Ordnance and Missiles",2017,-51074.7188
"746","FMTV ","Land Vehicles",2011,24360.5996
"746","FMTV ","Land Vehicles",2012,170011.77
"746","FMTV ","Land Vehicles",2013,6584.26
"746","FMTV ","Land Vehicles",2014,1432
"746","FMTV ","Land Vehicles",2015,0
"752","NATO AAWS ","Ordnance and Missiles",2008,35500
"752","NATO AAWS ","Ordnance and Missiles",2009,7675
"755","B-2A ","Aircraft",2004,433070
"755","B-2A ","Aircraft",2009,420000
"755","B-2A ","Aircraft",2010,0
"755","B-2A ","Aircraft",2011,192949.6099
"755","B-2A ","Aircraft",2012,88114.9531
"755","B-2A ","Aircraft",2013,101888.93
"755","B-2A ","Aircraft",2014,278880
"755","B-2A ","Aircraft",2015,0
"766","JSOW ","Ordnance and Missiles",2001,919724
"766","JSOW ","Ordnance and Missiles",2002,481691
"766","JSOW ","Ordnance and Missiles",2004,11858254
"766","JSOW ","Ordnance and Missiles",2005,22720484.5
"766","JSOW ","Ordnance and Missiles",2006,22444432.4317
"766","JSOW ","Ordnance and Missiles",2007,173620531.7618
"766","JSOW ","Ordnance and Missiles",2008,168890304.1563
"766","JSOW ","Ordnance and Missiles",2009,193239076.627
"766","JSOW ","Ordnance and Missiles",2010,137847342.5636
"766","JSOW ","Ordnance and Missiles",2011,138959072.0557
"766","JSOW ","Ordnance and Missiles",2012,118973220.4236
"766","JSOW ","Ordnance and Missiles",2013,116779332.58
"766","JSOW ","Ordnance and Missiles",2014,116400881.17
"766","JSOW ","Ordnance and Missiles",2015,211189991.7359
"766","JSOW ","Ordnance and Missiles",2016,58370045.0069
"766","JSOW ","Ordnance and Missiles",2017,31258630.8508
"766","JSOW ","Ordnance and Missiles",2018,247749447.1054
"766","JSOW ","Ordnance and Missiles",2019,24247614.02
"766","JSOW ","Ordnance and Missiles",2020,176156157.0158
"769","LAV (NAVY) ","Land Vehicles",2007,95615.1602
"769","LAV (NAVY) ","Land Vehicles",2008,357628.2734
"769","LAV (NAVY) ","Land Vehicles",2009,3639919.5
"769","LAV (NAVY) ","Land Vehicles",2010,56922
"769","LAV (NAVY) ","Land Vehicles",2011,2224733.0098
"769","LAV (NAVY) ","Land Vehicles",2012,18687109
"769","LAV (NAVY) ","Land Vehicles",2013,9056952
"769","LAV (NAVY) ","Land Vehicles",2014,627035.49
"769","LAV (NAVY) ","Land Vehicles",2015,76046212
"769","LAV (NAVY) ","Land Vehicles",2016,79428177.3067
"769","LAV (NAVY) ","Land Vehicles",2017,8792429
"769","LAV (NAVY) ","Land Vehicles",2018,-813648.0215
"769","LAV (NAVY) ","Land Vehicles",2019,130978.5206
"769","LAV (NAVY) ","Land Vehicles",2020,-9225.5098
"782","B-52 OAS/CMI MODS ","Aircraft",2007,137895.1875
"782","B-52 OAS/CMI MODS ","Aircraft",2008,295223.5
"782","B-52 OAS/CMI MODS ","Aircraft",2011,-2270.95
"782","B-52 OAS/CMI MODS ","Aircraft",2014,339800.36
"782","B-52 OAS/CMI MODS ","Aircraft",2015,0
"788","MILSTAR ","Space Systems",1991,4943000
"788","MILSTAR ","Space Systems",1992,45042517
"788","MILSTAR ","Space Systems",1993,417824775
"788","MILSTAR ","Space Systems",1994,871012092
"788","MILSTAR ","Space Systems",1995,539320048
"788","MILSTAR ","Space Systems",1996,464302558
"788","MILSTAR ","Space Systems",1997,622468823
"788","MILSTAR ","Space Systems",1998,567391781
"788","MILSTAR ","Space Systems",1999,488879105
"788","MILSTAR ","Space Systems",2000,352723493
"788","MILSTAR ","Space Systems",2001,394238915
"788","MILSTAR ","Space Systems",2002,192743207
"788","MILSTAR ","Space Systems",2003,123844663
"788","MILSTAR ","Space Systems",2004,156953983
"788","MILSTAR ","Space Systems",2005,236022787
"788","MILSTAR ","Space Systems",2006,228589758
"788","MILSTAR ","Space Systems",2007,370051876.4043
"788","MILSTAR ","Space Systems",2008,357654800.9502
"788","MILSTAR ","Space Systems",2009,257906420.9344
"788","MILSTAR ","Space Systems",2010,97106121.1456
"788","MILSTAR ","Space Systems",2011,106445139.7824
"788","MILSTAR ","Space Systems",2012,90147962.2618
"788","MILSTAR ","Space Systems",2013,108986164.0209
"788","MILSTAR ","Space Systems",2014,81052687.0587
"788","MILSTAR ","Space Systems",2015,34977120.6919
"788","MILSTAR ","Space Systems",2016,-33686.6484
"788","MILSTAR ","Space Systems",2017,20078.2998
"788","MILSTAR ","Space Systems",2018,-16706.3105
"788","MILSTAR ","Space Systems",2019,-1269.08
"788","MILSTAR ","Space Systems",2020,-696607.0625
"831","LONGBOW APACHE ","Aircraft",2003,161771
"831","LONGBOW APACHE ","Aircraft",2007,14863
"948","AVENGER (FAADS LOS-R) ","Missile Defense",2007,-16019914.7968
"948","AVENGER (FAADS LOS-R) ","Missile Defense",2008,135032.5722
"948","AVENGER (FAADS LOS-R) ","Missile Defense",2009,726478.8741
"948","AVENGER (FAADS LOS-R) ","Missile Defense",2010,6363765.4608
"948","AVENGER (FAADS LOS-R) ","Missile Defense",2011,1034769.8418
"948","AVENGER (FAADS LOS-R) ","Missile Defense",2012,10750281.086
"948","AVENGER (FAADS LOS-R) ","Missile Defense",2013,3187674.9
"948","AVENGER (FAADS LOS-R) ","Missile Defense",2014,4793288.48
"948","AVENGER (FAADS LOS-R) ","Missile Defense",2015,4047627
"948","AVENGER (FAADS LOS-R) ","Missile Defense",2016,2732328
"948","AVENGER (FAADS LOS-R) ","Missile Defense",2017,5453987.6173
"948","AVENGER (FAADS LOS-R) ","Missile Defense",2018,-533353.5625
"948","AVENGER (FAADS LOS-R) ","Missile Defense",2019,0
"948","AVENGER (FAADS LOS-R) ","Missile Defense",2020,-4008
"963","NMD ","Missile Defense",2004,163409
"963","NMD ","Missile Defense",2005,6300
"963","NMD ","Missile Defense",2006,1259086
"963","NMD ","Missile Defense",2007,3680824.75
"963","NMD ","Missile Defense",2008,4809133
"963","NMD ","Missile Defense",2009,5269788.875
"963","NMD ","Missile Defense",2010,2936511.7696
"963","NMD ","Missile Defense",2011,7024838.6875
"963","NMD ","Missile Defense",2012,2183671.75
"963","NMD ","Missile Defense",2013,630260.86
"963","NMD ","Missile Defense",2016,0
"963","NMD ","Missile Defense",2017,-2680.72
"963","NMD ","Missile Defense",2018,-70341.8438
"A6","A6","Ordnance and Missiles",2007,1000
"AAC","A-4 SKYHAWK","Electronics, Comms, & Sensors",1990,298000
"AAC","A-4 SKYHAWK","Electronics, Comms, & Sensors",1991,249000
"AAC","A-4 SKYHAWK","Electronics, Comms, & Sensors",1992,703076
"AAC","A-4 SKYHAWK","Electronics, Comms, & Sensors",1993,1443378
"AAC","A-4 SKYHAWK","Electronics, Comms, & Sensors",1994,239291
"AAC","A-4 SKYHAWK","Electronics, Comms, & Sensors",1995,93222
"AAC","A-4 SKYHAWK","Electronics, Comms, & Sensors",1996,179025
"AAC","A-4 SKYHAWK","Electronics, Comms, & Sensors",1999,30159
"AAC","A-4 SKYHAWK","Electronics, Comms, & Sensors",2000,2912748
"AAC","A-4 SKYHAWK","Electronics, Comms, & Sensors",2003,753567
"ABC","B-52 STRATO FORTRESS","Electronics, Comms, & Sensors",1990,185000
"ABC","B-52 STRATO FORTRESS","Electronics, Comms, & Sensors",1991,1950000
"ABC","B-52 STRATO FORTRESS","Electronics, Comms, & Sensors",1992,1145794
"ABC","B-52 STRATO FORTRESS","Electronics, Comms, & Sensors",1993,-2114
"ABC","B-52 STRATO FORTRESS","Electronics, Comms, & Sensors",1994,382387
"ABC","B-52 STRATO FORTRESS","Electronics, Comms, & Sensors",1996,156925
"ABC","B-52 STRATO FORTRESS","Electronics, Comms, & Sensors",1997,166659
"ABC","B-52 STRATO FORTRESS","Electronics, Comms, & Sensors",1998,98576
"ABC","B-52 STRATO FORTRESS","Electronics, Comms, & Sensors",1999,504893
"ABC","B-52 STRATO FORTRESS","Electronics, Comms, & Sensors",2000,252511
"ABC","B-52 STRATO FORTRESS","Electronics, Comms, & Sensors",2002,114011
"ABC","B-52 STRATO FORTRESS","Electronics, Comms, & Sensors",2003,489252
"ABK","B-2 STEALTH","Aircraft",1994,104520
"ABK","B-2 STEALTH","Aircraft",1995,491194
"ABK","B-2 STEALTH","Aircraft",1996,317250
"ABK","B-2 STEALTH","Aircraft",1997,1417438
"ABK","B-2 STEALTH","Aircraft",1998,2001945
"ABK","B-2 STEALTH","Aircraft",1999,713578
"ABK","B-2 STEALTH","Aircraft",2000,128016
"ABK","B-2 STEALTH","Aircraft",2003,37189
"AFC","F-4 PHANTOM II","Aircraft",1990,4570000
"AFC","F-4 PHANTOM II","Aircraft",1991,10242000
"AFC","F-4 PHANTOM II","Aircraft",1992,5469204
"AFC","F-4 PHANTOM II","Aircraft",1993,695963
"AFC","F-4 PHANTOM II","Aircraft",1994,402281
"AFC","F-4 PHANTOM II","Aircraft",1995,561879
"AFC","F-4 PHANTOM II","Aircraft",1996,693687
"AFC","F-4 PHANTOM II","Aircraft",1997,230238
"AFC","F-4 PHANTOM II","Aircraft",1998,664915
"AFC","F-4 PHANTOM II","Aircraft",1999,1405325
"AFC","F-4 PHANTOM II","Aircraft",2000,327638
"AFC","F-4 PHANTOM II","Aircraft",2001,1079674
"AFC","F-4 PHANTOM II","Aircraft",2002,179256
"AFC","F-4 PHANTOM II","Aircraft",2003,542175
"AFF","F-15 EAGLE","Aircraft",1990,1964000
"AFF","F-15 EAGLE","Aircraft",1991,7612000
"AFF","F-15 EAGLE","Aircraft",1992,756044
"AFF","F-15 EAGLE","Aircraft",1993,8414290
"AFF","F-15 EAGLE","Aircraft",1994,2132678
"AFF","F-15 EAGLE","Aircraft",1995,3005230
"AFF","F-15 EAGLE","Aircraft",1996,256189158
"AFF","F-15 EAGLE","Aircraft",1997,2583478
"AFF","F-15 EAGLE","Aircraft",1998,3973678
"AFF","F-15 EAGLE","Aircraft",1999,3064387
"AFF","F-15 EAGLE","Aircraft",2000,974312
"AFF","F-15 EAGLE","Aircraft",2001,971906
"AFF","F-15 EAGLE","Aircraft",2002,1184862
"AFF","F-15 EAGLE","Aircraft",2003,2873295
"AFH","F-16 FALCON","Aircraft",1990,2430000
"AFH","F-16 FALCON","Aircraft",1991,2252000
"AFH","F-16 FALCON","Aircraft",1992,5969579
"AFH","F-16 FALCON","Aircraft",1993,18594367
"AFH","F-16 FALCON","Aircraft",1994,2248181
"AFH","F-16 FALCON","Aircraft",1995,9710061
"AFH","F-16 FALCON","Aircraft",1996,6609472
"AFH","F-16 FALCON","Aircraft",1997,3558377
"AFH","F-16 FALCON","Aircraft",1998,4838186
"AFH","F-16 FALCON","Aircraft",1999,2935826
"AFH","F-16 FALCON","Aircraft",2000,1055986
"AFH","F-16 FALCON","Aircraft",2002,11381724
"AFH","F-16 FALCON","Aircraft",2003,9740732
"AFH","F-16 FALCON","Aircraft",2004,45000
"AFH","F-16 FALCON","Aircraft",2006,150518
"AFH","F-16 FALCON","Aircraft",2012,1996.4399
"AFH","F-16 FALCON","Aircraft",2013,0
"AHA","UH-1 IROQUOIS","Aircraft",1992,6292781
"AHA","UH-1 IROQUOIS","Aircraft",1993,2182500
"AHA","UH-1 IROQUOIS","Aircraft",1994,-712570
"AHA","UH-1 IROQUOIS","Aircraft",1995,76276
"AHA","UH-1 IROQUOIS","Aircraft",1996,33399
"AHA","UH-1 IROQUOIS","Aircraft",1997,184979
"AHA","UH-1 IROQUOIS","Aircraft",1998,60000
"AHA","UH-1 IROQUOIS","Aircraft",1999,85600
"AHA","UH-1 IROQUOIS","Aircraft",2000,10451128
"AHA","UH-1 IROQUOIS","Aircraft",2001,7785076
"AHA","UH-1 IROQUOIS","Aircraft",2002,68888
"AHA","UH-1 IROQUOIS","Aircraft",2003,25340
"AHA","UH-1 IROQUOIS","Aircraft",2008,0
"AHC","OH-58 KIOWA (AHIP)","Aircraft",1990,674000
"AHC","OH-58 KIOWA (AHIP)","Aircraft",1991,216000
"AHC","OH-58 KIOWA (AHIP)","Aircraft",1992,1340848
"AHC","OH-58 KIOWA (AHIP)","Aircraft",1993,327865
"AHC","OH-58 KIOWA (AHIP)","Aircraft",1994,840057
"AHC","OH-58 KIOWA (AHIP)","Aircraft",1995,873000
"AHC","OH-58 KIOWA (AHIP)","Aircraft",1996,1867062
"AHC","OH-58 KIOWA (AHIP)","Aircraft",1997,1215445
"AHC","OH-58 KIOWA (AHIP)","Aircraft",1998,1046349
"AHC","OH-58 KIOWA (AHIP)","Aircraft",2000,219852579
"AHC","OH-58 KIOWA (AHIP)","Aircraft",2001,20244350
"AHC","OH-58 KIOWA (AHIP)","Aircraft",2002,981952
"AHC","OH-58 KIOWA (AHIP)","Aircraft",2003,40952880
"AHL","HH-53 SUPER JOLLY","Aircraft",1991,25000
"AHL","HH-53 SUPER JOLLY","Aircraft",2002,339831
"AHV","SH-60 SEAHAWK","Aircraft",1991,79000
"AHV","SH-60 SEAHAWK","Aircraft",1992,98251
"AHV","SH-60 SEAHAWK","Aircraft",1994,1186481
"AHV","SH-60 SEAHAWK","Aircraft",1996,32319
"AHV","SH-60 SEAHAWK","Aircraft",1997,-20030
"AHV","SH-60 SEAHAWK","Aircraft",1999,7779417
"AHV","SH-60 SEAHAWK","Aircraft",2003,328743
"AIA","BLACKHAWK","Aircraft",2000,1062366
"AIA","BLACKHAWK","Aircraft",2001,2094214
"AIA","BLACKHAWK","Aircraft",2002,4783813
"AIA","BLACKHAWK","Aircraft",2003,3037505
"AIA","BLACKHAWK","Aircraft",2004,3467330
"AIA","BLACKHAWK","Aircraft",2005,1006049
"AIA","BLACKHAWK","Aircraft",2006,730363
"AIA","BLACKHAWK","Aircraft",2007,48612
"AIA","BLACKHAWK","Aircraft",2013,-116271.08
"AIA","BLACKHAWK","Aircraft",2017,0
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2000,293472820
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2001,1096917453.3999
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2002,2624331043.8281
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2003,2981694001.0938
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2004,4455972289.586
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2005,4901894864.1563
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2006,4487226755.394
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2007,5636680902.7984
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2008,5827414394.0719
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2009,5278493209.1992
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2010,5134824130.9691
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2011,5072049489.9168
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2012,6412980606.3249
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2013,7378691004.6217
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2014,5574708066.684
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2015,4234648142.4837
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2016,6075253984.317
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2017,5113479977.5101
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2018,7582447549.013
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2019,8027187255.4746
"CAA","MISSILE DEFENSE AGENCY SU","Missile Defense",2020,11487011866.0383
"CMD","AIM-9 SIDEWINDER","Ordnance and Missiles",1990,67463000
"CMD","AIM-9 SIDEWINDER","Ordnance and Missiles",1991,84746000
"CMD","AIM-9 SIDEWINDER","Ordnance and Missiles",1992,78863587
"CMD","AIM-9 SIDEWINDER","Ordnance and Missiles",1993,29932288
"CMD","AIM-9 SIDEWINDER","Ordnance and Missiles",1994,49144273
"CMD","AIM-9 SIDEWINDER","Ordnance and Missiles",1995,146198335
"CMD","AIM-9 SIDEWINDER","Ordnance and Missiles",1996,68636858
"CMD","AIM-9 SIDEWINDER","Ordnance and Missiles",1997,6493717
"CMD","AIM-9 SIDEWINDER","Ordnance and Missiles",1998,10566189
