"SimpleArea","ProductServiceOrRnDarea","ProductOrServiceCode","ProductOrServiceCodeText","MDAcat","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Services","ERS","K012","MOD OF FIRE CONT EQ","Other via Platform Portfolio",1076000,1655000,496340,1134715,303797,,137219,71571,,464110,484905,269928,116523,145157,1145622.8594,127411,1994238,5033757.21,180807,12635,496345.0004,15993350.75,26997,813176,984836.53,3875850.89,131494.8086,123870.6316,3725369.6447,2613571.9023,3036982.4062
"Services","ERS","K013","MOD OF AMMO & EXPLOSIVES","Other via Platform Portfolio",,,2536135,857357,13790,226854,1354734,-89557,2871002,2192715,62168,2087500,2880644,3429196,2352,57083.4004,12914835.9937,525676.4258,20071,22025,161525.5909,,28874.2793,28490.52,0,0,8235,6435,0,,2756
"Services","ERS","K014","MOD OF GUIDED MISSILES","Other via Platform Portfolio",106173000,79288511,138650685,115799239,57102512,11368420,104832783,9340491,1186084,408027478,29916987,49747443,11928726,6828515,21433134,30470422,22737592,100007891.125,28540104.2383,85712071.5274,90064770.6953,50880973.6563,95235489.3281,55172598.32,-2030756.19,-7801323.1163,357895500.2187,86019326.3637,172794137.478,56231774.6422,60019248.7039
"Services","ERS","K015","MOD OF AIRCRAFT","Other via Platform Portfolio",,,,,,,6443000,,,,,,,,110000,562633,,,5852100,14184710.625,14756230.2109,16130320.5312,6449146.7812,0,,-48538.0195,,,,,
"Services","ERS","K016","MOD OF AIRCRAFT COMPONENTS","Other via Platform Portfolio",,,,,,,,,,,,,,,6921705,28331352,-1246012,0,,,,,,,1049975,649992.89,0,,,,-11795.6104
"Services","ERS","K017","MOD OF AIRCRAFT GROUND EQ","Other via Platform Portfolio",-443000,593000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Services","ERS","K018","MOD OF SPACE VEHICLES","Other via Platform Portfolio",,,,,7628000,2810719,,498000,,,1.1e+07,94056269,51824847,26913613,9489925,82811162,89949060.1001,84971814.375,100646208.125,76925925,84596024.29,5968231.4717,-2994984,-44112.98,3496.5,236905.11,-65699.9492,98044.1191,13300.7305,14099032.84,1923469.3692
"Services","ERS","K019","MOD OF SHIPS-SML CRAFT-DOCKS","Other via Platform Portfolio",,,,-27330,,,,,,409000,,,361145,,,,,,,,,,,,,,,3117945,0,3000,105923
"Services","ERS","K025","MOD OF VEHICULAR EQ","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204900
"Services","ERS","K035","MOD OF SERVICE & TRADE EQ","Other via Platform Portfolio",,,,,,,,,,,,,,,,118673,,,-450,,,,,,,,,,,,
"Services","ERS","K036","MOD OF SP INDUSTRY MACHINERY","Other via Platform Portfolio",,,,,,,135741,,,,,,,,,,,,,,,,,,,,,,,,
"Services","ERS","K039","MOD OF MATERIALS HANDLING EQ","Other via Platform Portfolio",,,,,,,,,,,,,30300,,,,,,,,,,,,,,,,16678.9707,0,
"Services","ERS","K040","MOD OF ROPE-CABLE-CHAIN","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,58595,24500,-1099.5601,
"Services","ERS","K049","MOD OF MAINT REPAIR SHOP EQ","Other via Platform Portfolio",,,,,,,17872704,,38106,,,,,,,,,,,,,,,,,,,,,,
"Services","ERS","K052","MOD OF MEASURING TOOLS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,1989452.625,631516.7,0,,,,,,
"Services","ERS","K055","MOD OF LUMBER & MILLWORK","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,8354,,,,,,,,,,,,,
"Services","ERS","K056","MOD OF CONTRUCT MATERIAL","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,7570.5,,,11101.86,,,,,,
"Services","ICT","K058","MOD OF COMMUNICATION EQ","Other via Platform Portfolio",-230000,1412000,140000,,,3909977,2389194,1240000,9058945,2837162,1598406,,,,,,,,,,,,,,,,,,29988939.9375,1884472.625,-75614.6104
"Services","ERS","K059","MOD OF ELECT-ELCT EQ","Other via Platform Portfolio",,,,,171136,,,,,,,,,,,,,,,,,149541,,,,,,,,,47090.8086
"Services","ERS","K066","MOD OF INSTRUMENTS & LAB EQ","Other via Platform Portfolio",,,622350,1574346,,,,,,,,,,,73796,97000,,,,,,,,,,,,,,23980,
"Services","ERS","K069","MOD OF TRAINING AIDS-DEVICES","Other via Platform Portfolio",-117000,,11188848,,95189,,397481,,,,,,,,3e+05,45000,,0,899957,,,,6794608,5395555.67,48088,68000,,-50888,-96624,,-42104.8711
"Services","ICT","K070","MOD OF ADP EQ & SUPPLIES","Other via Platform Portfolio",,,,,,3754949,1040952,,,,,,,,,,13500,,,,,,,,54634.2,,,,,0,
"Services","ERS","K071","MOD OF FURNITURE","Other via Platform Portfolio",,,,,,,,,,,,,,,,7628,,54403,,,,,,,,,,,,,
"Services","ERS","K099","MOD OF MISC EQ","Other via Platform Portfolio",,473000,694416,428962,16427517,4200854,9077146,3514060,910825,372000,81346,,,52537,,,5452,93501,46063.1992,0,,0,35668,2995825.74,,,,0,,2102371,0
"Services","PAMS","L010","TECH REP SVCS/WEAPONS","Other via Platform Portfolio",966000,1479000,392946,200632,184140,,4224494,1598192,3798494,5977959,7683681,7120185,15441119,45351548.6328,44759274,65311022.9678,63833670.4922,250403884.6094,159108190.1818,175571040.3576,150751942.5427,38748927.5319,21088177.8508,13807189.03,5936441.25,28243291.6546,153762511.8214,152232739.7412,156554826.6443,237740677.4702,245488168.2527
"Services","PAMS","L011","TECH REP SVCS/NUCLEAR ORDNANCE","Other via Platform Portfolio",422000,437000,7921,275000,-148014,,,,,,,,,15000,0,24000,21710,7070,30000,,-31620.4302,,165000.5,679713.12,1537047.0001,525179.1704,225637.27,391036.5826,6363.207,,
"Services","PAMS","L012","TECH REP SVCS/FIRE CONT EQ","Other via Platform Portfolio",26190000,105000,414162,,,2841725,17768,2886570,8335298,16132193,9147473,11576520,10472986,1765603,293782,122931,279844,33225,83338.6491,916129.9101,1001787.7898,25512717.2885,12618779.1826,1329511.96,2973951.36,1675989.0098,2106321,53007.5696,91735.5181,2887833.0801,403517.8398
"Services","PAMS","L013","TECH REP SVCS/AMMO & EXPLOSIVES","Other via Platform Portfolio",84000,,195469,,757005,1649106,860399,2331133,3862063,433771,1465372,7810986,4955687,5547770,6000,-2738933,1970963,1102892,1174571.3896,326446.9571,436200.9995,541235.1445,214311.3687,1295164.04,1101276.54,1130128.3201,1110219.5169,3105281.2969,3035664.421,2993103.8429,4107565.25
"Services","PAMS","L014","TECH REP SVCS/GUIDED MISSILES","Other via Platform Portfolio",218125000,201783000,152560156,290670382,271037248,191789598,193798406,91045503,330923396,402539352,799363249,679948053,902374489,1092682817,804999308,844389973,1011743009,2001025402.4686,744125914.8549,569211252.6872,609402276.536,522196137.7811,610974894.2099,327797492.78,444187998.39,284863955.7867,331368542.1176,438825177.8595,413753770.2511,424170526.5471,411895500.1496
"Services","PAMS","L015","TECH REP SVCS/AIRCRAFT","Other via Platform Portfolio",98000,141000,358566,498772,,725104,151526,264110,,,,,,,240408,,,,-9616.3604,,,,,,,,,,,,
"Services","PAMS","L016","TECH REP SVCS/AIRCRAFT COMPONENTS","Other via Platform Portfolio",31000,,,184083,495380,132513,,249508,42100,,,111835,,,225051,192253,281985,,,-17759.4004,,,,,,,,,,,
"Services","PAMS","L017","TECH REP SVCS/AIRCRAFT GROUND EQ","Other via Platform Portfolio",,,,,,206577,,303498,-61981,,-75414,,,,,,,,,,,,,,,,,,,,
"Services","PAMS","L018","TECH REP SVCS/SPACE VEHICLES","Other via Platform Portfolio",74646000,34998000,48306210,45707924,48667397,55246604,41783446,26391391,25958658,26063738,28013767,1374407,490288,173517,,3400,151558.375,1836314.4103,3316326.1719,3857758.2788,2072709.1499,857514.4492,130182.75,-21447.25,-323778.85,-95254.6001,0,7330.6802,,,
"Services","PAMS","L019","TECH REP SVCS/SHIPS-SML CRAFT-DOCKS","Other via Platform Portfolio",3506000,4.6e+07,91483321,74806933,80098413,68087656,181983606,1411809,16412115,16996872,9252572,5050685,,,744454,,,,,,,,,,57480170,57989462.999,61092647,7720120,11967504,6378584.1875,35731020.4219
"Services","PAMS","L020","TECH REP SVCS/SHIP & MARINE EQ","Other via Platform Portfolio",,,,,,,108120,,,,,,,,,,540000,,,,,,,,,,,,,,
"Services","PAMS","L025","TECH REP SVCS/VEHICULAR EQ","Other via Platform Portfolio",,,,-297106,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Services","PAMS","L030","TECH REP SVCS/MECH POWER TRANS EQ","Other via Platform Portfolio",,235000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Services","PAMS","L049","TECH REP SVCS/MAINT REPAIR SHOP EQ","Other via Platform Portfolio",254000,237000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Services","PAMS","L053","TECH REP SVCS/HARDWARE & ABRASIVES","Other via Platform Portfolio",320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Services","ICT","L058","TECH REP SVCS/COMMUNICATION EQ","Other via Platform Portfolio",1648000,383000,167034,-561849,,315775,,,,,,,,,1375461,,17099192,2812997,3666406,3952200,909012,-44000,-88216.9791,,,,,,,,
"Services","PAMS","L059","TECH REP SVCS/ELECT-ELCT EQ","Other via Platform Portfolio",,,51237,,,,,,,,,,,,,,545590,542858.4571,519605.0255,150654.2383,773978.2891,323129,-4760,,,,,,,,
"Services","ICT","L060","TECH REP SVCS/FIBER OPTICS MAT","Other via Platform Portfolio",,,,,,,,1119850,,,,,,,,,,,,,,,,,,,,,,,
"Services","PAMS","L061","TECH REP SVCS/POWER DISTRIBUTION EQ","Other via Platform Portfolio",,,,,,,,,,,,,,156000,156000,156000,,,192000,192000,192000,,192000,169838.8,148610.44,154913.3125,170114.2677,146877.875,,-100,2706
"Services","PAMS","L066","TECH REP SVCS/INSTRUMENTS & LAB EQ","Other via Platform Portfolio",,,,,,,,,,,,,,,,21139,,,,,,,,,,,,,,,
"Services","PAMS","L069","TECH REP SVCS/TRAINING AIDS-DEVICES","Other via Platform Portfolio",,943000,,,,,,,,,,,,,,,95783,9585,,,,,,,,,,,,,
"Services","ICT","L070","TECH REP SVCS/ADP EQ & SUPPLIES","Other via Platform Portfolio",3499000,593000,228848,30000,1669602,99414,,,,,,,,,,,23640,,,,5011785,5384641.47,5172135,5339387.64,5500000,5504104.18,-28135.3604,,,0,
"Services","PAMS","L075","TECH REP SVCS/OFFICE SUPPLIES","Other via Platform Portfolio",,,,,,,,,,,,,,77700,,21987,,,,,,,,,,,,,,,
"Services","PAMS","L099","TECH REP SVCS /MISC EQ","Other via Platform Portfolio",11728000,39526000,38099234,51115576,39396056,42366718,31807208,5214360,8685615,7757683,12340529,6735785,14971406,46065181,53543959,64746953,74304003,77470340.0781,78576836.7911,5746906.375,5730604.1967,4776213.3443,32544184.8026,42742050.41,47064821.8,16615391.8715,18853459.5631,72345320.4219,76805799.6962,83404195.437,81972337.246
"Services","FRS&C","M123","OPER OF GOVT RADAR & NAV FACILITY","Other via Platform Portfolio",7555000,7695000,11335082,1390082,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Services","FRS&C","M126","OPER OF GOVT MISSILE SYSTEMS FAC","Other via Platform Portfolio",,,,,991535,1043732,-64114,834246,64733245,1272396,,696533,,,,,,,,,,,,,,,,,,,
"Services","FRS&C","M127","OPER OF GOVT ELCT & COMM SYS FAC","Other via Platform Portfolio",6892000,8358000,12456306,135928,5519472,5578523,5027316,18224377,13783606,,,,,,,,,,,,91138775.875,99659193.25,88510974,88714351.92,80316549.06,43370769.66,0,118649.6563,,,-696607.0625
"Services","FRS&C","M131","OPERATION OF SCHOOLS","Other via Platform Portfolio",,47000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Services","FRS&C","M141","OPER OF GOVT HOSPITALS & INFIRMARY","Other via Platform Portfolio",,,,,,168789,,,,,,,,,,,,,,,,,,,,,,,,,
"Services","FRS&C","M151","OPERATION OF AMMUNITION FACILITIES","Other via Platform Portfolio",527000,979488000,1127345902,647490437,419887772,579106220,346037449,35690673,147258991,141754037,22956149,50313945,29476807,28646818,46892492,18213819,17877913,119158854.2187,9676400.8085,-14567647.1964,-608785.4117,-14364.64,-342158.3891,-195603.15,-9984.96,5236533.2601,-152669.0537,-125611.2891,,,
"Services","FRS&C","M152","OPERATION OF MAINTENANCE BUILDINGS","Other via Platform Portfolio",,,,272356,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Services","FRS&C","M153","OPERATION OF PRODUCTION BUILDINGS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,466287,,0,,19490,,,,,,,,,,
"Services","FRS&C","M161","OPER OF GOVT FAMILY HOUSING","Other via Platform Portfolio",,,,,,,,,,,,-1025920,,,,,,,,,,,,,,,,,,,
"Services","FRS&C","M164","OPERATION OF DINING FACILITIES","Other via Platform Portfolio",,,,,,,,,,,,,,,,6160,,,,,,,,,,,,,,,
"Services","FRS&C","M171","OPER OF GOVT AMMO STORAGE BLDGS","Other via Platform Portfolio",,,,,,,-80795,,,,,,1197349,,,,,,,,,,,,,,,,,,
"Services","FRS&C","M173","OPERATION OF FUEL STORAGE BUILDINGS","Other via Platform Portfolio",,,,,,,,,,,,,,1563,,,,,,,,,,,,,,,,,
"Services","FRS&C","M174","OPER OF GOVT OPEN STORAGE FAC","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,7350,7629,7835,8006,8180,8359,,,,,,,
"R&D","Operation of Government R&D Facilities","M181","OPER OF GOVT R&D GOCO FACILITIES","Other via Platform Portfolio",,,,,,,,,12007965,,895738,108453875,105227138,132958839,134957842,158504916,29507621,-509179,0,,-129271,-108008.25,-916938.3359,-212624.3,-806040.7,,13505.6904,,,0,0
"R&D","Operation of Government R&D Facilities","M182","OPER OF GOVT R&D GOGO FACILITIES","Other via Platform Portfolio",,,,,,,,,,,,,,,499262,1049981,130465995,0,1435007,-30674,0,-241560.4805,-762963.6777,-2150852.71,-47720.04,,62291.5508,0,,,
"Services","FRS&C","M199","OPER OF GOVT MISC BLDGS","Other via Platform Portfolio",,,,,,,222004,,,4051390,3121006,3931395,91839,,80000,,,,,,,,,,,,,,,,
"Services","FRS&C","M1AB","OPERATION OF CONFERENCE SPACE AND FACILITIES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,10052.26,48795.96,,,,,-2264.0901,
"Services","FRS&C","M1BF","Operation of Missile system facilities","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,0,7050518,23411073,10871909,5951073.2305
"Services","FRS&C","M1BG","OPERATION OF ELECTRONIC AND COMMUNICATIONS FACILITIES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,18568201,27853474,30961246.9688
"Services","FRS&C","M1EA","OPERATION OF AMMUNITION FACILITIES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,514313,29426838.3594,41805254.6925,63736327.4394,120091596.687,148665052.6084,248882248.3611
"Services","FRS&C","M1GD","OPERATION OF OPEN STORAGE FACILITIES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,8940,9074,9283,9496,9715,9938,10167
"Services","FRS&C","M1GZ","OPERATION OF OTHER WAREHOUSE BUILDINGS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,1297343,2792481.31,1419404.64,1316161.895,1297300.25,0,,631.6,
"Services","FRS&C","M1HB","OPERATION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1547034.4795,0,1100000
"Services","FRS&C","M1ND","OPERATION OF SEWAGE AND WASTE FACILITIES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,23062,2539.0488,0,
"Services","FRS&C","M216","OPERATION OF DREDGING","Other via Platform Portfolio",,,,,,271230,651447,753952,763852,261217,,,,,,,,,,,,,,,,,,,,,
"Services","FRS&C","M299","OPER OF GOVT ALL OTH NON-BLDG FACS","Other via Platform Portfolio",,,,,,,9325526,9461711,3089256,,,,,,25405,-1,,,38258,,,,,,,,,,,,
"Services","FRS&C","M300","OPER OF GOVT RESTORATION","Other via Platform Portfolio",,,,,,664555,780339,,,,,,,,,,,,,,,,,,,,,,,,
"Services","ERS","N010","INSTALLATION OF EQUIPMENT- WEAPONS","Other via Platform Portfolio",14992000,8453000,7824485,-1787385,70614,-60298,46350,311374,199977,,2493633,330500,146221,2808351,635462.5683,3050792.7656,988183.9454,2441119.8008,2279845.5704,2099164.6616,626554.4649,16632239.6629,473653.3299,88736.18,182151.23,82464,36453652,17400367.49,0,24257297.6499,5534490
"Services","ERS","N011","INSTALL OF NUCLEAR ORDNANCE","Other via Platform Portfolio",,,,,,,,,,,,,25000,,,,,148500,,,,,,,,,,,,,
"Services","ERS","N012","INSTALL OF FIRE CONT EQ","Other via Platform Portfolio",215000,155000,,75726,349916,49498,62781,0,271556,387281,402935,1008104,436119,426285,385436.0503,722187.9498,1549838.3401,1691605.4879,3025810.8857,3241160.979,4405296.6921,2723164.4212,2445119.4243,2602361.92,11555270.34,4936484.206,9917153.8761,8749878.9867,6228790.1754,10975038.436,6860310.42
"Services","ERS","N013","INSTALL OF AMMO & EXPLOSIVES","Other via Platform Portfolio",,,,,,,-31389,67341,1913993,,,,,,,19364,,,39693.9805,5540,,,17402.6895,,,372498.75,,,13948,,
"Services","ERS","N014","INSTALL OF GUIDED MISSILES","Other via Platform Portfolio",2091000,3418000,2431008,3093829,1728595,4966420,325792,,86000,,230800,,,,,1376651,,1662134,0,,,,380197,99203.5,0,,,0,187243,11475,984652
"Services","ERS","N016","INSTALL OF AIRCRAFT COMPONENTS","Other via Platform Portfolio",9226000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Services","ERS","N018","INSTALL OF SPACE VEHICLES","Other via Platform Portfolio",,,,,,,,,,,,,,,88841,588252,0,,73543.8516,-9612.9805,,,19640.2802,10048.24,,,,,29597.6601,,
"Services","ERS","N019","INSTALL OF SHIPS-SML CRAFT-DOCKS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007072
"Services","ERS","N023","INSTALL OF VEHICLES-TRAILERS-CYC","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,96099.2031,109788.4297,
"Services","ERS","N026","INSTALL OF TIRES & TUBES","Other via Platform Portfolio",,,,,,,,,,,,,,,1800,,,,,,,,,,,,,,,,
"Services","ERS","N028","INSTALL OF ENGINES & TURBINES","Other via Platform Portfolio",,,,,,340472,,,,,,,,,,,,,,,,,,,,,,,,,
"Services","ERS","N029","INSTALL OF ENGINE ACCESSORIES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,3679.17,,,,,,0,
"Services","ERS","N032","INSTALL OF WOODWORKING MACHINE","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,26105.6992,,,,
"Services","ERS","N035","INSTALL OF SERVICE & TRADE EQ","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,518276.6797,205895.7031,148619.5801,0,,,,,,,,,
"Services","ERS","N036","INSTALL OF SP INDUSTRY MACHINERY","Other via Platform Portfolio",,,,,,,,,,,,,,99933,,,,,,,,,,,,,,,,,
"Services","ERS","N041","INSTALL OF REFRIGERATION - AC EQ","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5511.6899,
"Services","ERS","N055","INSTALL OF LUMBER & MILLWORK","Other via Platform Portfolio",,,,,,,,,,,,,,,,,11831,,,,,,,,,,,,,,
"Services","ERS","N056","INSTALL OF CONTRUCT MATERIAL","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468203
"Services","ICT","N058","INSTALL OF COMMUNICATION EQ","Other via Platform Portfolio",,,,950000,,,1857648,1046000,1150000,,,,,,,,,,,,,6136,,16744.4,124815,6300.48,,,-0.4,0,
"Services","ERS","N059","INSTALL OF ELECT-ELCT EQ","Other via Platform Portfolio",,,,,50175,295282,40514,,,,,,,,,,284324,,,,,,,,,,,,,7088,26945
"Services","ICT","N060","INSTALL OF FIBER OPTICS MATERIAL","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19776.5898
"Services","ERS","N061","INSTALL OF POWER DISTRIBUTION EQ","Other via Platform Portfolio",,,,,,,,,,140753,,,,,,,,,,,,,,,,,,,,,177130
"Services","ERS","N063","INSTALL OF ALARM & SIGNAL SYSTEM","Other via Platform Portfolio",,,,,,,206044,,,385098,,,,,,,,,1209752,60724.0508,590819.1635,268448.4844,29172.4805,-240577.71,,-5889.6201,-26032.6602,,1053431.125,1005211.4023,956502.0625
"Services","ERS","N066","INSTALL OF INSTRUMENTS & LAB EQ","Other via Platform Portfolio",,,,,,,263557,,,,,,,,,,,,,,,,,,,,,,,,
"Services","ERS","N069","INSTALL OF TRAINING AIDS-DEVICES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,21042.0195,,,,0,
"Services","ICT","N070","INSTALL OF ADP EQ & SUPPLIES","Other via Platform Portfolio",,73000,,,220438,,,,,,,,241125,,-9381,12104,,,,,,,,,4017.9199,,,,,26133.25,
"Services","ERS","N071","INSTALL OF FURNITURE","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,6500,,,,4622.75,,,,,,11370,200
"Services","ERS","N072","INSTALL OF HOUSEHOLD FURNISHINGS","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,61135,5770,
"Services","ERS","N075","INSTALL OF OFFICE SUPPLIES","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,16456.3496,,,,,,,,,,,,,
"Services","ERS","N080","INSTALL OF BRUSHES-PAINTS-SEALER","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
"Services","ERS","N087","INSTALL OF AGRICULTURAL SUPPLIES","Other via Platform Portfolio",,,,,,,184752,-39050,,,,,,,,,,,,,,,,,,,,,,,
"Services","ERS","N095","INSTALL OF METAL BARS & SHEETS","Other via Platform Portfolio",,,,,,,38255,,,,,,,,,,,,,,,,,,,,,,,,750
"Services","ERS","N099","INSTALL OF MISC EQ","Other via Platform Portfolio",-515000,329000,-26608,,,,91800,,,214465,,,,,14938,11400,,2656.1799,1423416,13843373,12747560,16700659,428947,1160780,70068,0,195061.3281,-118867,43637.8984,0,46805.6016
"Services","ERS","P100","DISPOSAL OF SURPLUS PROPERTY","Other via Platform Portfolio",,,106594,,,,,1929235,1647822,,,,,,,,,,,,,,,,,74894,,,,12499.9902,
"Services","ERS","P999","OTHER SALVAGE SERVICES","Other via Platform Portfolio",,,,,3430374,6676557,1332784,2190000,4962826,,3696076,,,,2704416,,-1802,,,,,,,,,,532024,532024,,23020,-3839
"Services","MED","Q301","LABORATORY TESTING SERVICES","Other via Platform Portfolio",,,,,,,,,,,,,,,,304045,,,,,,,,,,,,,,,
"Services","MED","Q401","MEDICAL- NURSING","Other via Platform Portfolio",,,,,,,,,,,,,,,,-449293,-2408,,,,,,,,,,,,,,
"Services","MED","Q511","MEDICAL- OPHTHALMOLOGY","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500,4500
"Services","MED","Q512","MEDICAL- OPTOMETRY","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,4275.7998,0,12500,-5000,0,4000,,,-2205.5,,-304,
"Services","MED","Q999","MEDICAL- OTHER","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,1560,,,,,,,,,
"Services","PAMS","R401","PERSONAL CARE SERVICES","Other via Platform Portfolio",,,,,,,,,,,,,,81885,17737,1e+05,,,,,,,17769,798,,,,1500,,3994,
"Services","PAMS","R404","PROF SVCS/LAND SURVEYS - CADASTRAL","Other via Platform Portfolio",,4953000,2245814,-1057084,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Services","PAMS","R405","OPERATIONS RESEARCH & QUANTITATIVE","Other via Platform Portfolio",528000,1090000,,,,,,,,,,,,,6817405,24344115,140920,140920,,,-168.59,,436,,,,,,,,
"Services","PAMS","R406","POLICY REVIEW/DEVELOPMENT SERVICES","Other via Platform Portfolio",,,,648130,,459067,,,,,,,,,90000,,,,,,,,,,,,,,,1056387,1777359.4004
"Services","PAMS","R407","PROGRAM EVALUATION SERVICES","Other via Platform Portfolio",1297000,1367000,952274,880411,38199,,,,,,299683,,,,1090946,9763957,-2003891,187394.8984,561166.6875,823242.0274,90000,884847.5828,245118.8501,653956.31,1166087.84,,-81993.4688,,,,
"Services","PAMS","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES","Other via Platform Portfolio",13410000,7056000,6421047,6283006,6113956,12785853,6420575,3402657,9327458,13619381,44527767,4617352,9345249,12826204,9188873.1484,53268779.7969,48655364.4687,15940089.764,16818589.547,37610537.3747,48099095.6225,46255365.2122,75276089.1838,65459720.06,77400127.8,81679677.635,62158262.59,133495605.8753,132948457.3424,132720174.6229,141172258.2006
"Services","PAMS","R409","PROGRAM REVIEW/DEVELOPMENT SERVICES","Other via Platform Portfolio",983000,297000,,190168,,,,93130,,,81565,,40031,,,,42709,40000,,,,281350,,,,,,,,,
"Services","PAMS","R410","SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,,15999721.2266,14622781.24,6244919.36,-123475.8908,0,,,291789,609129
"Services","PAMS","R411","PROF SVCS/REAL PROPERTY APPRAISALS","Other via Platform Portfolio",,,,,,,76593,26500,,,,,,,,,,,,,,,,,,,,,,,
"Services","PAMS","R412","SIMULATION","Other via Platform Portfolio",,,,,,,,792232,,,,,,,520000,3507064,4415394,4665058,-2860.01,34570.08,1472298.71,107366.2109,4010502.0665,-279516.25,,,-2845.27,,,59000,5900
"Services","PAMS","R413","SPECIFICATIONS DEVELOPMENT SERVICES","Other via Platform Portfolio",,6418000,7508469,,,,,,,,,67630,,,,,,47183.25,8821.6504,9078.1004,,,,,-4728.18,,,,,,
"Services","PAMS","R414","SYSTEMS ENGINEERING SERVICES","Other via Platform Portfolio",163762000,176485323,164070957,186319009,186663825,260334024,216499287,275645352,162560481,188593406,112805135,84365960,40950555,34760124,30314793,43426485,61617413,102117097.3398,150992241.8654,172993405.8728,164297123.1189,290460897.8184,426860317.2087,345386452.7446,265436352.96,111725899.494,44931955.9909,35163547.4793,25738823.9714,50586756.6074,34971319.7926
"Services","PAMS","R415","PROF SVCS/TECH SHARING-UTIL","Other via Platform Portfolio",11994000,8873000,27379238,15959933,31519551,48225371,30261785,11902677,7928647,14987956,10706433,4751004,5113771,7736680,,,,0,11412695.0703,,10585506.8438,278645.5625,254391.5938,7626928.6,29123320.28,50601125.2318,46716803.8909,7184907.0567,-954897.789,-55982.1304,-92055.3165
"Services","PAMS","R418","LEGAL SERVICES","Other via Platform Portfolio",,,,,150951,115441,,,,,,,,,,,,,,,,,,,,,,45551.1116,,-619.02,
"Services","PAMS","R419","EDUCATIONAL SERVICES","Other via Platform Portfolio",,1767000,,,10297280,226956,459661,-518930,28656,,,,,,415840,348981,439810,31800,50000,1e+05,99924,,,,,,,,,,
"Services","PAMS","R420","CERTIFICATIONS & ACCREDIT PROD & IN","Other via Platform Portfolio",,,,,,,,,,,,,,,,,,,,,,30410,,686950.76,977021.57,1022299.74,1051162.3125,362828.5938,,,
