fiscal_year,parentid,ObligatedAmount,NumberOfActions,FreqCount
2013,CADDELL CONSTRUCTION CO,161798659.93,4242,116
2013,CAE,152731201.68,10200,234
2013,CAJUN INDUSTRIES,53568124.7,2744,62
2013,CALIAN,1437441.86,2743,6
2013,CALIBRE SYSTEMS,79996265.34,9449,225
2013,CALIFORNIA INSTITUTE OF TECHNOLOGY,802265.15,2474,6
2013,CALISTA,-87312.32,2,1
2013,CALUMET SPECIALTY PRODUCTS PARTNERS,-143256.4,2,4
2013,"CAMBER COPORATION/DYNETICS, INC. (JV)",116149041.89,1713,306
2013,CAMECA USA,164625,3236,6
2013,CAMP DRESSER & MCKEE,20401698,5048,98
2013,CANADIAN COMMERCIAL CORPORATION,560542058.37,10131,1305
2013,CANDO,0,2,1
2013,CANON,7980397.71,10161,461
2013,CAPE ENVIRONME,20403539.509999998,5729,126
2013,CARAHSOFT TECHNOLOGY,223977368.88,29525,1579
2013,CARDINAL HEALTH,956114088.22,11997,59510
2013,CARGILL,29015.739999999998,1706,5
2013,CARGOTEC,49633995.85,8545,128
2013,CARLISLE,5185,2,1
2013,CARLYLE GROUP,4961728.78,3998,34
2013,CARMEL MARINA,1137172.7,5,11
2013,CARNEGIE MELLON UNIVERSITY,108169208.11,5027,90
2013,CAROTHERS CONSTRUCTION,91497103.63,3485,84
2013,CARRIER,505460.72,6859,30
2013,CARSON ALEXIOU,367760,1704,4
2013,CASELLA WASTE MANAGEMENT,61268.15,2973,7
2013,CASEPRO,27501307.979999997,4920,554
2013,CATAPULT TECHNOLOGY,18681097.63,4086,24
2013,CATERPILLAR,163702384.12,11640,1219
2013,CB & I,548067.37,3837,7
2013,CB RICHARD ELLIS,6500,2,1
2013,CBY DESIGN BUILDERS,5e5,2,1
2013,CCI,-14959.94,1101,5
2013,CDI,0,1101,2
2013,CDI MARINE,57125450.4,3102,456
2013,CDW,220286538.05,20630,1866
2013,CENDANT MOBILITY SERVICES,3519194.74,2298,445
2013,CENTECH GROUP,109062564.62,9949,546
2013,CENTENNIAL CONTRACTORS ENT,15479955.87,160,115
2013,CENTRA TECHNOLOGY,9909973.42,6757,41
2013,CENTRAL ASIA DEVELOPMENT GROUP,-9414.94,2743,6
2013,CENTRAL HUDSON,1588633.33,1433,2
2013,CENTRAL PARKING,3625,2135,4
2013,CENTRAL TEXAS,16230089.09,6308,127
2013,CENTURION GROUP,2271249.5500000003,6654,41
2013,CENTURYTEL,1865475.3800000001,1327,32
2013,CERADYNE,201465796.61,4434,70
2013,CERES ENVIRONMENTAL,-35376.29,412,17
2013,CES,13360,2,1
2013,CFM INTERNATIONAL,215468711.78,5124,469
2013,CGI GROUP,237463791.01000002,12036,597
2013,CH2M HILL,316207195.36,8186,1250
2013,CHALMETTE LEVEE CONSTRUCTORS JV,-692377.59,2,1
2013,CHANNEL TECHNOLOGIES,1836846.65,2806,33
2013,CHARLES BESELER,-382.43,2,3
2013,CHARLES RIVER LABORATORIES,324027.04,5277,39
2013,CHARLES STARK DRAPER LABORATORY,447618410.24,10183,164
2013,CHELTON AVIONICS,230293.08,2204,5
2013,CHEMONICS INTERNATIONAL,-6159.74,2,1
2013,CHEMRING GROUP PLC,195982124.91,13334,123
2013,CHENEGA,48927246.43,12979,367
2013,CHEROKEE NATION BUSINESSES,-16906,2,1
2013,CHEVRON,670158951.55,5687,183
2013,CHOCTAW MANAGEMENT,-1587856.65,2472,5
2013,CHRISTUS HEALTH,151873633.77,741,16
2013,CHUCK FUNKE,507930.4,1101,4
2013,CHUGACH ALASKA,126880850.42,11586,479
2013,CINCINNATI BELL,11981.39,2091,3
2013,"CIRCOR INTERNATIONAL, INC [AEROSPACE]",15453806.8,3838,36
2013,CISCO SYSTEMS,439784.01999999996,3240,8
2013,CITIZENS COMMUNICATIONS,49691.75,2287,4
2013,CITRIX SYSTEMS,782325.1699999999,4602,23
2013,CITY OF LAWRENCE,7500,2,1
2013,CK ENVIRONMENTAL,5680,1101,2
2013,"CLARK-MCCARTHY HEALTHCARE PARTNERS, A JOINT VENTURE",351718619.28,4372,60
2013,CLARK / HUNT JV,528010,2973,7
2013,CLARK CADDELL JV,109100.94,2135,4
2013,CLARK CONSTRUCTION,7505495.93,5915,103
2013,Clark Construction & Balfour Beatty,-32359288,541,14
2013,Classified Domestic Contractor,69534365.92,6411,76
2013,CLEAN HARBORS,2484238.77,7264,532
2013,CLEAN VENTURE,1737347.46,1106,14
2013,CLEARBROOK,164227.94,1702,3
2013,CLIENT NETWORK SERVICES,0,3517,1
2013,CLIENT SOLUTION ARCHITECTS,-7277961.01,6820,132
2013,CMI INDUSTRIES,1e4,2,3
2013,CNA,77789772.53,2716,593
2013,COBHAM PLC,1272822,6582,15
2013,COLAS,0,2,1
2013,COLLAZO ENTERPRISES,129284447.55,5370,643
2013,COLONNA SHIPYARD,88030705.56,3470,241
2013,COLT DEFENSE,30031894.27,5524,109
2013,COLT INDUSTRIES,7852487.08,5970,84
2013,COLTEC INDUSTRIES,13691834.35,3845,213
2013,COMBAT SUPPORT ASSOCIATES,46260685.89,2472,5
2013,COMCAST CABLE COMMUNICATIONS,1091646.83,8983,144
2013,COMCEL S.A.,496251.19,3359,93
2013,COMPASS GROUP,47076.75,2,1
2013,COMPUNETICS I,1255085.69,4940,10
2013,COMPUTER ASSOCIATES,28345574.85,15702,85
2013,COMPUTER OF AMERICA,1941942,2135,4
2013,COMPUTER SCIENCES,2046143268.22,27844,3528
2013,COMPUTER TECHNOLOGY SERVICES,0,1,1
2013,COMPUTER TEMPORARIES,1503420.0799999998,4263,11
2013,COMPUWARE,67099.19,2807,7
2013,COMTECH,32012719.89,5287,56
2013,COMTEQ FEDERAL,9472568.08,17962,155
2013,CON-WAY,263987359.42,1849,29
2013,CONCORD PERSONNEL SERVICES,304715.38,7007,18
2013,CONCURRENT COMPUTER,1941599.4,4456,20
2013,CONCURRENT TECHNOLOGIES CORPORATION,83935908,10645,317
2013,CONFEDERATED SALISH & KOOTENAI,1014765.57,1703,5
2013,CONOCOPHILIPPS,-22507299.83,3358,19
2013,CONSOLIDATED RIGGING & MARINE,-8156.01,2472,5
2013,CONSTRUCTION COST SERVICES,1163234.45,1490,34
2013,CONSTRUCTION PARTNERS,1890817.85,848,18
2013,CONTRACK INTERNATIONAL,237332308.84,3413,97
2013,CONTRACT MANAGEMENT,132984.83,2202,8
2013,COOLEY DENNIS,-3053,1101,2
2013,COPPER RIVER INFORMATION TECHNOLOGY,32419704.580000002,8028,135
2013,CORNING,249368.81,4677,11
2013,CORPORATE EXPRESS,21054166.88,2995,74
2013,CORRECTIONS CORPORATION OF AMERICA,0,1,1
2013,CORRPRO COMPANIES,1171575.61,1706,7
2013,Cort Business Services,348520.03,286,14
2013,CORT FURNITURE,-1631.18,2,1
2013,COSMO OIL COMPANY,-123985.49,1702,6
2013,COX COMMUNICATIONS,-6774.83,1702,3
2013,CPI HOLDING COMPANY,22908372.48,10345,142
2013,CRANE COMPANY,8795486.5,4652,265
2013,CREATIVE ASSOCIATES INTERNATIONAL,43536.22,2474,6
2013,CREATIVE INFORMATION TECHNOLOGY,0,1,1
2013,CRITICAL SOLUTIONS INTERNATIONAL,9812043.219999999,5650,320
2013,CROWLEY MARITIME,14913072.549999999,7300,116
2013,CSI AVIATION SERVICES,0,1101,5
2013,CSX,51193,2,1
2013,CTA,3068956.9,6390,69
2013,CUBIC,433673715.97,12306,675
2013,CURTISS WRIGHT,23703928.09,8987,398
2013,CVR ENERGY,7568627.79,2,3
2013,CW GROUP,10832928.34,7104,99
2013,DAIMLER,-4686614.25,5073,48
2013,DALE CARNEGIE TRAINING,523752.03,1103,4
2013,DANAHER,7322671.62,6195,329
2013,DANKA HOLDING COMPANY,26451.829999999998,3575,8
2013,DATALINE,-378042.93,2745,11
2013,DATASCOPE,-155,2,1
2013,DAVIS BACON,700431.71,2,2
2013,DAY & ZIMMERMANN,2829845.89,2019,43
2013,DAYTON POWER & LIGHT,3242936.72,1103,3
2013,DBA PESTMASTER SERVICES,65734.1,1101,2
2013,DCK-ECC JV,2474087,141,11
2013,DCK/TTEC [Joint Venture - DCK/Tetra Tech],12217347.06,2091,40
2013,DDL OMNI ENGINEERING,13316612.66,6055,97
2013,DEFENSE SUPPORT SERVICES,160018069.51,7649,509
2013,DELL,244583304.71,17473,3350
2013,DELOITTE,222544789.52,19259,431
2013,DEPARTMENT OF ENERGY,1088459425,2973,7
2013,DEPARTMENT OF ONCOLOGY,2845990.13,1383,14
2013,DESIGN STAFFING,5191522.76,4174,8
2013,DEUTSCHE TELEKOM AG,8566703.83,3709,28
2013,DEVELOPMENT ALTERNATIVES,35122,1101,2
2013,DEWBERRY,386712.08999999997,1018,25
2013,DHL,224981.17,1433,25
2013,DICK ENTERPRISES,66572.18,1101,2
2013,"DIEHL STIFTUNG & CO KG, THALES SA",392704.14999999997,3163,9
2013,DIGICON,6398.9,3,2
2013,DIGITAL MANAGEMENT INC.,67610812.69,12579,150
2013,DigitalGlobe,253489.48,3303,6
2013,"Diltex, Inc",193805.99,3593,24
2013,DIMCO,1206033.7,412,14
2013,DIVERSIFIED DISTRIBUTORS INTL,318170.5,7431,16
2013,DIVERSITY SERVICES,183209.4,1101,2
2013,DLT SOLUTIONS,194718164.07999998,29823,1028
2013,DMD,26517281.450000003,1160,221
2013,DOCUPAK,-186914.8,2250,44
2013,DONALD L MOONEY ENTERPRISES,53814669.07,4260,552
2013,DONALDSON COMPANY,359659.82,544,26
2013,DOYON LIMITED,71666257.93,2718,59
2013,DRAUGHN & ASSOCIATES,134831,4174,8
2013,DRC,25e3,2,1
2013,DRS,118164247.47,9092,371
2013,DSCI,110116972.47,4906,88
2013,DTM,24608576.71,743,17
2013,DUKE ENERGY,500,2,2
2013,DUKE UNIVERSITY,7956734.779999999,6337,55
2013,DUN & BRADSTREET,9177773.969999999,13941,60
2013,DYNAMIC STRUCTURES & MATERIA,249990,1103,3
2013,DYNAMIC SYSTEMS,21969455.81,10578,204
2013,DYNAMICS RESEARCH,53931849,16159,169
2013,DYNAMICS TECHNOLOGY OF DE,2460060.4,2975,8
2013,DYNASIL CORPORATION OF AMERICA,5029591.48,8906,21
2013,DYNATECH,-3e3,2,1
2013,DYNCORP INTERNATIONAL,3010172558.64,8600,907
2013,DYNETICS,26641203.12,5548,187
2013,DZSP 21,100354915.85,2385,47
2013,EADS NV,301005404.4,11313,308
2013,EAGLE INDUSTRIES UNLIMITED,1453598.68,10412,55
2013,EARL INDUSTRIES,115344240.36,924,178
2013,EARTH TECH,152474637.37,6322,499
2013,EASTERN RESEARCH GROUP,-159139.96000000002,1018,21
2013,EASTMAN KODAK,-13230.62,2,2
2013,EATONORAT,28367410.91,4367,500
2013,EBREX FOOD SERVICES SARL,30707497.14,485,1353
2013,EBSCO INDUSTRIES,2519981.03,3531,60
2013,EC AMERICA,26986168.53,20198,555
2013,ECCI-C METAG JV,-2487579.47,1594,28
2013,ECOLOGY & ENVIRONMENT,7668743.53,4008,98
2013,EDAW,1812522.66,2385,49
2013,EDO ACQUISITION II,7467134.72,4355,37
2013,EG & G [URS],416235.22,745,20
2013,EHW CONSTRUCTORS,206936771,2743,6
2013,EI KANE,-57990.35999999999,7978,35
2013,EITZEN MARATIME SERVICES ASA,72058573.39,3487,2081
2013,ELBIT SYSTEMS,98564161.02,15146,296
2013,ELECTRO SWITCH,311292.73,4459,11
2013,ELECTRONIC CABLE SPECIALISTS,0,2,1
2013,ELECTRONIC DATA SYSTEMS [HEWLETT PACKARD],-32333.85,2,1
2013,ELLING HALVORSON,476e3,2,3
2013,ELLIOTT AVIATION,1534651.59,1103,4
2013,ELM CREEK PARTNERS,124749,1103,7
2013,ELMA ELECTRONIC,525407.01,2118,18
2013,ELMHURST REASEARCH,4718558.600000001,285,21
2013,EMC,23116290.369999997,3778,195
2013,EMCON,39655,1703,4
2013,EMCOR COMPANY,145193312.53,7639,590
2013,EMERSON CONSTRUCTION,164070,1702,3
2013,EMR,171815.34999999998,3575,8
2013,ENERTEK INTERNATIONAL,1565846.33,5851,24
2013,ENFIELD ENTERPRISES,15921.29,2,4
2013,ENGILITY,234982433.32000002,8197,509
2013,ENGINEERED SUPPORT SYSTEMS,-109025.24,1704,4
2013,ENGINEERED SYSTEMS,63441.22,1704,4
2013,ENGINEERING SUPPORT PERSONNEL,9292925.8,3194,43
2013,ENMRSH,2570275.7,3114,18
2013,ENSCO,18570270.34,4079,73
2013,ENTERGY,3230939.7199999997,4716,49
2013,ENTRUST,13446.58,1101,2
2013,ENVIRONMENTAL CHEMICAL,457485664.87,6330,304
2013,ENVIRONMENTAL SYSTEMS RESEARCH,36592745.75,11945,239
2013,EOD TECHNOLOGY,88655834.69,3457,53
2013,EOIR TECHNOLOGIES,51301252.519999996,4791,269
2013,EQM,1925218.3699999999,3685,28
2013,EQUIFAX,74584.65000000001,7678,17
2013,EQUITABLE RESOURCES,14962167,1101,2
2013,ERDAS,704288.69,5140,58
2013,ERICKSON ASSOCIATES,4730,2,1
2013,ESCGOV,5658303.31,4942,11
2013,ESCO ELECTRONICS,143295798.21,12884,211
2013,ESCO ENERGY,6972580.86,1594,34
2013,ESCO TECH,1455367,5006,33
2013,ESL,0,2,1
2013,ESP,61598829.39,3035,119
2013,ESSEX INDUSTRIES,5367645.47,4031,124
2013,EST GROUP,232429,3362,11
2013,ESTERLINE,8815049.27,8977,88
2013,EVERGREEN INTERNATIONAL,93938300.73,4241,107
2013,EWA,970846.35,1102,3
2013,EXELIS,503639934.07,15648,1610
2013,EXELON,1491769.17,2136,7
2013,EXIDE ELECTRONICS,30910871.57,17832,959
2013,EXODYNE,7277020.350000001,2475,7
2013,EXPRESS SCRIPTS,564165132.14,2797,63
2013,EXXON MOBIL,480905865.3,5,22
2013,EyakTek,3266982.59,4579,49
2013,F5 NETWORKS,15420.57,4,2
2013,FAIRBANKS SCALES,97924.99,1704,4
2013,FALCON SECURITY,32655,2137,5
2013,FATIGUE TECHNOLOGY,4311453.01,6703,189
2013,FCEC UIPROJECTS JV,419067.97,412,13
2013,FED-CONSULTING,273368.16,2,1
2013,FEDERAL REPUBLIC OF GERMANY,131316973.86,3176,805
2013,FEDERAL SIGNAL,569857.39,2976,17
2013,FEDERAL WAREHOUSE COMPANY,4927.79,1101,2
2013,FEDEX,865301271.9,19211,1583
2013,FERGUSON ENTERPRISES,9706928.59,6984,499
2013,FIBER MATERIALS,19e5,3358,9
2013,FINCANTIERI MARINE GROUP,149808.4,412,13
2013,FINMECCANICA,572242879.09,14541,1674
2013,FIREHOLE TECHNOLOGIES,0,1,1
2013,FIRST CAPITOL OF CHICAGO,-2830.48,3358,9
2013,FIRST DATA,2192051,5177,12
2013,FLIGHTLINE ELECTRONICS,2423862.54,4461,17
2013,FLIR SYSTEMS,119535796.5,5918,392
2013,FLORIDA INTERNATIONAL UNIVERSI,239094.77,3358,9
2013,FLUOR,2094868719.59,5830,276
2013,FMC,-15980.88,1101,2
2013,FOCUS TECHNOLOGIES,3863910.46,1843,27
2013,FORCE 3,37056666,20988,354
2013,FORD MOTOR COMPANY,726260.35,2135,4
2013,Foreign Contractor,1322132393.58,14336,16142
2013,FOREIGN UTILITY CONSOLIDATED REPORTING,272030186.53,4304,175
2013,FORMAC INTERNATIONAL,3561,1101,2
2013,FORMATION,-13411,3573,8
2013,FOSTER FUELS,66478663.89,4286,104
2013,FOSTER WHEELER,5e3,2,1
2013,FOUNDATION HOLDINGS,3026325.39,2975,8
2013,FOUR POINTS TECHNOLOGY,46473989.05,22325,309
2013,FPL ENERGY SERVICES,0,2,2
2013,FUGRO,2312600,141,11
2013,FUJI PHOTO FILM USA,15093914.030000001,10607,50
2013,Fujitsu,118176.68,1702,3
2013,FUTRON,1545017.54,7675,31
2013,G4S PLC,30538672,5995,209
2013,GALE ASSOCIATES,905952.69,3358,10
2013,GANNETT,322147.48,5950,16
2013,GANNETT FLEMING AFFILIATES,6299888.63,2638,66
2013,GARTNER,17240953.81,13592,135
2013,GATEWAY,-260201.4,3575,8
2013,GAZPROM NEFT AERO KYRGYZSTAN [Joint Venture],358322382.4,1101,4
2013,GC INVESTMENT,517754,1702,4
2013,GE ROLLS-ROYCE FIGHTER ENGINE TEAM [GE/ROLLS ROYCE],0,2,1
2013,GENCORP,55110697.36,10582,92
2013,GENERAL,-136277.98,2476,7
2013,GENERAL ATOMICS,2122742110.83,9456,651
2013,GENERAL COMMUNICATIONS,466004.69,3769,68
2013,GENERAL DYNAMICS,12006479996.07,33203,14067
2013,GENERAL ELECTRIC,2230657784.6,16917,4155
2013,GENERAL MOTORS,16509033.040000001,3100,217
2013,GENERAL TECHNOLOGY,105583.09,1702,3
2013,GENEVAORA,29681.47,2202,4
2013,GEO MARINE,3164262.3,5449,91
2013,GEOMETRICS,1110029.1,2474,6
2013,GEONEX,17792.5,2,1
2013,GEORGE G SHARP,18777944.07,3923,108
2013,GEORGE WASHINGTON UNIVERSITY,2180328.79,8309,43
2013,GEORGIA INSTITUTE OF TECHNOLOGY,243176442.52,14632,611
2013,GERBER SCIENTIFIC,291152.03,5479,23
2013,GETINGE,1733433.58,8072,82
2013,GHM,30895,2,1
2013,Gilbane Building Company,273294659.87,5951,479
2013,GILBERT ASSOCIATES,-5558118.62,4734,67
2013,GILL GROUP,8939123.13,8870,571
2013,GLAXOSMITHKLINE,14420782.690000001,1855,35
2013,GLOBAL COMPUTER ENTERPRISE,152012.84,1101,2
2013,GLOBAL CROSSING,636639.38,3,8
2013,GLOBAL KNOWLEDGE,-20055.569999999985,3378,18
2013,GLOBAL LINGUIST SOLUTIONS,44977086.19,2211,47
2013,GLOBAL STRATEGIES GROUP,131597338.61999999,5193,324
2013,GLOBAL TECHNOLOGY RESOURCES,37487718.78,7780,227
2013,GLOBECOMM SYSTEMS,4008648.01,4265,20
2013,GOLDBELT,25651515.2,7940,98
2013,GOMEZ & ASSOCIATE,54782.75,2472,6
2013,GOODRICH,274170605.49,11205,1326
2013,GOODWILL INDUS,82371987.83999999,6727,70
2013,GOOGLE,3e3,1103,3
2013,GORDON N STOWE & ASSOCIATES,108919.8,4262,10
2013,GOVERNMENT ACQUISITIONS,-12757.029999999999,4176,9
2013,GOVERNMENT OF CANADA,180750,4,2
2013,GOVPLACE,115819.79,1706,6
2013,GP STRATEGIES,11527140.81,13633,52
2013,GPC CONSOLIDATED REPORTING,278528219.65000004,8987,322
2013,GRACON,104576.13,2135,4
2013,GRANITE CONSTRUCTION COMPANY,57864829.400000006,6846,58
2013,GRANT THORNTON,17998754.330000002,8344,34
2013,GRAYBAR,90626938.65,8126,6481
2013,GREAT LAKES DREDGE DOCK,578246217.79,499,146
2013,GREENLAND CONTRACTORS I/S,114379135.26,2886,66
2013,GRIMCOM,26681491.75,4364,95
2013,GRINNELL,0,1101,2
2013,GRUNLEY CONSTRUCTION CO,43594e3,2472,5
2013,GS CALTEX [Joint Venture Chevron/GS Group],104034838.01,2135,10
2013,GT MACHINING & FABRICATING,545976.02,1655,30
2013,GTE [VERIZON],1757064.53,4967,66
2013,GTS DURATEK,13553560.35,441,141
2013,GZA GEOENVIRONMENTAL TECHNOLOGIES,81213,2973,9
2013,"HAAS TCM, INC , KEMFAST AEROSPACE GROUP",39655.69,1101,2
2013,HALLIBURTON,0,1,1
2013,HAMILTON PRODUCTS,921713.15,11090,149
2013,HAMILTON SUNDSTRAND,26835849,541,19
2013,HAMPDEN ENGINE,72394.15,1704,4
2013,HANSON GROUP,177040.19,649,16
2013,HARPER CONSTRUCTION COMPANY,93826131.56,4608,59
2013,HARPER INDUSTRIES,483159.05,3685,25
2013,HARRIS,1330134482.92,20621,3929
2013,HARSCO,90732.01,1704,4
2013,HART CROWSER,63357,2472,6
2013,HARTMAN WALSH,1022937.03,3,10
2013,HASKELL COMPANY,1019201.75,283,18
2013,HATAKEYAMA,10238.47,1702,3
2013,HAWKER BEECHCRAFT,152604817.14,2776,67
2013,HAYES SEAY MATTERN & MATTERN,-56552.43,1704,4
2013,HDR,172304781.66,3364,742
2013,HEALTH NET,2907747743.7599998,2657,123
2013,HEICO,4763082.21,4627,36
2013,HELLFIRE SYSTEMS,123281534.67,119,108
2013,HELLMUTH OBATA & KASSABAUM,-612682.58,2973,8
2013,HENSEL PHELPS CONSTRUCTION,17468049.250000004,2511,488
2013,HENSEL PHELPS KIEWIT JOINT VENTURE,126507818,2472,5
2013,HERCULES,21747,2135,6
2013,HERLEY INDUSTRIES,6506726.93,10671,77
2013,HERMAN MILLER,10804505.08,15617,484
2013,HEROUX DEVTEK,129315,4445,9
2013,HERSTAL GROUP,61203522.33,5337,247
2013,HESCO BASTION,700741.97,3515,28
2013,HESS,13045530.209999999,3900,63
2013,HEWLETT PACKARD,1703256520.7,25296,1955
2013,HEXAGON AB,3629405.62,5403,30
2013,HIGHLAND ACQUISITION,106365,1103,3
2013,HIGHMARK,162353922.8,2576,56
2013,HILLENBRAND IND,1633694.04,3769,49
2013,HILLER INVESTMENTS,1792349.82,7049,121
2013,HISPANIC ASSOC OF COLLEGES &,82746.70999999999,1105,4
2013,HITACHI,1096598.4,7087,29
2013,HITACHI ZOSEN,1245690.75,2135,4
2013,HMC GROUP,-57553.97,2973,7
2013,HMD,4482181.56,2973,7
2013,HNTB,212786.68,1168,23
2013,HOCHTIEF AG,41009224.74,2952,77
2013,HOFMANN MONDIAL,619441.35,5112,13
2013,HOLMES TUCKER INTERNATIONAL,2255072.42,1888,35
2013,HONEYWELL,1284846512.55,16432,6174
2013,HR STAFF MANAGEMENT,210801.6,3,10
2013,HSU DEVELOPMENT COMPANY,2872752.51,741,17
2013,HUGHES,2372102.61,2243,17
2013,HUMANA,3460319622.52,6378,214
2013,HUNT COMPANIES,497263,741,16
2013,HUNTINGTON INGALLS INCORPORATED,5414255972.62,2669,3095
2013,HUSKY ENERGY,269282981.2,1101,10
2013,HYDROGEOLOGIC,98152925.69000001,5796,164
2013,Hydroid,6473323.4,2975,9
2013,HYPERION SOFTWARE,7970759.61,9903,72
2013,HYUNDAI,55419750,2,5
2013,I&S ACQUISITION CORPORATION,60456681.38,2776,65
2013,IAP WORLDWIDE SERVICES,114537318.96000001,2720,341
2013,IBM,376501704.58,35081,709
2013,ICARO INTERNATIONAL SERVICES SA,184848167.78,1380,27
2013,ICF INTERNATIONAL,-33127.86,4,2
2013,ICF KAISER INTERNATIONAL,19056886.8,5611,82
2013,"ICON SYSTEMS, INC , SM CONSULTING",3076870.6399999997,5681,72
2013,iGOV,135888800.87,8872,213
2013,IHI,3883538.89,4111,42
2013,IKON,50182.42,2973,7
2013,IL KWANG INDUSTRIAL,6992260.15,1805,34
2013,IL state government,34297.08,1105,4
2013,ILC INDUSTRIES,3059974.24,4586,21
2013,ILLINOIS TOOL WORKS,982322.84,6105,24
2013,IMMIXGROUP,120580718.76,39834,1228
2013,IMO INDUSTRIES,9073182.02,6287,351
2013,IMT DEFENSE,12092495.52,3,14
2013,IN Q TEL,22562326.01,5684,26
2013,"INDUSTRIAL ECONOMICS, INC.",15503.25,1702,3
2013,INDYNE,196101720.45,2102,165
2013,INFOPRO,1136542.47,3714,24
2013,INFORMATION HANDLING SERVICES,21763575.19,12692,167
2013,INGENESIS,19268647.94,3958,306
2013,INNOVATIVE LOGISTICS TECHNIQUES,466923.48,4081,22
2013,INSIGHT ENTERPRISES,59560351.31,21337,351
2013,INSTITUTE FOR DEFENSE ANALYSES,143876332.21,3079,23
2013,INSTRUMENTARIUM,2587419.78,5605,66
2013,INTEGRA LIFE SC,1113701.16,9488,122
2013,INTEGRAL SYSTEMS,1575135.03,7631,114
2013,INTEGRAL TECHN,81687.32,1704,4
2013,INTEGRATED RESOURCES,483104.69,2743,6
2013,INTEL,35232.8,2,1
2013,INTELLIGENCE ENTERPRISE SOLUTI,1370921.22,7187,27
2013,INTELLIGENT DECISIONS,46892830.31,14345,426
2013,INTELLIGENT SOFTWARE,127711191.05000001,4372,161
2013,INTERAD,-190.13,2,1
2013,INTERFACE,52240.82,2805,6
2013,INTERNATIONAL DATA GROUP,24500,4,2
2013,INTERNATIONAL PAPER COMPANY,1794340.97,3983,19
2013,INTERNATIONAL PETROLEUM INVESTMENT COMPANY,709307543.86,2472,12
2013,INTERNATIONAL RELIEF & DEVELOPMENT,15e3,1702,6
2013,INTERNATIONAL SHIPHOLDING,21839852.39,3644,40
2013,INTERNATIONAL SOS,72654799.06,2444,119
2013,INTERNATIONAL SYSTEMS MARKETING,425973.43,423,27
2013,INTERNATIONAL TECHNOLOGY,-12918.87,2,1
2013,INTERPUBLIC GROUP OF COMPANIES,201528041.79000002,4241,371
2013,INTERTEK TESTING SERVICES,-103004,1103,3
2013,INTUIT,197582,2,1
2013,INTUITIVE,261322364.93,4055,356
2013,INVISION TECHNOLOGIES [GENERAL ELECTRIC],55191.2,4675,10
2013,IOWA STATE UNIVERSITY,925894.8700000001,3123,23
2013,IPSEN INTERNATIONAL,775855.85,5363,12
2013,IRIDIUM COMMUNICATIONS,23889949.8,850,18
2013,IROBOT,24793318.01,5992,80
2013,IRON BOW TECHNOLOGIES,147640325.5,18353,1480
2013,IRON MOUNTAIN,853914.82,4214,45
2013,ISO,294482.45,4858,53
2013,ISRAEL AIRCRAFT INDUSTRIES,4667433.8,6045,12
2013,ISYS,1390763.29,3404,6
2013,IT GROUP,0,1101,2
2013,IT RESEARCH INSTITUTE,1697974,942,20
2013,ITEL SOLUTIONS,-611783.73,2973,7
2013,ITOCHU,16775.98,1101,2
2013,ITT,2443266234.79,11026,1630
2013,J & J WORLDWIDE SERVICES,231472693.84,2438,511
2013,J.E. DUNN CONSTRUCTION GROUP,77355756.06,183,115
2013,JA JONES CONSTRUCTION [PHILLIP HOLZMANN AG],-916.2,2,1
2013,JACOBS ENGINEERING GROUP,757285362.36,15664,2816
2013,JAMES W SEWALL,362450.39,1101,2
2013,JAPAN MINISTRY OF DEFENSE,143894843.96,3,10
2013,JAS W GLOVER HOLDING COMPANY,2821332.57,2743,8
2013,JAVELIN [LOCKHEED MARTIN/TEXAS INSTRUMENTS/RAYTHEON],131804173.16,3312,88
2013,JAY HENGES ENTERPRISES,418134.67,4459,11
2013,JBT HOLDING,0,1,1
2013,JCAHO,166337.2,1282,30
2013,JEANNE BUSSARD,305538.25,4174,8
2013,JEOL,3113422.14,2524,53
2013,JET INDUSTRIAL ELECTRONICS,72960,1101,3
2013,JIER SHIN KOREA,1648778.8,1101,4
2013,JJMA,150210933.45,7270,988
2013,JJMA HOLDINGS,3094543.45,1433,26
2013,JOHN MILNER ASSOCIATS,725666,141,14
2013,JOHN Q HAMMONS HOTELS,66696.5,1101,2
2013,JOHNS HOPKINS UNIVERSITY,1036209953.58,15451,1354
2013,JOHNSON & JOHNSON,16805149.3,8859,221
2013,JOHNSON CONTROLS,386860843.78,11362,1418
2013,JOINT VENTURE [Boeing/UTC],81362797.55,942,21
2013,JOINT VENTURE [ITT/NORTHROP],533666.79,3163,9
2013,JOINT VENTURE [THALES/RAYTHEON],116914716.38,8066,183
2013,JOINT VENTURE [URS/BERGER],20275095.61,2475,59
2013,JONES & STOKES ASSOCIATES,1028456.15,1307,25
2013,JONES LANG LASALLE,17610654.98,3195,44
2013,JORGE SCIENTIFIC,105825710.14,5445,66
2013,JVYS [YULISTA/SES],-18790188.34,3443,95
2013,JW CHILDS EQUITY PARTNERS,87120,1702,4
2013,K TECHNOLOGY,-7.59,2,1
2013,KAISER HILL,7086,1702,3
2013,KALITTA CHARTERS,12521178.59,18,17
2013,KAMAN,87053947.61,14111,228
2013,KAWASAKI HEAVY INDUSTRIES,-3e3,2,1
2013,KCI HOLDINGS,911798.68,3,10
2013,KCI KONECRANES,115296.12,4174,8
2013,KEANE,38537188.449999996,10670,174
