Year,Global.Vendor.Name,Number.of.Actions,Dollars.Obligated,ParentID_M,ObligatedAmount,NumberOfActions,FreqCount,Rank,Diff_Amount,Diff_Action,Diff_Freq
2010,OSHKOSH CORPORATION,3741,7223976310.69,OSHKOSH,7040849307.8107,2930,3074,7,183127002.87929916,811,667
2010,L-3 COMMUNICATIONS HOLDINGS  INC.,13861,6834329137.37,L3 COMMUNICATIONS,7118802744.2043,13540,14156,6,-284473606.83430004,321,-295
2010,UNITED TECHNOLOGIES CORPORATION,12358,6814361099.68,UNITED TECH,6745211454.5918,11222,11388,8,69149645.08820057,1136,970
2010,BAE SYSTEMS PLC,12855,6155689601.9,BAE SYSTEMS PLC [SURVEILLANCE & ATTACK BUSINESS],NA,NA,NA,NA,NA,NA,NA
2010,SAIC  INC.,25754,4862950839.33,SAIC,5072157856.2994,25544,25952,10,-209207016.9694004,210,-198
2010,CERBERUS CAPITAL MANAGEMENT  L.P.,2499,3874962533.97,CERBERUS,NA,NA,NA,NA,NA,NA,NA
2010,KBR  INC.,601,3571649246.44,NA,NA,NA,NA,NA,NA,NA,NA
2010,HUMANA INC.,542,3248725847.62,HUMANA,3241153973.9435,479,473,13,7571873.676499844,63,69
2010,GENERAL ELECTRIC COMPANY,6059,2960989095.5,GENERAL ELECTRIC,2474650734.7173,5401,5561,21,486338360.78270006,658,498
2010,HEALTH NET  INC.,372,2960589394.71,HEALTH NET,2960589413.2886,373,374,15,-18.57859992980957,-1,-2
2010,COMPUTER SCIENCES CORPORATION,4136,2789942770.65,COMPUTER SCIENCES,3120729556.1387,4954,4593,14,-330786785.4886999,-818,-457
2010,BELL BOEING JOINT PROJECT OFFICE,1306,2752694557.21,BELL BOEING JOINT PROJECT OFFICE [BELL/BOEING],2825791745.5264,1322,1334,16,-73097188.31640005,-16,-28
2010,TRIWEST HEALTHCARE ALLIANCE CORP.,288,2721404316.04,TRIWEST HEALTHCARE ALLIANCE,2722097356.5125,290,290,17,-693040.4724998474,-2,-2
2010,GOVERNMENT OF CANADA,1398,2653702764.47,GOVERNMENT OF CANADA,NA,NA,NA,NA,NA,NA,NA
2010,BOOZ ALLEN HAMILTON HOLDING CORPORATION,5759,2581724977.06,BOOZ ALLEN HAMILTON,2650266290.3939,5695,5870,20,-68541313.33389997,64,-111
2010,ITT CORPORATION,3513,2551980238.69,ITT,2675078963.702,3375,3577,18,-123098725.01200008,138,-64
2010,HARRIS CORPORATION,6646,2526898953.11,HARRIS,2410765696.627,3503,3607,22,116133256.48300028,3143,3039
2010,CACI INTERNATIONAL INC,3356,2359957376.54,CACI,2396288872.3894,3425,3557,23,-36331495.84940004,-69,-201
2010,TEXTRON INC.,5958,2194238669.39,TEXTRON,2238730566.426,6193,6271,26,-44491897.03600025,-235,-313
2010,URS CORPORATION,3852,2143344731.05,URS,2038492106.1936,3789,4030,28,104852624.85640001,63,-178
2010,SUPREME GROUP HOLDING SARL,21768,2122754640.03,SUPREME GROUP,2243152937.7929,21761,21781,25,-120398297.76290011,7,-13
2010,BECHTEL GROUP  INC.,156,2105585975.63,BECHTEL,2271336424.238,175,193,24,-165750448.6079998,-19,-37
2010,ABU DHABI NATIONAL OIL COMPANY FOR DISTRIBUTION,3,1895207544,ABU DHABI NATIONAL OIL COMPANY FOR DISTRIBUTION,NA,NA,NA,NA,NA,NA,NA
2010,NAVISTAR INTERNATIONAL CORPORATION,1609,1867806085.45,Navistar International,1868318142.2837,1590,1620,30,-512056.83369994164,19,-11
2010,FLUOR CORPORATION,421,1847134882.03,FLUOR,1847134839.9508,398,422,31,42.07920002937317,23,-1
2010,GENERAL ATOMIC TECHNOLOGIES CORPORATION,676,1806791704.27,GENERAL ATOMICS,1806139893.7426,673,681,33,651810.5274000168,3,-5
2010,HONEYWELL INTERNATIONAL INC.,7509,1690894803.79,HONEYWELL,1842153208.9532,6949,7118,32,-151258405.16320014,560,391
2010,EVERGREEN INTERNATIONAL AIRLINES,1157,1612054323.8,EVERGREEN INTERNATIONAL,NA,NA,NA,NA,NA,NA,NA
2010,ALLIANT TECHSYSTEMS INC.,1084,1531189717.32,ALLIANT TECHSYSTEMS OPERATIONS,NA,NA,NA,NA,NA,NA,NA
2010,FINMECCANICA SPA,2736,1478813171.67,PARAVANT COMPUTER SYSTEMS [FINMECCANICA SPA],NA,NA,NA,NA,NA,NA,NA
2010,MANTECH INTERNATIONAL CORPORATION,1293,1460591223.9,MANTECH INTL A,1377350670.6325,1086,1119,39,83240553.26750016,207,174
2010,FEDEX CORPORATION,2743,1408687215.48,FEDEX,1409310708.1349,2713,1892,38,-623492.654900074,30,851
2010,ROCKWELL COLLINS  INC.,2258,1366236162.4,ROCKWELL COLLINS,1507255183.1768,2105,2167,36,-141019020.77679992,153,91
2010,AMERISOURCEBERGEN CORPORATION,63951,1307349143.58,AMERISOURCEBERGEN,1319805021.2788,65491,65494,40,-12455877.698800087,-1540,-1543
2010,THE PUBLIC WAREHOUSING COMPANY (K.S.C.),18287,1302596360.51,NA,NA,NA,NA,NA,NA,NA,NA
2010,MCKESSON CORPORATION,9314,1107374120.12,MCKESSON,1107964230.4589,9247,9248,43,-590110.3389000893,67,66
2010,ATLANTIC DIVING SUPPLY  INC.,4125,1096332629.31,ATLANTIC DIVING SUPPLY,1096590019.2055,4085,4144,44,-257389.8954999447,40,-19
2010,MACANDREWS & FORBES HOLDINGS INC.,2578,1080535708.39,MACANDREWS AMG HOLDING,NA,NA,NA,NA,NA,NA,NA
2010,JACOBS ENGINEERING GROUP INC.,3073,1058277741.37,JACOBS ENGINEERING GROUP,1055453420.7217,2989,3021,47,2824320.6483000517,84,52
2010,ROYAL DUTCH SHELL PLC,150,1043908845.65,ROYAL DUTCH SHELL,1027246902.375,13,29,49,16661943.274999976,137,121
2010,BP P.L.C.,190,1032934975.24,BP GLOBAL,1055571422.9773,55,187,46,-22636447.73730004,135,3
2010,KUWAIT PETORLEUM CORPORATION .,6,1011618403.55,KUWAIT PETROLEUM,1125757755.25,11,16,42,-114139351.70000005,-5,-10
2010,CARDINAL HEALTH  INC.,46394,857525907.33,CARDINAL HEALTH,865710265.6069,46788,46815,51,-8184358.276899934,-394,-421
2010,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,134,853108995.92,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,852096505.5268,130,132,53,1012490.3931999207,4,2
2010,ROLLS-ROYCE GROUP PLC,1603,848802538.38,ROLLS ROYCE,844757886.8318,1589,1654,54,4044651.5482000113,14,-51
2010,DELL INC.,8175,831685623.4,DELL,818797509.2893,8384,8407,55,12888114.110700011,-209,-232
2010,THE AEROSPACE CORPORATION,34,797355879.95,THE AEROSPACE,797355880.1249,34,34,56,-0.17489993572235107,0,0
2010,THE MITRE CORPORATION,190,787463002.29,THE MITRE,791870043.7788,257,259,57,-4407041.488800049,-67,-69
2010,HEWLETT-PACKARD COMPANY,14352,783619380.55,HEWLETT PACKARD,952004088.3402,15079,3671,50,-168384707.7902,-727,10681
2010,COURT SQUARE CAPITAL PARTNERS  L.P.,1564,755954543.01,COURT SQUARE CAPITAL PARTNERS,NA,NA,NA,NA,NA,NA,NA
2010,SIERRA NEVADA CORPORATION,580,731780280.78,SIERRA NEVADA,729616824.2029,542,568,58,2163456.5770999193,38,12
2010,JOHNS HOPKINS UNIVERSITY,1091,716268489.78,JOHNS HOPKINS UNIVERSITY,1040818042.316,1194,1211,48,-324549552.536,-103,-120
2010,MISSION ESSENTIAL PERSONNEL  LLC,160,681306025.53,MISSION ESSENTIAL PERSONNEL,699950663.9292,151,167,59,-18644638.39920008,9,-7
2010,COMBAT SUPPORT ASSOCIATES,25,659881481,COMBAT SUPPORT ASSOCIATES,659881483,26,26,60,-2,-1,-1
2010,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,19,635327597.16,MOTOR OILCORINTH REFINERIES SA,635327604.8007,15,19,63,-7.640699982643127,4,0
2010,FORCE PROTECTION  INC.,1139,629165582.99,FORCE PROTECTION,629165584.7048,1103,1140,64,-1.7148000001907349,36,-1
2010,GOODRICH CORPORATION,2017,622770377.38,GOODRICH,424528951.49,1583,1655,94,198241425.89,434,362
2010,KONGSBERG GRUPPEN ASA,261,599846209.39,KONGSBERG GRUPPEN,598808104.8861,203,225,65,1038104.5038999319,58,36
2010,APPTIS HOLDINGS  INC.,2274,593678402.6,APPTIS,597692075.5852,2278,2292,66,-4013672.9851999283,-4,-18
2010,HENSEL PHELPS CONSTRUCTION CO,369,573297678.59,HENSEL PHELPS CONSTRUCTION,575076161.8574,362,382,68,-1778483.267399907,7,-13
2010,UNITED PARCEL SERVICE  INC.,796,573230040.65,UPS,573296071.2821,768,786,69,-66030.63209998608,28,10
2010,THE SHAW GROUP INC,1032,554799465.76,SHAW GROUP INC,521150140.0205,763,908,77,33649325.739499986,269,124
2010,VALERO ENERGY CORPORATION,26,554380093,VALERO ENERGY,554380091,11,26,72,2,15,0
2010,SRC  INC.,266,553765431.88,SRC MANAGEMENT,553765436.7366,246,275,73,-4.856600046157837,20,-9
2010,CUBIC CORPORATION,806,530288069.51,CUBIC,532407450.9907,779,812,75,-2119381.480700016,27,-6
2010,BALFOUR BEATTY/MCCARTHY A JOINT VENTURE,4,529989439,BALFOUR BEATTY/MCCARTHY A JOINT VENTURE,529989449,4,4,76,-10,0,0
2010,QINETIQ GROUP PLC,1208,523505135.78,QINETIQ GROUP,423804368.9901,827,867,95,99700766.78989995,381,341
2010,VSE CORPORATION,654,517054283.66,VSE,504828379.1408,607,629,79,12225904.519200027,47,25
2010,HIGHMARK INC.,37,510561893.29,HIGHMARK,510561894.8346,30,37,78,-1.5445999503135681,7,0
2010,CLARK ENTERPRISES  INC.,251,507119204.93,NA,NA,NA,NA,NA,NA,NA,NA
2010,NCI  INC.,1003,496200022.76,NCI INFORMATION SYSTEMS,475246045.8736,851,860,83,20953976.886399984,152,143
2010,BALFOUR BEATTY/DPR/BIG-D  A JOINT VENTURE,2,479e6,"BALFOUR BEATTY/DPR/BIG-D, A JOINT VENTURE",479e6,2,2,82,0,0,0
2010,SERCO GROUP PLC,1866,476446861.49,SERCO GROUP PLC,450065332.4067,1631,1709,86,26381529.083299994,235,157
2010,THE CHARLES STARK DRAPER LABORATORY INC,167,474894029.13,CHARLES STARK DRAPER LABORATORY,427786682.0861,166,167,93,47107347.04390001,1,0
2010,REFINERY ASSOCIATES OF TEXAS  INC,11,473644806.63,REFINERY ASSOCIATES OF TEXAS,376028024,3,12,106,97616782.63,8,-1
2010,PETER KIEWIT SONS'  INC.,249,470856840.46,NA,NA,NA,NA,NA,NA,NA,NA
2010,TASC  INC.,488,468550651.24,TASC,NA,NA,NA,NA,NA,NA,NA
2010,THE WALSH GROUP LTD,322,456780386.89,WALSH GROUP,456896686.5167,326,347,84,-116299.62670004368,-4,-25
2010,AAR CORP.,1842,452326332.07,AAR,369482536.7013,1817,1853,108,82843795.36869997,25,-11
2010,AFOGNAK NATIVE CORPORATION,4367,451167366.4,AFOGNAK NATIVE,NA,NA,NA,NA,NA,NA,NA
2010,HELLFIRE SYSTEMS  LLC,110,450054633.07,HELLFIRE SYSTEMS,450057640.0894,112,112,87,-3007.019400000572,-2,-2
2010,EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS N.V.,378,439692635.53,NA,NA,NA,NA,NA,NA,NA,NA
2010,INTERNATIONAL BUSINESS MACHINES CORPORATION,1257,434680221.33,IBM,422163614.6403,1117,1154,97,12516606.689700007,140,103
2010,CHEMRING GROUP PLC,353,427796492.31,CHEMRING GROUP PLC,265878254.8999,161,174,133,161918237.4101,192,179
2010,CHUGACH ALASKA CORPORATION,2817,413442874.84,CHUGACH ALASKA,333460856.8865,1669,1638,115,79982017.95349997,1148,1179
2010,CARLYLE PARTNERS IV  L.P.,2829,411348121.06,CARLYLE GROUP,NA,NA,NA,NA,NA,NA,NA
2010,AT&T INC.,10847,410082625.16,AT&T,446559555.3781,10041,7091,88,-36476930.21809995,806,3756
2010,TYSON FOODS  INC.,61193,404389127.55,TYSON FOODS,404389129.3745,61145,160,98,-1.8244999647140503,48,61033
2010,KRAFT FOODS INC.,49116,404310277.53,KRAFT FOODS,402065682.8438,44883,44,99,2244594.686199963,4233,49072
2010,BATTELLE MEMORIAL INSTITUTE INC,2401,403472472.77,BATTELLE,401554061.864,2307,2373,101,1918410.9059999585,94,28
2010,VERIZON COMMUNICATIONS INC.,11740,399991896,VERIZON,401632765.8827,13433,7047,100,-1640869.882700026,-1693,4693
2010,NANA REGIONAL CORPORATION  INC.,2090,399304765.36,NANA REGIONAL,NA,NA,NA,NA,NA,NA,NA
2010,CLARK/MCCARTHY  A JOINT VENTURE,2,393883e3,"CLARK-MCCARTHY HEALTHCARE PARTNERS, A JOINT VENTURE",393883008,2,2,102,-8,0,0
2010,OWENS & MINOR  INC.,16384,390248972.19,OWENS & MINOR,390248972.1856,16384,16384,103,0.004400014877319336,0,0
2010,SK ENERGY CO.  LTD.,7,378729846.91,SK ENERGY,NA,NA,NA,NA,NA,NA,NA
2009,LOCKHEED MARTIN CORPORATION,17762,31348453590.56,LOCKHEED MARTIN,31305504559.7521,17932,18498,1,42949030.807899475,-170,-736
2009,THE BOEING COMPANY,10799,20604690106.84,BOEING,20272576452.072,10855,11001,2,332113654.76800156,-56,-202
2009,NORTHROP GRUMMAN CORPORATION,19627,18293375394.47,NORTHROP GRUMMAN,18091647916.1229,18544,19157,3,201727478.34710312,1083,470
2009,GENERAL DYNAMICS CORPORATION,16261,15662063160.18,GENERAL DYNAMICS,16266458613.7732,17325,17454,4,-604395453.5931988,-1064,-1193
2009,RAYTHEON COMPANY,9697,15332423921.76,RAYTHEON,16143494937.2944,9794,10169,5,-811071015.534399,-97,-472
2009,UNITED TECHNOLOGIES CORPORATION,9253,7047569734.83,UNITED TECH,6950033158.0734,8125,8294,8,97536576.75660038,1128,959
2009,L-3 COMMUNICATIONS HOLDINGS  INC.,13645,6841410117.06,L3 COMMUNICATIONS,7200058666.245,14283,14878,7,-358648549.18499947,-638,-1233
2009,BAE SYSTEMS PLC,11322,6704063086.99,BAE SYSTEMS PLC [SURVEILLANCE & ATTACK BUSINESS],NA,NA,NA,NA,NA,NA,NA
2009,OSHKOSH TRUCK CORPORATION,1703,6379043578.38,OSHKOSH,6252258128.1373,1102,1225,9,126785450.24270058,601,478
2009,KBR  INC.,696,4635422288.62,NA,NA,NA,NA,NA,NA,NA,NA
2009,SAIC  INC,22726,4338700254.84,SAIC,5013472417.3384,31894,32282,11,-674772162.4983997,-9168,-9556
2009,GENERAL ELECTRIC COMPANY,5323,3442880553.04,GENERAL ELECTRIC,3004519039.933,4692,4823,16,438361513.1069999,631,500
2009,HUMANA INC.,619,3437897069.91,HUMANA,3433048245.4623,562,544,14,4848824.447700024,57,75
2009,HEALTH NET  INC.,199,2833980613.12,HEALTH NET,2834091448.5221,196,203,17,-110835.40210008621,3,-4
2009,COMPUTER SCIENCES CORPORATION,4341,2752215384.27,COMPUTER SCIENCES,3255869569.5333,5335,4851,15,-503654185.26329994,-994,-510
2009,ITT CORPORATION,2340,2740731493.44,ITT,3650166733.8298,3102,3261,13,-909435240.3898001,-762,-921
2009,MACANDREWS & FORBES HOLDINGS INC.,1770,2726138648.04,MACANDREWS AMG HOLDING,NA,NA,NA,NA,NA,NA,NA
2009,TRIWEST HEALTHCARE ALLIANCE CORP.,258,2672212524.42,TRIWEST HEALTHCARE ALLIANCE,2672446252.3746,253,256,20,-233727.95459985733,5,2
2009,BELL BOEING JOINT PROJECT OFFICE,504,2620340065.85,BELL BOEING JOINT PROJECT OFFICE [BELL/BOEING],2681965899.9975,514,532,19,-61625834.14750004,-10,-28
2009,BECHTEL GROUP  INC,276,2297043828.45,BECHTEL,2451788435.249,312,330,21,-154744606.79900026,-36,-54
2009,BOOZ ALLEN HAMILTON INC.,4835,2272314245.36,BOOZ ALLEN HAMILTON,2349535205.9543,4818,4954,22,-77220960.5942998,17,-119
2009,AGILITY,24123,2010685577.45,AGILITY DEFENSE & GOVERNMENT SERVICES,2021054915.4215,24182,24214,25,-10369337.97149992,-59,-91
2009,ROYAL DUTCH SHELL PLC,99,1905472233.56,ROYAL DUTCH SHELL,1893210368,6,12,26,12261865.559999943,93,87
2009,DRS TECHNOLOGIES  INC.,3717,1884448151.22,DRS,NA,NA,NA,NA,NA,NA,NA
2009,URS CORPORATION,3862,1838845209.24,URS,2340561745.893,3892,4119,23,-501716536.6530001,-30,-257
2009,HONEYWELL INTERNATIONAL INC,6133,1831554927.97,HONEYWELL,1828776597.0878,5667,5836,28,2778330.8822000027,466,297
2009,THE BAHRAIN PETROLEUM COMPANY B.S.C. (CLOSED),14,1754513643.69,BAHRAIN PETROLEUM COMPANY,1756655490.7594,12,18,29,-2141847.0693998337,2,-4
2009,ALLIANT TECHSYSTEMS INC,974,1751511169.95,ALLIANT TECHSYSTEMS OPERATIONS,NA,NA,NA,NA,NA,NA,NA
2009,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,127,1748121168.52,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,1749654196.8187,129,132,30,-1533028.2987000942,-2,-5
2009,BP P.L.C.,55,1691945021.04,BP GLOBAL,2208774623.5022,41,81,24,-516829602.46220016,14,-26
2009,CACI INTERNATIONAL INC,3160,1646613384.74,CACI,1674334842.3627,3289,3378,31,-27721457.622699976,-129,-218
2009,VERITAS CAPITAL MANAGEMENT II LLC,584,1548270236.18,VERITAS CAPITAL FUND,NA,NA,NA,NA,NA,NA,NA
2009,FEDERAL EXPRESS CHARTER PROGRAM TEAM ARRANGEMENT,1172,1505847350.42,FEDERAL EXPRESS,NA,NA,NA,NA,NA,NA,NA
2009,HARRIS CORPORATION,2948,1442080726.13,HARRIS,1565253109.7487,2905,2989,37,-123172383.61869979,43,-41
2009,HENSEL PHELPS CONSTRUCTION CO,306,1371398204.77,HENSEL PHELPS CONSTRUCTION,1631885325.9961,318,328,33,-260487121.22609997,-12,-22
2009,GENERAL ATOMIC TECHNOLOGIES CORPORATION,501,1346105622.43,GENERAL ATOMICS,1345930749.8252,495,507,39,174872.6047999859,6,-6
2009,EVERGREEN INTERNATIONAL AIRLINES  INC.,1137,1322675791.37,EVERGREEN INTERNATIONAL,NA,NA,NA,NA,NA,NA,NA
2009,INTERNATIONAL MILITARY AND GOVERMENT LLC,1187,1317741892.34,NA,NA,NA,NA,NA,NA,NA,NA
2009,ELECTRONIC DATA SYSTEMS CORPORATION,14872,1297572492.09,ELECTRONIC DATA SYSTEMS [HEWLETT PACKARD],NA,NA,NA,NA,NA,NA,NA
2009,TEXTRON INC.,6103,1275116557.21,TEXTRON,1627291221.4833,6604,6661,34,-352174664.27329993,-501,-558
2009,AMERISOURCEBERGEN CORPORATION,64809,1262162351.55,AMERISOURCEBERGEN,1279549181.3081,66955,66956,42,-17386829.758100033,-2146,-2147
2009,ROCKWELL COLLINS  INC.,1909,1193112636.66,ROCKWELL COLLINS,1568062441.9202,1869,1933,36,-374949805.2602,40,-24
2009,CERBERUS CAPITAL MANAGEMENT II  L.P,1263,1184223787.35,CERBERUS,NA,NA,NA,NA,NA,NA,NA
2009,INTERNATIONAL OIL TRADING CO LIMITED,10,1178743763.29,INTERNATIONAL OIL TRADING,1178743754,5,11,45,9.289999961853027,5,-1
2009,VALERO ENERGY CORPORATION,42,1049289818.27,VALERO ENERGY,1049289813.3414,21,42,47,4.928599953651428,21,0
2009,MCKESSON CORPORATION,9362,1025767231.8,MCKESSON,1026981167.1451,9332,9332,48,-1213935.3451000452,30,30
2009,HAWKER BEECHCRAFT  INC.,202,1015249513.11,HAWKER BEECHCRAFT,NA,NA,NA,NA,NA,NA,NA
2009,"GULF INTRACOASTAL CONSTRUCTORS, A JOINT VENTURE",11,963520252,NA,NA,NA,NA,NA,NA,NA,NA
2009,ROLLS-ROYCE GROUP PLC,1376,949963923.54,ROLLS ROYCE,954623123.0746,1347,1405,52,-4659199.534600019,29,-29
2009,THE SHAW GROUP INC,827,930211876.56,SHAW GROUP INC,988496759.9047,814,902,49,-58284883.3447001,13,-75
2009,SUPREME FOODSERVICE AG,14710,912510126.47,SUPREME GROUP,1145130028,14706,14717,46,-232619901.52999997,4,-7
2009,DELL INC,10332,898765660.98,DELL,957509257.4572,10453,10428,51,-58743596.47720003,-121,-96
2009,JACOBS ENGINEERING GROUP INC.,2562,889096722.15,JACOBS ENGINEERING GROUP,892276346.0276,2552,2619,53,-3179623.877600074,10,-57
2009,EDO CORPORATION,1190,879866267.49,EDO ACQUISITION II,NA,NA,NA,NA,NA,NA,NA
2009,THE MITRE CORPORATION,153,797001344.88,THE MITRE,800259417.2313,205,205,57,-3258072.351300001,-52,-52
2009,THE AEROSPACE CORPORATION,26,791347982.62,THE AEROSPACE,791347972.5,26,26,58,10.120000004768372,0,0
2009,SK ENERGY CO.  LTD.,6,760801383.08,SK ENERGY,NA,NA,NA,NA,NA,NA,NA
2009,ANTHEM HEALTH OF INDIANA INC,1,750304988.85,ANTHEM INSURANCE COMPANIES,NA,NA,NA,NA,NA,NA,NA
2009,CLARK ENTERPRISES  INC.,137,747985883.96,NA,NA,NA,NA,NA,NA,NA,NA
2009,VSE CORPORATION,851,744048371.04,VSE,756509477.1268,857,881,59,-12461106.08679998,-6,-30
2009,FLUOR CORPORATION,499,731234591.4,FLUOR,734004970.7269,484,504,62,-2770379.3269000053,15,-5
2009,SIERRA NEVADA CORPORATION,524,697117133.64,SIERRA NEVADA,699315143.1736,520,542,64,-2198009.5335999727,4,-18
2009,KONGSBERG GRUPPEN ASA,175,677349285.05,KONGSBERG GRUPPEN,679960295.5511,187,213,66,-2611010.5011000633,-12,-38
2009,CHUGACH ALASKA CORP,2951,675361594.19,CHUGACH ALASKA,572414853.0222,2192,2187,74,102946741.16780007,759,764
2009,CARDINAL HEALTH  INC.,38934,663387605.2,CARDINAL HEALTH,683479200.6398,39673,39696,65,-20091595.439799905,-739,-762
2009,MANTECH INTERNATIONAL CORPORATION,932,642834350.86,MANTECH INTL A,601107365.8098,787,814,70,41726985.050199986,145,118
2009,FORCE PROTECTION  INC,1183,618642902.91,FORCE PROTECTION,619292903.9966,1149,1188,69,-650001.0866000652,34,-5
2009,THE WALSH GROUP LTD,109,616238630.08,WALSH GROUP,639254029.1904,128,151,67,-23015399.11039996,-19,-42
2009,HOPKINS JOHNS UNIVERSITY,1144,603612650.53,JOHNS HOPKINS UNIVERSITY,844145709.4293,1159,1183,55,-240533058.89929998,-15,-39
2009,COMBAT SUPPORT ASSOCIATES,21,579957228,COMBAT SUPPORT ASSOCIATES,579957228,21,21,73,0,0,0
2009,ARINC MANAGEMENT CORPORATION,1486,569633895.36,ARINC [Carlyle Group],587611133.0403,1500,1521,71,-17977237.680299997,-14,-35
2009,AFOGNAK NATIVE CORPORATION,4267,566781985.18,AFOGNAK NATIVE,NA,NA,NA,NA,NA,NA,NA
2009,M A MORTENSON COMPANIES  INC,235,565827089.55,MA MORTENSON COMPANY,565827088.5469,207,236,75,1.0030999183654785,28,-1
2009,ATLANTIC DIVING SUPPLY  INC,2209,560813064.51,ATLANTIC DIVING SUPPLY,560834259.3072,2155,2211,76,-21194.797199964523,54,-2
2009,SYRACUSE RESEARCH CORP,255,543968722.53,NA,NA,NA,NA,NA,NA,NA,NA
2009,PETROMAX REFINING COMPANY LLC,6,539735942.55,Petromax Refining,539735967.625,3,6,79,-25.075000047683716,3,0
2009,GOVERNMENT OF CANADA,1160,534792837.52,GOVERNMENT OF CANADA,NA,NA,NA,NA,NA,NA,NA
2009,SIERRA MILITARY HEALTH SERVICES LLC,1,527348655.04,SIERRA MILITARY HEALTH SERVICE [UNITEDHEALTH GROUP],NA,NA,NA,NA,NA,NA,NA
2009,GOODRICH CORPORATION,1660,518083498.7,GOODRICH,373740953.0594,1360,1433,108,144342545.64059997,300,227
2009,B P WEST COAST PRODUCTS L. L. C.,2,516830010.38,NA,NA,NA,NA,NA,NA,NA,NA
2009,CH2M HILL COMPANIES  LTD,1406,498159352.86,CH2M HILL,586286463.8827,1478,1590,72,-88127111.02269995,-72,-184
2009,COMTECH TELECOMMUNICATIONS CORP.,190,496368924.69,COMTECH,497451692.7164,187,194,84,-1082768.0264000297,3,-4
2009,HOCHTIEF AG,64,485832520.34,HOCHTIEF AG,357218359.2197,59,59,113,128614161.1203,5,5
2009,S-OIL CORPORATION,2,481968023.04,S-OIL,481968032,1,2,85,-8.959999978542328,1,0
2009,SK CHEMICALS CO.  LTD.,7,479988184.81,NA,NA,NA,NA,NA,NA,NA,NA
2009,CUBIC CORPORATION,802,476609936.65,CUBIC,507594415.4932,805,860,83,-30984478.843200028,-3,-58
2009,EXXON MOBIL CORPORATION,27,471115672.12,EXXON MOBIL,474044582.05,19,32,89,-2928909.930000007,8,-5
2009,INTERNATIONAL BUSINESS MACHINES CORPORATION,1481,467511686.85,IBM,479909011.4816,1550,1588,86,-12397324.631599963,-69,-107
2009,BATTELLE MEMORIAL INSTITUTE,2278,464123578.91,BATTELLE,461905636.5708,2171,2234,91,2217942.33920002,107,44
2009,HELLFIRE SYSTEMS  LLC,118,454187872.77,HELLFIRE SYSTEMS,454187872.9074,119,119,92,-0.13740003108978271,-1,-1
2009,THE SUNDT COMPANIES INC,86,450807416.28,SUNDT COMPANIES,451120245.2656,66,88,93,-312828.98560005426,20,-2
2009,THE CHARLES STARK DRAPER LABORATORY INC,130,439499353.34,CHARLES STARK DRAPER LABORATORY,470729511.1046,128,132,90,-31230157.76460004,2,-2
2009,CONOCOPHILLIPS,6,433007454.05,CONOCO [CONOCOPHILLIPS],NA,NA,NA,NA,NA,NA,NA
2009,QATAR FUEL CO (WOQOD),3,431866129.65,QATAR FUEL,432779212.125,4,7,96,-913082.4750000238,-1,-4
2009,HARPER CONSTRUCTION COMPANY  INC.,82,427322377.01,HARPER CONSTRUCTION COMPANY,427322377.9115,72,82,97,-0.9014999866485596,10,0
2009,CRITICAL SOLUTIONS INTERNATIONAL  INC.,76,423862762.81,CRITICAL SOLUTIONS INTERNATIONAL,406668540.0481,70,76,103,17194222.761900008,6,0
2009,KRAFT FOODS INC,46253,417894291.89,KRAFT FOODS,388620925.1841,37818,55,106,29273366.705900013,8435,46198
2009,GREAT LAKES DREDGE & DOCK CORPORATION,179,408316991.11,GREAT LAKES DREDGE DOCK,409349017.2069,161,183,101,-1032026.0968999863,18,-4
2009,BALFOUR BEATTY PLC,65,401211448.73,BALFOUR BEATTY,400124951.2912,40,56,104,1086497.438800037,25,9
2009,TYSON FOODS  INC,57473,399900586.39,TYSON FOODS,399900585.6535,57448,132,105,0.7364999651908875,25,57341
2008,LOCKHEED MARTIN CORPORATION,19248,29091044406.909996,LOCKHEED MARTIN,28725874678.9211,18982,19429,1,365169727.9888954,266,-181
2008,THE BOEING COMPANY,14206,21794832402.21,BOEING,21864184382.1379,14126,14358,2,-69351979.92790222,80,-152
2008,NORTHROP GRUMMAN CORPORATION,18197,19464937010.18,NORTHROP GRUMMAN,20232782626.7749,18175,18732,3,-767845616.5948982,22,-535
2008,BAE SYSTEMS PLC,11420,15038101347.3,BAE SYSTEMS PLC [SURVEILLANCE & ATTACK BUSINESS],NA,NA,NA,NA,NA,NA,NA
2008,GENERAL DYNAMICS CORPORATION,15968,14771896697.67,GENERAL DYNAMICS,15348820532.7282,16897,17110,5,-576923835.0582008,-929,-1142
2008,RAYTHEON COMPANY,8799,14313645582.31,RAYTHEON,14642298492.0734,9624,9920,6,-328652909.76340103,-825,-1121
2008,EMERSON CONSTRUCTION COMPANY  INC.,24,13931307017.4,EMERSON CONSTRUCTION,13931307422.3984,24,24,7,-404.99839973449707,0,0
