ParentID,contract_award_unique_key,PricingMechanism,ProductOrServiceCodeText,CompetitionClassification,ClassifyNumberOfOffers,anycommercial,Vehicle,Action_Obligation_OMB25_GDP23,baseandexercisedoptionsvalue,baseandalloptionsvalue,MinOfsigneddate
BOEING,CONT_AWD_LARC0198801DNAS118586_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),Two Offers,N,DCA,45442.892165076024,0,0,2002-12-15
BOEING,CONT_AWD_NNL13AC83P_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Other Exception),No competition,Y,PO,45043.76561505304,35083.75,35083.75,2013-05-21
BOEING,CONT_AWD_NND07BO05T_8000_NND07AA08B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),No Competition (Only One Source Exception),No competition,N,SINGLE AWARD IDC,43977.00173247307,30707.5996,30707.5996,2007-06-22
BOEING,CONT_AWD_NNC04QB56P_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Competition with single offer,One Offer,N,PO,43242.21795546961,27939,27939,2004-07-15
BOEING,CONT_AWD_NNC16JA04T_8000_NNC15BA11B_8000,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,N,MULTIPLE AWARD IDC,43067.10038449667,34695,34695,2016-03-22
BOEING,NA,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),10-24 Offers,N,NA,42029.334784419094,0,20000000,2000-06-21
BOEING,CONT_AWD_LERC0199909BC79015J_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: FLIGHT (BASIC RESEARCH),No Competition (Unlabeled Exception),No competition,Y,PO,40739.411428514395,0,0,2000-03-15
BOEING,CONT_AWD_LARC0198802BNAS118560_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),Two Offers,N,PO,37167.19619902267,0,0,2002-07-15
BOEING,CONT_AWD_NNA10DE06P_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers,5-9 Offers,N,PO,32306.815197090487,23734.5391,23734.5391,2010-03-01
BOEING,CONT_AWD_ARC00199109DNAS213477_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Full Competition (Multiple Offers),25-99 Offers,N,DCA,30261.121044781747,0,0,2000-03-15
BOEING,CONT_AWD_NND07BO03T_8000_NND07AA08B_8000,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),No Competition (Only One Source Exception),No competition,N,SINGLE AWARD IDC,25727.8094276192,17680.9492,17680.9492,2007-06-29
BOEING,CONT_AWD_LARC0198508DNAS118099_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,N,DCA,20174.080696521167,0,0,2000-02-15
BOEING,CONT_AWD_NNA11AA84P_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Limited Competition with multiple offers,5-9 Offers,N,PO,19969.146820824157,14965,14965,2011-02-01
BOEING,NA,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,N,NA,16811.73391376764,0,30000000,2000-05-01
BOEING,CONT_AWD_LARC0199311DNAS120096_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),Two Offers,N,DCA,15130.560522390873,0,0,1999-11-15
BOEING,CONT_AWD_NNL05AA35P_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers,3-4 Offers,N,PO,14629.77483256478,9740,9740,2004-10-28
BOEING,CONT_AWD_LARC0199409DNAS120268_8000_-NONE-_-NONE-,Cost No Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Full Competition (Multiple Offers),Two Offers,N,DCA,13678.82224730865,0,0,2000-01-15
BOEING,CONT_AWD_FA880621F0001_9700_FA880621D0001_9700,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),No Competition (Only One Source Exception),No competition,N,SINGLE AWARD IDC,11188.817598517047,10000,10000,2021-06-24
BOEING,CONT_AWD_80ARC022FA004_8000_80ARC022DA002_8000,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,N,MULTIPLE AWARD IDC,10457.465947186318,10000,10000,2021-12-22
BOEING,CONT_AWD_ARC00199506DNAS214269_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ENGINEERING DEVELOPMENT),No Competition (Other Exception),No competition,N,DCA,10069.575504430555,9990000,10000000,2003-10-01
BOEING,CONT_AWD_LARC0197811DNAS115605_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,N,DCA,8405.86695688382,0,0,2000-01-15
BOEING,CONT_AWD_LARC0199306DNAS120014_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Full Competition (Multiple Offers),Two Offers,N,DCA,6724.693565507055,0,0,1999-12-15
BOEING,CONT_AWD_FA881921F0004_9700_FA881921D0417_9700,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ADVANCED DEVELOPMENT),Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,N,MULTIPLE AWARD IDC,3916.086159480966,3500,3500,2021-03-16
BOEING,CONT_IDV_NNL16AA04B_8000,Order Dependent (IDV only),R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,N,MULTIPLE AWARD IDC,471.1667102118863,0,398700000,2015-10-14
BOEING,CONT_IDV_NNC10BA05B_8000,Order Dependent (IDV only),R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ADVANCED DEVELOPMENT),Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,N,MULTIPLE AWARD IDC,374.9623893046082,0,16500000,2010-06-11
BOEING,CONT_IDV_NNC15BA11B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,N,MULTIPLE AWARD IDC,297.73012670578464,0,90000000,2015-09-30
BOEING,CONT_AWD_NNL10AB67T_8000_NNL10AA05B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Other Exception),No competition,N,MULTIPLE AWARD IDC,267.8302780747199,0,0,2010-04-14
BOEING,CONT_AWD_F0470187C0005_9700_-NONE-_-NONE-,Fixed Price Incentive,R&D- SPACE: FLIGHT (ENGINEERING DEVELOPMENT),Full Competition (Multiple Offers),Two Offers,N,DCA,0,0,0,2018-01-09
BOEING,CONT_AWD_LERC0200101BC71741N_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),No Competition (Unlabeled Exception),No competition,Y,PO,0,0,0,2001-01-15
BOEING,CONT_AWD_MSFC0199808DNAS898244_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: FLIGHT (BASIC RESEARCH),No Competition (Other Exception),No competition,N,DCA,0,0,0,1999-12-31
BOEING,CONT_AWD_MSFC0199809DNAS898095_8000_-NONE-_-NONE-,Cost Plus Incentive,R&D- SPACE: FLIGHT (ADVANCED DEVELOPMENT),Full Competition (Multiple Offers),10-24 Offers,N,DCA,0,-304564,-304564,2001-09-10
BOEING,CONT_AWD_NNC04QB56P_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Other Exception),No competition,N,PO,0,0,0,2005-02-24
BOEING,CONT_AWD_NNL12AA97T_8000_NNL06AA04B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Only One Source Exception),No competition,N,MULTIPLE AWARD IDC,0,0,0,2012-02-03
BOEING,CONT_AWD_NNL14AB14T_8000_NNL10AA05B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers,Two Offers,N,MULTIPLE AWARD IDC,0,0,0,2014-06-11
BOEING,CONT_IDV_80ARC022DA002_8000,Order Dependent (IDV only),R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,N,MULTIPLE AWARD IDC,0,0,39950000,2021-12-21
BOEING,CONT_IDV_FA880621D0001_9700,Order Dependent (IDV only),R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),No Competition (Only One Source Exception),No competition,N,SINGLE AWARD IDC,0,0,980000000,2021-05-26
BOEING,CONT_IDV_FA881414D0007_9700,Firm Fixed Price,SPACE TRANSP & LAUNCH,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,Y,MULTIPLE AWARD IDC,0,0,1,2014-07-10
BOEING,CONT_IDV_FA881921D0417_9700,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ADVANCED DEVELOPMENT),Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,N,MULTIPLE AWARD IDC,0,0,200000000,2021-03-15
BOEING,CONT_IDV_NAS400041_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),No Competition (Unlabeled Exception),No competition,N,SINGLE AWARD IDC,0,0,33683075,2001-02-15
BOEING,CONT_IDV_NND07AA08B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),No Competition (Only One Source Exception),No competition,N,SINGLE AWARD IDC,0,0,26067771,2007-04-13
BOEING,CONT_IDV_NNL04AA11B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,N,MULTIPLE AWARD IDC,0,0,58750000,2004-08-20
BOEING,CONT_IDV_NNL06AA04B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,N,MULTIPLE AWARD IDC,0,0,35000000,2006-01-13
BOEING,CONT_IDV_NNL08AA02B_8000,Order Dependent (IDV only),R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,N,BOA,0,0,0,2008-01-18
BOEING,CONT_IDV_NNL08AA03B_8000,Order Dependent (IDV only),R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,N,BOA,0,0,0,2008-03-03
BOEING,CONT_IDV_NNL08AA16B_8000,Order Dependent (IDV only),R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Unlabeled: Competition; Unlabeled Offers,Unlabeled,N,BOA,0,0,0,2012-01-27
BOEING,CONT_IDV_NNL08AA16B_8000,Order Dependent (IDV only),R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,N,BOA,0,0,0,2008-03-03
BOEING,CONT_IDV_NNL10AA00B_8000,Order Dependent (IDV only),R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Full Competition (Multiple Offers),10-24 Offers,N,SINGLE AWARD IDC,0,0,100000000,2009-11-04
BOEING,CONT_IDV_NNL10AA05B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,N,MULTIPLE AWARD IDC,0,0,399960000,2010-04-13
BOEING,CONT_IDV_NNL13AA03B_8000,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,N,MULTIPLE AWARD IDC,0,0,16000000,2013-05-29
BOEING,CONT_AWD_LERC0199107DNAS326371_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),No Competition (Only One Source Exception),No competition,N,DCA,-1681.1733913767637,0,0,2000-07-15
BOEING,CONT_AWD_LERC0199008DNAS325963_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Full Competition (Multiple Offers),Two Offers,N,DCA,-3282.7753107721314,0,0,2001-09-15
BOEING,CONT_AWD_LARC0199407DNAS120220_8000_-NONE-_-NONE-,Cost No Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Full Competition (Multiple Offers),Two Offers,N,DCA,-3362.3467827535273,0,0,1999-12-15
BOEING,CONT_AWD_JSC00199304DNAS918877_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ADVANCED DEVELOPMENT),Full Competition (Multiple Offers),10-24 Offers,N,DCA,-5043.520174130292,0,0,2000-09-15
BOEING,CONT_AWD_LARC0199109DNAS119349_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Full Competition (Multiple Offers),5-9 Offers,N,DCA,-6565.550621544263,0,0,2001-09-15
BOEING,CONT_AWD_LARC0198712DNAS118574_8000_-NONE-_-NONE-,Cost Sharing,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),10-24 Offers,N,DCA,-16413.876553860657,0,0,2001-09-15
BOEING,CONT_AWD_GSFC0199409DNAS532667_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: FLIGHT (OPERATIONAL SYSTEMS DEVELOPMENT),No Competition (Other Exception),No competition,N,DCA,-19696.65186463279,0,0,2001-07-15
BOEING,CONT_AWD_ARC00199409DNAS214090_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Full Competition (Multiple Offers),10-24 Offers,N,DCA,-20174.080696521167,0,0,2000-07-15
BOEING,CONT_AWD_KSC00199902BCC84148B_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: FLIGHT (BASIC RESEARCH),Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,Y,PO,-20174.080696521167,0,0,2000-08-15
BOEING,CONT_AWD_LARC0199306DNAS120013_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Full Competition (Multiple Offers),Two Offers,N,DCA,-22623.510729839883,0,0,2002-09-15
BOEING,CONT_AWD_LARC0199311DNAS120090_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),Two Offers,N,DCA,-33935.26609475983,0,0,2002-09-15
BOEING,CONT_AWD_LARC0199508DNAS120542_8000_-NONE-_-NONE-,Cost No Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),Two Offers,N,DCA,-33935.26609475983,0,0,2002-02-15
BOEING,CONT_AWD_ARC00198711BNAS212575_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),Two Offers,N,PO,-52116.37513267968,0,0,2000-03-15
BOEING,CONT_AWD_LARC0198812DNAS118762_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),5-9 Offers,N,DCA,-58841.06869818673,0,0,2000-09-15
BOEING,CONT_AWD_MSFC0199812DNAS899075_8000_-NONE-_-NONE-,Firm Fixed Price,R&D- SPACE: FLIGHT (ADVANCED DEVELOPMENT),Full Competition (Multiple Offers),10-24 Offers,N,DCA,-65888.05983627173,-43866,-43866,2002-09-30
BOEING,CONT_AWD_LARC0199001DNAS119060_8000_-NONE-_-NONE-,Cost No Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),Two Offers,N,DCA,-72290.45582920084,0,0,2000-09-15
BOEING,NA,Fixed Price Incentive,R&D- SPACE: FLIGHT (ENGINEERING DEVELOPMENT),Competition with single offer,One Offer,NA,NA,-81455.64508088553,0,0,NA
BOEING,CONT_AWD_LARC0198803BNAS118037_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),No Competition (Unlabeled Exception),No competition,N,PO,-85739.84296021496,0,0,2000-09-15
BOEING,CONT_AWD_LARC0199411DNAS120275_8000_-NONE-_-NONE-,Cost No Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),25-99 Offers,N,DCA,-86993.54573546149,0,0,2001-09-15
BOEING,CONT_AWD_LARC0199209DNAS119703_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Full Competition (Multiple Offers),5-9 Offers,N,DCA,-104435.1876703917,0,0,2002-09-15
BOEING,CONT_AWD_LARC0199312DNAS120103_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),Two Offers,N,DCA,-159980.5401610106,0,0,2000-05-15
BOEING,CONT_AWD_LARC0199107DNAS119360_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Full Competition (Multiple Offers),Two Offers,N,DCA,-230444.1778825041,0,0,2001-09-15
BOEING,CONT_AWD_LARC0199209DNAS119568_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Competition with single offer,One Offer,N,DCA,-355369.4822459573,0,0,2001-09-15
BOEING,CONT_AWD_JSC00199501DNAS919000_8000_-NONE-_-NONE-,Cost Plus Incentive,R&D- SPACE: FLIGHT (OPERATIONAL SYSTEMS DEVELOPMENT),No Competition (Only One Source Exception),No competition,N,DCA,-400759.3329285922,0,0,2002-09-15
BOEING,CONT_AWD_LERC0199309DNAS327018_8000_-NONE-_-NONE-,Cost Plus Fixed Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),Full Competition (Multiple Offers),Two Offers,N,DCA,-463129.8865692642,0,0,2000-01-15
BOEING,CONT_AWD_JSC00198912DNAS918600_8000_-NONE-_-NONE-,Cost Plus Award Fee,R&D- SPACE: FLIGHT (OPERATIONAL SYSTEMS DEVELOPMENT),No Competition (Only One Source Exception),No competition,N,DCA,-572844.291729737,0,0,2001-09-15
BOEING,CONT_AWD_LARC0198904DNAS118862_8000_-NONE-_-NONE-,Cost No Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Full Competition (Multiple Offers),10-24 Offers,N,DCA,-1581595.645373806,0,0,2001-03-15
BOEING,CONT_AWD_JSC00198912DNAS918500_8000_-NONE-_-NONE-,Cost Plus Award Fee,R&D- SPACE: FLIGHT (OPERATIONAL SYSTEMS DEVELOPMENT),No Competition (Only One Source Exception),No competition,N,DCA,-1597070.1886906421,0,0,2001-09-15
BOEING,CONT_AWD_F0470197C0004_9700_-NONE-_-NONE-,Cost Plus Award Fee,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (MANAGEMENT/SUPPORT),Competition with single offer,One Offer,N,DCA,-3004060.5405677166,0,0,2004-12-16
BOEING,CONT_AWD_JSC00198410BNAS9140002_8000_-NONE-_-NONE-,Cost Plus Award Fee,R&D- SPACE: FLIGHT (BASIC RESEARCH),Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,N,PO,-3197114.6290647686,0,0,2001-05-15
BOEING,CONT_AWD_F0470191C0031_9700_-NONE-_-NONE-,Fixed Price with Economic Price Adjustment,R&D- SPACE: FLIGHT (ENGINEERING DEVELOPMENT),Competition with single offer,One Offer,N,DCA,-3791978.6961747757,0,0,2000-08-18
BOEING,CONT_AWD_JSC00198801DNAS918200_8000_-NONE-_-NONE-,Cost Plus Award Fee,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),Full Competition (Multiple Offers),Two Offers,N,DCA,-9616311.798675088,0,0,2000-09-15
