fiscal_year	fiscal_quarter_YTD	contractingofficeagencyid	ProductOrServiceCode	PlatformPortfolio	ProjectID	VehicleClassification	CompetitionClassification	ClassifyNumberOfOffers	anycommercial	PricingUCA	VendorSize	fundedbyforeignentity	PlaceISOalpha3	pop_state_code	VendorISOalpha3	VendorStateCode	OriginISOalpha3	placeofmanufacture	EntityID	parentid	IsEntityTraditional	SumOfobligatedAmount	SumOfNumberOfActions	NumberOfRecords
2019	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers	Two Offers	N	Other CB	Large: Big 5	X	USA	MO	USA	MO	USA	C	683750	BOEING	1	399190.0000	1	1
2019	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	10-24 Offers	N	NULL	Large: Big 5	X	NULL		USA	MO	NULL		683750	BOEING	1	0.0000	NULL	1
2019	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5	X	NULL		USA	MD	NULL		665531	NORTHROP GRUMMAN	1	0.0000	NULL	2
2019	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5	X	USA	WA	USA	WA	USA	C	683750	BOEING	1	2979.5500	1	1
2019	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5	X	USA	MO	USA	MO	USA	C	683750	BOEING	1	562622.0000	1	1
2019	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	2	2
2019	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	-19015.5493	5	5
2019	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	MD	USA	MD	USA	C	665531	NORTHROP GRUMMAN	1	2581021.0000	2	2
2019	NULL	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	MO	USA	MO	USA	C	683750	BOEING	1	5675385.0000	17	17
2019	NULL	8000	AR12	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	10577.4805	1	1
2019	NULL	8000	AR12	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	AZ	USA	AZ	USA	C	683750	BOEING	1	148756.4297	4	4
2019	NULL	8000	AR12	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	10-24 Offers	N	Other CB	Large: Big 5	X	NULL		USA	CA	NULL		665531	NORTHROP GRUMMAN	1	0.0000	NULL	1
2019	NULL	8000	AR12	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	10-24 Offers	N	Other CB	Large: Big 5	X	NULL		USA	MO	NULL		683750	BOEING	1	0.0000	NULL	1
2019	NULL	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	10-24 Offers	N	Other CB	Large: Big 5	X	USA	MO	USA	MO	USA	C	683750	BOEING	1	-7192.1899	1	1
2019	NULL	8000	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Combination/Other	Large: Big 5	X	USA	MO	USA	MO	NULL	D	683750	BOEING	1	-1500.0000	1	1
2019	NULL	8000	AR14	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	59371.0000	2	2
2019	NULL	8000	AR14	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	FFP	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	0.0000	2	2
2019	NULL	8000	AR14	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	10-24 Offers	Y	FFP	Small	X	NULL		USA	TX	NULL		1606102	Firefly Aerospace	0	25000.0000	NULL	3
2019	NULL	8000	AR15	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	-32616.7402	1	1
2019	NULL	8000	AR16	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	Other CB	Large: Big 5	X	USA	MO	USA	MO	USA	C	683750	BOEING	1	-1203.8200	1	1
2019	NULL	8000	AR21	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	10-24 Offers	N	Other CB	Large: Big 5	X	USA	VA	USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	-4690.7500	1	1
2019	NULL	8000	AR21	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	FFP	Large: Big 5	X	USA	VA	USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	18047999.0000	7	7
2019	NULL	8000	AR21	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	Other CB	Large: Big 5	X	USA	VA	USA	MD	USA	C	665531	NORTHROP GRUMMAN	1	50416029.5700	17	17
2019	NULL	8000	AR21	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Incentive	Large: Big 5	X	USA	VA	USA	MD	USA	C	665531	NORTHROP GRUMMAN	1	-112094.5435	3	3
2019	NULL	8000	AR22	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	100+ Offers	N	FFP	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	0.0000	1	1
2019	NULL	8000	AR22	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	5-9 Offers	N	FFP	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	8000	AR22	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	5-9 Offers	N	FFP	Large: Big 5	X	USA	VA	USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	8000	AR23	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	MD	USA	MD	USA	C	665531	NORTHROP GRUMMAN	1	512987.0000	4	4
2019	NULL	8000	AR24	Space Systems	NULL	DCA	Limited Competition with multiple offers	Two Offers	N	Other CB	Large: Big 5 (Small Subsidiary)	X	USA	MD	USA	MD	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	8000	AR25	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	FFP	Large: Big 5	X	USA	VA	USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	8000	AR34	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	148739225.0000	7	7
2019	NULL	8000	AR34	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	UCA	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	700000.0000	2	2
2019	NULL	8000	AR35	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	1000000.0000	5	5
2019	NULL	8000	AR44	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Incentive	Large: Big 5	X	USA	CA	USA	CA	USA	C	683750	BOEING	1	0.0000	4	4
2019	NULL	8000	AR62	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	TX	USA	TX	USA		683750	BOEING	1	551398913.5000	79	79
2019	NULL	8000	AR67	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	10-24 Offers	N	NULL	Large: Big 5	X	NULL		USA	TX	NULL		683750	BOEING	1	0.0000	NULL	1
2019	NULL	8000	AR67	Space Systems	NULL	MULTIPLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5	X	USA	TX	USA	TX	USA	C	683750	BOEING	1	0.0000	1	1
2019	NULL	8000	AR92	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	Other CB	Large: Big 5	X	USA	MD	USA	MD	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	2	2
2019	NULL	8000	AR94	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	FFP	Large: Big 5	X	USA	TX	USA	TX	USA	C	683750	BOEING	1	5301877.0000	9	9
2019	NULL	8000	AZ12	Other R&D and Knowledge Based	NULL	DCA	Full Competition (Multiple Offers)	10-24 Offers	N	FFP	Large	X	USA	CA	USA	CA	USA	C	671884	SPACEX	1	483232.0000	3	3
2019	NULL	8000	AZ12	Other R&D and Knowledge Based	NULL	DCA	Full Competition (Multiple Offers)	10-24 Offers	N	FFP	Medium <1B	X	USA	WA	USA	WA	USA	C	1606070	BLUE ORIGIN	1	58122.0000	3	3
2019	NULL	8000	AZ12	Other R&D and Knowledge Based	NULL	DCA	Full Competition (Multiple Offers)	10-24 Offers	N	UCA	Large	X	USA	CA	USA	CA	USA	C	671884	SPACEX	1	0.0000	1	1
2019	NULL	8000	AZ12	Other R&D and Knowledge Based	NULL	DCA	Full Competition (Multiple Offers)	10-24 Offers	N	UCA	Medium <1B	X	USA	WA	USA	WA	USA	C	1606070	BLUE ORIGIN	1	2563028.0000	2	2
2019	NULL	8000	B539	Other R&D and Knowledge Based	NULL	DCA	Competition with single offer	One Offer	Y	FFP	Medium <1B	X	USA	TX	USA	WA	USA	C	1606070	BLUE ORIGIN	0	0.0000	2	2
2019	NULL	8000	J018	Space Systems	NULL	DCA	No Competition (Unlabeled Exception)	No competition	N	FFP	Large	X	RUS		RUS		RUS	B	669769	RUSSIA SPACE AGENCY	0	184529617.6400	15	15
2019	NULL	8000	V126	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	5-9 Offers	Y	FFP	Small	X	USA	CO	USA	CO	USA	C	1606101	Rocket Lab	0	0.0000	2	2
2019	NULL	8000	V126	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	Y	FFP	Large: Big 5 JV	X	USA	FL	USA	CO	USA	C	675013	UNITED LAUNCH ALLIANCE	1	-505250.0000	1	1
2019	NULL	8000	V126	Space Systems	NULL	MULTIPLE AWARD IDC	Competition with single offer	One Offer	Y	FFP	Medium <1B	X	USA	TX	USA	TX	USA	C	1606070	BLUE ORIGIN	0	0.0000	1	1
2019	NULL	8000	V126	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	3-4 Offers	N	FFP	Large	X	NULL		USA	CA	NULL		671884	SPACEX	1	267212685.2500	NULL	19
2019	NULL	8000	V126	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	3-4 Offers	N	FFP	Large: Big 5	X	NULL		USA	VA	NULL		665531	NORTHROP GRUMMAN	1	103916293.5000	NULL	14
2019	NULL	8000	V126	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	Y	FFP	Large	X	NULL		USA	CA	NULL		671884	SPACEX	1	477079537.0000	NULL	32
2019	NULL	8000	V126	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	Y	FFP	Large: Big 5	X	NULL		USA	VA	NULL		665531	NORTHROP GRUMMAN	1	389128348.0000	NULL	23
2019	NULL	8000	V126	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	Y	FFP	Large: Big 5 JV	X	NULL		USA	CO	NULL		675013	UNITED LAUNCH ALLIANCE	1	212693074.0000	NULL	28
2019	NULL	8000	V126	Space Systems	NULL	MULTIPLE AWARD IDC	No Competition (Only One Source Exception)	No competition	Y	FFP	Medium <1B	X	USA	TX	USA	TX	USA	C	1606070	BLUE ORIGIN	0	811442.6954	6	6
2019	NULL	8000	V126	Space Systems	NULL	MULTIPLE AWARD IDC	No Competition (Other Exception)	No competition	Y	FFP	Medium <1B	X	USA	TX	USA	TX	USA	C	1606070	BLUE ORIGIN	0	428418.2798	5	5
2019	NULL	8000	V126	Space Systems	NULL	PO	No Competition (Only One Source Exception)	No competition	Y	FFP	Large: Big 5 JV	X	USA	FL	USA	CO	USA	C	675013	UNITED LAUNCH ALLIANCE	1	205909.0000	1	1
2019	NULL	8000	V126	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	3-4 Offers	N	FFP	Large	X	USA	FL	USA	CA	USA	C	671884	SPACEX	1	104358737.0000	12	12
2019	NULL	8000	V126	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	3-4 Offers	N	FFP	Large: Big 5	X	USA	FL	USA	TX	USA	C	683750	BOEING	1	210895733.0000	13	13
2019	NULL	9763	1810	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	NULL		665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	1810	Space Systems	NULL	DCA	No Competition (Unlabeled Exception)	No competition	N	Incentive	Large: Big 5	X	USA	CA	USA	CA	USA		665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	1820	Space Systems	NULL	DCA	No Competition (Other Exception)	No competition	N	Incentive	Large: Big 5	X	USA	CA	USA	CA	USA		665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	1820	Space Systems	617	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	MD	USA	MD	USA	D	665531	NORTHROP GRUMMAN	1	-336787.4063	2	2
2019	NULL	9763	AC21	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AC21	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	MA	USA	VA	NULL		665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AC21	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	10-24 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AC21	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	5-9 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AC21	Space Systems	NULL	DCA	Limited Competition with multiple offers	3-4 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	NULL		665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AC21	Space Systems	NULL	DCA	Limited Competition with multiple offers	Two Offers	N	Other CB	Large: Big 5	X	USA	MA	USA	VA	NULL		665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AC21	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	CO	USA	CO	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AC22	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	NULL		665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AC22	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	Other CB	Large: Big 5	X	USA	MA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AC22	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	FFP	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AC22	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AC22	Space Systems	NULL	DCA	No Competition (Other Exception)	No competition	N	UCA	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AC22	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5	X	USA	MD	USA	MD	NULL		665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AC22	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5	X	USA	UT	USA	UT	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	2	2
2019	NULL	9763	AC23	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	3-4 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AC23	Space Systems	NULL	DCA	Limited Competition with multiple offers	3-4 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	NULL		665531	NORTHROP GRUMMAN	1	2694.5000	3	3
2019	NULL	9763	AC23	Space Systems	NULL	MULTIPLE AWARD IDC	No Competition (Follow on to competed action)	No competition	N	Other CB	Large: Big 5	X	USA	WV	USA	WV	USA	C	665531	NORTHROP GRUMMAN	1	-62036.4102	1	1
2019	NULL	9763	AC23	Space Systems	NULL	MULTIPLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	WV	USA	WV	USA	C	665531	NORTHROP GRUMMAN	1	-116822.4375	1	1
2019	NULL	9763	AC23	Space Systems	NULL	SINGLE AWARD IDC	Competition with single offer	One Offer	N	Incentive	Large: Big 5	X	USA	AZ	USA	AZ	NULL		665531	NORTHROP GRUMMAN	1	-401.0000	1	1
2019	NULL	9763	AC23	Space Systems	NULL	SINGLE AWARD IDC	Competition with single offer	One Offer	N	Incentive	Large: Big 5	X	USA	AZ	USA	AZ	USA	C	665531	NORTHROP GRUMMAN	1	-69263.5313	1	1
2019	NULL	9763	AC23	Space Systems	NULL	SINGLE AWARD IDC	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	AZ	USA	AZ	USA	C	665531	NORTHROP GRUMMAN	1	-5338.9702	1	1
2019	NULL	9763	AC23	Space Systems	NULL	SINGLE AWARD IDC	Competition with single offer	One Offer	Y	Incentive	Large: Big 5	X	USA	AZ	USA	AZ	NULL		665531	NORTHROP GRUMMAN	1	-31322.0000	1	1
2019	NULL	9763	AC23	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	Two Offers	N	Incentive	Large: Big 5	X	USA	AZ	USA	AZ	USA	C	665531	NORTHROP GRUMMAN	1	-261917.1563	2	2
2019	NULL	9763	AC23	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5	X	NULL		USA	CA	NULL		665531	NORTHROP GRUMMAN	1	0.0000	NULL	1
2019	NULL	9763	AC23	Space Systems	1354	DCA	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	NULL		665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AC23	Space Systems	1919	SINGLE AWARD IDC	Full Competition (Multiple Offers)	Two Offers	N	Incentive	Large: Big 5	X	USA	AZ	USA	AZ	USA	C	665531	NORTHROP GRUMMAN	1	-8752.0000	1	1
2019	NULL	9763	AC23	Space Systems	1919	SINGLE AWARD IDC	Full Competition (Multiple Offers)	Two Offers	N	Other FP	Large: Big 5	X	USA	AZ	USA	AZ	USA	C	665531	NORTHROP GRUMMAN	1	-31083.0000	1	1
2019	NULL	9763	AC24	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Incentive	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AC25	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	Two Offers	N	FFP	Large: Big 5	X	NULL		USA	AZ	NULL		665531	NORTHROP GRUMMAN	1	0.0000	NULL	1
2019	NULL	9763	AC25	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	3-4 Offers	N	Incentive	Large: Big 5	X	USA	AZ	USA	AZ	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AC25	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	3-4 Offers	N	Other CB	Large: Big 5	X	USA	AZ	USA	AZ	USA	C	665531	NORTHROP GRUMMAN	1	-5925.8198	1	1
2019	NULL	9763	AC25	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5	X	NULL		USA	UT	NULL		665531	NORTHROP GRUMMAN	1	0.0000	NULL	5
2019	NULL	9763	AC26	Space Systems	NULL	DCA	Limited Competition with multiple offers	3-4 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	NULL		665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AD95	Space Systems	622	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	-632287.2500	2	2
2019	NULL	9763	AR55	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	AR71	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	NULL		665531	NORTHROP GRUMMAN	1	0.0000	1	1
2019	NULL	9763	D307	Space Systems	622	DCA	No Competition (Other Exception)	No competition	N	Other CB	Large: Big 5	A	USA	CO	USA	CO	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	2	2
2019	NULL	9763	V126	Space Systems	72	DCA	No Competition (Only One Source Exception)	No competition	N	Incentive	Large: Big 5 JV	X	USA	CO	USA	CO	USA	C	675013	UNITED LAUNCH ALLIANCE	1	0.0000	2	2
2019	NULL	97AE	V126	Space Systems	NULL	DCA	Limited Competition with multiple offers	Two Offers	Y	FFP	Small	X	USA	CA	USA	CA	USA	C	1606101	Rocket Lab	0	0.0000	1	1
2019	NULL	97F5	AD92	Other R&D and Knowledge Based	NULL	DCA	Full Competition (Multiple Offers)	25-99 Offers	N	FFP	Large	X	USA	CA	USA	CA	USA	C	671884	SPACEX	1	498636.4200	1	1
2019	NULL	97JC	AC23	Missile Defense	1912	PO	No Competition (Only One Source Exception)	No competition	Y	FFP	Large	X	USA	CA	USA	CA	USA	C	671884	SPACEX	1	100000.0000	2	2
2020	NULL	1700	1680	Space Systems	1325	DCA	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5	X	USA	WA	USA	WA	USA	D	683750	BOEING	1	0.0000	1	1
2020	NULL	1700	AC24	Space Systems	NULL	BOA	No Competition (Only One Source Exception)	No competition	N	UCA	Large: Big 5	X	USA	MO	USA	MO	USA	C	683750	BOEING	1	-155000.0000	1	1
2020	NULL	1700	AC24	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Incentive	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	112588028.4700	10	10
2020	NULL	1700	AC24	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	NULL	/ 	USA	CA	NULL		665531	NORTHROP GRUMMAN	1	0.0000	NULL	1
2020	NULL	1700	AC24	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	665531	NORTHROP GRUMMAN	1	2247531.0391	3	3
2020	NULL	1700	AR13	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	DC	USA	MD	USA	C	665531	NORTHROP GRUMMAN	1	18335108.0000	14	14
2020	NULL	1700	AR42	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5 (Small Subsidiary)	X	USA	NM	USA	NM	USA	C	665531	NORTHROP GRUMMAN	1	616168.0000	3	3
2020	NULL	2100	AC21	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	N	Other CB	Large: Big 5	X	USA	VA	USA	VA	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2020	NULL	2100	AC21	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5	X	NULL	/ 	USA	VA	NULL		665531	NORTHROP GRUMMAN	1	0.0000	NULL	2
2020	NULL	2100	AC23	Space Systems	NULL	DCA	Competition with single offer	One Offer	N	Incentive	Large: Big 5	X	USA	CO	USA	CO	USA	C	665531	NORTHROP GRUMMAN	1	13090471.3000	15	15
2020	NULL	2100	AC23	Space Systems	NULL	DCA	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	CO	USA	CO	USA	C	665531	NORTHROP GRUMMAN	1	-265456.1875	1	1
2020	NULL	2100	AC23	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	NULL	Large: Big 5	X	NULL	/ 	USA	WV	NULL		665531	NORTHROP GRUMMAN	1	0.0000	NULL	4
2020	NULL	2100	AC23	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	FFP	Large: Big 5	X	USA	WV	USA	WV	USA	C	665531	NORTHROP GRUMMAN	1	0.0000	1	1
2020	NULL	2100	AC23	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Large: Big 5	X	USA	WV	USA	WV	USA	C	665531	NORTHROP GRUMMAN	1	5307223.0000	24	24
2020	NULL	2100	AC26	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Incentive	Large: Big 5	X	USA	AL	USA	AL	USA	C	665531	NORTHROP GRUMMAN	1	68782870.2500	21	21
2020	NULL	5700	1555	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	FFP	Large: Big 5	X	USA	VA	USA	VA	USA	D	665531	NORTHROP GRUMMAN	1	24923540.0000	6	6
2020	NULL	5700	1555	Space Systems	NULL	DCA	Full Competition (Multiple Offers)	Two Offers	N	Other CB	Large: Big 5	X	USA	VA	USA	VA	USA	D	665531	NORTHROP GRUMMAN	1	38661784.0000	8	8
