fiscal_year	contractingofficeagencyid	ProductOrServiceCode	PlatformPortfolio	ProjectID	majorprogramcode	VehicleClassification	CompetitionClassification	ClassifyNumberOfOffers	informationtechnologycommercialitemcategory	commercialitemacquisitionprocedures	commercialitemtestprogram	PricingUCA	VendorSize	fundedbyforeignentity	PlaceISOalpha3	pop_state_code	placeofperformancezipcode	VendorISOalpha3	VendorStateCode	OriginISOalpha3	placeofmanufacture	IsSiliconValley	majorprogramcode	IsZipTraditionalSiliconValley	EntityText	EntityID	SumOfobligatedAmount	SumOfnumberOfActions
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large	X	USA	TX	786827000	USA	TX	USA	C	NULL		NULL	DELL	685736	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large	X	USA	VA	201514206	USA	VA	USA	C	NULL		NULL	CACI	684093	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large	X	USA	VA	201905660	USA	VA	USA	C	NULL		NULL	LEIDOS	659358	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large	X	USA	VA	201905856	USA	VA	USA	C	NULL		NULL	SAIC	669996	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large	X	USA	VA	221023830	USA	VA	USA	C	NULL		NULL	BOOZ ALLEN HAMILTON	683783	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large	X	USA	VA	221242542	USA	VA	USA	C	NULL		NULL	AT & T	683053	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large	X	USA	VA	222031807	USA	VA	USA	C	NULL		NULL	UNITEDHEALTHCARE	1155422	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large: Big 6	X	USA	FL	329042322	USA	FL	USA	C	0		NULL	NORTHROP GRUMMAN	665531	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large: Big 6	X	USA	MN	554311908	USA	MN	USA	C	0		NULL	GENERAL DYNAMICS	649342	1550.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large: Big 6	X	USA	MO	631341939	USA	MO	USA	C	NULL		NULL	BOEING	683750	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large: Big 6	X	USA	TX	750711300	USA	TX	USA	C	0		NULL	RAYTHEON	668856	3800.0000	2
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Large: Big 6	X	USA	TX	761083619	USA	TX	USA	C	0		NULL	LOCKHEED MARTIN	659846	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	AL	358062969	USA	AL	USA	C	NULL		NULL	008382293	141057	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	AZ	857113334	USA	AZ	USA	C	NULL		NULL	112803689	223806	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	CA	900243957	USA	CA	USA	C	NULL		NULL	159016877	351510	3000.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	CA	900561664	USA	CA	USA	C	NULL		NULL	LINQUEST	1216957	3053.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	CA	902455062	USA	CA	USA	C	NULL		NULL	117416688	1198707	2698.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	CA	921312487	USA	CA	USA	C	NULL		NULL	884457813	579276	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	CA	943012550	USA	CA	USA	C	NULL		NULL	362130952	935462	2500.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	CA	945011171	USA	CA	USA	C	NULL		NULL	WIND RIVER SYSTEMS	676888	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	FL	336062837	USA	FL	USA	C	NULL		NULL	117100499	1197422	1684.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	MA	018101008	USA	CA	USA	C	NULL		NULL	106760549	256584	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	MA	018864105	USA	MA	USA	C	NULL		NULL	147951230	334896	2160.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	NH	037432247	USA	NH	USA	C	NULL		NULL	RED RIVER	668906	1000.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	NY	132122558	USA	NY	USA	C	NULL		NULL	SRC MANAGEMENT	672078	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	VA	201201969	USA	VA	USA	C	NULL		NULL	945825453	610659	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	VA	201513856	USA	VA	USA	C	NULL		NULL	079445471	1193923	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	VA	201513868	USA	VA	USA	C	NULL		NULL	047939504	11633	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	VA	201905631	USA	VA	USA	C	NULL		NULL	107939233	269922	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	VA	201911440	USA	VA	USA	C	NULL		NULL	371655857	1200780	3484.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	VA	201914373	USA	VA	USA	C	NULL		NULL	117419678	1198724	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	VA	221025154	USA	VA	USA	C	NULL		NULL	ALION SCIENCE & TECHNOLOGY	682320	1160.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	WA	981095210	USA	WA	USA	C	NULL		NULL	884745530	581743	2450.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium >1B	X	USA	CA	911240001	USA	CA	USA	C	NULL		NULL	PARSONS	666932	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium >1B	X	USA	CA	920647103	USA	CA	USA	C	NULL		NULL	GENERAL ATOMICS	649310	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium >1B	X	USA	CA	923738118	USA	CA	USA	C	NULL		NULL	ENVIRONMENTAL SYSTEMS RESEARCH	686708	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium >1B	X	USA	FL	336342411	USA	FL	USA	C	NULL		NULL	CAE	684104	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	CA	920091602	USA	CA	USA	C	NULL		NULL	VIASAT	675875	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	CA	920143951	USA	CA	USA	C	NULL		NULL	080243169	1169009	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	CA	921236402	USA	CA	USA	C	NULL		NULL	078543232	134079	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	CA	926121603	USA	CA	USA	C	NULL		NULL	080788349	1171865	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	CA	941071919	USA	CA	USA	C	NULL		NULL	080183826	1168783	1000.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	CA	941582411	USA	CA	USA	C	NULL		NULL	080259147	1169066	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	CA	943011705	USA	CA	USA	C	NULL		NULL	532147984	1184795	3000.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	CA	951132029	USA	CA	USA	C	NULL		NULL	079995785	1194252	3420.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	CO	802063847	USA	CO	USA	C	NULL		NULL	116948199	1196955	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	CO	809205378	USA	CO	USA	C	NULL		NULL	131860632	279844	3366.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	DC	200061265	USA	DC	USA	C	NULL		NULL	080051825	773994	1436.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	FL	329011822	USA	FL	USA	C	NULL		NULL	038379579	131368	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	FL	334324833	USA	FL	USA	C	NULL		NULL	080452390	1169948	2200.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	MO	631052226	USA	MO	USA	C	NULL		NULL	079205644	210744	3000.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	NH	030496129	USA	NH	USA	C	NULL		NULL	179492566	324443	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	NV	891203105	USA	NV	USA	C	NULL		NULL	826055472	1086365	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	NY	100166635	USA	NY	USA	C	NULL		NULL	782414408	469339	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	NY	135024324	USA	NY	USA	C	NULL		NULL	111305843	204936	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	OH	430153848	USA	OH	USA	C	NULL		NULL	117466845	1198949	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	OH	453731460	USA	OH	USA	C	NULL		NULL	081210384	1195544	1000.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	PA	165011829	USA	NY	USA	C	NULL		NULL	081066403	1174050	2922.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	VA	201487008	USA	VA	USA	C	NULL		NULL	969168942	1191089	2000.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	VA	201551967	USA	VA	USA	C	NULL		NULL	080622114	1170896	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	VA	221824040	USA	VA	USA	C	NULL		NULL	968070222	640915	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	VA	222032142	USA	VA	USA	C	NULL		NULL	969712186	672372	3800.0000	1
2020	5700	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	WA	984243435	USA	WA	USA	C	NULL		NULL	080709870	1194951	2084.0000	1
2020	5700	AJ12	Electronics, Comms, & Sensors	2255		SINGLE AWARD IDC	Competition with single offer	One Offer	Z	D	0	Other CB	Medium <1B	X	USA	DC	204180007	USA	DC	USA	C	NULL		NULL	NATIONAL ACADEMY OF SCIENCES	664030	815114.0000	1
2020	9763	1265	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	0	FFP	Large: Big 6	X	USA	FL	337771444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	0.0000	1
2020	9763	1265	Electronics, Comms, & Sensors	1843		DCA	No Competition (Only One Source Exception)	No competition	Z	D	0	Other CB	Large: Big 6	X	USA	FL	337771444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	0.0000	2
2020	9763	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	Competition with single offer	One Offer	Z	D	0	Incentive	Large: Big 6	X	USA	FL	337104628	USA	FL	USA	D	0	CEC	NULL	RAYTHEON	668856	0.0000	1
2020	9763	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	Full Competition (Multiple Offers)	Two Offers		D	0	FFP	Large	X	USA	PA	159047224	USA	PA	USA	D	NULL	CEC	NULL	FINMECCANICA SPA	687152	0.0000	1
2020	9763	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	0	FFP	Large	X	USA	PA	159047224	USA	PA	USA	D	NULL	CEC	NULL	FINMECCANICA SPA	687152	0.0000	1
2020	9763	3590	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	Two Offers		D	0	FFP	Large	X	USA	PA	159047224	USA	PA	USA	D	NULL		NULL	FINMECCANICA SPA	687152	0.0000	2
2020	9763	3590	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	0	FFP	Large	X	USA	PA	159047224	USA	PA	USA	D	NULL		NULL	FINMECCANICA SPA	687152	0.0000	1
2021	1700	1265	Electronics, Comms, & Sensors	1843		BOA	No Competition (Only One Source Exception)	No competition	Z	D		Other CB	Large: Big 6	X	USA	FL	337022455	USA	FL	USA	D	0		NULL	RAYTHEON	668856	-641143.3750	1
2021	1700	1265	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	5-9 Offers	Z	D	N	Incentive	Large: Big 6	X	USA	FL	337774444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	0.0000	2
2021	1700	1265	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	N	FFP	Large: Big 6	X	USA	FL	337771444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	33303479.0000	4
2021	1700	1265	Electronics, Comms, & Sensors	1843		DCA	No Competition (Only One Source Exception)	No competition	Z	D	N	Other CB	Large: Big 6	A	USA	FL	337771444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	450500.0000	2
2021	1700	1265	Electronics, Comms, & Sensors	1843		DCA	No Competition (Only One Source Exception)	No competition	Z	D	N	Other CB	Large: Big 6	X	USA	FL	337771444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	1558726.1367	11
2021	1700	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	Competition with single offer	One Offer	Z	D	N	Incentive	Large: Big 6	A	USA	FL	337104628	USA	FL	USA	D	0	CEC	NULL	RAYTHEON	668856	46783664.0000	6
2021	1700	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	Competition with single offer	One Offer	Z	D	N	Incentive	Large: Big 6	X	USA	FL	337104628	USA	FL	USA	D	0	CEC	NULL	RAYTHEON	668856	40118306.0625	6
2021	1700	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	N	FFP	Large	X	USA	PA	159047224	USA	PA	USA	D	NULL	CEC	NULL	FINMECCANICA SPA	687152	213991.0000	2
2021	1700	1265	Electronics, Comms, & Sensors	1843	CEC	DCA	No Competition (Only One Source Exception)	No competition	Z	D	N	Other CB	Large	X	USA	PA	159047224	USA	PA	USA	D	NULL	CEC	NULL	FINMECCANICA SPA	687152	1761000.0000	10
2021	1700	3590	Electronics, Comms, & Sensors	1843		BOA	No Competition (Only One Source Exception)	No competition	Z	D		Other CB	Large: Big 6	X	USA	FL	337771444	USA	FL	USA	D	0		NULL	RAYTHEON	668856	-6932.2798	1
2021	1700	3590	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	N	FFP	Large	A	USA	PA	159047224	USA	PA	USA	D	NULL		NULL	FINMECCANICA SPA	687152	12293654.0000	1
2021	1700	3590	Electronics, Comms, & Sensors	1843		DCA	Full Competition (Multiple Offers)	Two Offers	Z	D	N	FFP	Large	X	USA	PA	159047224	USA	PA	USA	D	NULL		NULL	FINMECCANICA SPA	687152	-367321.0625	4
2021	1700	3590	Electronics, Comms, & Sensors	1843		DCA	No Competition (Only One Source Exception)	No competition	Z	D	N	FFP	Large: Big 6	X	USA	FL	337771230	USA	FL	USA	D	0		NULL	RAYTHEON	668856	1999000.0000	1
2021	1700	AC32	Ships & Submarines	2256		SINGLE AWARD IDC	No Competition (Other Exception)	No competition	Z	D	N	Other CB	Large	X	USA	PA	168021503	USA	PA	USA	C	NULL		NULL	PENNSYLVANIA STATE UNIVERSITY	667256	500000.0000	1
2021	1700	R425	Other R&D and Knowledge Based	2254		MULTIPLE AWARD IDC	Limited Competition with multiple offers	3-4 Offers	Z	D	N	FFP	Small	X	USA	CA	920550001	USA	NC	USA	C	NULL		NULL	968936380	664654	1962045.5000	1
2021	2100	C211	Facilities and Construction	2254		MULTIPLE AWARD IDC	Competition with single offer	One Offer	Z	D	N	FFP	Small	X	USA	FL	325420353	USA	FL	USA	C	NULL		NULL	058221375	141870	227491.0000	1
2021	4732	7030	Electronics, Comms, & Sensors	2254		SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition		A	N	NULL	Medium <1B	X	NULL			USA	NV	NULL		NULL		NULL	SIERRA NEVADA	671157	0.0000	NULL
2021	4732	AC12	Aircraft	2254		NULL	No Competition (Other Exception)	No competition		B	N	FFP	Small	X	NULL			USA	MD	NULL		NULL		NULL	042252925	1161738	0.0000	NULL
2021	4732	AC12	Aircraft	2254		SINGLE AWARD IDC	No Competition (Other Exception)	No competition	Z	B	N	FFP	Small	X	USA	MD	208162608	USA	MD	USA	C	NULL		NULL	042252925	1161738	6788824.8750	6
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Large	X	NULL			USA	CA	NULL		1		NULL	ORACLE	666305	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Large	X	NULL			USA	IN	NULL		NULL		NULL	ROLLS ROYCE	669552	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Large	X	NULL			USA	VA	NULL		NULL		NULL	DELOITTE	685746	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Large	X	NULL			USA	VA	NULL		NULL		NULL	KPMG	658588	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Large	X	NULL			USA	VA	NULL		0		NULL	L3 COMMUNICATIONS	658914	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Large	X	NULL			USA	VA	NULL		1		NULL	HEWLETT PACKARD	653379	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Large	X	NULL			USA	WA	NULL		NULL		NULL	MICROSOFT	662617	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Large: Big 6	X	NULL			USA	NM	NULL		0		NULL	NORTHROP GRUMMAN	665531	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	CA	NULL		NULL		NULL	086035958	298559	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	CO	NULL		NULL		NULL	829274674	594916	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	GA	NULL		NULL		NULL	061192099	1163723	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	MD	NULL		NULL		NULL	074103508	151837	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	MD	NULL		NULL		NULL	801259180	523228	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	NJ	NULL		NULL		NULL	081218565	1175285	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	NV	NULL		NULL		NULL	SIERRA NEVADA	671157	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	NY	NULL		NULL		NULL	354001059	450935	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	VA	NULL		NULL		NULL	001344142	32337	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	VA	NULL		NULL		NULL	080921865	1172794	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	VA	NULL		NULL		NULL	109115605	183405	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	VA	NULL		NULL		NULL	319321147	410814	0.0000	NULL
2021	5700	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	VA	NULL		NULL		NULL	933888141	663197	0.0000	NULL
