"CSIScontractID","Action_Obligation","IsClosed","IsTerminated","LastCurrentCompletionDate","MinOfSignedDate","MaxBoostDate","MinOfEffectiveDate","IsComplete","StartFiscal_Year","topContractingOfficeAgencyID","topContractingOfficeID","topProductOrServiceCode","topPrincipalNAICScode","AgencyID","Customer","SubCustomer","UnmodifiedDays","qDuration","qLowCeiling","qHighCeiling","UnmodifiedContractObligatedAmount","UnmodifiedBase","UnmodifiedCeiling","UnmodifiedCurrentCompletionDate","UnmodifiedUltimateCompletionDate","UnmodifiedLastDateToOrder","IsModified","ChangeOrderBaseAndAllOptionsValue","SumOfisNewWork","NewWorkBaseAndAllOptionsValue","qNChg","pChangeOrderUnmodifiedBaseAndAll","CBre","qCRais","PlaceCountryISO3","UnmodifiedPlaceCountryISO3","AnyPlaceInternational","PlatformPortfolio","UnmodifiedPlatformPortfolio","ProductOrServiceArea","UnmodifiedProductOrServiceArea","SimpleArea","UnmodifiedSimpleArea","ObligatedAmountIsProducts","ObligatedAmountIsServices","ObligatedAmountIsRnD","UnmodifiedNumberOfOffersReceived","UnmodifiedIsFullAndOpen","UnmodifiedIsSomeCompetition","UnmodifiedIsOnlyOneSource","UnmodifiedIsUrgency","IsFullAndOpen","IsSomeCompetition","ObligatedAmountIsSomeCompetition","IsOnlyOneSource","IsFollowonToCompetedAction","IsIDV","Offr","Comp","EffComp","Urg","Veh","IsIncentive","FxCb","Fee","IsUCA","UnmodifiedIsUCA","UCA","SumOfisChangeOrder","ChangeOrderCeilingGrowth","ChangeOrderCeilingRescision","SteadyScopeCeilingModification","AdminCeilingModification","EndingCeilingModification","OtherCeilingModification","ContractBaseAndAllOptionsValue","n_CBre","IsParentCSIScontractID","p_ChangeOrderCeilingGrowth","qGrowth","Why_Outlier","n_CBre_test","p_CBre_test","qp_CBre"
8491336,47758.4399,0,0,2010-05-16,2010-01-06,2010-04-16,2010-01-06,1,2010,"2100","W912R1","6750","333315","2100","Defense","Army",31,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",3858.4399,3858.4399,3858.4399,2010-02-05,2010-02-05,NA,TRUE,43900,0,0,"   2",11.3776555130482,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","Other","Other","Products","Products",47758.4399,NA,NA,1,0,0,1,0,0,0,NA,1,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,43900,0,0,0,0,0,47758.4399,43901,NA,12.3773963409408,"[10.00,  Inf]","Obligations at least half Orig+CRai",43900,11.3776555130482,"[      10,20440194]"
7884813,20235556.8776,0,0,2015-06-30,2010-03-26,2015-03-31,2010-03-26,1,2010,"2100","W15QKN","S201","561720","2100","Defense","Army",1711.04166666667,"(~2 years+]","[1.0e+05,1.0e+06)","[1.0e+05,1.0e+06)",226589.4531,226589.4531,226589.4531,2014-11-30,2014-11-30,NA,TRUE,11146912.7006,8,7370895.39,"[   3,3316]",49.1943139810685,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,20235556.8776,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",23,11146912.7006,0,8960371.0842,0,0,0,20333873.2379,11146913.7006,NA,50.1943095678004,"[10.00,  Inf]","Obligations at least half Orig+CRai",11146912.7006,49.1943139810685,"[      10,20440194]"
24893621,470300.974,0,0,2013-09-30,2012-09-20,2013-05-30,2012-09-20,1,2012,"2100","W912UM","Z1AA","237990","2100","Defense","Army",376,"(~1 year,~2 years]","[1.0e+05,1.0e+06)","[1.0e+05,1.0e+06)",348.39,383061,383061,2013-09-30,2013-09-30,NA,TRUE,508175456,1,8546000,"   1",1326.61757787924,"Ceiling Breach","[ 0.150,   Inf]","KOR","KOR","Any International","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,470300.974,NA,13,1,1,NA,0,1,1,470300.974,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",NA,NA,NA,1,508175456,0,8546000,0,0,0,517104517,508175457,NA,1327.61757526869,"[10.00,  Inf]","Korean Office W912UM",508175456,1326.61757787924,"W912UM"
8256390,4370,1,0,2008-06-13,2008-03-17,2008-04-21,2008-03-17,1,2008,"2100","W9127S","C219","541330","2100","Defense","Army",46,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,2008-05-01,2008-05-01,NA,TRUE,4940,0,0,"[   3,3316]",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,4370,NA,NA,1,1,NA,0,1,1,4370,NA,NA,"def_detail/Pur",NA,"Comp.",NA,"Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",4,4940,0,0,0,-570,0,4370,4941,NA,Inf,"[10.00,  Inf]","No Unmodified Ceiling",4940,NA,NA
18194154,3478.29,0,0,2011-05-27,2011-04-11,2011-09-20,2011-04-11,1,2011,"97AK","HC1013","D399","517110","97AK","Defense","Other DoD",18,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,2011-04-28,2011-04-28,NA,TRUE,3478.29,0,0,"   1",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ICT","ICT","Services","Services",NA,3478.29,NA,2,1,1,NA,0,1,1,3478.29,NA,NA,"IDV","2","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,3478.29,0,0,0,0,0,3478.29,3479.29,NA,Inf,"[10.00,  Inf]","No Unmodified Ceiling",3478.29,NA,NA
24799362,39292601,1,0,2021-12-31,2010-12-23,2012-09-24,2010-12-23,1,2011,"2100","W912DY","F108","562910","2100","Defense","Army",365,"[~7 months-~1 year]","[1.0e+05,1.0e+06)","[1.0e+05,1.0e+06)",345636,345636,345636,2011-12-22,2012-12-22,NA,TRUE,29752285.0469,2,18058378,"[   3,3316]",86.0798211034152,"Ceiling Breach","[ 0.150,   Inf]","AFG","AFG","Any International","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,39292601,NA,3,0,1,0,0,0,1,39292601,0,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","MULTIPLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",10,29752285.0469,0,18518458.4531,-4387980.5,-4935798,0,39292601,29752286.0469,NA,87.079818210198,"[10.00,  Inf]","Obligations at least half Orig+CRai",29752285.0469,86.0798211034152,"[      10,20440194]"
25227486,71474,0,0,2013-12-31,2013-05-02,2013-09-06,2013-05-02,1,2013,"1700","N00104","4320","333911","1700","Defense","Navy",121,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",5000,5000,5000,2013-08-30,2013-08-30,NA,TRUE,66474,0,0,"   1",13.2948,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",71474,NA,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",NA,1,"UCA",1,66474,0,0,0,0,0,71474,66475,NA,14.2946,"[10.00,  Inf]","Obligations at least half Orig+CRai",66474,13.2948,"[      10,20440194]"
22912465,253884.9991,0,0,2009-09-30,2008-11-05,2011-04-05,2008-10-01,1,2009,"97ZS","H92254","K099","488190","97ZS","Defense","Other DoD",329.958333333333,"[~7 months-~1 year]","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",17561,17561,17561,2009-09-30,2009-09-30,NA,TRUE,228573,3,95852,"[   3,3316]",13.0159444222994,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other Services","Other Services","ERS","ERS","Services","Services",NA,253884.9991,NA,1,1,1,NA,0,1,1,253884.9991,NA,NA,"IDV","1","Comp.","1 Offer","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Fixed Fee",NA,1,"UCA",3,228573,0,7750.9991,0,0,0,253884.9991,228574,NA,14.0158874779341,"[10.00,  Inf]","Obligations at least half Orig+CRai",228573,13.0159444222994,"[      10,20440194]"
3057183,32202.3008,0,0,2009-11-30,2009-07-20,2009-09-03,2009-07-20,1,2009,"1700","N00164","5895","334220","1700","Defense","Navy",29,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",1800,1800,1800,2009-08-17,2009-08-17,NA,TRUE,30402.3008,0,0,"   1",16.8901671111111,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","Electronics & Communications","Electronics & Communications","Products","Products",32202.3008,NA,NA,1,0,0,1,0,0,0,NA,1,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,30402.3008,0,0,0,0,0,32202.3008,30403.3008,NA,17.8896115555556,"[10.00,  Inf]","Obligations at least half Orig+CRai",30402.3008,16.8901671111111,"[      10,20440194]"
22912154,2033753,0,0,2010-05-04,2008-01-10,2010-03-30,2008-01-10,1,2008,"97ZS","H92222","K099","488190","97ZS","Defense","Other DoD",384,"(~1 year,~2 years]","[1.0e+05,1.0e+06)","[1.0e+05,1.0e+06)",182939,182939,182939,2009-01-27,2009-01-27,NA,TRUE,1946320,3,-58743,"[   3,3316]",10.6391748069028,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other Services","Other Services","ERS","ERS","Services","Services",NA,2033753,NA,1,1,1,NA,0,1,1,2033753,NA,NA,"IDV","1","Comp.","1 Offer","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Combination",NA,1,"UCA",3,1946320,0,-95506,0,0,0,2033753,1850815,NA,11.6391693405999,"[10.00,  Inf]","Obligations at least half Orig+CRai",1850814,10.117110074943,"[      10,20440194]"
8341772,3136133.26,1,0,2016-09-30,2010-12-15,2015-08-04,2010-12-15,1,2011,"2100","W912GB","Y199","238990","2100","Defense","Army",2209,"(~2 years+]","[1.0e+05,1.0e+06)","[1.0e+05,1.0e+06)",135926.7031,135926.7031,135926.7031,2016-12-31,2016-12-31,NA,TRUE,2955585.9869,4,288084.67,"[   3,3316]",21.7439687676792,"Ceiling Breach","[ 0.150,   Inf]","DEU","DEU","Any International","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,3136133.26,NA,2,1,1,NA,0,1,1,3136133.26,NA,NA,"def_detail/Pur","2","Comp.","2+ Offers","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",8,3095289.1769,-139703.19,288084.67,0,-241630.75,0,3137966.61,3095290.1769,NA,23.771744670529,"[10.00,  Inf]","Obligations at least half Orig+CRai",2955585.9869,21.7439687676792,"[      10,20440194]"
9302175,2585933.4487,1,0,2010-09-30,2008-02-01,2010-09-12,2007-01-22,1,2008,"2100","W912DY","R425","236220","2100","Defense","Army",32,"[0 months,~2 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",24896,24896,24896,2008-03-03,2008-03-03,NA,TRUE,2374822.4487,1,0,"[   3,3316]",95.3897191797879,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,2585933.4487,NA,4,0,1,0,0,0,1,2585933.4487,0,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","MULTIPLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",4,2374822.4487,0,186215,0,0,0,2585933.4487,2374823.4487,NA,96.3896790126928,"[10.00,  Inf]","Obligations at least half Orig+CRai",2374822.4487,95.3897191797879,"[      10,20440194]"
24886772,1463511.942,0,0,2011-03-05,2008-09-30,2010-03-24,2008-09-30,1,2008,"2100","W912QR","C219","541330","2100","Defense","Army",353,"[~7 months-~1 year]","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",15001.4102,15001.4102,15001.4102,2009-09-17,2009-09-17,NA,TRUE,173809.3443,2,1274701.1875,"   2",11.5862003626832,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,1463511.942,NA,2,0,1,0,0,0,1,1463511.942,0,NA,"IDV","2","Comp.","2+ Offers","Not Urgency","MULTIPLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,173809.3443,0,1274701.1875,0,0,0,1463511.942,173810.3443,NA,12.5861337022835,"[10.00,  Inf]","Obligations at least half Orig+CRai",173809.3443,11.5862003626832,"[      10,20440194]"
62238024,52525,0,0,2016-07-29,2015-06-04,2016-04-27,2015-06-04,1,2015,"1700","N00104","4470","333999","1700","Defense","Navy",33,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",2000,2000,2000,2015-07-06,2015-07-06,NA,TRUE,50525,0,0,"   1",25.2625,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Engines & Power Plants","Engines & Power Plants","Products","Products",52525,NA,NA,2,0,1,NA,0,0,1,52525,NA,NA,"def_detail/Pur","2","Comp.","2+ Offers","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,50525,0,0,0,0,0,52525,50526,NA,26.262,"[10.00,  Inf]","Obligations at least half Orig+CRai",50525,25.2625,"[      10,20440194]"
24701908,683321.84,0,0,2012-09-14,2011-07-12,2011-08-31,2011-07-12,1,2011,"2100","W560MY","R707","921190","2100","Defense","Army",353,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",800,800,800,2012-06-28,2012-06-28,NA,TRUE,720393,2,0,"[   3,3316]",900.49125,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,683321.84,NA,1,0,0,0,0,0,0,NA,0,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",4,720393,0,-37871.16,0,0,0,683321.84,682522.84,NA,901.49,"[10.00,  Inf]","Obligations at least half Orig+CRai",682521.84,853.1523,"[      10,20440194]"
3016451,4329,0,0,2009-05-15,2008-10-22,2009-02-27,2008-10-22,1,2009,"1700","N00104","4820","332911","1700","Defense","Navy",181,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",125,125,125,2009-04-20,2009-04-20,NA,TRUE,4204,0,0,"   1",33.632,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",4329,NA,NA,1,0,0,1,0,0,0,NA,1,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,4204,0,0,0,0,0,4329,4205,NA,34.624,"[10.00,  Inf]","Obligations at least half Orig+CRai",4204,33.632,"[      10,20440194]"
19067636,24717.3302,0,0,2011-02-10,2010-12-28,2011-01-27,2010-12-28,1,2011,"1700","N49400","J998","336611","1700","Defense","Navy",4,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",960,960,960,2010-12-31,2010-12-31,NA,TRUE,23757.3302,0,0,"[   3,3316]",24.7472189583333,"Ceiling Breach","[ 0.150,   Inf]","BHR","BHR","Any International","Ships & Submarines","Ships & Submarines","ERS","ERS","Services","Services",NA,24717.3302,NA,2,0,1,0,0,0,1,24717.3302,0,NA,"IDV","2","Comp.","2+ Offers","Not Urgency","MULTIPLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",4,23757.3302,0,0,0,0,0,24717.3302,23758.3302,NA,25.7461772916667,"[10.00,  Inf]","Obligations at least half Orig+CRai",23757.3302,24.7472189583333,"[      10,20440194]"
24857684,603306,0,0,2011-08-11,2009-04-22,2011-01-07,2009-04-22,1,2009,"2100","W912LN","C219","541310","2100","Defense","Army",731,"(~1 year,~2 years]","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",48500,48500,48500,2011-04-22,2011-04-22,NA,TRUE,554806,0,0,"[   3,3316]",11.4392989690722,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,603306,NA,4,1,1,NA,0,1,1,603306,NA,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",4,554806,0,0,0,0,0,603306,554807,NA,12.4392783505155,"[10.00,  Inf]","Obligations at least half Orig+CRai",554806,11.4392989690722,"[      10,20440194]"
27633175,559086.17,0,0,2014-09-30,2013-10-01,2013-10-01,2013-10-01,1,2014,"5700","FA4661","7035","443120","5700","Defense","Air Force",365,"[~7 months-~1 year]","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",24990,24990,24990,2014-09-30,2014-09-30,NA,TRUE,534096.17,0,0,"   1",21.3723957583033,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","Electronics & Communications","Electronics & Communications","Products","Products",559086.17,NA,NA,1,0,1,0,0,0,1,559086.17,0,NA,"IDV","1","Comp.","1 Offer","Not Urgency","BPA/BOA",0,"Fixed-Price","FFP or No Fee",NA,NA,NA,1,534096.17,0,0,0,0,0,559086.17,534097.17,NA,22.3723557422969,"[10.00,  Inf]","Obligations at least half Orig+CRai",534096.17,21.3723957583033,"[      10,20440194]"
3027745,5200,0,0,2011-11-17,2011-08-23,2011-11-17,2011-08-23,1,2011,"1700","N00104","5985","334419","1700","Defense","Navy",1,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",400,400,400,2011-08-23,2011-08-23,NA,TRUE,4800,0,0,"   1",12,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Electronics & Communications","Electronics & Communications","Products","Products",5200,NA,NA,1,0,0,1,0,0,0,NA,1,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,4800,0,0,0,0,0,5200,4801,NA,12.9975,"[10.00,  Inf]","Obligations at least half Orig+CRai",4800,12,"[      10,20440194]"
25227294,85424,0,0,2013-11-29,2013-02-26,2013-08-28,2013-02-26,1,2013,"1700","N00104","4310","333911","1700","Defense","Navy",181.958333333333,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",7500,7500,7500,2013-08-26,2013-08-26,NA,TRUE,77924,0,0,"   1",10.3898666666667,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",85424,NA,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",NA,1,"UCA",1,77924,0,0,0,0,0,85424,77925,NA,11.3897333333333,"[10.00,  Inf]","Obligations at least half Orig+CRai",77924,10.3898666666667,"[      10,20440194]"
61531180,4986248.047,0,0,2016-03-31,2015-04-01,2016-01-29,2015-04-01,1,2015,"2100","W91237","C211","541330","2100","Defense","Army",30,"[0 months,~2 months)","[1.0e+05,1.0e+06)","[1.0e+05,1.0e+06)",387169.9375,387169.9375,387169.9375,2015-04-30,2015-04-30,NA,TRUE,4599078.1095,0,0,"[   3,3316]",11.8787066454507,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,4986248.047,NA,4,1,1,NA,0,1,1,4986248.047,NA,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",5,4599078.1095,0,0,0,0,0,4986248.047,4599079.1095,NA,12.8787040626056,"[10.00,  Inf]","Obligations at least half Orig+CRai",4599078.1095,11.8787066454507,"[      10,20440194]"
18725611,40217,0,0,2008-10-01,2008-03-05,2009-02-24,2008-03-05,1,2008,"1700","N00104","4730","332911","1700","Defense","Navy",210.958333333333,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",1850,1850,1850,2008-10-01,2008-10-01,NA,TRUE,38367,0,0,"   1",20.7389189189189,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",40217,NA,NA,1,0,0,1,0,0,0,NA,1,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,38367,0,0,0,0,0,40217,38368,NA,21.7383783783784,"[10.00,  Inf]","Obligations at least half Orig+CRai",38367,20.7389189189189,"[      10,20440194]"
60922677,5090,0,0,2016-01-12,2015-02-25,2015-08-17,2015-02-25,1,2015,"97AS","SP4500","S222","562211","97AS","Defense","DLA",322,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",90,90,90,2016-01-12,2016-01-12,NA,TRUE,5000,0,0,"   1",55.5555555555556,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,5090,NA,6,0,1,NA,0,0,1,5090,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,5000,0,0,0,0,0,5090,5001,NA,56.5444444444444,"[10.00,  Inf]","Obligations at least half Orig+CRai",5000,55.5555555555556,"[      10,20440194]"
62234057,5004,0,0,2015-01-12,2014-05-02,2015-01-12,2014-05-02,1,2014,"1700","N00104","4320","333911","1700","Defense","Navy",1,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",350,350,350,2014-05-02,2014-05-02,NA,TRUE,4654,0,0,"   1",13.2971428571429,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",5004,NA,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,4654,0,0,0,0,0,5004,4655,NA,14.2942857142857,"[10.00,  Inf]","Obligations at least half Orig+CRai",4654,13.2971428571429,"[      10,20440194]"
24882626,784956.8008,0,0,2012-09-30,2010-09-30,2012-11-21,2010-09-30,1,2010,"2100","W912PL","Z199","236220","2100","Defense","Army",127.041666666667,"[~2 months,~7 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",32051.8008,32051.8008,32051.8008,2011-02-03,2011-02-03,NA,TRUE,589747,4,163158,"   1",18.3998085998338,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,784956.8008,NA,1,0,0,1,0,0,0,NA,1,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,589747,0,163158,0,0,0,784956.8008,589748,NA,19.3997774003388,"[10.00,  Inf]","Obligations at least half Orig+CRai",589747,18.3998085998338,"[      10,20440194]"
25563253,37800,0,0,2013-09-19,2013-06-12,2013-09-05,2013-06-12,1,2013,"2100","W911RQ","3620","333511","2100","Defense","Army",NA,NA,"[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,NA,NA,NA,TRUE,53600,0,0,"[   3,3316]",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction",NA,"Other",NA,"Products",NA,37800,NA,NA,1,NA,0,NA,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",3,53600,0,0,-15800,0,0,37800,37801,NA,Inf,"[10.00,  Inf]","No Unmodified Ceiling",37800,NA,NA
60363052,45233.34,0,0,2015-02-28,2015-01-18,2015-02-24,2015-01-18,1,2015,"1700","M29000","R608","541930","1700","Defense","Navy",17,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",1576.67,1576.67,1576.67,2015-02-03,2015-02-03,NA,TRUE,43656.67,0,0,"[   3,3316]",27.689161333697,"Ceiling Breach","[ 0.150,   Inf]","THA","THA","Any International","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,45233.34,NA,3,0,1,NA,0,0,1,45233.34,NA,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","BPA/BOA",0,"Fixed-Price","FFP or No Fee",NA,NA,NA,3,43656.67,0,0,0,0,0,45233.34,43657.67,NA,28.6885270855664,"[10.00,  Inf]","Obligations at least half Orig+CRai",43656.67,27.689161333697,"[      10,20440194]"
3258332,5000,0,0,2010-06-21,2009-09-29,2009-10-19,2009-09-29,1,2009,"1700","N00383","6695","334412","1700","Defense","Navy",243,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",400,400,400,2010-05-29,2010-05-29,NA,TRUE,4600,0,0,"   1",11.5,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Aircraft","Aircraft","Other","Other","Products","Products",5000,NA,NA,1,0,0,1,0,0,0,NA,1,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,4600,0,0,0,0,0,5000,4601,NA,12.4975,"[10.00,  Inf]","Obligations at least half Orig+CRai",4600,11.5,"[      10,20440194]"
24686044,3157511,0,0,2010-09-09,2009-09-01,2010-05-06,2009-08-31,1,2009,"2100","W91238","Y199","236220","2100","Defense","Army",43,"[0 months,~2 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",0,98000,98000,2009-10-13,2009-10-13,NA,TRUE,2896611,1,162900,"   1",29.5572551020408,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,3157511,NA,1,0,0,0,0,0,0,NA,0,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,2896611,0,162900,0,0,0,3157511,2896612,NA,30.5572448979592,"[10.00,  Inf]","Obligations at least half Orig+CRai",2896611,29.5572551020408,"[      10,20440194]"
