"CSIScontractID","Action_Obligation","IsClosed","IsTerminated","LastCurrentCompletionDate","MinOfSignedDate","MaxBoostDate","MinOfEffectiveDate","IsComplete","StartFiscal_Year","topContractingOfficeAgencyID","topContractingOfficeID","topProductOrServiceCode","topPrincipalNAICScode","AgencyID","Customer","SubCustomer","UnmodifiedDays","qDuration","qLowCeiling","qHighCeiling","UnmodifiedContractObligatedAmount","UnmodifiedBase","UnmodifiedCeiling","UnmodifiedCurrentCompletionDate","UnmodifiedUltimateCompletionDate","UnmodifiedLastDateToOrder","IsModified","ChangeOrderBaseAndAllOptionsValue","SumOfisNewWork","NewWorkBaseAndAllOptionsValue","qNChg","pChangeOrderUnmodifiedBaseAndAll","CBre","qCRais","PlaceCountryISO3","UnmodifiedPlaceCountryISO3","AnyPlaceInternational","PlatformPortfolio","UnmodifiedPlatformPortfolio","ProductOrServiceArea","UnmodifiedProductOrServiceArea","SimpleArea","UnmodifiedSimpleArea","ObligatedAmountIsProducts","ObligatedAmountIsServices","ObligatedAmountIsRnD","UnmodifiedNumberOfOffersReceived","UnmodifiedIsFullAndOpen","UnmodifiedIsSomeCompetition","UnmodifiedIsOnlyOneSource","UnmodifiedIsUrgency","IsFullAndOpen","IsSomeCompetition","ObligatedAmountIsSomeCompetition","IsOnlyOneSource","IsFollowonToCompetedAction","IsIDV","Offr","Comp","EffComp","Urg","Veh","IsIncentive","FxCb","Fee","IsUCA","UnmodifiedIsUCA","UCA","SumOfisChangeOrder","ChangeOrderCeilingGrowth","ChangeOrderCeilingRescision","SteadyScopeCeilingModification","AdminCeilingModification","EndingCeilingModification","OtherCeilingModification","p_CBre","Why_Outlier","p_ChangeOrderCeilingGrowth"
25856786,153776,1,0,2014-03-24,2013-05-08,2013-06-18,2013-05-02,1,2013,"1700","N00033","R425","541330","1700","Defense","Navy",NA,NA,"[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,NA,NA,NA,TRUE,154888,0,0,"[   3,3316]",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based",NA,"PAMS",NA,"Services",NA,NA,153776,NA,5,NA,1,NA,0,0,1,153776,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",3,154888,0,0,0,-1112,0,Inf,"No Unmodified Ceiling",Inf
24658113,20009,0,0,2008-09-30,2007-03-28,2008-03-19,2007-03-27,1,2007,"2100","W91236","3610","532420","2100","Defense","Army",5,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",834,834,834,2007-04-01,2007-04-01,NA,TRUE,19175,0,0,"   2",22.9916067146283,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","Other","Other","Products","Products",20009,NA,NA,4,1,1,NA,0,1,1,20009,NA,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,19175,0,0,0,0,0,23.9904076738609,"Obligations at least half Orig+CRai",23.9904076738609
25921164,978.7,0,0,2013-05-03,2013-03-05,2013-03-05,2013-03-05,1,2013,"97AS","SP4500","S222","562211","97AS","Defense","DLA",NA,NA,"[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,NA,NA,NA,TRUE,978.7,0,0,"   2",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction",NA,"FRS&C",NA,"Services",NA,NA,978.7,NA,1,NA,0,NA,0,0,0,NA,0,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,978.7,0,0,0,0,0,Inf,"No Unmodified Ceiling",Inf
18859995,44242.8398,1,0,2008-08-07,2007-07-27,2007-10-06,2007-07-27,1,2007,"1700","N68836","R706","561210","1700","Defense","Navy",71,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",328,328,328,2007-10-05,2007-10-05,NA,TRUE,9663,1,48890,"   1",29.4603658536585,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other Services","Other Services","PAMS","PAMS","Services","Services",NA,44242.8398,NA,15,1,1,NA,0,1,1,44242.8398,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Other Fee",0,0,"Not UCA",1,9663,0,48890,0,-14638.1602,0,30.4573170731707,"Obligations at least half Orig+CRai",30.4573170731707
24886738,1320064,0,0,2011-07-29,2008-08-22,2010-04-01,2008-08-22,1,2008,"2100","W912QR","C219","541330","2100","Defense","Army",40,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",7942,7942,7942,2008-09-30,2008-09-30,NA,TRUE,708163,1,603959,"[   3,3316]",89.1668345504911,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,1320064,NA,1,0,1,0,0,0,1,1320064,0,NA,"IDV","1","Comp.","1 Offer","Not Urgency","MULTIPLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",5,708163,0,603959,0,0,0,90.1667086376228,"Obligations at least half Orig+CRai",90.1667086376228
24796511,3292933,0,0,2008-05-10,2007-02-02,2008-01-25,2006-09-25,1,2007,"2100","W912DY","S216","562910","2100","Defense","Army",27,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",5700,5700,5700,2007-02-28,2007-02-28,NA,TRUE,985079,2,2302154,"   1",172.820877192982,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,3292933,NA,2,0,1,0,0,0,1,3292933,0,NA,"IDV","2","Comp.","2+ Offers","Not Urgency","MULTIPLE AWARD IDC",0,"Combination or Other","Combination",0,0,"Not UCA",1,985079,0,2302154,0,0,0,173.820701754386,"Obligations at least half Orig+CRai",173.820701754386
19139645,196058.63,1,0,2010-11-26,2010-03-04,2010-06-30,2010-03-04,1,2010,"1700","N44255","C211","541330","1700","Defense","Navy",575.958333333333,"(~1 year,~2 years]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",5200,5200,5200,2011-09-30,2011-09-30,NA,TRUE,193220,1,0,"   1",37.1576923076923,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,196058.63,NA,2,1,1,NA,0,1,1,196058.63,NA,NA,"IDV","2","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Award Fee",0,0,"Not UCA",1,193220,0,0,0,-2361.37,0,38.1575,"Obligations at least half Orig+CRai",38.1575
8324096,1317347.75,1,0,2008-06-06,2007-04-25,2008-04-10,2007-04-30,1,2007,"2100","W912DY","R499","541330","2100","Defense","Army",171,"[~2 months,~7 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",20000,20000,20000,2007-10-12,2007-10-12,NA,TRUE,1248735,0,0,"[   3,3316]",62.43675,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,1317347.75,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",12,1248735,0,48612.75,0,0,0,63.4367,"Obligations at least half Orig+CRai",63.4367
25699825,157826.81,1,0,2016-05-31,2012-12-17,2015-09-08,2012-12-17,1,2013,"2100","W912P9","R699","561320","2100","Defense","Army",104.958333333333,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",5500,5500,5500,2013-03-31,2013-03-31,NA,TRUE,55830.69,0,0,"[   3,3316]",10.1510345454545,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,157826.81,NA,4,0,1,0,0,0,1,157826.81,0,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","FSS/GWAC",0,"Cost-Based","Other Fee",0,0,"Not UCA",8,55850,-19.31,96500,0,-3.88,0,11.1543636363636,"Obligations at least half Orig+CRai",11.1543636363636
7910917,39000,0,0,2009-06-12,2009-05-05,2009-08-05,2009-05-05,1,2009,"2100","W25G1V","5915","423690","2100","Defense","Army",39,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",3298.5,3298.5,3298.5,2009-06-12,2009-06-12,NA,TRUE,35701.5,0,0,"   1",10.8235561618918,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","Electronics & Communications","Electronics & Communications","Products","Products",39000,NA,NA,1,1,1,NA,0,1,1,39000,NA,NA,"def_detail/Pur","1","Comp.","1 Offer","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,35701.5,0,0,0,0,0,11.8232529937851,"Obligations at least half Orig+CRai",11.8232529937851
25557484,394785,0,0,2015-02-10,2013-09-07,2015-09-03,2013-08-31,1,2013,"2100","W5J9JE","Y1AZ","236210","2100","Defense","Army",NA,NA,"[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,NA,NA,NA,TRUE,135025,5,263468,"[   3,3316]",Inf,"Ceiling Breach","[ 0.150,   Inf]","AFG","AFG","Any International","Facilities and Construction",NA,"FRS&C",NA,"Services",NA,NA,394785,NA,4,NA,1,NA,0,0,1,394785,NA,NA,"def_detail/Pur","3-4","Comp.","2+ Offers","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",3,135025,0,263468,-3708,0,0,Inf,"No Unmodified Ceiling",Inf
60632931,1915,0,0,2016-06-20,2015-08-05,2015-11-24,2015-08-05,1,2015,"97AS","SP4500","S222","562211","97AS","Defense","DLA",321,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0.1,0.1,0.1,2016-06-20,2016-06-20,NA,TRUE,1914.9,0,0,"   2",19149,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,1915,NA,6,0,1,NA,0,0,1,1915,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",NA,NA,NA,2,1915,-0.1,0,0,0,0,19141,"Obligations at least half Orig+CRai",19141
24883291,342399.0215,0,0,2013-08-30,2010-09-30,2013-02-05,2010-09-30,1,2010,"2100","W912PP","C211","541330","2100","Defense","Army",92.0416666666667,"[~2 months,~7 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",21348.5605,21348.5605,21348.5605,2010-12-30,2010-12-30,NA,TRUE,257740.8203,4,63309.6407,"[   3,3316]",12.0729835765742,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,342399.0215,NA,28,1,1,NA,0,1,1,342399.0215,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",6,257740.8203,0,63309.6407,0,0,0,13.0729367350084,"Obligations at least half Orig+CRai",13.0729367350084
60451839,556425.77,0,0,2016-01-03,2015-02-17,2015-04-08,2015-02-17,1,2015,"97AS","SP4500","S222","562211","97AS","Defense","DLA",321,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",3253.59,3253.59,3253.59,2016-01-03,2016-01-03,NA,TRUE,553172.18,0,0,"   2",170.01901899133,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,556425.77,NA,6,0,1,NA,0,0,1,556425.77,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",2,553256.68,-84.5,0,0,0,0,171.044682950218,"Obligations at least half Orig+CRai",171.044682950218
7948763,138672,0,0,2007-03-15,2007-01-25,2007-02-09,2007-01-25,1,2007,"2100","W52H09","1005","332994","2100","Defense","Army",49.9583333333333,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",10272,10272,10272,2007-03-15,2007-03-15,NA,TRUE,128400,0,0,"   1",12.5,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.",NA,"Electronics, Comms, & Sensors","Launchers & Munitions","Launchers & Munitions","Products","Products",138672,NA,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,128400,0,0,0,0,0,13.4999026479751,"Obligations at least half Orig+CRai",13.4999026479751
3264360,42506,0,0,2013-10-10,2012-05-09,2012-10-10,2012-05-09,1,2012,"1700","N00383","6615","334511","1700","Defense","Navy",366,"(~1 year,~2 years]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,2013-05-09,2013-05-09,NA,TRUE,42506,0,0,"   1",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Aircraft","Aircraft","Aircraft","Aircraft","Products","Products",42506,NA,NA,1,0,0,1,0,0,0,NA,1,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,42506,0,0,0,0,0,Inf,"No Unmodified Ceiling",Inf
27566040,65621.8502,0,0,2014-12-15,2013-12-16,2014-01-24,2013-12-15,1,2014,"2100","W912KC","U008","561210","2100","Defense","Army",31,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",7675.07,7675.07,7675.07,2014-01-15,2014-01-15,NA,TRUE,57946.7802,0,0,"[   3,3316]",7.55000022149635,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other R&D and Knowledge Based","Other R&D and Knowledge Based","PAMS","PAMS","Services","Services",NA,65621.8502,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",3,85193.29,-27246.5098,0,0,0,0,12.0998714018243,"Obligations at least half Orig+CRai",12.0998714018243
19058126,824117.96,0,0,2014-03-28,2012-02-10,2014-12-08,2012-02-09,1,2012,"1700","N44255","C211","541330","1700","Defense","Navy",60.9583333333333,"[0 months,~2 months)","[1.5e+04,1.0e+05)","[1.5e+04,1.0e+05)",62546,62546,62546,2012-04-10,2012-04-10,NA,TRUE,674748.96,0,0,"[   3,3316]",10.788043360087,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","PAMS","PAMS","Services","Services",NA,824117.96,NA,5,1,1,NA,0,1,1,824117.96,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",3,690020,-15271.04,0,86823,0,0,12.0321843123461,"Obligations at least half Orig+CRai",12.0321843123461
8248572,2209708.6966,0,0,2012-08-30,2009-08-31,2012-06-25,2009-08-31,1,2009,"2100","W9127N","Y299","541690","2100","Defense","Army",16,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",14054.5996,14054.5996,14054.5996,2009-09-15,2009-09-15,NA,TRUE,864662.2962,3,1030318.207,"[   3,3316]",61.5216598699831,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,2209708.6966,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",7,864662.2962,0,690425.582,300673.5938,0,339892.625,62.5215887188988,"Obligations at least half Orig+CRai",62.5215887188988
25229057,5950,0,0,2013-11-29,2013-10-17,2013-10-17,2013-10-17,1,2014,"1700","N00104","1140","334515","1700","Defense","Navy",NA,NA,"[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,NA,NA,NA,TRUE,5950,0,0,"   1",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines",NA,"Launchers & Munitions",NA,"Products",NA,5950,NA,NA,1,NA,0,NA,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,5950,0,0,0,0,0,Inf,"No Unmodified Ceiling",Inf
24943540,9500,0,0,2010-04-09,2010-04-03,2010-04-12,2010-04-01,1,2010,"2100","W91GY3","W038","238910","2100","Defense","Army",NA,NA,"[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",500,500,500,2010-04-01,2010-04-01,NA,TRUE,5100,0,0,"   1",10.2,"Ceiling Breach","[ 0.150,   Inf]","IRQ","IRQ","Any International","Facilities and Construction","Facilities and Construction","ERS","ERS","Services","Services",NA,9500,NA,1,1,1,NA,0,1,1,9500,NA,NA,"IDV","1","Comp.","1 Offer","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,5100,0,0,3900,0,0,11.198,"Obligations at least half Orig+CRai",11.198
18783607,5300,0,0,2010-03-01,2008-08-25,2010-01-28,2008-08-25,1,2008,"1700","N00164","J066","811219","1700","Defense","Navy",32,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",290,290,290,2008-09-25,2008-09-25,NA,TRUE,5010,0,0,"   1",17.2758620689655,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","ERS","ERS","Services","Services",NA,5300,NA,1,0,1,0,0,0,1,5300,0,NA,"IDV","1","Comp.","1 Offer","Not Urgency","MULTIPLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,5010,0,0,0,0,0,18.2724137931034,"Obligations at least half Orig+CRai",18.2724137931034
62237233,26600,0,0,2016-12-30,2015-09-14,2016-11-03,2015-09-14,1,2015,"1700","N00104","5820","334220","1700","Defense","Navy",183,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",924,924,924,2016-03-14,2016-03-14,NA,TRUE,25676,0,0,"   1",27.7878787878788,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Electronics & Communications","Electronics & Communications","Products","Products",26600,NA,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,25676,0,0,0,0,0,28.7867965367965,"Obligations at least half Orig+CRai",28.7867965367965
66063634,5098,0,0,2016-10-31,2016-03-08,2016-06-20,2016-03-08,1,2016,"1700","N00104","7021","334111","1700","Defense","Navy",120.958333333333,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",225,225,225,2016-07-06,2016-07-06,NA,TRUE,4873,0,0,"   1",21.6577777777778,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Electronics & Communications","Electronics & Communications","Products","Products",5098,NA,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",NA,NA,NA,1,4873,0,0,0,0,0,22.6533333333333,"Obligations at least half Orig+CRai",22.6533333333333
60771196,9594311.0142,0,0,2016-09-23,2015-04-28,2016-03-08,2015-05-01,1,2015,"2100","W900KK","J069","541330","2100","Defense","Army",369,"(~1 year,~2 years]","[1.0e+05,1.0e+06)","[1.0e+05,1.0e+06)",5e+05,5e+05,5e+05,2016-04-30,2016-04-30,NA,TRUE,11590867,0,0,"[   3,3316]",23.181734,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Other Services","Other Services","ERS","ERS","Services","Services",NA,9594311.0142,NA,2,1,1,NA,0,1,1,9594311.0142,NA,NA,"IDV","2","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Cost-Based","Other Fee",NA,0,"Not UCA",3,11590867,0,69293.7891,-7675.3999,0,0,24.181732,"Obligations at least half Orig+CRai",24.181732
63354834,5607.75,0,0,2016-12-21,2016-02-04,2016-09-15,2016-02-04,1,2016,"97AS","SP4500","S222","562211","97AS","Defense","DLA",322,"[~7 months-~1 year]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",277.75,277.75,277.75,2016-12-21,2016-12-21,NA,TRUE,5330,0,0,"   2",19.1899189918992,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,5607.75,NA,4,0,1,NA,0,0,1,5607.75,NA,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",NA,NA,NA,2,5625,-295,0,0,0,0,21.2484248424842,"Obligations at least half Orig+CRai",21.2484248424842
19024037,1565824.5518,0,0,2012-06-05,2010-09-28,2011-07-04,2010-09-28,1,2010,"1700","N40084","Z119","236118","1700","Defense","Navy",113.041666666667,"[~2 months,~7 months)","[1.0e+05,1.0e+06)","[1.0e+05,1.0e+06)",119269.4531,119269.4531,119269.4531,2011-01-18,2011-01-18,NA,TRUE,1446555.0987,0,0,"[   3,3316]",12.128462578655,"Ceiling Breach","[ 0.150,   Inf]","JPN","JPN","Any International","Facilities and Construction","Facilities and Construction","FRS&C","FRS&C","Services","Services",NA,1565824.5518,NA,3,0,1,0,0,0,1,1565824.5518,0,NA,"IDV","3-4","Comp.","2+ Offers","Not Urgency","MULTIPLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",5,1446555.0987,0,0,0,0,0,13.1284541942785,"Obligations at least half Orig+CRai",13.1284541942785
62240623,9595,0,0,2015-12-31,2015-03-25,2015-07-29,2015-03-25,1,2015,"1700","N00104","6110","335312","1700","Defense","Navy",181,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",800,800,800,2015-09-21,2015-09-21,NA,TRUE,8795,0,0,"   1",10.99375,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Engines & Power Plants","Engines & Power Plants","Products","Products",9595,NA,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,8795,0,0,0,0,0,11.9925,"Obligations at least half Orig+CRai",11.9925
25227056,79655,0,0,2013-08-16,2012-11-27,2013-03-06,2012-11-27,1,2013,"1700","N00104","4810","332912","1700","Defense","Navy",182.958333333333,"[~2 months,~7 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",1540,1540,1540,2013-05-28,2013-05-28,NA,TRUE,78115,0,0,"   2",50.724025974026,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Ships & Submarines","Ships & Submarines","Other","Other","Products","Products",79655,NA,NA,1,0,0,0,0,0,0,NA,0,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",NA,1,"UCA",2,78115,0,0,0,0,0,51.7233766233766,"Obligations at least half Orig+CRai",51.7233766233766
3262203,10261,0,0,2013-10-24,2010-10-05,2012-05-24,2010-10-05,1,2011,"1700","N00383","4920","334511","1700","Defense","Navy",366,"(~1 year,~2 years]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",800,800,800,2011-10-05,2011-10-05,NA,TRUE,9461,0,0,"   1",11.82625,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Aircraft","Aircraft","Aircraft","Aircraft","Products","Products",10261,NA,NA,1,0,0,1,0,0,0,NA,1,0,"def_detail/Pur","1","No Comp.","No Comp.","Not Urgency","Def/Pur",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,9461,0,0,0,0,0,12.825,"Obligations at least half Orig+CRai",12.825
17604596,14202,0,0,2009-09-30,2008-07-30,2008-10-21,2008-07-30,1,2008,"97AS","SP3100","D399","611420","97AS","Defense","DLA",428,"(~1 year,~2 years]","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,2009-09-30,2009-09-30,NA,TRUE,14202,0,0,"   1",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Electronics, Comms, & Sensors","Electronics, Comms, & Sensors","ICT","ICT","Services","Services",NA,14202,NA,2,0,1,0,0,0,1,14202,0,NA,"IDV","2","Comp.","2+ Offers","Not Urgency","FSS/GWAC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,14202,0,0,0,0,0,Inf,"No Unmodified Ceiling",Inf
61552735,26026.0117,0,0,2015-12-31,2015-06-18,2015-10-22,2015-06-16,1,2015,"2100","W912QR","C211","541330","2100","Defense","Army",NA,NA,"[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",0,0,0,NA,NA,NA,TRUE,26026.0117,0,0,"[   3,3316]",Inf,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Facilities and Construction",NA,"PAMS",NA,"Services",NA,NA,26026.0117,NA,12,NA,1,NA,0,1,1,26026.0117,NA,NA,"IDV","5+","Comp.","2+ Offers","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",NA,NA,NA,3,46466.6211,-20440.6094,0,0,0,0,Inf,"No Unmodified Ceiling",Inf
24577864,12737.2904,0,0,2011-01-26,2010-08-27,2010-12-08,2010-08-27,1,2010,"2100","W58RGZ","5855","336413","2100","Defense","Army",35,"[0 months,~2 months)","[0.0e+00,1.5e+04)","[0.0e+00,1.5e+04)",874.18,874.18,874.18,2010-09-30,2010-09-30,NA,TRUE,11863.1104,0,0,"   1",13.5705580086481,"Ceiling Breach","[ 0.150,   Inf]","USA","USA","Just U.S.","Aircraft","Aircraft","Electronics & Communications","Electronics & Communications","Products","Products",12737.2904,NA,NA,1,0,0,1,0,0,0,NA,1,0,"IDV","1","No Comp.","No Comp.","Not Urgency","SINGLE AWARD IDC",0,"Fixed-Price","FFP or No Fee",0,0,"Not UCA",1,11863.1104,0,0,0,0,0,14.5694140794802,"Obligations at least half Orig+CRai",14.5694140794802
