fiscal_year	Customer	PlatformPortfolio	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	IsEntityAbove2018constant10ThousandThreshold	EntityCount	AllContractorCount	numberOfActions	ObligatedAmount
2020	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	101	107	256	13203724.9495
2015	Defense	Other Products	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	6	6	26	6070.9100
2009	Defense	Space Systems	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	2	28	14349711.1250
2014	Defense	Missile Defense	S	Always Small Vendor	PID	1	0	1	1	1	1	6	6	145	68623456.0692
2011	Defense	Missile Defense	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	9	10	33	3034613.7188
2019	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	75	75	1520	16748101.9978
2019	Defense	Other Services	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	53	56	162	3770759.1381
2016	Defense	Other Products	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	46	46	233	-39965.9991
2016	Defense	Other Services	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	180	180	1787	3554235.2352
2001	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PID	1	0	1	1	1	1	75	75	1063	500565084.0000
2017	Defense	Aircraft	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	18	18	196	8876711.2382
2012	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	929	929	13140	2787158129.4824
2017	Defense	Land Vehicles	L	Large Vendor	PID	1	1	1	1	1	1	41	41	55399	2817832808.1630
2006	Defense	Other Services	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	403	403	1838	58984078.7797
2016	Defense	Other Products	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	174	174	6514	113589414.8971
2011	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	299	299	3349	61680449.5970
2005	Defense	Ships & Submarines	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	99	99	2212	523896213.0362
1997	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	1	2	2	2	55244.0000
1994	Defense	Space Systems	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	19	19	63	36696699.0000
1990	Defense	Other Products	M	Medium Vendor	Duns	NULL	NULL	0	1	1	NULL	128	128	NULL	14333000.0000
1995	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	52	52	191	281598850.0000
1991	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	2	2	NULL	46000.0000
1999	Defense	Aircraft	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	1	4	4	4	110631.0000
1991	Defense	Land Vehicles	M	Medium Vendor	Duns	NULL	NULL	0	0	1	0	1	1	NULL	-94000.0000
2003	Defense	Other Products	S	Always Small Vendor	PID	1	1	1	1	1	1	1	1	1	29515.0000
2014	Defense	Other Products	M	Medium Vendor	Duns	1	0	0	1	1	1	1	1	15	1431.6000
2016	Defense	Aircraft	M	Medium Vendor	PDuns-2+	1	1	0	0	0	0	1	1	1	-91931.0000
1990	Defense	Aircraft	N	Sometimes Small Vendor	Duns	NULL	NULL	0	1	1	1	260	260	NULL	47361000.0000
1994	Defense	Other R&D and Knowledge Based	B	Big Five	PID	NULL	NULL	1	1	1	1	5	5	789	342972185.0000
1991	Defense	Other Products	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	163	163	NULL	55310000.0000
2013	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	10	10	0	0.0000
2011	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	2	2	0	0.0000
2009	Defense	Missile Defense	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	1	1	1	15351.0000
2008	Defense	Aircraft	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	4	4	4	88132.0195
2000	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	2	2	0	0.0000
2016	Defense	Facilities and Construction	S	Always Small Vendor	Duns	1	1	0	1	1	1	1	1	1	212946.0000
2017	Defense	Other Products	N	Sometimes Small Vendor	PID	1	1	0	0	1	1	1	1	86	466598.3022
2011	Defense	Other Services	M	Medium Vendor	PDuns-2+	1	0	0	0	1	1	43	48	86	691408.3705
2008	Defense	Other Services	S	Always Small Vendor	PDuns-1	1	1	0	0	1	0	21	21	35	84900.3200
2010	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	0	0	2	2	3	123.4500
2013	Defense	Aircraft	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	1	0	0.0000
2007	Defense	Other Products	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	4	4	13	-2964.7700
2001	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	25	25	35	30044463.0000
2014	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	5	5	52	1419788.7600
2004	Defense	NULL	U	Unlabeled Vendor	Name	1	1	0	0	1	1	1	1	1	11701.9199
2012	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	156	156	0	0.0000
2009	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	21	23	40	210144.6000
2009	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	8	8	22	26145.0000
2012	Defense	Missile Defense	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	4	4	15	5750945.7969
2013	Defense	Other Services	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	45	45	270	3616081.3798
2016	Defense	Ships & Submarines	L	Large Vendor	PID	1	0	1	1	1	1	16	16	295	276559448.9808
2013	Defense	Ships & Submarines	M	Medium Vendor	PID	1	0	1	1	1	1	18	18	180	51734879.6400
2012	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	2	2	2	-1436.3100
2019	Defense	Facilities and Construction	M	Medium Vendor	PID	1	1	0	1	1	1	4	4	224	2702317.2107
2016	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	319	319	829	1711155.2824
2003	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	115	115	471	128864815.0000
2004	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	21	23	36	1431440.0000
2004	Defense	Missile Defense	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	8	8	34	14683974.0000
2015	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	1	1	321	-2174615.9985
2006	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	12	12	54	20446775.9375
2009	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	360	578	5356	1083916083.8569
2000	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	856	856	4088	921194144.0000
2016	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	1056	1056	56121	2259330548.4575
2011	Defense	Other Services	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	140	140	3469	284848806.5002
2019	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	90	132	1735	578689679.0082
2019	Defense	Other Services	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	36	36	62	167896.2808
1993	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	1	1	NULL	26166.0000
1990	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	NULL	NULL	0	0	0	0	1	1	NULL	0.0000
1991	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	409	409	NULL	41815000.0000
1990	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	Duns	NULL	NULL	0	0	0	NULL	11	11	NULL	-19139000.0000
1991	Defense	Land Vehicles	S	Always Small Vendor	Duns	NULL	NULL	0	0	0	0	27	27	NULL	-1596000.0000
1997	Defense	Land Vehicles	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	4	5	5	140090.0000
1989	Defense	Other R&D and Knowledge Based	M	Medium Vendor	Duns	NULL	NULL	0	1	1	1	2	2	NULL	91000.0000
1993	Defense	Other R&D and Knowledge Based	M	Medium Vendor	Duns	NULL	NULL	0	0	1	1	7	7	NULL	186914.0000
2004	Defense	Other Services	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	1	1	4	2601.0000
2013	Defense	Other Products	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	2	2	0	0.0000
2003	Defense	Facilities and Construction	M	Medium Vendor	PID	1	0	0	0	1	1	6	6	9	85993.0000
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	0	2	3	3	14154.2002
1996	Defense	Ordnance and Missiles	L	Large Vendor	PID	NULL	NULL	1	1	1	1	45	45	1783	3417723721.0000
1991	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	1	1	NULL	-1518000.0000
2019	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	15	15	41	226352.2814
2008	Defense	Land Vehicles	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	13	13	56	2027303.5068
2015	Defense	Aircraft	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	20	20	0	0.0000
2004	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	3	3	5	-40708.0000
2009	Defense	Other Services	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	7	7	21	16286.2299
2012	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	5	5	8	9532.9001
2019	Defense	Other Services	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	5	5	8	72340.0000
2007	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	34	34	230	9964461.3993
2011	Defense	Ships & Submarines	J	Large: Big 5 JV	PID	1	0	1	1	1	1	1	1	1	0.0000
2006	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	30	34	50	181997.8401
2002	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	3	3	4	14996.0000
2003	Defense	Aircraft	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	11	11	18	355259.0000
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	810	810	2416	18127344.9435
2013	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	139	173	1130	217641795.8280
2010	Defense	Land Vehicles	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	83	83	918	172507032.3618
2019	Defense	Other Products	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	25	25	NULL	0.0000
2016	Defense	Other Products	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	23	23	75	552690.0062
2006	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	20	22	159	51417320.4844
2005	Defense	Other Products	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	97	97	2537	624815508.2422
2015	Defense	Space Systems	L	Large Vendor	PID	1	1	1	1	1	1	20	20	507	285835041.7644
2015	Defense	Aircraft	M	Medium Vendor	PID	1	1	1	1	1	1	17	17	1568	588460054.8530
2007	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	214	214	11844	406228794.1908
2008	Defense	Other Products	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	62	62	140	101005.6302
2002	Defense	Other Products	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	96	96	1054	611694221.5806
2020	Defense	Land Vehicles	M	Medium Vendor	Duns	1	1	1	1	1	1	1	1	1	0.0000
2000	Defense	Ships & Submarines	S	Always Small Vendor	PID	1	1	1	1	1	1	1	1	1	213987.0000
2015	Defense	Other Products	N	Sometimes Small Vendor	Duns	1	0	0	0	1	0	1	1	41	20697.5601
1997	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	1793	1793	3020	240406180.0000
1991	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	0	1	1	NULL	109000.0000
2000	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	5	5	6	215094.0000
2017	Defense	Facilities and Construction	L	Large Vendor	PDuns-1	1	1	1	1	1	1	1	1	3502	157997812.4170
2006	Defense	Other Services	L	Large Vendor	PID	1	0	0	1	1	1	1	1	2	71230.0000
2015	Defense	Space Systems	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	3	3	7	62522.8902
2004	Defense	Other Services	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	1	0	0.0000
2019	Defense	Other Services	L	Large Vendor	PID	1	1	0	1	1	1	1	1	NULL	0.0000
2017	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	44	44	57	115029.4115
2009	Defense	Other Products	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	3	3	28	45066.1800
2013	Defense	Aircraft	M	Medium Vendor	PDuns-1	1	1	0	0	1	1	10	10	16	220395.0500
2017	Defense	Other Products	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	5	5	0	0.0000
2018	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	1	1	0	0.0000
2010	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	0	1	1	0	0.0000
2015	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PID	1	0	0	1	1	1	6	6	15	665943.2063
2007	Defense	Aircraft	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	7	8	15	884565.0000
2004	Defense	Facilities and Construction	N	Sometimes Small Vendor	PID	1	1	0	0	1	1	3	3	6	59872.0000
2006	Defense	Other Products	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	23	24	53	206983.0000
2018	Defense	Other Services	M	Medium Vendor	Duns	1	1	0	0	1	0	4	4	6	25600.9702
2005	Defense	Missile Defense	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	1	1	6	17973.0000
2002	Defense	Facilities and Construction	B	Big Five	PID	1	1	1	1	1	1	5	5	1076	509174764.3984
2014	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	22	22	92	9021277.3199
2018	Defense	Other Products	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	8	8	1858	11545993.5018
2019	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	5	5	NULL	0.0000
2019	Defense	Land Vehicles	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	33	33	7568	94037465.9111
2016	Defense	Facilities and Construction	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	44	44	86	-214416.1004
2020	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	2522	2522	14023	64655833.0627
2007	Defense	Electronics, Comms, & Sensors	L	Large Vendor	PID	1	0	1	1	1	1	36	36	2508	504756681.8024
2019	Defense	Aircraft	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	46	46	7330	1008095247.0766
2011	Defense	Land Vehicles	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	475	475	4073	494045299.1662
2005	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	787	787	2790	105242262.8828
2020	Defense	Aircraft	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	13	13	594	6923518.1906
1993	Defense	Missile Defense	S	Always Small Vendor	Duns	NULL	NULL	0	0	0	0	4	4	NULL	-283274.0000
1992	Defense	Other Services	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	2	2	NULL	-477607.0000
1991	Defense	Land Vehicles	S	Always Small Vendor	PID	NULL	NULL	0	1	1	1	1	1	NULL	38000.0000
1997	Defense	Missile Defense	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	1	1	1	309375.0000
1992	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	731	731	NULL	112065542.0000
1991	Defense	Aircraft	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	256	256	NULL	44508214.0000
1991	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	1	83	83	NULL	128809000.0000
1993	Defense	Other Services	M	Medium Vendor	Duns	NULL	NULL	0	1	1	1	265	265	NULL	27931428.0000
1998	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	129	129	991	213296188.0000
1997	Defense	Ordnance and Missiles	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	5	37	24451038.0000
2016	Defense	Ships & Submarines	M	Medium Vendor	PID	1	1	0	0	1	1	1	1	1	11728.4805
2001	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	1	2	0	0.0000
2018	Defense	Other Products	M	Medium Vendor	Duns	1	1	0	0	1	1	3	3	3	73994.8906
1990	Defense	Aircraft	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	NULL	2	2	NULL	1416000.0000
1998	Defense	Other Products	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	309	309	460	35420646.0000
1999	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	1318	1318	1929	159696369.0000
2018	Defense	Space Systems	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	2	2	9	5615642.2500
2004	Defense	Electronics, Comms, & Sensors	U	Unlabeled Vendor	Name	1	1	0	1	1	1	1	1	5	149298.0000
2009	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-2+	1	1	0	0	0	0	5	5	6	9004.1899
2014	Defense	Other Services	M	Medium Vendor	Duns	1	1	0	1	1	1	10	10	22	724253.4200
2009	Defense	Other Services	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	1	1	1	1	18909.0000
2016	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	3	3	6	45748.8599
2003	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	19	19	61	5928957.0000
2020	Defense	Space Systems	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	1	1	1	2721221.0000
2011	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	3	3	5	18315.4004
2010	Defense	Aircraft	J	Large: Big 5 JV	PID	1	0	1	1	1	1	4	4	103	232691577.5880
2005	Defense	Other Services	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	4	4	0	0.0000
2008	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	36	36	46	58671.0699
2017	Defense	Ships & Submarines	M	Medium Vendor	PID	1	1	1	1	1	1	13	13	53	1768566.4860
2012	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	283	283	816	25737228.3156
2015	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	27	28	52	1224318.1003
2018	Defense	Other Services	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	70	70	208	1617613.8186
2008	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PID	1	1	1	1	1	1	2	2	8	1098157.6563
2003	Defense	Aircraft	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	15	15	58	2976568.0000
2001	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	127	169	611	40364877.0000
2013	Defense	Ships & Submarines	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	82	82	1911	28222017.1088
2015	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	147	147	6973	1191381847.1227
2009	Defense	Other Products	M	Medium Vendor	PID	1	1	1	1	1	1	15	15	14751	2893197604.1548
2001	Defense	Land Vehicles	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	8	8	20	1538526.0000
2015	Defense	Other Services	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	81	81	208	1529916.5000
2008	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	1601	1601	11662	248690531.7046
2017	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	199	199	1952	237754498.1087
2007	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PID	1	0	1	1	1	1	79	79	1142	268291205.5490
2007	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	86	86	1485	189884587.4016
2008	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	304	304	565	1568531.9321
2013	Defense	Electronics, Comms, & Sensors	S	Always Small Vendor	PID	1	0	1	1	1	1	33	33	453	55128265.1543
2020	Defense	Other Products	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	245	245	208636	1071919195.8454
2017	Defense	Other Products	B	Big Five	PID	1	1	1	1	1	1	5	5	9525	388754002.4666
2005	Defense	Facilities and Construction	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	84	84	348	2517176.7204
2012	Defense	Other Services	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	1027	1027	37939	1167253231.1445
2015	Defense	Other R&D and Knowledge Based	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	383	383	1137	46282529.3958
2003	Defense	Electronics, Comms, & Sensors	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	58	58	1401	219216733.8799
1993	Defense	Space Systems	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	1	1	NULL	150000.0000
1988	Defense	Other Services	S	Always Small Vendor	Duns	NULL	NULL	0	1	1	1	2	2	NULL	61000.0000
1996	Defense	Other Products	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	1463	1483	3078	249346988.0000
1990	Defense	Ordnance and Missiles	B	Big Five	PID	NULL	NULL	1	1	1	1	5	5	NULL	4033438000.0000
1993	Defense	Land Vehicles	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	50	59	3	8516490.0000
1991	Defense	Ordnance and Missiles	S	Always Small Vendor	Duns	NULL	NULL	0	1	1	1	451	451	NULL	51761710.0000
1990	Defense	NULL	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	11	12	NULL	NULL
1990	Defense	Other R&D and Knowledge Based	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	1	43	43	NULL	50361000.0000
2003	Defense	NULL	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	1	1	1	0.0000
2005	Defense	NULL	L	Large Vendor	PID	1	0	0	0	1	1	1	1	1	4925.2202
1997	Defense	Electronics, Comms, & Sensors	B	Big Five	PID	NULL	NULL	1	1	1	1	6	6	6969	5754680580.0000
1991	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	107	107	NULL	241765332.0000
1990	Defense	NULL	M	Medium Vendor	Duns	NULL	NULL	1	1	1	1	131	131	NULL	NULL
1999	Defense	Other Products	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	112	112	3489	545019362.0000
2013	Defense	Space Systems	S	Always Small Vendor	PID	1	0	1	1	1	1	7	7	24	2719691.4400
2004	Defense	Aircraft	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	15	15	0	0.0000
2020	Defense	Ships & Submarines	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	10	10	17	7090.8501
2007	Defense	Other Products	S	Always Small Vendor	PID	1	0	0	1	1	1	10	10	28	452437.5000
2007	Defense	Ordnance and Missiles	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	2	2	6	598395.9488
2015	Defense	Ships & Submarines	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	1	1	0	0.0000
2009	Defense	Aircraft	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	2	3	5	11906.3702
2002	Defense	Space Systems	L	Large Vendor	PID	1	0	1	1	1	1	4	4	25	43020249.0000
2000	Defense	Land Vehicles	S	Always Small Vendor	PID	1	0	1	1	1	1	4	4	13	6871571.0000
2005	Defense	Other Products	S	Always Small Vendor	PDuns-2+	1	1	0	1	1	1	2	3	8	234922.0000
2017	Defense	Land Vehicles	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	97	97	805	2611023.1312
2014	Defense	Space Systems	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	1	1	2	15013.2500
2008	Defense	Other Products	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	14	2913	52174800.4027
2019	Defense	Missile Defense	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	1	1	7	19250.0000
2018	Defense	Ordnance and Missiles	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	18	24	80	70406028.4659
2004	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	1386	1386	2437	22744066.0000
2020	Defense	Other Services	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	69	73	2472	35092912.7798
2017	Defense	Other R&D and Knowledge Based	S	Always Small Vendor	PDuns-1	1	0	0	0	1	0	289	289	464	1359029.1674
2004	Defense	Other Products	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	2340	2340	9324	391044456.7500
2016	Defense	Facilities and Construction	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	4308	4308	64928	8978204706.5649
2010	Defense	Aircraft	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	699	699	6362	1088718271.1342
2016	Defense	Other Products	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	41	41	3081	1374036.7606
2009	Defense	Facilities and Construction	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	169	191	550	21531894.5655
2006	Defense	Other Services	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	58	75	613	5123206.2040
1998	Defense	Ordnance and Missiles	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	9	9	11	-1702047.0000
1995	Defense	Other Services	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	4	4	12	900306.0000
1999	Defense	Electronics, Comms, & Sensors	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	0	1	1	1	77136.0000
1999	Defense	Facilities and Construction	L	Large Vendor	PID	NULL	NULL	0	0	1	1	1	1	1	28160.0000
