"","Filename","Geographic.area.name","X.","X1997.NAICS.code","Meaning.of.1997.NAICS.code","X..1","Meaning.of.Type.of.operation.or.tax.status.code","X..2","Year","Number.of.establishments","Value.of.sales..shipments..receipts..revenue..or.business.done...1.000.","Annual.payroll...1.000.","Paid.employees.for.pay.period.including.March.12..number.","X2002.NAICS.code","Meaning.of.2002.NAICS.code","Number.of.paid.employees.for.pay.period.including.March.12","Relative.standard.error.of.estimate.of.number.of.establishments....","Relative.standard.error.of.estimate.of.the.value.of.business.done","Relative.standard.error.of.estimate.of.total.payroll....","Relative.standard.error.of.estimate.of.total.number.of.employees....","X2007.NAICS.code","Meaning.of.2007.NAICS.code","Number.of.paid.employees.for.period.including.March.12"
"4123","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","118,113","29,532,973","11,801,960",NA,NA,NA,NA,NA,NA,NA,NA,"8121","Personal care services","650,219"
"4124","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","112,791","26,304,723","10,530,272",NA,NA,NA,NA,NA,NA,NA,NA,"8121","Personal care services","613,307"
"4125","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","97,607","22,785,000","9,752,673",NA,NA,NA,NA,NA,NA,NA,NA,"81211","Hair, nail, and skin care services","511,612"
"4126","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","94,007","20,903,553","8,967,935",NA,NA,NA,NA,NA,NA,NA,NA,"81211","Hair, nail, and skin care services","496,823"
"4127","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","3,779","536,316","246,848",NA,NA,NA,NA,NA,NA,NA,NA,"812111","Barber shops","12,936"
"4128","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","4,293","567,790","257,808",NA,NA,NA,NA,NA,NA,NA,NA,"812111","Barber shops","14,789"
"4129","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","76,484","19,259,317","8,639,656",NA,NA,NA,NA,NA,NA,NA,NA,"812112","Beauty salons","440,247"
"4130","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","81,632","19,010,396","8,317,691",NA,NA,NA,NA,NA,NA,NA,NA,"812112","Beauty salons","453,682"
"4131","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","17,344","2,989,367","866,169",NA,NA,NA,NA,NA,NA,NA,NA,"812113","Nail salons","58,429"
"4132","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","8,082","1,325,367","392,436",NA,NA,NA,NA,NA,NA,NA,NA,"812113","Nail salons","28,352"
"4133","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","20,506","6,747,973","2,049,287",NA,NA,NA,NA,NA,NA,NA,NA,"81219","Other personal care services","138,607"
"4134","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","18,784","5,401,170","1,562,337",NA,NA,NA,NA,NA,NA,NA,NA,"81219","Other personal care services","116,484"
"4135","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","3,186","1,919,372","470,692",NA,NA,NA,NA,NA,NA,NA,NA,"812191","Diet and weight reducing centers","34,133"
"4136","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","3,217","1,838,424","440,526",NA,NA,NA,NA,NA,NA,NA,NA,"812191","Diet and weight reducing centers","29,188"
"4137","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","17,320","4,828,601","1,578,595",NA,NA,NA,NA,NA,NA,NA,NA,"812199","Other personal care services","104,474"
"4138","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","15,567","3,562,746","1,121,811",NA,NA,NA,NA,NA,NA,NA,NA,"812199","Other personal care services","87,296"
"4139","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","20,932","16,301,922","4,443,260",NA,NA,NA,NA,NA,NA,NA,NA,"8122","Death care services","141,126"
"4140","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","21,400","15,292,794","4,190,238",NA,NA,NA,NA,NA,NA,NA,NA,"8122","Death care services","138,013"
"4141","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","15,638","13,004,454","3,275,753",NA,NA,NA,NA,NA,NA,NA,NA,"81221","Funeral homes and funeral services","108,473"
"4142","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","15,693","11,942,945","3,033,995",NA,NA,NA,NA,NA,NA,NA,NA,"81221","Funeral homes and funeral services","102,978"
"4143","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","15,638","13,004,454","3,275,753",NA,NA,NA,NA,NA,NA,NA,NA,"812210","Funeral homes and funeral services","108,473"
"4144","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","15,693","11,942,945","3,033,995",NA,NA,NA,NA,NA,NA,NA,NA,"812210","Funeral homes and funeral services","102,978"
"4145","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","5,294","3,297,468","1,167,507",NA,NA,NA,NA,NA,NA,NA,NA,"81222","Cemeteries and crematories","32,653"
"4146","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","5,707","3,349,849","1,156,243",NA,NA,NA,NA,NA,NA,NA,NA,"81222","Cemeteries and crematories","35,035"
"4147","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","5,294","3,297,468","1,167,507",NA,NA,NA,NA,NA,NA,NA,NA,"812220","Cemeteries and crematories","32,653"
"4148","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","5,707","3,349,849","1,156,243",NA,NA,NA,NA,NA,NA,NA,NA,"812220","Cemeteries and crematories","35,035"
"4149","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","35,821","23,360,078","7,166,099",NA,NA,NA,NA,NA,NA,NA,NA,"8123","Drycleaning and laundry services","299,727"
"4150","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","39,989","23,233,640","7,517,070",NA,NA,NA,NA,NA,NA,NA,NA,"8123","Drycleaning and laundry services","346,067"
"4151","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","10,899","3,549,101","624,817",NA,NA,NA,NA,NA,NA,NA,NA,"81231","Coin-operated laundries and drycleaners","40,063"
"4152","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","10,961","3,353,653","601,442",NA,NA,NA,NA,NA,NA,NA,NA,"81231","Coin-operated laundries and drycleaners","40,309"
"4153","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","10,899","3,549,101","624,817",NA,NA,NA,NA,NA,NA,NA,NA,"812310","Coin-operated laundries and drycleaners","40,063"
"4154","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","10,961","3,353,653","601,442",NA,NA,NA,NA,NA,NA,NA,NA,"812310","Coin-operated laundries and drycleaners","40,309"
"4155","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","22,558","7,582,946","2,517,907",NA,NA,NA,NA,NA,NA,NA,NA,"81232","Drycleaning and laundry services (except coin-operated)","143,251"
"4156","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","26,448","8,086,339","2,762,228",NA,NA,NA,NA,NA,NA,NA,NA,"81232","Drycleaning and laundry services (except coin-operated)","169,979"
"4157","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","22,558","7,582,946","2,517,907",NA,NA,NA,NA,NA,NA,NA,NA,"812320","Drycleaning and laundry services (except coin-operated)","143,251"
"4158","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","26,448","8,086,339","2,762,228",NA,NA,NA,NA,NA,NA,NA,NA,"812320","Drycleaning and laundry services (except coin-operated)","169,979"
"4159","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","2,364","12,228,031","4,023,375",NA,NA,NA,NA,NA,NA,NA,NA,"81233","Linen and uniform supply","116,413"
"4160","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","2,580","11,793,648","4,153,400",NA,NA,NA,NA,NA,NA,NA,NA,"81233","Linen and uniform supply","135,779"
"4161","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","1,054","5,138,789","1,704,999",NA,NA,NA,NA,NA,NA,NA,NA,"812331","Linen supply","55,961"
"4162","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","1,091","4,659,941","1,693,110",NA,NA,NA,NA,NA,NA,NA,NA,"812331","Linen supply","59,936"
"4163","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","1,310","7,089,242","2,318,376",NA,NA,NA,NA,NA,NA,NA,NA,"812332","Industrial launderers","60,452"
"4164","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","1,489","7,133,707","2,460,290",NA,NA,NA,NA,NA,NA,NA,NA,"812332","Industrial launderers","75,843"
"4165","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","37,702","17,836,356","5,263,210",NA,NA,NA,NA,NA,NA,NA,NA,"8129","Other personal services","258,299"
"4166","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","35,971","17,273,764","4,521,382",NA,NA,NA,NA,NA,NA,NA,NA,"8129","Other personal services","240,152"
"4167","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","14,060","3,375,800","1,274,449",NA,NA,NA,NA,NA,NA,NA,NA,"81291","Pet care (except veterinary) services","73,985"
"4168","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","11,353","2,346,025","850,523",NA,NA,NA,NA,NA,NA,NA,NA,"81291","Pet care (except veterinary) services","52,509"
"4169","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","14,060","3,375,800","1,274,449",NA,NA,NA,NA,NA,NA,NA,NA,"812910","Pet care (except veterinary) services","73,985"
"4170","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","11,353","2,346,025","850,523",NA,NA,NA,NA,NA,NA,NA,NA,"812910","Pet care (except veterinary) services","52,509"
"4171","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","843","1,612,942","380,706",NA,NA,NA,NA,NA,NA,NA,NA,"81292","Photofinishing","8,094"
"4172","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","1,915","2,024,563","592,088",NA,NA,NA,NA,NA,NA,NA,NA,"81292","Photofinishing","19,895"
"4173","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","609","1,538,991","361,451",NA,NA,NA,NA,NA,NA,NA,NA,"812921","Photofinishing laboratories (except one-hour)","7,206"
"4174","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","1,104","1,850,920","545,167",NA,NA,NA,NA,NA,NA,NA,NA,"812921","Photofinishing laboratories (except one-hour)","17,055"
"4175","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","234","73,951","19,255",NA,NA,NA,NA,NA,NA,NA,NA,"812922","One-hour photofinishing","888"
"4176","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","811","173,643","46,921",NA,NA,NA,NA,NA,NA,NA,NA,"812922","One-hour photofinishing","2,840"
"4177","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","12,585","7,470,925","2,321,617",NA,NA,NA,NA,NA,NA,NA,NA,"81293","Parking lots and garages","132,128"
"4178","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","13,010","8,276,394","2,007,738",NA,NA,NA,NA,NA,NA,NA,NA,"81293","Parking lots and garages","125,630"
"4179","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","12,585","7,470,925","2,321,617",NA,NA,NA,NA,NA,NA,NA,NA,"812930","Parking lots and garages","132,128"
"4180","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","13,010","8,276,394","2,007,738",NA,NA,NA,NA,NA,NA,NA,NA,"812930","Parking lots and garages","125,630"
"4181","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","10,214","5,376,689","1,286,438",NA,NA,NA,NA,NA,NA,NA,NA,"81299","All other personal services","44,092"
"4182","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","9,693","4,626,782","1,071,033",NA,NA,NA,NA,NA,NA,NA,NA,"81299","All other personal services","42,118"
"4183","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","10,214","5,376,689","1,286,438",NA,NA,NA,NA,NA,NA,NA,NA,"812990","All other personal services","44,092"
"4184","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","9,693","4,626,782","1,071,033",NA,NA,NA,NA,NA,NA,NA,NA,"812990","All other personal services","42,118"
"4185","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","106,972","195,718,779","38,237,461",NA,NA,NA,NA,NA,NA,NA,NA,"813","Religious, grantmaking, civic, professional, and similar organizations","887,218"
"4186","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","107,846","185,446,511","32,294,394",NA,NA,NA,NA,NA,NA,NA,NA,"813","Religious, grantmaking, civic, professional, and similar organizations","880,389"
"4187","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","19,288","90,707,677","9,122,633",NA,NA,NA,NA,NA,NA,NA,NA,"8132","Grantmaking and giving services","173,912"
"4188","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","17,067","93,275,924","S",NA,NA,NA,NA,NA,NA,NA,NA,"8132","Grantmaking and giving services","165,715"
"4189","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","19,288","90,707,677","9,122,633",NA,NA,NA,NA,NA,NA,NA,NA,"81321","Grantmaking and giving services","173,912"
"4190","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","17,067","93,275,924","S",NA,NA,NA,NA,NA,NA,NA,NA,"81321","Grantmaking and giving services","165,715"
"4191","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","11,515","61,611,047","4,707,221",NA,NA,NA,NA,NA,NA,NA,NA,"813211","Grantmaking foundations","89,272"
"4192","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","9,662","65,861,467","3,584,487",NA,NA,NA,NA,NA,NA,NA,NA,"813211","Grantmaking foundations","76,834"
"4193","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","4,390","17,818,716","3,083,982",NA,NA,NA,NA,NA,NA,NA,NA,"813212","Voluntary health organizations","54,531"
"4194","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","4,246","S","S",NA,NA,NA,NA,NA,NA,NA,NA,"813212","Voluntary health organizations","S"
"4195","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","3,383","11,277,914","1,331,430",NA,NA,NA,NA,NA,NA,NA,NA,"813219","Other grantmaking and giving services","30,109"
"4196","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","3,159","11,566,163","1,154,081",NA,NA,NA,NA,NA,NA,NA,NA,"813219","Other grantmaking and giving services","27,870"
"4197","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","16,886","24,550,782","6,427,062",NA,NA,NA,NA,NA,NA,NA,NA,"8133","Social advocacy organizations","151,437"
"4198","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","15,520","19,729,651","4,841,777",NA,NA,NA,NA,NA,NA,NA,NA,"8133","Social advocacy organizations","130,831"
"4199","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","16,886","24,550,782","6,427,062",NA,NA,NA,NA,NA,NA,NA,NA,"81331","Social advocacy organizations","151,437"
"4200","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","15,520","19,729,651","4,841,777",NA,NA,NA,NA,NA,NA,NA,NA,"81331","Social advocacy organizations","130,831"
"4201","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","3,247","7,203,824","1,663,992",NA,NA,NA,NA,NA,NA,NA,NA,"813311","Human rights organizations","33,832"
"4202","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","2,873","S","1,210,712",NA,NA,NA,NA,NA,NA,NA,NA,"813311","Human rights organizations","29,348"
"4203","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","7,095","9,105,546","2,530,597",NA,NA,NA,NA,NA,NA,NA,NA,"813312","Environment, conservation and wildlife organizations","65,618"
"4204","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","6,276","7,602,482","1,895,924",NA,NA,NA,NA,NA,NA,NA,NA,"813312","Environment, conservation and wildlife organizations","55,780"
"4205","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2012","6,544","8,241,412","2,232,473",NA,NA,NA,NA,NA,NA,NA,NA,"813319","Other social advocacy organizations","51,987"
"4206","Data//Economic//Core Business Statistics Series Comparative Statistics for the US and States (1997-2002; 2002-2007; 2007-2012)//Comparative Statistics for the US and States (2007 and 2012).xls","United States","",NA,NA,"","All establishments","","2007","6,371","6,420,478","1,735,141",NA,NA,NA,NA,NA,NA,NA,NA,"813319","Other social advocacy organizations","45,703"
