fiscal_year	Customer	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	IsEntityAbove2018constant10ThousandThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
2000	GSA	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	810	810	2127	43217056.3891
2010	Defense	N	Sometimes Small Vendor	PDuns-2+	1	0	1	1	1	1	985	2716	58711	6055015901.9034
2015	NASA	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	13	13	0	1819649.8281
2008	DHS	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	495	495	1447	7894970.9512
2010	GSA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	0	6	6	0	6207.2998
2015	GSA	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	26	26	15	895334.2183
2017	VA	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	14	15	0	0.0000
2017	GSA	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	7	7	99	463.5200
2005	Other Agencies	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	120	125	574	725903.3102
2012	GSA	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	332	621	114938	337049167.9814
2017	Other Agencies	M	Medium Vendor	PID	1	0	1	1	1	1	158	158	5053	2302739317.3479
2017	HHS	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	102	102	2642	419329213.8710
2020	Defense	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	0	61	61	1949	1436256.4810
2013	State and IAP	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	144	144	1785	292609149.0895
2006	VA	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	82	230	13728	20388859.4446
2007	NASA	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	17	17	26	824220.5430
2016	VA	S	Always Small Vendor	PID	1	0	0	0	1	1	3	3	3	71397.8614
2011	Energy	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	287	287	1013	17137134.0077
2017	Other Agencies	M	Medium Vendor	Duns	1	1	0	1	1	1	8	8	14	726445.4336
2003	Other Agencies	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	9	9	16	17836.0000
2018	VA	S	Always Small Vendor	PID	1	0	0	1	1	1	9	9	25	1391317.6895
2016	DHS	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	1	0	0.0000
2007	GSA	M	Medium Vendor	PDuns-2+	1	1	1	1	1	1	8	9	15	11996661.5635
2006	GSA	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	1148	1148	43276	1387313350.8268
2019	VA	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	1	1	2	81785.2891
2019	Other Agencies	M	Medium Vendor	PID	1	1	0	1	1	1	5	5	22	981242.8840
2014	Defense	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	51	51	1917	38479732.8689
2009	GSA	L	Large Vendor	PID	1	1	0	1	1	1	1	1	0	0.0000
2018	GSA	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	9	9	16	174016.4829
2000	Defense	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	306	306	386	8243697.0000
2017	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	0	0	1	1	32	13905.0000
2016	HHS	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	4	4	4	18399.6001
2009	Other Agencies	M	Medium Vendor	PDuns-2+	1	1	0	0	1	0	4	4	4	22386.6099
2012	NASA	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	33	35	54	603162.1912
2007	GSA	M	Medium Vendor	PID	1	0	0	0	0	0	2	2	8	4490.0000
2006	GSA	B	Big Five	PID	1	1	1	1	1	1	5	5	3988	793823203.9295
2011	Other Agencies	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	1171	1171	2446	1596125.6839
2008	DHS	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	0	1	1	0	1167.0000
2014	DHS	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	21	21	86	498448.1200
2013	DHS	L	Large Vendor	PID	1	0	0	1	1	1	3	3	12	2683.7900
2007	HHS	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	0	4	4	3	14031.5000
2003	VA	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	12	12	0	26293.8600
2008	Energy	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	9	9	46	3196166.5513
2008	GSA	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	8	8	829	1836618.4905
2002	Other Agencies	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	220	286	1384	54206353.8008
2008	State and IAP	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	17	17	32	368717.1621
2002	Energy	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	13	13	111	27858014.2500
2012	DHS	M	Medium Vendor	PDuns-1	1	0	0	0	1	0	220	220	321	755993.0495
2014	Defense	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	1789	1789	11772	266135291.6989
2007	GSA	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	128	141	4092	88576794.1757
1997	Other Agencies	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	9	9	18	1346654.0000
2019	VA	M	Medium Vendor	PID	1	0	1	1	1	1	80	80	2149818	3110200037.4145
2005	Energy	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	3	3	3	10095.0500
2005	HHS	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	1077	1077	3692	100951479.2698
2000	Defense	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	2213	2213	6169	535940158.1564
2003	Defense	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	4980	4980	61258	12216959321.7369
2006	State and IAP	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	19	19	129	276463.8502
2010	Defense	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	572	2982	83108	8127492133.4107
2001	NASA	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	4	4	14	579499.0000
2011	Other Agencies	S	Always Small Vendor	PID	1	0	1	1	1	1	67	67	26785	357264691.5953
2016	Defense	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	1	195	261	2751	8215042.1586
2008	Defense	U	Unlabeled Vendor	Name	1	1	0	0	1	1	1	1	1	16927.0000
2018	GSA	M	Medium Vendor	PID	1	0	0	0	0	0	1	1	67	1.0000
2003	DHS	U	Unlabeled Vendor	Name	1	0	0	0	1	1	1	1	1	0.0000
2016	DHS	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	20	20	24	19910.3499
2016	DHS	M	Medium Vendor	Duns	1	0	0	0	1	0	5	5	10	25107.1499
2009	GSA	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	4	4	171	96687.1002
2012	Energy	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	2	2	5	15574.2600
2004	Other Agencies	U	Unlabeled Vendor	Name	1	1	0	0	1	0	8	1	15	42287.9500
2017	HHS	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	12	12	20	154260.9101
2008	NASA	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	535	535	3875	611075941.3380
2015	Other Agencies	S	Always Small Vendor	PDuns-2+	1	1	0	1	1	1	6	7	29	625052.8805
2001	DHS	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	2	2	1	149000.0000
2004	Other Agencies	S	Always Small Vendor	PDuns-2+	1	1	0	1	1	1	5	8	42	573492.5806
2011	Other Agencies	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	0	4	4	0	8890.9199
2019	State and IAP	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	25	25	77	-1828135.9526
2001	Other Agencies	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	39	39	237	1976561.0000
2004	Defense	U	Unlabeled Vendor	Name	1	1	0	1	1	1	2	1	6	291683.0000
2003	GSA	M	Medium Vendor	PID	1	0	0	0	1	1	6	6	28	1303804.0000
2009	DHS	B	Big Five	PID	1	1	1	1	1	1	5	5	1433	1237483777.5789
2012	Other Agencies	S	Always Small Vendor	PDuns-2+	1	0	0	0	0	0	63	64	182	100736.5703
2015	Defense	S	Always Small Vendor	PID	1	0	0	0	0	0	2	2	2	-2201.0000
2015	GSA	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	130	130	0	430621.7571
2009	HHS	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	3	3	8	51131.9001
2013	Other Agencies	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	66	66	1240	138254266.7722
2000	State and IAP	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	1	1	1	5780.0000
2012	Energy	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	13	59	13766686.6146
2004	DHS	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	253	253	767	25723683.2072
2016	Energy	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	1	0	30000.0000
2019	Other Agencies	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	504	504	NULL	2429575.2066
2014	Defense	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	181	181	342	-81968.9600
2004	GSA	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	1	2	2	5	50498.6292
2010	Energy	S	Always Small Vendor	PID	1	0	1	1	1	1	5	5	16	2279014.8125
2011	Energy	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	52	52	638	186319094.5768
2006	DHS	S	Always Small Vendor	Name	1	1	0	0	1	1	1	1	1	13480.0000
2011	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	7	7	0	0.0000
2015	Energy	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	46	46	87	1705364.3986
2015	HHS	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	6	6	25	2115196.4505
2002	Other Agencies	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	1	0	33333.0000
2014	DHS	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	9	11	19	44106.2600
2004	DHS	U	Unlabeled Vendor	Name	1	0	0	0	1	1	1	1	1	0.0000
2012	Energy	S	Always Small Vendor	PDuns-2+	1	1	0	1	1	1	1	1	1	0.0000
2014	Other Agencies	N	Sometimes Small Vendor	Duns	1	0	0	0	1	1	1	1	3	11310.5000
2010	GSA	S	Always Small Vendor	PDuns-2+	1	1	0	0	1	1	1	1	1	6818.5298
2008	Energy	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	2	2	3	16196.0000
2006	HHS	L	Large Vendor	PID	1	0	1	1	1	1	36	36	2210	2171655642.6223
2017	VA	S	Always Small Vendor	PDuns-1	1	1	0	0	1	0	2	2	3	13908.2900
2003	DHS	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	5	5	7	325911.0000
2005	Other Agencies	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	64	69	121	150185.3899
2018	State and IAP	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	8	8	13	28585.1898
2007	GSA	L	Large Vendor	PID	1	0	1	1	1	1	52	52	11200	649321230.0230
2002	State and IAP	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	5	73	6493849.0000
2001	Defense	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	16	16	229	13076822.0000
2012	HHS	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	5	5	0	0.0000
2018	Other Agencies	M	Medium Vendor	PID	1	1	0	1	1	1	6	6	15	550964.8594
2017	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	1	1	0	0.0000
2007	State and IAP	S	Always Small Vendor	Name	1	1	0	0	1	0	38	1	60	181347.6801
2002	HHS	N	Sometimes Small Vendor	PDuns-2+	1	1	1	1	1	1	37	58	389	70230018.9800
2002	NASA	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	1	1	1	-3000.0000
2015	State and IAP	N	Sometimes Small Vendor	Duns	1	1	0	0	1	0	1	1	3	9982.9799
1998	Other Agencies	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	29	111	3435	171319387.0000
2013	Defense	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	1057	1057	2213	16844828.0403
2006	Other Agencies	M	Medium Vendor	PID	1	0	1	1	1	1	110	110	2014	1452829871.9154
2010	State and IAP	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	6	6	8	21439.0200
2006	VA	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	48	48	1670	9774087.3643
2000	GSA	M	Medium Vendor	PID	1	0	0	0	0	0	1	1	1	2000.0000
2002	DHS	B	Big Five	PID	1	1	1	1	1	1	3	3	26	266418487.1406
2003	Other Agencies	S	Always Small Vendor	PID	1	0	1	1	1	1	133	133	1345	361002792.9385
2016	Defense	S	Always Small Vendor	Duns	1	0	0	0	1	0	36	36	41	154398.7700
2003	HHS	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	2	2	2	51194.0000
2018	Other Agencies	M	Medium Vendor	PID	1	0	1	1	1	1	150	150	5207	2382824980.4354
2002	Defense	M	Medium Vendor	PID	1	0	0	1	1	1	84	84	507	37966513.4394
2009	Other Agencies	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	89	94	156	13363.4101
2013	Defense	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	10	11	27	-79723.7000
2005	HHS	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	27	27	104	498854.2820
2011	GSA	N	Sometimes Small Vendor	PDuns-1	1	0	1	1	1	1	1944	1944	69853	1759306884.7288
2011	GSA	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	809	809	4890	34829342.7359
2001	Defense	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	18	18	261	44140197.0000
2002	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	4	4	1	9072.0000
2017	Other Agencies	M	Medium Vendor	PID	1	0	0	0	1	1	7	7	19	23510.3201
2017	GSA	S	Always Small Vendor	PID	NULL	NULL	0	1	1	1	1	1	0	0.0000
2009	Defense	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	1008	1008	21148	3988078181.1291
1998	Defense	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	11	11	16	-653590.0000
2010	DHS	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	2	2	0	9076034.0000
2014	GSA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	1	1	1	103	115	132	3222987.7805
2010	DHS	N	Sometimes Small Vendor	PDuns-1	1	1	1	1	1	1	475	475	4757	234411996.5229
2000	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	1	1	1	361531.0000
2020	Other Agencies	S	Always Small Vendor	PDuns-1	1	1	0	0	0	0	4	4	4	10467.4300
2009	GSA	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	67	84	1979	3126578.4577
2002	NASA	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	1	1	1	4334.0000
2004	Defense	M	Medium Vendor	PID	1	1	0	0	1	1	1	1	4	125193.0000
1994	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	823	823	16102	4493929551.0000
1999	Other Agencies	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	28	30	106	4063966.0000
2003	Other Agencies	N	Sometimes Small Vendor	PID	1	0	0	0	1	1	5	5	13	194976.0000
2016	State and IAP	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	69	69	0	96222.2100
2017	DHS	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	0	1	1	0	0.0000
2009	DHS	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	4	4	8	4016.0908
2004	GSA	L	Large Vendor	PID	1	1	1	1	1	1	85	85	39808	4561564500.7352
2018	NASA	M	Medium Vendor	Duns	1	1	0	0	1	0	1	1	2	0.0000
2002	HHS	U	Unlabeled Vendor	Duns	1	0	1	1	1	1	1	1	1	949161.0000
2011	State and IAP	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	23	24	106	4427990.2698
2019	HHS	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	0	1	1	NULL	0.0000
2000	HHS	M	Medium Vendor	PID	1	1	1	1	1	1	1	1	19	3445000.0000
2017	GSA	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	10	10	16	188966.7191
2008	VA	S	Always Small Vendor	PID	1	0	0	0	1	1	7	7	82	304311.8704
2017	Energy	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	97	97	206	4881548.6071
2005	VA	L	Large Vendor	PID	1	1	1	1	1	1	74	74	64823	4291117399.5946
2005	GSA	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	2	2	0	0.0000
2007	DHS	N	Sometimes Small Vendor	PDuns-1	1	0	0	1	1	1	757	757	3022	56050286.8718
2019	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	3	3	NULL	0.0000
2018	DHS	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	8	8	20	64256.9499
2007	Defense	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	298	298	121928	21951498042.5075
2013	Other Agencies	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	1	1	0	25000.0000
2011	NASA	M	Medium Vendor	PDuns-2+	1	0	0	0	1	0	15	15	23	97897.0403
2002	State and IAP	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	367	367	775	52936991.0000
2007	Other Agencies	M	Medium Vendor	PDuns-1	1	1	0	0	1	0	73	73	96	420688.9786
2012	NASA	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	19	19	31	1978569.9562
2005	DHS	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	38	40	78	470030.4283
2009	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	4	4	0	0.0000
2001	Other Agencies	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	0	7	7	23	49800.8599
2016	DHS	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	146	146	5595	824359083.0637
2020	DHS	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	1142	1142	7446	2872977576.3459
2009	GSA	S	Always Small Vendor	PDuns-1	1	1	0	0	1	1	25	25	550	445893.7006
2017	VA	M	Medium Vendor	PID	1	0	1	1	1	1	60	60	3375673	3066287926.0876
2005	DHS	N	Sometimes Small Vendor	Name	1	0	0	0	1	1	7	1	25	183153.3592
2004	DHS	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	31	32	156	35242722.6586
2003	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	10	10	19	3211.0000
1991	Defense	M	Medium Vendor	Duns	NULL	NULL	0	0	1	0	12	12	NULL	329522.0000
2016	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	0	4	4	1	9118.9502
2005	Defense	M	Medium Vendor	PDuns-1	1	0	0	0	0	0	474	474	853	-722317.4700
2016	HHS	S	Always Small Vendor	Duns	1	0	0	0	0	0	1	1	1	-14641.5498
2019	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	0	2	2	NULL	0.0000
2017	Defense	M	Medium Vendor	PID	NULL	NULL	0	0	0	0	1	1	0	0.0000
2002	Defense	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	171	184	384	4301793.2793
2017	State and IAP	N	Sometimes Small Vendor	PID	1	1	0	0	1	1	2	2	12	-99294.9894
2005	HHS	S	Always Small Vendor	PID	1	0	0	0	0	0	2	2	4	0.0000
2006	Defense	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	72	87	199	717737.8401
2010	VA	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	0	68	69	113	532009.5990
2009	HHS	N	Sometimes Small Vendor	PID	1	0	1	1	1	1	148	148	2586	872536362.2078
2013	GSA	L	Large Vendor	PID	1	1	1	1	1	1	98	98	5237	1609259177.9701
2011	Defense	M	Medium Vendor	PID	1	1	1	1	1	1	107	107	52738	11327539439.8382
2014	VA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	23	11550	415984626.5426
2017	Defense	S	Always Small Vendor	Duns	1	1	0	1	1	1	1	1	1	208131.2500
2020	Other Agencies	M	Medium Vendor	PDuns-2+	1	0	0	0	0	0	50	51	89	-19274.8405
2020	Defense	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	362	417	16572	198041622.4386
2020	HHS	M	Medium Vendor	PID	1	1	1	1	1	1	27	27	1355	2627474837.9917
2020	Other Agencies	NULL	NULL	PDuns-1	NULL	NULL	NULL	NULL	NULL	NULL	4	4	4	3825720.0000
2015	GSA	M	Medium Vendor	PID	1	1	1	1	1	1	47	47	767	366874717.5413
2011	Energy	M	Medium Vendor	PDuns-1	1	0	0	0	1	1	61	61	93	782129.9102
2003	Energy	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	2	2	2	283354.0000
2008	State and IAP	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	9	9	10	230160.0102
2003	GSA	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	372	372	6659	1013264781.2983
2006	State and IAP	L	Large Vendor	PID	1	0	1	1	1	1	18	18	154	156072374.0337
2013	Defense	S	Always Small Vendor	PID	1	0	0	0	0	0	1	1	1	0.0000
2017	State and IAP	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	164	164	2556	461758411.0764
2014	HHS	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	9	9	23	3189.7400
2008	Energy	M	Medium Vendor	PDuns-1	1	0	1	1	1	1	41	41	275	299180782.0657
2009	Defense	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	13876	13876	37837	308029379.7964
2011	Other Agencies	S	Always Small Vendor	PDuns-2+	1	0	0	1	1	1	287	311	41929	49279454.9683
2008	DHS	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	67	67	412	27814661.4085
2007	NASA	S	Always Small Vendor	PDuns-2+	1	0	1	1	1	1	24	26	130	24051957.5004
2004	VA	S	Always Small Vendor	PDuns-1	1	1	0	1	1	1	16	16	36	2326792.2344
2006	Other Agencies	N	Sometimes Small Vendor	PID	1	0	0	1	1	1	130	130	1265	24305178.6120
2020	VA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	1	0	8	9	15	15247.1101
2000	GSA	S	Always Small Vendor	PID	1	0	0	0	1	0	3	3	4	16000.0000
2000	Defense	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	11437	11437	34667	2396929890.2109
2019	State and IAP	S	Always Small Vendor	PDuns-1	1	0	0	1	1	1	349	349	814	27788257.8889
1998	Defense	M	Medium Vendor	PID	NULL	NULL	0	0	1	1	9	9	10	281214.0000
2001	GSA	N	Sometimes Small Vendor	PDuns-2+	1	0	0	0	0	0	1	1	1	1099.9399
2007	State and IAP	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	1	1	0	0.0000
2005	HHS	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	19	20	82	4344106.6193
2007	NASA	S	Always Small Vendor	PDuns-1	1	1	1	1	1	1	11	11	76	21959294.1735
2006	NASA	L	Large Vendor	PID	1	1	1	1	1	1	77	77	3691	2334317071.1050
2013	Energy	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	10	10	0	18716620.7900
2005	GSA	M	Medium Vendor	PDuns-2+	1	0	1	1	1	1	143	186	1499	391434154.9644
2015	Energy	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	4	4	6	76743.0301
2017	Other Agencies	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	9438	9438	31045	236725520.1977
2003	Defense	L	Large Vendor	PID	1	0	0	0	0	0	4	4	6	-8153681.0000
2004	VA	M	Medium Vendor	PDuns-2+	1	0	0	1	1	1	117	191	531	29828744.4334
2010	NASA	S	Always Small Vendor	PDuns-2+	1	0	0	0	1	1	19	19	50	264127.0889
2007	VA	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	4	4	0	289226.7695
2016	DHS	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	0	0	27	27	88	109467.1398
2005	NASA	M	Medium Vendor	PDuns-1	1	0	0	1	1	1	98	98	249	7755681.2433
2004	GSA	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	3463	3463	54060	2073725726.3645
2007	Other Agencies	M	Medium Vendor	PID	1	0	0	1	1	1	34	34	708	7378517.1958
2019	NASA	M	Medium Vendor	PDuns-1	1	1	0	0	0	0	2	2	2	-76185.0900
2017	Defense	S	Always Small Vendor	Duns	1	0	1	1	1	1	1	1	2	510720.0000
2018	HHS	S	Always Small Vendor	PDuns-1	1	0	1	1	1	1	1148	1148	7857	2648807670.4020
2016	Other Agencies	L	Large Vendor	PID	1	0	0	0	0	0	1	1	1	3487.8000
2012	DHS	S	Always Small Vendor	PDuns-2+	1	1	1	1	1	1	10	11	62	8097599.1987
2019	State and IAP	N	Sometimes Small Vendor	PID	1	1	0	1	1	1	3	3	20	268866.0109
2016	DHS	N	Sometimes Small Vendor	PDuns-1	1	1	0	1	1	1	216	216	1047	19921618.6751
2011	Other Agencies	M	Medium Vendor	PDuns-2+	1	1	0	0	1	0	14	14	26	101735.6602
2015	DHS	M	Medium Vendor	PDuns-2+	1	1	0	1	1	1	13	14	33	394130.9890
2014	Defense	M	Medium Vendor	Duns	1	0	0	0	1	1	3	3	7	65371.0009
2018	HHS	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	255	255	1278	8366371.6247
2004	VA	M	Medium Vendor	PDuns-1	1	1	0	1	1	1	7	7	29	754557.3185
2015	Other Agencies	S	Always Small Vendor	PDuns-1	1	0	0	0	1	1	10708	10708	27821	211378098.0881
2005	Other Agencies	S	Always Small Vendor	PDuns-1	1	1	0	0	1	0	44	44	88	380406.3201
2014	NASA	S	Always Small Vendor	PDuns-1	1	1	0	0	1	0	1	1	1	-220.6300
2003	DHS	N	Sometimes Small Vendor	PID	1	1	1	1	1	1	69	69	902	156801399.1008
2016	Other Agencies	N	Sometimes Small Vendor	PDuns-1	1	1	0	0	1	1	93	93	352	2129523.3674
2011	Energy	N	Sometimes Small Vendor	PDuns-2+	1	1	0	0	1	1	3	3	3	14950.0000
2002	State and IAP	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	10	10	1	1715.0000
2000	NASA	M	Medium Vendor	PID	1	0	1	1	1	1	31	31	278	1679589108.4000
2013	VA	M	Medium Vendor	PDuns-1	1	1	1	1	1	1	23	23	281	28263709.4459
2016	DHS	M	Medium Vendor	PDuns-2+	1	1	0	0	1	1	8	8	14	142410.1204
2017	DHS	N	Sometimes Small Vendor	PDuns-2+	1	1	0	1	1	1	56	85	620	2513803.8759
2013	Energy	S	Always Small Vendor	PID	1	0	0	1	1	1	1	1	1	8048.0000
2009	GSA	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	3	3	0	0.0000
2008	GSA	N	Sometimes Small Vendor	Duns	1	1	1	1	1	1	2	2	24	272307.8405
2009	DHS	N	Sometimes Small Vendor	PDuns-1	1	0	0	0	1	1	402	402	1398	5189036.8459
