fiscal_year	fiscal_quarter_YTD	contract_transaction_unique_key	contract_award_unique_key	signeddate	contractingofficeagencyid	ProductOrServiceCode	PlatformPortfolio	ProjectID	VehicleClassification	CompetitionClassification	ClassifyNumberOfOffers	anycommercial	PricingUCA	VendorSize	fundedbyforeignentity	PlaceISOalpha3	pop_state_code	VendorISOalpha3	VendorStateCode	OriginISOalpha3	placeofmanufacture	AnyCommercial	typeofcontractpricing	IsLetterContract	ProductOrServiceCode	claimantprogramcode	principalnaicscode	ProjectID	EntityID	parentid	IsEntityTraditional	obligatedAmount	baseandexercisedoptionsvalue	baseandalloptionsvalue	numberOfActions
2023	1	9700_9700_FA880622F0009_P00011_FA880621D0003_0	CONT_AWD_FA880622F0009_9700_FA880621D0003_9700	2022-10-14	5700	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Unlabeled	X	USA	VA	USA	VA	USA	C	N	U	0	AR12	A2	541715	NULL	NULL	**VARIABLE	1	1000000.0000	90996.0000	90996.0000	1
2023	3	9700_9700_FA880622F0009_P00020_FA880621D0003_0	CONT_AWD_FA880622F0009_9700_FA880621D0003_9700	2023-04-20	5700	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Unlabeled	X	USA	VA	USA	VA	USA	C	N	U	0	AR12	A2	541715	NULL	NULL	**VARIABLE	1	0.0000	0.0000	0.0000	1
2023	3	9700_9700_FA880622F0009_P00021_FA880621D0003_0	CONT_AWD_FA880622F0009_9700_FA880621D0003_9700	2023-05-16	5700	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR12	A2	541715	NULL	NULL	NULL	1	4102601.2500	0.0000	0.0000	1
2023	3	9700_9700_FA880622F0009_P00019_FA880621D0003_0	CONT_AWD_FA880622F0009_9700_FA880621D0003_9700	2023-04-20	5700	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Unlabeled	X	USA	VA	USA	VA	USA	C	N	U	0	AR12	A2	541715	NULL	NULL	**VARIABLE	1	0.0000	0.0000	0.0000	1
2023	4	9700_9700_FA880622F0009_P00023_FA880621D0003_0	CONT_AWD_FA880622F0009_9700_FA880621D0003_9700	2023-08-31	5700	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR12	A2	541715	NULL	NULL	NULL	1	11000000.0000	34977384.0000	34977384.0000	1
2023	2	9700_9700_FA880622F0009_P00016_FA880621D0003_0	CONT_AWD_FA880622F0009_9700_FA880621D0003_9700	2023-01-17	5700	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Unlabeled	X	USA	VA	USA	VA	USA	C	N	U	0	AR12	A2	541715	NULL	NULL	**VARIABLE	1	3500000.0000	135083.0000	135083.0000	1
2023	2	9700_9700_FA880622F0009_P00018_FA880621D0003_0	CONT_AWD_FA880622F0009_9700_FA880621D0003_9700	2023-03-06	5700	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Unlabeled	X	USA	VA	USA	VA	USA	C	N	U	0	AR12	A2	541715	NULL	NULL	**VARIABLE	1	5000000.0000	0.0000	0.0000	1
2023	1	9700_9700_FA880622F0009_P00012_FA880621D0003_0	CONT_AWD_FA880622F0009_9700_FA880621D0003_9700	2022-10-26	5700	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Unlabeled	X	USA	VA	USA	VA	USA	C	N	U	0	AR12	A2	541715	NULL	NULL	**VARIABLE	1	5000000.0000	0.0000	0.0000	1
2023	2	9700_9700_FA880622F0009_P00015_FA880621D0003_0	CONT_AWD_FA880622F0009_9700_FA880621D0003_9700	2023-01-05	5700	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Unlabeled	X	USA	VA	USA	VA	USA	C	N	U	0	AR12	A2	541715	NULL	NULL	**VARIABLE	1	0.0000	0.0000	0.0000	1
2023	4	9700_9700_FA880622F0009_P00024_FA880621D0003_0	CONT_AWD_FA880622F0009_9700_FA880621D0003_9700	2023-09-12	5700	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR12	A2	541715	NULL	NULL	NULL	1	0.0000	0.0000	0.0000	1
2023	1	9700_9700_FA880622F0009_P00013_FA880621D0003_0	CONT_AWD_FA880622F0009_9700_FA880621D0003_9700	2022-12-07	5700	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Unlabeled	X	USA	VA	USA	VA	USA	C	N	U	0	AR12	A2	541715	NULL	NULL	**VARIABLE	1	2500000.0000	0.0000	0.0000	1
2023	4	9700_-NONE-_FA880621D0003_P00004_-NONE-_-NONE-	CONT_IDV_FA880621D0003_9700	2023-09-05	5700	AR12	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	NULL	Medium <1B	X	NULL	NULL	USA	VA	NULL	NULL	N	1	0	AR12	A2	541715	NULL	NULL	NULL	1	0.0000	NULL	0.0000	NULL
2007	NULL	8000_8000_NNL06AC02T_2_NNL04AA12B_0	CONT_AWD_NNL06AC02T_8000_NNL04AA12B_8000	2007-05-25	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	NULL		N	U	0	AR11		541710	NULL	659846	LOCKHEED MARTIN	1	78876.5391	83109.0000	83109.0000	1
2014	NULL	8000_8000_NNL07AD02T_3_NNL04AA12B_0	CONT_AWD_NNL07AD02T_8000_NNL04AA12B_8000	2014-09-09	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA	D	N	U	0	AR11		541710	NULL	659846	LOCKHEED MARTIN	1	-2391.1500	0.0000	0.0000	1
2007	NULL	8000_8000_NNL07AD02T_0_NNL04AA12B_0	CONT_AWD_NNL07AD02T_8000_NNL04AA12B_8000	2007-06-14	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	D	N	U	0	AR11		541710	NULL	659846	LOCKHEED MARTIN	1	130057.0000	130057.0000	130057.0000	1
2014	NULL	8000_8000_NNL08AD07T_3_NNL04AA12B_0	CONT_AWD_NNL08AD07T_8000_NNL04AA12B_8000	2014-09-10	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA	C	N	U	0	AR11		541710	NULL	659846	LOCKHEED MARTIN	1	-21662.4609	0.0000	0.0000	1
2014	NULL	8000_8000_NNL08AD74T_3_NNL04AA12B_0	CONT_AWD_NNL08AD74T_8000_NNL04AA12B_8000	2014-09-09	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA	C	N	U	0	AR11		541710	NULL	659846	LOCKHEED MARTIN	1	-6385.1600	0.0000	0.0000	1
2007	NULL	8000_8000_NNL06AB61T_2_NNL04AA12B_0	CONT_AWD_NNL06AB61T_8000_NNL04AA12B_8000	2007-06-11	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5	X	USA	CA	USA	CA	USA		N	U	0	AR11		541710	NULL	659846	LOCKHEED MARTIN	1	-24509.0000	-24509.0000	-24509.0000	1
2014	NULL	8000_8000_NNL08AD21T_4_NNL04AA12B_0	CONT_AWD_NNL08AD21T_8000_NNL04AA12B_8000	2014-09-09	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	5-9 Offers	N	Other CB	Large: Big 5		USA	CA	USA	CA	USA	C	N	U	0	AR11		541710	NULL	659846	LOCKHEED MARTIN	1	-3290.4500	0.0000	0.0000	1
2023	2	8000_8000_80ARC022F0051_P00001_80ARC020D0002_0	CONT_AWD_80ARC022F0051_8000_80ARC020D0002_8000	2023-02-13	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541330	NULL	684466	CENTRA TECHNOLOGY	1	150000.0000	0.0000	0.0000	1
2023	4	8000_8000_80ARC022F0051_P00002_80ARC020D0002_0	CONT_AWD_80ARC022F0051_8000_80ARC020D0002_8000	2023-09-12	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11	NULL	541330	NULL	684466	CENTRA TECHNOLOGY	1	41687.0000	0.0000	0.0000	1
2023	3	8000_8000_80ARC022F0052_P00003_80ARC020D0002_0	CONT_AWD_80ARC022F0052_8000_80ARC020D0002_8000	2023-05-08	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541330	NULL	684466	CENTRA TECHNOLOGY	1	0.0000	0.0000	0.0000	1
2023	1	8000_8000_80ARC022F0052_P00002_80ARC020D0002_0	CONT_AWD_80ARC022F0052_8000_80ARC020D0002_8000	2022-10-05	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541330	NULL	684466	CENTRA TECHNOLOGY	1	154191.3906	0.0000	0.0000	1
2023	4	8000_8000_80ARC022F0052_P00006_80ARC020D0002_0	CONT_AWD_80ARC022F0052_8000_80ARC020D0002_8000	2023-07-20	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541330	NULL	684466	CENTRA TECHNOLOGY	1	100000.0000	0.0000	0.0000	1
2023	4	8000_8000_80ARC022F0052_P00007_80ARC020D0002_0	CONT_AWD_80ARC022F0052_8000_80ARC020D0002_8000	2023-09-06	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11	NULL	541330	NULL	684466	CENTRA TECHNOLOGY	1	158937.7031	0.0000	0.0000	1
2023	3	8000_8000_80ARC022F0052_P00005_80ARC020D0002_0	CONT_AWD_80ARC022F0052_8000_80ARC020D0002_8000	2023-06-30	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541330	NULL	684466	CENTRA TECHNOLOGY	1	40000.0000	0.0000	0.0000	1
2023	3	8000_8000_80ARC022F0052_P00004_80ARC020D0002_0	CONT_AWD_80ARC022F0052_8000_80ARC020D0002_8000	2023-05-22	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541330	NULL	684466	CENTRA TECHNOLOGY	1	60000.0000	0.0000	0.0000	1
2023	4	8000_8000_80ARC022F0058_P00002_80ARC020D0002_0	CONT_AWD_80ARC022F0058_8000_80ARC020D0002_8000	2023-07-20	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541330	NULL	684466	CENTRA TECHNOLOGY	1	38000.0000	62662.4805	62662.4805	1
2023	1	8000_8000_80ARC022F0058_P00001_80ARC020D0002_0	CONT_AWD_80ARC022F0058_8000_80ARC020D0002_8000	2022-12-02	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541330	NULL	684466	CENTRA TECHNOLOGY	1	85996.1016	85996.1016	85996.1016	1
2023	2	8000_8000_80ARC023F0011_P00001_80ARC020D0002_0	CONT_AWD_80ARC023F0011_8000_80ARC020D0002_8000	2023-02-23	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	CA	USA	VA	USA	C	N	U	0	AR11		541330	NULL	684466	CENTRA TECHNOLOGY	1	-399999.9688	-399999.9688	-399999.9688	1
2023	2	8000_8000_80ARC023F0011_P00002_80ARC020D0002_0	CONT_AWD_80ARC023F0011_8000_80ARC020D0002_8000	2023-02-23	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	CA	USA	VA	USA	C	N	U	0	AR11		541330	NULL	684466	CENTRA TECHNOLOGY	1	400000.0000	1276639.0000	1276639.0000	1
2023	4	8000_8000_80ARC023F0011_P00004_80ARC020D0002_0	CONT_AWD_80ARC023F0011_8000_80ARC020D0002_8000	2023-09-12	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	CA	USA	VA	USA	C	N	U	0	AR11	NULL	541330	NULL	684466	CENTRA TECHNOLOGY	1	320627.7188	0.0000	0.0000	1
2023	2	8000_8000_80ARC023F0011_P00003_80ARC020D0002_0	CONT_AWD_80ARC023F0011_8000_80ARC020D0002_8000	2023-03-08	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	CA	USA	VA	USA	C	N	U	0	AR11		541330	NULL	684466	CENTRA TECHNOLOGY	1	400000.0000	94572.5078	94572.5078	1
2023	1	8000_8000_80ARC023F0011_0_80ARC020D0002_0	CONT_AWD_80ARC023F0011_8000_80ARC020D0002_8000	2022-12-13	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	CA	USA	VA	USA	C	N	U	0	AR11		541330	NULL	684466	CENTRA TECHNOLOGY	1	400000.0000	400000.0000	400000.0000	1
2023	4	8000_8000_80ARC021F0040_P00005_80ARC020D0002_0	CONT_AWD_80ARC021F0040_8000_80ARC020D0002_8000	2023-08-17	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	MA	USA	VA	USA	C	N	U	0	AR11	NULL	541330	NULL	684466	CENTRA TECHNOLOGY	1	-87851.9766	-87851.9766	-87851.9766	1
2023	4	8000_8000_80ARC021F0036_P00006_80ARC020D0002_0	CONT_AWD_80ARC021F0036_8000_80ARC020D0002_8000	2023-08-15	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11	NULL	541330	NULL	684466	CENTRA TECHNOLOGY	1	-19014.7305	0.0000	0.0000	1
2023	1	8000_8000_80ARC021F0036_P00005_80ARC020D0002_0	CONT_AWD_80ARC021F0036_8000_80ARC020D0002_8000	2022-12-02	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541330	NULL	684466	CENTRA TECHNOLOGY	1	-100000.0000	-100000.0000	-100000.0000	1
2005	NULL	8000_8000_NNL04AB84T_3_NAS100094_0	CONT_AWD_NNL04AB84T_8000_NAS100094_8000	2005-02-22	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	10-24 Offers	N	Other CB	Medium <1B	X	USA	CA	USA	CA	NULL		N	U	0	AR11		541710	NULL	677122	WYLE LABORATORIES	1	56656.0000	0.0000	0.0000	1
2005	NULL	8000_8000_NNL04AB84T_4_NAS100094_0	CONT_AWD_NNL04AB84T_8000_NAS100094_8000	2005-04-19	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Full Competition (Multiple Offers)	10-24 Offers	N	Other CB	Medium <1B	X	USA	CA	USA	CA	NULL		N	U	0	AR11		541710	NULL	677122	WYLE LABORATORIES	1	0.0000	0.0000	0.0000	1
2005	NULL	8000_8000_NNL05AB75T_1_NAS100094_0	CONT_AWD_NNL05AB75T_8000_NAS100094_8000	2005-05-11	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Unlabeled: No competition; multiple offers	Unlabeled: No competition; multiple offers	N	Other CB	Medium <1B	X	USA	CA	USA	CA	USA		N	U	0	AR11		541710	NULL	677122	WYLE LABORATORIES	1	458357.0000	0.0000	0.0000	1
2005	NULL	8000_8000_NNL05AB75T_2_NAS100094_0	CONT_AWD_NNL05AB75T_8000_NAS100094_8000	2005-07-13	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Unlabeled: No competition; multiple offers	Unlabeled: No competition; multiple offers	N	Other CB	Medium <1B	X	USA	CA	USA	CA	USA		N	U	0	AR11		541710	NULL	677122	WYLE LABORATORIES	1	1115487.0000	0.0000	0.0000	1
2005	NULL	8000_8000_NNL05AB75T_0_NAS100094_0	CONT_AWD_NNL05AB75T_8000_NAS100094_8000	2005-04-14	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	Unlabeled: No competition; multiple offers	Unlabeled: No competition; multiple offers	N	Other CB	Medium <1B	X	USA	CA	USA	CA	USA		N	U	0	AR11		541710	NULL	677122	WYLE LABORATORIES	1	100000.0000	1673844.0000	1673844.0000	1
2020	NULL	8000_-NONE-_NNL16AA11B_6_-NONE-_-NONE-	CONT_IDV_NNL16AA11B_8000	2020-07-13	8000	AR11	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	10-24 Offers	N	NULL	Small	X	NULL	/ 	USA	VA	NULL		N	1	0	AR11		541712	NULL	NULL	NULL	1	0.0000	NULL	0.0000	NULL
2024	2	8000_8000_80ARC023FA055_P00001_80ARC023DA003_0	CONT_AWD_80ARC023FA055_8000_80ARC023DA003_8000	2024-01-22	8000	AR12	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers	3-4 Offers	N	Other CB	Large: Big 5	X	USA	TX	USA	TX	USA	C	N	U	0	AR12	NULL	541715	NULL	668856	RAYTHEON	1	0.0000	0.0000	0.0000	1
2024	2	8000_-NONE-_80ARC023DA003_P00001_-NONE-_-NONE-	CONT_IDV_80ARC023DA003_8000	2024-02-08	8000	AR12	Space Systems	NULL	NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	3-4 Offers	N	Other CB	Large: Big 5	X	NULL	NULL	USA	TX	NULL	NULL	N	U	0	AR12	NULL	541715	NULL	668856	RAYTHEON	1	0.0000	NULL	0.0000	NULL
2018	NULL	8000_8000_80AFRC18F0134_P00001_80AFRC18D0005_0	CONT_AWD_80AFRC18F0134_8000_80AFRC18D0005_8000	2018-08-06	8000	V126	Space Systems	NULL	MULTIPLE AWARD IDC	No Competition (Other Exception)	No competition	Y	FFP	Small	X	USA	AZ	USA	AZ	USA	C	Y	J	0	V126	NULL	481212	NULL	NULL	NULL	0	164627.0000	164627.0000	164627.0000	1
2023	3	9700_9700_FA251823F0015_0_FA251823D0001_0	CONT_AWD_FA251823F0015_9700_FA251823D0001_9700	2023-05-22	5700	AR11	Space Systems	NULL	SINGLE AWARD IDC	Competition with single offer	One Offer	Y	FFP	Small	X	USA	CO	USA	CO	USA	C	Y	J	0	AR11	NULL	541715	NULL	NULL	NULL	1	199999.9531	199999.9531	936645.8125	1
2023	3	9700_9700_FA251823F0025_0_FA251823D0001_0	CONT_AWD_FA251823F0025_9700_FA251823D0001_9700	2023-06-27	5700	AR11	Space Systems	NULL	SINGLE AWARD IDC	Competition with single offer	One Offer	Y	FFP	Small	X	USA	CO	USA	CO	USA	C	Y	J	0	AR11	NULL	541715	NULL	NULL	NULL	1	395000.0000	395000.0000	395000.0000	1
2023	4	9700_-NONE-_FA251823D0001_P00001_-NONE-_-NONE-	CONT_IDV_FA251823D0001_9700	2023-08-28	5700	AR11	Space Systems	NULL	NULL	Competition with single offer	One Offer	Y	NULL	Small	X	NULL	NULL	USA	CO	NULL	NULL	Y	1	0	AR11	NULL	541715	NULL	NULL	NULL	1	0.0000	NULL	0.0000	NULL
2024	1	9700_-NONE-_FA251823D0001_P00002_-NONE-_-NONE-	CONT_IDV_FA251823D0001_9700	2023-10-19	5700	AR11	Space Systems	NULL	NULL	Competition with single offer	One Offer	Y	NULL	Small	X	NULL	NULL	USA	CO	NULL	NULL	Y	1	0	AR11	NULL	541715	NULL	NULL	NULL	1	0.0000	NULL	0.0000	NULL
2023	3	9700_9700_FA881820F0009_P00009_FA881820D0007_0	CONT_AWD_FA881820F0009_9700_FA881820D0007_9700	2023-06-29	5700	V126	Space Systems	NULL	MULTIPLE AWARD IDC	Limited Competition with multiple offers	5-9 Offers	Y	FFP	Medium <1B	X	USA	CA	USA	CA	USA	C	Y	J	0	V126	S1	481212	NULL	1606103	Virgin Orbit	0	-210426.0000	0.0000	0.0000	1
2021	NULL	8000_-none-_NNL13AA08B_14_-none-_-none-	CONT_IDV_NNL13AA08B_8000	2021-03-01	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	NULL	Medium <1B	X	NULL		USA	VA	NULL		N	1	0	AR11		541712	NULL	NULL	NULL	NULL	0.0000	NULL	0.0000	NULL
2021	NULL	8000_8000_NNL13AC87T_4_NNL13AA08B_0	CONT_AWD_NNL13AC87T_8000_NNL13AA08B_8000	2021-06-11	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541712	NULL	NULL	NULL	NULL	-4608.4702	0.0000	0.0000	1
2021	NULL	8000_8000_NNL13AC89T_12_NNL13AA08B_0	CONT_AWD_NNL13AC89T_8000_NNL13AA08B_8000	2021-06-11	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541712	NULL	NULL	NULL	NULL	-13249.6504	0.0000	0.0000	1
2021	NULL	8000_8000_NNL14AA25T_4_NNL13AA08B_0	CONT_AWD_NNL14AA25T_8000_NNL13AA08B_8000	2021-06-11	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541712	NULL	NULL	NULL	NULL	-722.1600	0.0000	0.0000	1
2021	NULL	8000_8000_NNL14AA71T_5_NNL13AA08B_0	CONT_AWD_NNL14AA71T_8000_NNL13AA08B_8000	2021-07-12	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541712	NULL	NULL	NULL	NULL	-1282.5300	0.0000	0.0000	1
2021	NULL	8000_8000_NNL14AB32T_8_NNL13AA08B_0	CONT_AWD_NNL14AB32T_8000_NNL13AA08B_8000	2021-06-11	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541712	NULL	NULL	NULL	NULL	-532.3600	0.0000	0.0000	1
2021	NULL	8000_8000_NNL15AB52T_1_NNL13AA08B_0	CONT_AWD_NNL15AB52T_8000_NNL13AA08B_8000	2021-06-10	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541712	NULL	NULL	NULL	NULL	-95.1200	0.0000	0.0000	1
2021	NULL	8000_8000_NNL15AB88T_2_NNL13AA08B_0	CONT_AWD_NNL15AB88T_8000_NNL13AA08B_8000	2021-07-22	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541712	NULL	NULL	NULL	NULL	-3552.1001	-3552.1001	3552.1001	1
2021	NULL	8000_8000_NNL15AC20T_1_NNL13AA08B_0	CONT_AWD_NNL15AC20T_8000_NNL13AA08B_8000	2021-07-22	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541712	NULL	NULL	NULL	NULL	-322.5100	-322.5100	-322.5100	1
2021	NULL	8000_8000_NNL15AC29T_3_NNL13AA08B_0	CONT_AWD_NNL15AC29T_8000_NNL13AA08B_8000	2021-07-22	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541712	NULL	NULL	NULL	NULL	-523.2600	-523.2600	-523.2600	1
2021	NULL	8000_8000_NNL15AC30T_3_NNL13AA08B_0	CONT_AWD_NNL15AC30T_8000_NNL13AA08B_8000	2021-07-22	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541712	NULL	NULL	NULL	NULL	-383.2400	-383.2400	-383.2400	1
2021	NULL	8000_8000_80LARC20F0080_P00001_NNL13AA08B_0	CONT_AWD_80LARC20F0080_8000_NNL13AA08B_8000	2021-07-14	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541712	NULL	NULL	NULL	NULL	0.0000	0.0000	0.0000	1
2021	NULL	8000_8000_80LARC20F0092_P00001_NNL13AA08B_0	CONT_AWD_80LARC20F0092_8000_NNL13AA08B_8000	2021-09-01	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541712	NULL	NULL	NULL	NULL	0.0000	0.0000	0.0000	1
2021	NULL	8000_8000_80LARC20F0095_P00001_NNL13AA08B_0	CONT_AWD_80LARC20F0095_8000_NNL13AA08B_8000	2021-05-27	8000	AR11	Space Systems	NULL	SINGLE AWARD IDC	No Competition (Only One Source Exception)	No competition	N	Other CB	Medium <1B	X	USA	VA	USA	VA	USA	C	N	U	0	AR11		541712	NULL	NULL	NULL	NULL	0.0000	0.0000	0.0000	1
