assistance_transaction_unique_key,assistance_award_unique_key,award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation.x,total_obligated_amount.x,total_outlayed_amount_for_overall_award,indirect_cost_federal_share_amount,non_federal_funding_amount,total_non_federal_funding_amount,face_value_of_loan,original_loan_subsidy_cost,total_face_value_of_loan,total_loan_subsidy_cost,disaster_emergency_fund_codes_for_overall_award,outlayed_amount_from_COVID.19_supplementals_for_overall_award,obligated_amount_from_COVID.19_supplementals_for_overall_award,outlayed_amount_from_IIJA_supplemental_for_overall_award,obligated_amount_from_IIJA_supplemental_for_overall_award,action_date,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,Funding_Agency_Name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,treasury_accounts_funding_this_award,federal_accounts_funding_this_award,object_classes_funding_this_award,program_activities_funding_this_award,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_parent_name_raw,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,prime_award_transaction_recipient_county_fips_code,recipient_county_name,prime_award_transaction_recipient_state_fips_code,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,prime_award_transaction_recipient_cd_original,prime_award_transaction_recipient_cd_current,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,prime_award_transaction_place_of_performance_county_fips_code,primary_place_of_performance_county_name,prime_award_transaction_place_of_performance_state_fips_code,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,prime_award_transaction_place_of_performance_cd_original,prime_award_transaction_place_of_performance_cd_current,primary_place_of_performance_foreign_location,cfda_number,cfda_title,funding_opportunity_number,funding_opportunity_goals_text,assistance_type_code,assistance_type_description,transaction_description,prime_award_base_transaction_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount,usaspending_permalink,last_modified_date,USAspending_file_name,federal_action_obligation.y,total_obligated_amount.y,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space Technology,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech,AnyTag
7300_11E5621993780001_11E56219937800012011AUG8_59.016_-NONE-,ASST_NON_11E5621993780001_7300,11E5621993780001,NA,11E56219937800012011AUG8,SAI NOT AVAILABLE,-54000,0,NA,NA,-6000,0,0,0,0,0,NA,NA,NA,NA,NA,2011-08-29,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATKINSON INCORPORATED,ATKINSON INCORPORATED,NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,FAYETTEVILLE,37051,CUMBERLAND,37,NC,NORTH CAROLINA,28311,0000,NC-04,NC-09,NA,NA,NA,NA,USA,UNITED STATES,37**063,DURHAM,37063,DURHAM,37,NORTH CAROLINA,277010000,NC-04,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,SITE PREP FOR AUDIOLOGY BOOTHS- RENOVATE APPROX 850 SF OF SPACE IN EXISTING AUDIOLOGY CLINIC,SITE PREP FOR AUDIOLOGY BOOTHS- RENOVATE APPROX 850 SF OF SPACE IN EXISTING AUDIOLOGY CLINIC,NON,NA,R,SMALL BUSINESS,NA,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E5621993780001_7300/,2011-09-16,FY2011_073_Assistance_Full_20230908_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E2235892490011_11E22358924900112011FEB188_59.016_-NONE-,ASST_NON_11E2235892490011_7300,11E2235892490011,NA,11E22358924900112011FEB189,SAI NOT AVAILABLE,24000,0,NA,NA,6000,0,0,0,0,0,NA,NA,NA,NA,NA,2011-02-08,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PELCON CONSTRUCTION INC.,PELCON CONSTRUCTION INC.,NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,WOODBRIDGE,34023,MIDDLESEX,34,NJ,NEW JERSEY,07095,0000,NJ-13,NJ-06,NA,NA,NA,NA,USA,UNITED STATES,34**017,JERSEY CITY,34017,HUDSON,34,NEW JERSEY,073060000,NJ-13,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,NEW PROGRAM SPACE,NEW PROGRAM SPACE,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E2235892490011_7300/,2011-03-14,FY2011_073_Assistance_Full_20230908_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E3715136490001_11E37151364900012011JAN422_59.016_-NONE-,ASST_NON_11E3715136490001_7300,11E3715136490001,NA,11E37151364900012011JAN422,SAI NOT AVAILABLE,270000,270000,NA,NA,30000,30000,0,0,0,0,NA,NA,NA,NA,NA,2011-01-25,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JPE, INC.","JPE, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,COLORADO SPRINGS,08041,EL PASO,08,CO,COLORADO,80903,0000,CO-05,CO-05,NA,NA,NA,NA,USA,UNITED STATES,35**001,ALBUQUERQUE,35001,BERNALILLO,35,NEW MEXICO,871080000,NM-01,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,NM VA NEW MENTAL HEALTH SPACE PROJECT,NM VA NEW MENTAL HEALTH SPACE PROJECT,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E3715136490001_7300/,2011-02-16,FY2011_073_Assistance_Full_20230908_1.csv,270000,270000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_11E5623987790004_11E56239877900042010OCT657_59.016_-NONE-,ASST_NON_11E5623987790004_7300,11E5623987790004,NA,11E56239877900042010OCT657,SAI NOT AVAILABLE,103680,103680,NA,NA,11520,11520,0,0,0,0,NA,NA,NA,NA,NA,2010-10-21,2011,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EBA ENTERPRISES  INC.,EBA ENTERPRISES  INC.,NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,FREDERICK,24021,FREDERICK,24,MD,MARYLAND,21701,0000,MD-01,MD-06,NA,NA,NA,NA,USA,UNITED STATES,42**101,PHILADELPHIA,42101,PHILADELPHIA,42,PENNSYLVANIA,191070000,PA-01,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,COMPLETE FIT-OUT OF 4K SQ FT OF EXPANSION SPACE WITHIN THE MOORHEAD FEDERAL BUILDING,COMPLETE FIT-OUT OF 4K SQ FT OF EXPANSION SPACE WITHIN THE MOORHEAD FEDERAL BUILDING,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_11E5623987790004_7300/,2010-12-03,FY2011_073_Assistance_Full_20230908_1.csv,103680,103680,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_12S5745631030008_12S57456310300082012APR561_59.016_-NONE-,ASST_NON_12S5745631030008_7300,12S5745631030008,NA,12S57456310300082012APR387,SAI NOT AVAILABLE,80000,80000,NA,NA,20000,20000,0,0,0,0,NA,NA,NA,NA,NA,2012-04-18,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CP6VEYHCK916,963190421,"COHO CONTRACTORS, LLC","COHO CONTRACTORS, LLC",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,WASILLA,02170,MATANUSKA-SUSITNA,02,AK,ALASKA,99654,0000,AK-01,AK-00,NA,NA,NA,NA,USA,UNITED STATES,02**170,PALMER,02170,MATANUSKA-SUSITNA,02,ALASKA,996450000,AK-01,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,"UAA MSC PARAMEDIC NURSING ADDITION: TWO SPECIALIZED CLASSROOMS, TWO OFFICES, WORK SPACE AND AMBULANCE SIMULATION BAY.","UAA MSC PARAMEDIC NURSING ADDITION: TWO SPECIALIZED CLASSROOMS, TWO OFFICES, WORK SPACE AND AMBULANCE SIMULATION BAY.",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12S5745631030008_7300/,2012-05-16,FY2012_073_Assistance_Full_20230908_1.csv,80000,240000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_12E2235892490005_12E22358924900052011DEC310_59.016_-NONE-,ASST_NON_12E2235892490005_7300,12E2235892490005,NA,12E22358924900052011DEC518,SAI NOT AVAILABLE,12000,0,NA,NA,3000,0,0,0,0,0,NA,NA,NA,NA,NA,2011-12-13,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PELCON CONSTRUCTION, INC.","PELCON CONSTRUCTION, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,WOODBRIDGE,34023,MIDDLESEX,34,NJ,NEW JERSEY,07095,0000,NJ-08,NJ-06,NA,NA,NA,NA,USA,UNITED STATES,34**013,WEST ORANGE,34013,ESSEX,34,NEW JERSEY,070520000,NJ-08,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,"DEMO AND RENOVATION OF A 1,600 SQUARE FOOT SPACE","DEMO AND RENOVATION OF A 1,600 SQUARE FOOT SPACE",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12E2235892490005_7300/,2012-01-24,FY2012_073_Assistance_Full_20230908_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_12E8003884710001_12E80038847100012011OCT188_59.016_-NONE-,ASST_NON_12E8003884710001_7300,12E8003884710001,NA,12E80038847100012011OCT188,SAI NOT AVAILABLE,956291,956291,NA,NA,106255,106255,0,0,0,0,NA,NA,NA,NA,NA,2011-10-25,2012,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUDYSL5TZGZ8,110115540,PUEBLO CONSTRUCTION INC.,"PUEBLO CONSTRUCTION, INC.",JUDYSL5TZGZ8,110115540,PUEBLO CONSTRUCTION INC.,PUEBLO CONSTRUCTION INC.,USA,UNITED STATES,NA,NA,00000,SANTA BARBARA,06083,SANTA BARBARA,06,CA,CALIFORNIA,93101,0000,CA-23,CA-24,NA,NA,NA,NA,USA,UNITED STATES,06**111,PORT HUENEME CBC BASE,06111,VENTURA,06,CALIFORNIA,930430000,CA-23,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,REHABILITATE AND RENOVATE BLDG SPACES,REHABILITATE AND RENOVATE BLDG SPACES,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_12E8003884710001_7300/,2011-11-10,FY2012_073_Assistance_Full_20230908_1.csv,956291,956291,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_13E3419111040005_13E34191110400052013SEP645_59.016_-NONE-,ASST_NON_13E3419111040005_7300,13E3419111040005,NA,13E34191110400052013SEP645,SAI NOT AVAILABLE,-36480,0,NA,NA,-9120,0,0,0,0,0,NA,NA,NA,NA,NA,2013-09-17,2013,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UJPJKUJUMUE5,802769588,FORSTER EXCAVATING & TRUCKING LLC,"FORSTER TRUCKING AND EXCAVATING, LLC",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,CONTINENTAL,39137,PUTNAM,39,OH,OHIO,45831,0000,OH-04,OH-05,NA,NA,NA,NA,USA,UNITED STATES,39**091,RUSSELLS POINT,39091,LOGAN,39,OHIO,433480000,OH-04,NA,NA,59.016,SURETY BOND GUARANTEES,NA,NA,09,NA,GREAT MIAMI RIVER OPEN SPACE,GREAT MIAMI RIVER OPEN SPACE,NON,NA,R,SMALL BUSINESS,NA,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_13E3419111040005_7300/,2013-10-22,FY2013_073_Assistance_Full_20230908_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_13E8004529510003_13E80045295100032013JUL1256_59.016_-NONE-,ASST_NON_13E8004529510003_7300,13E8004529510003,NA,13E80045295100032013JUL1256,SAI NOT AVAILABLE,45000,45000,NA,NA,5000,5000,0,0,0,0,NA,NA,NA,NA,NA,2013-07-23,2013,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK8DFJ28BHK7,831517847,THE REID GROUP LLC,"THE REID GROUP, LLC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,THE PLAINS,51061,FAUQUIER,51,VA,VIRGINIA,20198,0000,VA-06,VA-10,NA,NA,NA,NA,USA,UNITED STATES,24**021,FREDERICK,24021,FREDERICK,24,MARYLAND,217020000,MD-06,NA,NA,59.016,SURETY BOND GUARANTEES,NA,NA,09,NA,"DEMOLITION AND MODIFICATION OF EXITING SPACE FOR A NEW AUDIOLOGY BOOTH INCLUDING LIGHTING, FIRE SUPPRESSION, HVAC, ADA COMPLIANCE UPGRADES.","DEMOLITION AND MODIFICATION OF EXITING SPACE FOR A NEW AUDIOLOGY BOOTH INCLUDING LIGHTING, FIRE SUPPRESSION, HVAC, ADA COMPLIANCE UPGRADES.",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_13E8004529510003_7300/,2013-08-12,FY2013_073_Assistance_Full_20230908_1.csv,45000,45000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_13E2646420120001_13E26464201200012013JUL738_59.016_-NONE-,ASST_NON_13E2646420120001_7300,13E2646420120001,NA,13E26464201200012013JUL738,SAI NOT AVAILABLE,142433,142433,NA,NA,15826,15826,0,0,0,0,NA,NA,NA,NA,NA,2013-07-19,2013,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HGKPBLQULHN3,831555227,"ALTITUDE, INC.","ALTITUDE, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,DEL MAR,06073,SAN DIEGO,06,CA,CALIFORNIA,92014,0000,CA-52,CA-50,NA,NA,NA,NA,USA,UNITED STATES,06**073,SAN DIEGO,06073,SAN DIEGO,06,CALIFORNIA,921010000,CA-52,NA,NA,59.016,SURETY BOND GUARANTEES,NA,NA,09,NA,TENANT IMPROVEMENTS AT TECH ON THE GO TERMINAL 1 WEST SPACE 101-1030,TENANT IMPROVEMENTS AT TECH ON THE GO TERMINAL 1 WEST SPACE 101-1030,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_13E2646420120001_7300/,2013-08-12,FY2013_073_Assistance_Full_20230908_1.csv,142433,142433,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_14E4603805390027_14E46038053900272014SEP282_59.016_-NONE-,ASST_NON_14E4603805390027_7300,14E4603805390027,NA,14E46038053900272014SEP282,SAI NOT AVAILABLE,49500,49500,NA,NA,5500,5500,0,0,0,0,NA,NA,NA,NA,NA,2014-09-09,2014,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MFQME6WGY8S1,122112790,"RON ANDERSON CONSTRUCTION, INC","RON ANDERSON CONSTRUCTION, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,SIOUX FALLS,46083,LINCOLN,46,SD,SOUTH DAKOTA,57106,0000,SD-01,SD-00,NA,NA,NA,NA,USA,UNITED STATES,31**153,OFFUTT AFB,31153,SARPY,31,NEBRASKA,681130000,NE-01,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,REPAIR CONFERANCE AND ADMIN OFFICE SPACE,REPAIR CONFERANCE AND ADMIN OFFICE SPACE,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_14E4603805390027_7300/,2014-10-07,FY2014_073_Assistance_Full_20230909_1.csv,49500,49500,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_14E0105900670001_14E01059006700012014JAN1131_59.016_-NONE-,ASST_NON_14E0105900670001_7300,14E0105900670001,NA,14E01059006700012014JAN1131,SAI NOT AVAILABLE,297225,297225,NA,NA,127382,127382,0,0,0,0,NA,NA,NA,NA,NA,2014-01-03,2014,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MFDMYZ6NLE86,015970569,"JEFF PLOUTZ CONSTRUCTION, INC.","JEFF PLOUTZ CONSTRUCTION, INC.",MFDMYZ6NLE86,015970569,"JEFF PLOUTZ CONSTRUCTION, INC.","JEFF PLOUTZ CONSTRUCTION, INC.",USA,UNITED STATES,NA,NA,00000,SANTA MARIA,06083,SANTA BARBARA,06,CA,CALIFORNIA,93455,0000,CA-24,CA-24,NA,NA,NA,NA,USA,UNITED STATES,06**083,NA,06083,SANTA BARBARA,06,CALIFORNIA,000000000,CA-24,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,"MARINE BIOTECHNOLOGY LAB REMODEL, BLDG. 555","MARINE BIOTECHNOLOGY LAB REMODEL, BLDG. 555",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_14E0105900670001_7300/,2014-02-12,FY2014_073_Assistance_Full_20230909_1.csv,297225,297225,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_14E4810949980001_14E48109499800012013OCT43_59.016_-NONE-,ASST_NON_14E4810949980001_7300,14E4810949980001,NA,14E48109499800012013OCT43,SAI NOT AVAILABLE,-12000,0,NA,NA,-3000,0,0,0,0,0,NA,NA,NA,NA,NA,2013-10-21,2014,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENZWBE2PZPM3,614351344,"SUTHERLAND BUILDERS, INC","SUTHERLAND BUILDERS, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,WICHITA,20173,SEDGWICK,20,KS,KANSAS,67217,0000,KS-04,KS-04,NA,NA,NA,NA,USA,UNITED STATES,20**173,WICHITA,20173,SEDGWICK,20,KANSAS,672020000,KS-04,NA,NA,59.015999999999998,SURETY BOND GUARANTEES,NA,NA,09,NA,REMODEL AND ALTER SPACE TO CREATE AN AREA FOR A FITNESS CENTER AT LINWOOD PARK REC CENTER,REMODEL AND ALTER SPACE TO CREATE AN AREA FOR A FITNESS CENTER AT LINWOOD PARK REC CENTER,NON,NA,R,SMALL BUSINESS,NA,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_14E4810949980001_7300/,2013-11-14,FY2014_073_Assistance_Full_20230909_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_15E1136483160015_15E11364831600152015APR447_59.016_-NONE-,ASST_NON_15E1136483160015_7300,15E1136483160015,NA,15E11364831600152015APR719,SAI NOT AVAILABLE,16000,0,NA,NA,4000,0,0,0,0,0,NA,NA,NA,NA,NA,2015-04-06,2015,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805523193,"B. PUNTASECCA CONTRACTORS, INC.","B. PUNTASECCA CONTRACTORS, INC.",NA,NA,NA,NA,USA,UNITED STATES,210 WILLOW AVE,NA,00000,HACKENSACK,34003,BERGEN,34,NJ,NEW JERSEY,07601,0000,NJ-05,NJ-05,NA,NA,NA,NA,USA,UNITED STATES,34**003,BERGENFIELD,34003,BERGEN,34,NEW JERSEY,076210000,NJ-05,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,FY 2012 BERGEN COUNTY OPEN SPACE TRUST FUND MUNICIPAL PROGRAM PARK IMPROVEMENTS-TWIN BORO FIELDS,FY 2012 BERGEN COUNTY OPEN SPACE TRUST FUND MUNICIPAL PROGRAM PARK IMPROVEMENTS-TWIN BORO FIELDS,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_15E1136483160015_7300/,2015-05-11,FY2015_073_Assistance_Full_20230909_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_15E2632140860001_15E26321408600012014OCT264_59.016_-NONE-,ASST_NON_15E2632140860001_7300,15E2632140860001,NA,15E26321408600012014OCT770,SAI NOT AVAILABLE,50000,0,NA,NA,12500,0,0,0,0,0,NA,NA,NA,NA,NA,2014-10-08,2015,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P9TGEEK5H5M1,828146444,CE GREEN INC.,"C E GREEN, INC.",NA,NA,NA,NA,USA,UNITED STATES,NA,NA,00000,FOLSOM,06067,SACRAMENTO,06,CA,CALIFORNIA,95630,0000,CA-07,CA-03,NA,NA,NA,NA,USA,UNITED STATES,06**067,FOLSOM,06067,SACRAMENTO,06,CALIFORNIA,956300000,CA-07,NA,NA,59.016,SURETY BOND GUARANTEES,NA,NA,09,NA,"DAD IMPROVEMENTS, PARKING LOTS AND SPACES","DAD IMPROVEMENTS, PARKING LOTS AND SPACES",NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_15E2632140860001_7300/,2014-11-06,FY2015_073_Assistance_Full_20230909_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E2005040600019_16E20050406000192016APR532_59.016_-NONE-,ASST_NON_16E2005040600019_7300,16E2005040600019,NA,16E20050406000192016APR532,SAI NOT AVAILABLE,-20000,0,NA,NA,-5000,0,0,0,0,0,NA,NA,NA,NA,NA,2016-04-21,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R96MEFRL2CB3,144813057,LEJAS CORPORATION,"LEJAS CORPORATION, INC.",NA,NA,NA,NA,USA,UNITED STATES,6202 S. MAPLE AVE.,NA,00000,TEMPE,04013,MARICOPA,04,AZ,ARIZONA,85283,0000,AZ-02,AZ-04,NA,NA,NA,NA,USA,UNITED STATES,19**103,IOWA CITY,19103,JOHNSON,19,IOWA,522420000,IA-02,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,BIOMEDICAL RESEARCH SUPPORT FACILITY-RENOVATE TRANSGENIC SPACE,BIOMEDICAL RESEARCH SUPPORT FACILITY-RENOVATE TRANSGENIC SPACE,NON,NA,R,SMALL BUSINESS,NA,NA,C,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E2005040600019_7300/,2016-05-04,FY2016_073_Assistance_Full_20230909_1.csv,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
7300_16E4749460970001_16E47494609700012015NOV756_59.016_-NONE-,ASST_NON_16E4749460970001_7300,16E4749460970001,NA,16E47494609700012015NOV756,SAI NOT AVAILABLE,178402,178402,NA,NA,19822,19822,0,0,0,0,NA,NA,NA,NA,NA,2015-11-06,2016,NA,NA,073,Small Business Administration,7300.0,Small Business Administration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GEORGE A. PALACIOS DBA SILO DESIGN BUILD, LLC","GEORGE A. PALACIOS DBA SILO DESIGN BUILD, LLC",NA,NA,NA,NA,USA,UNITED STATES,3122 E. 70TH ST,NA,00000,TULSA,40143,TULSA,40,OK,OKLAHOMA,74136,0000,OK-01,OK-01,NA,NA,NA,NA,USA,UNITED STATES,40**143,TULSA,40143,TULSA,40,OKLAHOMA,741360000,OK-01,NA,NA,59.016,SURETY BOND GURANTEE,NA,NA,09,NA,RENOVATION OF SPACE FOR A FITNESS GYM,RENOVATION OF SPACE FOR A FITNESS GYM,NON,NA,R,SMALL BUSINESS,NA,NA,A,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usaspending.gov/award/ASST_NON_16E4749460970001_7300/,2015-12-09,FY2016_073_Assistance_Full_20230909_1.csv,178402,178402,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE
