Fiscal Year,Contracting Department ID,Contracting Department Name,Product or Service Code,Product or Service Description,Base and All Options Value (Total Contract Value),Base and Exercised Options Value,Dollars Obligated,Number of Actions,Number of Records
2021,9700,DEPT OF DEFENSE,AL24,R&D- INCOME SECURITY: INCOME MAINTENANCE (ENGINEERING DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,1,1
2021,9700,DEPT OF DEFENSE,AM11,INTERNATIONAL AFFAIRS R&D SERVICES; INTERNATIONAL AFFAIRS; BASIC RESEARCH,"$57,374.00 ","$57,374.00 ","$57,374.00 ",1,1
2021,9700,DEPT OF DEFENSE,AM12,INTERNATIONAL AFFAIRS R&D SERVICES; INTERNATIONAL AFFAIRS; APPLIED RESEARCH,"$4,386,458.06 ","$3,141,999.22 ","$3,141,999.22 ",48,48
2021,9700,DEPT OF DEFENSE,AM12,R&D- INTERNATIONAL AFFAIRS AND COOPERATION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,1,1
2021,9700,DEPT OF DEFENSE,AN11,HEALTH R&D SERVICES; HEALTH CARE SERVICES; BASIC RESEARCH,"$103,145,443.90 ","$87,860,320.60 ","$73,944,382.92 ",275,275
2021,9700,DEPT OF DEFENSE,AN11,R&D- MEDICAL: BIOMEDICAL (BASIC RESEARCH),"($14,054.19)","$468,251.27 ","$201,783.66 ",11,11
2021,9700,DEPT OF DEFENSE,AN12,HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,"$91,431,199.52 ","$44,560,493.84 ","$36,439,438.51 ",132,132
2021,9700,DEPT OF DEFENSE,AN12,R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"($16,329.72)","$785,403.60 ","$948,010.45 ",12,12
2021,9700,DEPT OF DEFENSE,AN13,HEALTH R&D SERVICES; HEALTH CARE SERVICES; EXPERIMENTAL DEVELOPMENT,"$14,915,937.51 ","$14,321,581.72 ","$17,582,269.78 ",59,59
2021,9700,DEPT OF DEFENSE,AN13,R&D- MEDICAL: BIOMEDICAL (ADVANCED DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,5,5
2021,9700,DEPT OF DEFENSE,AN14,HEALTH R&D SERVICES; HEALTH CARE SERVICES; R&D ADMINISTRATIVE EXPENSES,"$24,176,872.59 ","$23,017,447.47 ","$24,233,718.98 ",35,35
2021,9700,DEPT OF DEFENSE,AN15,HEALTH R&D SERVICES; HEALTH CARE SERVICES; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT,"$8,173,773.36 ","$643,099.13 ","$628,908.92 ",14,14
2021,9700,DEPT OF DEFENSE,AN16,R&D- MEDICAL: BIOMEDICAL (MANAGEMENT/SUPPORT),"($2,333,391.01)","$5,229,914.07 ","$5,124,682.90 ",51,51
2021,9700,DEPT OF DEFENSE,AN17,R&D- MEDICAL: BIOMEDICAL (COMMERCIALIZED),"$168,945.84 ","$9,000,019.64 ","$9,878,719.42 ",55,55
2021,9700,DEPT OF DEFENSE,AN21,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; BASIC RESEARCH,"$10,065,187.90 ","$1,592,028.14 ","$1,592,028.14 ",9,9
2021,9700,DEPT OF DEFENSE,AN22,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; APPLIED RESEARCH,"$23,227,502.32 ","$16,722,883.32 ","$16,497,724.92 ",14,14
2021,9700,DEPT OF DEFENSE,AN23,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; EXPERIMENTAL DEVELOPMENT,"$59,493.00 ","$59,493.00 ","$59,493.00 ",1,1
2021,9700,DEPT OF DEFENSE,AN31,HEALTH R&D SERVICES; CONSUMER AND OCCUPATIONAL HEALTH AND SAFETY; BASIC RESEARCH,"$1,998,813.00 ","$1,998,813.00 ","$1,998,813.00 ",1,1
2021,9700,DEPT OF DEFENSE,AN32,HEALTH R&D SERVICES; CONSUMER AND OCCUPATIONAL HEALTH AND SAFETY; APPLIED RESEARCH,"$6,400,747.00 ","$2,404,755.00 ","$2,404,755.00 ",1,1
2021,9700,DEPT OF DEFENSE,AN35,HEALTH R&D SVCS; CONSUMER & OCCUPATIONAL HEALTH & SAFETY; R&D FACILITIES & MAJ EQUIP,"$748,131.59 ","$748,131.59 ","$748,131.59 ",1,1
2021,9700,DEPT OF DEFENSE,AN41,HEALTH R&D SERVICES; HEALTH CARE - OTHER; BASIC RESEARCH,"$1,820,521.00 ","$5,317,591.00 ","$5,317,591.00 ",6,6
2021,9700,DEPT OF DEFENSE,AN42,HEALTH R&D SERVICES; HEALTH CARE - OTHER; APPLIED RESEARCH,"$218,073,778.45 ","$184,510,531.46 ","$102,332,604.71 ",245,245
2021,9700,DEPT OF DEFENSE,AN42,R&D- MEDICAL: HEALTH SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$363.76 ,$363.76 ,"$193,487.67 ",9,9
2021,9700,DEPT OF DEFENSE,AN43,HEALTH R&D SERVICES; HEALTH CARE - OTHER; EXPERIMENTAL DEVELOPMENT,"$16,935,547.52 ","$16,435,882.19 ","$16,435,882.19 ",11,11
2021,9700,DEPT OF DEFENSE,AN45,HEALTH R&D SERVICES; HEALTH CARE - OTHER; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT,"$83,904,418.82 ","$78,470,229.78 ","$78,470,229.78 ",19,19
2021,9700,DEPT OF DEFENSE,AN46,R&D- MEDICAL: HEALTH SERVICES (MANAGEMENT/SUPPORT),"$144,383.32 ","$771,666.52 ","$787,916.52 ",11,11
2021,9700,DEPT OF DEFENSE,AN56,R&D- MEDICAL: MENTAL HEALTH (MANAGEMENT/SUPPORT),$0.00 ,"$4,081,520.88 ","$4,081,520.88 ",1,1
2021,9700,DEPT OF DEFENSE,AN71,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (BASIC RESEARCH),"($4,762.36)","$30,237.64 ","$33,041.18 ",3,3
2021,9700,DEPT OF DEFENSE,AN72,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"($11,823.00)","$68,177.00 ","$68,176.99 ",7,7
2021,9700,DEPT OF DEFENSE,AN73,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (ADVANCED DEVELOPMENT),"$1,136,789.00 ","$1,136,789.00 ","$1,204,800.00 ",2,2
2021,9700,DEPT OF DEFENSE,AN75,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,8,8
2021,9700,DEPT OF DEFENSE,AN76,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (MANAGEMENT/SUPPORT),$0.00 ,$0.00 ,$0.00 ,4,4
2021,9700,DEPT OF DEFENSE,AN77,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (COMMERCIALIZED),"($1,704,471.88)","($1,704,471.88)","($1,724,250.12)",2,2
2021,9700,DEPT OF DEFENSE,AN86,R&D- MEDICAL: AIDS RESEARCH (MANAGEMENT/SUPPORT),$0.00 ,$0.00 ,$0.00 ,2,2
2021,9700,DEPT OF DEFENSE,AN91,R&D- MEDICAL: OTHER (BASIC RESEARCH),"$11,008,804.79 ","$15,935,723.26 ","$31,685,938.11 ",359,359
2021,9700,DEPT OF DEFENSE,AN92,R&D- MEDICAL: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$1,700,617.69 ","$2,483,391.77 ","$4,588,897.75 ",43,43
2021,9700,DEPT OF DEFENSE,AN93,R&D- MEDICAL: OTHER (ADVANCED DEVELOPMENT),"($3,074,665.40)","($3,074,665.40)","$9,035,602.15 ",38,38
2021,9700,DEPT OF DEFENSE,AN94,R&D- MEDICAL: OTHER (ENGINEERING DEVELOPMENT),"$2,609,166.00 ","$2,609,166.00 ","$9,391,719.41 ",16,16
2021,9700,DEPT OF DEFENSE,AN95,R&D- MEDICAL: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),"($1,249,816.00)","($462,835.96)","($1,087,835.96)",15,15
2021,9700,DEPT OF DEFENSE,AN96,R&D- MEDICAL: OTHER (MANAGEMENT/SUPPORT),"($2,061,344.18)","$551,004.46 ","$2,076,679.90 ",21,21
2021,9700,DEPT OF DEFENSE,AN97,R&D- MEDICAL: OTHER (COMMERCIALIZED),"($336,058.38)","$1,158,100.72 ","$2,057,676.72 ",13,13
2021,9700,DEPT OF DEFENSE,AP51,R&D- NATURAL RESOURCE: MARINE AND OCEANOGRAPHIC (BASIC RESEARCH),"$1,929,233.00 ","$1,929,233.00 ","$1,929,233.00 ",1,1
2021,9700,DEPT OF DEFENSE,AP52,R&D- NATURAL RESOURCE: MARINE AND OCEANOGRAPHIC (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$133,379.00 ","$133,379.00 ","$320,592.00 ",4,4
2021,9700,DEPT OF DEFENSE,AP56,R&D- NATURAL RESOURCE: MARINE AND OCEANOGRAPHIC (MANAGEMENT/SUPPORT),$0.00 ,$0.00 ,$0.00 ,1,1
2021,9700,DEPT OF DEFENSE,AP63,R&D- NATURAL RESOURCE: MARINE FISHERIES (ADVANCED DEVELOPMENT),$0.00 ,"$31,335.25 ","$31,335.25 ",2,2
2021,9700,DEPT OF DEFENSE,AP73,R&D- NATURAL RESOURCE: ATMOSPHERIC (ADVANCED DEVELOPMENT),"$3,661,103.00 ","$3,661,103.00 ","$7,219,015.63 ",5,5
2021,9700,DEPT OF DEFENSE,AP91,R&D- NATURAL RESOURCE: OTHER (BASIC RESEARCH),"($1,378.17)","($1,378.17)","($1,378.17)",1,1
2021,9700,DEPT OF DEFENSE,AQ93,R&D- SOCIAL SERVICES: OTHER (ADVANCED DEVELOPMENT),"$9,120,313.85 ","$9,120,313.85 ","$7,571,373.10 ",7,7
2021,9700,DEPT OF DEFENSE,AQ96,R&D- SOCIAL SERVICES: OTHER (MANAGEMENT/SUPPORT),$0.00 ,$0.00 ,$0.00 ,2,2
2021,9700,DEPT OF DEFENSE,AR11,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; BASIC RESEARCH","$34,035,886.92 ","$34,847,826.92 ","$11,215,826.92 ",15,15
2021,9700,DEPT OF DEFENSE,AR12,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$217,892.00 ","$217,892.00 ","$165,024.00 ",2,2
2021,9700,DEPT OF DEFENSE,AR12,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; APPLIED RESEARCH","$6,860,619,704.00 ","$619,704.00 ","$657,431.38 ",32,32
2021,9700,DEPT OF DEFENSE,AR13,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (ADVANCED DEVELOPMENT),$0.00 ,$0.00 ,"$470,379.12 ",2,2
2021,9700,DEPT OF DEFENSE,AR13,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; EXPERIMENTAL DEVELOPMENT","$3,267,537,902.33 ","$68,401,755.33 ","$33,191,264.67 ",92,92
2021,9700,DEPT OF DEFENSE,AR14,"SPACE R&D SERVICES; SPACE FLIGHT, RESEARCH AND SUPPORTING ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","$61,089.84 ","$610,551.27 ","$610,551.27 ",4,4
2021,9700,DEPT OF DEFENSE,AR15,"SPACE R&D SVCS; SPACE FLIGHT, RESEARCH & SUPPORTING ACTIVITIES; R&D FACILITIES & MAJ EQUIP","$157,097,621.39 ","$157,097,621.39 ","$33,286,281.62 ",21,21
2021,9700,DEPT OF DEFENSE,AR16,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (MANAGEMENT/SUPPORT),"$28,149,513.30 ","$28,489,513.30 ","$73,444,826.54 ",35,35
2021,9700,DEPT OF DEFENSE,AR17,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (COMMERCIALIZED),$0.00 ,"$37,277,521.73 ","$37,277,521.73 ",5,5
2021,9700,DEPT OF DEFENSE,AR21,R&D- SPACE: SCIENCE/APPLICATIONS (BASIC RESEARCH),$0.00 ,"$191,455.00 ","$188,728.00 ",5,5
2021,9700,DEPT OF DEFENSE,AR22,R&D- SPACE: SCIENCE/APPLICATIONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$20,248,200.52 ","$20,248,200.52 ","$18,259,765.34 ",40,40
2021,9700,DEPT OF DEFENSE,AR23,R&D- SPACE: SCIENCE/APPLICATIONS (ADVANCED DEVELOPMENT),"$40,983,236.85 ","$69,500,918.15 ","$53,267,545.73 ",37,37
2021,9700,DEPT OF DEFENSE,AR24,R&D- SPACE: SCIENCE/APPLICATIONS (ENGINEERING DEVELOPMENT),"$286,964.06 ","$286,964.06 ","$267,940,906.94 ",19,19
2021,9700,DEPT OF DEFENSE,AR25,R&D- SPACE: SCIENCE/APPLICATIONS (OPERATIONAL SYSTEMS DEVELOPMENT),"($9,602,772.64)","($9,602,772.64)","($2,398,718.83)",2,2
2021,9700,DEPT OF DEFENSE,AR32,R&D- SPACE: FLIGHT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"($130,100,267.00)","$10,336,691.00 ","$7,964,554.78 ",11,11
2021,9700,DEPT OF DEFENSE,AR35,R&D- SPACE: FLIGHT (OPERATIONAL SYSTEMS DEVELOPMENT),"$5,928,209.00 ","$5,928,209.00 ","$67,057,404.00 ",12,12
2021,9700,DEPT OF DEFENSE,AR42,"R&D- SPACE: OPERATIONS, TRACKING AND DATA ACQUISITION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",$0.00 ,$0.00 ,"$318,500.00 ",7,7
2021,9700,DEPT OF DEFENSE,AR55,RDTE/SP+TERRESTRIAL APP-ENG/MANUF,$0.00 ,$0.00 ,$0.00 ,1,1
2021,9700,DEPT OF DEFENSE,AR61,R&D- SPACE: STATION (BASIC RESEARCH),"$549,999.34 ","$549,999.34 ","$549,999.34 ",5,5
2021,9700,DEPT OF DEFENSE,AR73,R&D- SPACE: COMMERCIAL PROGRAMS (ADVANCED DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,2,2
2021,9700,DEPT OF DEFENSE,AR74,R&D- SPACE: COMMERCIAL PROGRAMS (ENGINEERING DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,1,1
2021,9700,DEPT OF DEFENSE,AR91,R&D- SPACE: OTHER (BASIC RESEARCH),$0.00 ,$0.00 ,"($2,792.00)",2,2
2021,9700,DEPT OF DEFENSE,AR92,R&D- SPACE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$1,237,572.00 ","$1,237,572.00 ","($5,565,163.44)",12,12
2021,9700,DEPT OF DEFENSE,AR93,R&D- SPACE: OTHER (ADVANCED DEVELOPMENT),"$906,382.56 ","$906,382.56 ","$1,304,522.35 ",3,3
2021,9700,DEPT OF DEFENSE,AR95,R&D- SPACE: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),"($470,616.69)","($440,616.69)","$339,772.84 ",25,25
2021,9700,DEPT OF DEFENSE,AS11,"TRANSPORTATION R&D SERVICES; SURFACE TRANSPORTATION, PUBLIC TRANSIT, AND RAIL; BASIC RESEARCH","$30,306,532.77 ","$10,751,532.77 ","$10,751,532.77 ",4,4
2021,9700,DEPT OF DEFENSE,AS12,"TRANSPORTATION R&D SERVICES; SURFACE TRANSPORTATION, PUBLIC TRANSIT, AND RAIL; APPLIED RESEARCH","$961,507.00 ","$961,507.00 ","$285,044.00 ",3,3
2021,9700,DEPT OF DEFENSE,AS15,"TRANSPORTATION R&D SVCS; SURFACE TRANSPORTATION, PUBLIC TRANSIT, & RAIL; R&D FACILITIES & MAJ EQUIP","$1,498,071.00 ","$1,001,614.00 ","$1,001,614.00 ",3,3
2021,9700,DEPT OF DEFENSE,AS21,R&D- MODAL TRANSPORTATION: SURFACE MOTOR VEHICLES (BASIC RESEARCH),$0.00 ,$0.00 ,$0.00 ,1,1
2021,9700,DEPT OF DEFENSE,AS21,TRANSPORTATION R&D SERVICES; AEROSPACE RESEARCH; BASIC RESEARCH,"$905,096.67 ","$905,096.67 ","$905,096.67 ",2,2
2021,9700,DEPT OF DEFENSE,AS42,R&D- MODAL TRANSPORTATION: MARINE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,1,1
2021,9700,DEPT OF DEFENSE,AS43,TRANSPORTATION R&D SVCS; PIPELINES; HAZ MAT; CROSS-FUNCTIONAL TRANSP; EXPERIMENTAL DEVELOPMENT,"$8,347.68 ","$8,347.68 ","$8,347.68 ",1,1
2021,9700,DEPT OF DEFENSE,AT11,"R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (BASIC RESEARCH)",$0.00 ,$0.00 ,$0.00 ,1,1
2021,9700,DEPT OF DEFENSE,AT31,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (BASIC RESEARCH),"$97,246.00 ","$479,301.00 ","$479,301.00 ",2,2
2021,9700,DEPT OF DEFENSE,AT32,R&D- OTHER TRANSPORTATION: NAVIGATION/NAVIGATIONAL AIDS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$463,050.51 ","$463,050.51 ","$463,050.51 ",2,2
2021,9700,DEPT OF DEFENSE,AT35,R&D- OTHER TRANSPORTATION: NAVIGATION AND NAVIGATIONAL AIDS (OPERATIONAL SYSTEMS DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,1,1
2021,9700,DEPT OF DEFENSE,AT83,R&D- OTHER TRANSPORTATION: TRANSPORTING HAZARDOUS MATERIALS (ADVANCED DEVELOPMENT),$0.00 ,"$6,560.00 ","$6,560.00 ",1,1
2021,9700,DEPT OF DEFENSE,AT97,R&D- OTHER TRANSPORTATION: OTHER GENERAL (COMMERCIALIZED),$0.00 ,$0.00 ,$0.00 ,1,1
2021,9700,DEPT OF DEFENSE,AV12,R&D- MINING: SUBSURFACE MINING EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,"$498,468.00 ",3,3
2021,9700,DEPT OF DEFENSE,AV72,R&D- MINING: METALLURGICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),$0.00 ,$0.00 ,$0.00 ,3,3
2021,9700,DEPT OF DEFENSE,AZ11,R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),"$48,186,803.57 ","$114,268,042.92 ","$136,397,594.37 ",762,762
2021,9700,DEPT OF DEFENSE,AZ12,R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),"$5,311,469,781.47 ","$605,672,759.06 ","$2,020,121,462.02 ",3980,3980
2021,9700,DEPT OF DEFENSE,AZ13,R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT),"$23,537,117.20 ","$87,522,268.19 ","$137,535,570.81 ",772,772
2021,9700,DEPT OF DEFENSE,AZ14,R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),"$1,432,034,526.94 ","$549,857,556.86 ","$709,995,520.20 ",704,704
2021,9700,DEPT OF DEFENSE,AZ15,R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),"$183,969.13 ","$183,969.13 ","$18,872,235.69 ",36,36
2021,9700,DEPT OF DEFENSE,AZ16,R&D- OTHER RESEARCH AND DEVELOPMENT (MANAGEMENT/SUPPORT),"($65,915,183.92)","$131,967,323.58 ","$302,733,338.88 ",110,110
2021,9700,DEPT OF DEFENSE,AZ17,R&D- OTHER RESEARCH AND DEVELOPMENT (COMMERCIALIZED),"$3,004,403.61 ","$3,004,403.61 ","$3,004,403.61 ",11,11
2021,9700,DEPT OF DEFENSE,B502,SPECIAL STUDIES/ANALYSIS- AIR QUALITY,"($121,313.78)","$4,011,045.26 ","$4,151,049.49 ",22,22
2021,9700,DEPT OF DEFENSE,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,"$210,878,122.70 ","$27,707,322.78 ","$27,707,322.78 ",304,304
2021,9700,DEPT OF DEFENSE,B504,SPECIAL STUDIES/ANALYSIS- CHEMICAL/BIOLOGICAL,"$27,414,857.45 ","$5,099,101.49 ","$7,527,325.51 ",92,92
2021,9700,DEPT OF DEFENSE,B505,SPECIAL STUDIES/ANALYSIS- COST BENEFIT,"$17,800,762.78 ","$3,299,509.78 ","$6,158,278.62 ",36,36
2021,9700,DEPT OF DEFENSE,B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),"$43,182,141.00 ","$30,215,408.47 ","$33,283,717.41 ",109,109
2021,9700,DEPT OF DEFENSE,B507,SPECIAL STUDIES/ANALYSIS- ECONOMIC,"$1,909,129.88 ","$1,214,420.66 ","$1,561,799.58 ",14,14
2021,9700,DEPT OF DEFENSE,B509,SPECIAL STUDIES/ANALYSIS- ENDANGERED SPECIES: PLANT/ANIMAL,"$135,115,970.46 ","$21,178,477.09 ","$21,104,160.51 ",75,75
2021,9700,DEPT OF DEFENSE,B510,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,"$60,345,250.43 ","$19,907,551.49 ","$19,958,781.19 ",372,372
2021,9700,DEPT OF DEFENSE,B513,SPECIAL STUDIES/ANALYSIS- FEASIBILITY (NON-CONSTRUCTION),"$3,828,210.56 ","$6,291,130.56 ","$6,197,060.11 ",16,16
2021,9700,DEPT OF DEFENSE,B516,SPECIAL STUDIES/ANALYSIS- ANIMAL/FISHERIES,"$3,151,324.73 ","$4,035,466.84 ","$4,035,466.84 ",31,31
2021,9700,DEPT OF DEFENSE,B517,SPECIAL STUDIES/ANALYSIS- GEOLOGICAL,"$890,491.26 ","$890,491.26 ","$890,491.26 ",9,9
2021,9700,DEPT OF DEFENSE,B518,SPECIAL STUDIES/ANALYSIS- GEOPHYSICAL,"$11,391,444.77 ","$1,529,262.26 ","$1,529,262.26 ",8,8
2021,9700,DEPT OF DEFENSE,B519,SPECIAL STUDIES/ANALYSIS- GEOTECHNICAL,"$81,205,792.41 ","$1,205,792.41 ","$1,205,792.41 ",16,16
2021,9700,DEPT OF DEFENSE,B521,SPECIAL STUDIES/ANALYSIS- HISTORICAL,"$22,871,416.32 ","$2,095,828.08 ","$2,095,828.08 ",42,42
2021,9700,DEPT OF DEFENSE,B522,SPECIAL STUDIES/ANALYSIS- LEGAL,"$4,654,680.00 ","$138,900.00 ","$138,900.00 ",15,15
2021,9700,DEPT OF DEFENSE,B524,SPECIAL STUDIES/ANALYSIS- MATHEMATICAL/STATISTICAL,"$5,352,288.07 ","$1,096,017.67 ","$1,096,017.67 ",9,9
2021,9700,DEPT OF DEFENSE,B525,SPECIAL STUDIES/ANALYSIS- NATURAL RESOURCE,"$71,487.00 ","$71,487.00 ","$71,487.00 ",4,4
2021,9700,DEPT OF DEFENSE,B526,SPECIAL STUDIES/ANALYSIS- OCEANOLOGICAL,$0.00 ,"$11,057.38 ","$11,057.38 ",1,1
2021,9700,DEPT OF DEFENSE,B528,SPECIAL STUDIES/ANALYSIS- REGULATORY,"$9,490,209.31 ","$1,267,368.62 ","$833,999.39 ",20,20
2021,9700,DEPT OF DEFENSE,B529,SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA,"$67,002,829.49 ","$7,763,960.01 ","$7,764,460.01 ",46,46
2021,9700,DEPT OF DEFENSE,B532,SPECIAL STUDIES/ANALYSIS- SOIL,"$5,497,727.28 ","$3,488,728.28 ","$3,488,728.28 ",41,41
2021,9700,DEPT OF DEFENSE,B533,SPECIAL STUDIES/ANALYSIS- WATER QUALITY,"$9,838,883.05 ","$3,353,810.75 ","$3,241,348.75 ",72,72
2021,9700,DEPT OF DEFENSE,B534,SPECIAL STUDIES/ANALYSIS- WILDLIFE,"$233,494.03 ","$185,199.73 ","$185,199.73 ",5,5
2021,9700,DEPT OF DEFENSE,B537,SPECIAL STUDIES/ANALYSIS- MEDICAL/HEALTH,"$12,276,822.86 ","$16,692,674.06 ","$10,545,244.86 ",34,34
2021,9700,DEPT OF DEFENSE,B538,SPECIAL STUDIES/ANALYSIS- INTELLIGENCE,"$57,089,716.97 ","$55,254,945.52 ","$54,739,870.07 ",73,73
2021,9700,DEPT OF DEFENSE,B539,SPECIAL STUDIES/ANALYSIS- AERONAUTICAL/SPACE,"($1,857,738.89)","($1,977,738.89)","($1,953,260.71)",32,32
2021,9700,DEPT OF DEFENSE,B540,SPECIAL STUDIES/ANALYSIS- BUILDING TECHNOLOGY,"$86,791,290.63 ","$86,785,290.63 ","$36,654,254.48 ",23,23
2021,9700,DEPT OF DEFENSE,B541,SPECIAL STUDIES/ANALYSIS- DEFENSE,"$1,667,225,979.53 ","$692,083,482.41 ","$688,460,266.06 ",858,858
2021,9700,DEPT OF DEFENSE,B542,SPECIAL STUDIES/ANALYSIS- EDUCATIONAL,"$2,111,538.77 ","$2,086,536.84 ","$2,086,536.84 ",27,27
2021,9700,DEPT OF DEFENSE,B543,SPECIAL STUDIES/ANALYSIS- ENERGY,"$4,703,583.35 ","$4,085,114.23 ","$7,288,580.43 ",82,82
2021,9700,DEPT OF DEFENSE,B544,SPECIAL STUDIES/ANALYSIS- TECHNOLOGY,"$78,266,498.96 ","$23,934,385.54 ","$19,764,816.24 ",104,104
2021,9700,DEPT OF DEFENSE,B545,SPECIAL STUDIES/ANALYSIS- HOUSING/COMMUNITY DEVELOPMENT,"$127,200.32 ","$127,200.32 ","$127,200.32 ",1,1
2021,9700,DEPT OF DEFENSE,B546,SPECIAL STUDIES/ANALYSIS- SECURITY (PHYSICAL/PERSONAL),"$58,529,693.13 ","$53,271,994.20 ","$12,536,476.58 ",34,34
2021,9700,DEPT OF DEFENSE,B547,SPECIAL STUDIES/ANALYSIS- ACCOUNTING/FINANCIAL MANAGEMENT,"$1,839,477.76 ","$5,575,507.24 ","$4,537,500.49 ",26,26
2021,9700,DEPT OF DEFENSE,B548,SPECIAL STUDIES/ANALYSIS- TRADE ISSUE,"$375,000.00 ","$375,000.00 ","$375,000.00 ",1,1
2021,9700,DEPT OF DEFENSE,B549,SPECIAL STUDIES/ANALYSIS- FOREIGN/NATIONAL SECURITY POLICY,"$2,649,553.59 ","$4,057,718.75 ","$7,124,901.66 ",21,21
2021,9700,DEPT OF DEFENSE,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,"$1,367,253.32 ","$1,536,815.35 ","$1,246,340.48 ",19,19
2021,9700,DEPT OF DEFENSE,B551,SPECIAL STUDIES/ANALYSIS- MOBILIZATION/PREPAREDNESS,"($243,779.88)","$1,031,757.26 ","$1,031,757.26 ",9,9
2021,9700,DEPT OF DEFENSE,B552,SPECIAL STUDIES/ANALYSIS- MANPOWER,"$3,643,571.59 ","$2,821,524.30 ","$2,494,674.70 ",14,14
2021,9700,DEPT OF DEFENSE,B553,SPECIAL STUDIES/ANALYSIS- COMMUNICATIONS,"$104,701.59 ","$1,933,498.36 ","$1,898,496.99 ",14,14
2021,9700,DEPT OF DEFENSE,B554,SPECIAL STUDIES/ANALYSIS- ACQUISITION POLICY/PROCEDURES,"$10,912,624.00 ","$1,623,752.84 ","$1,623,752.84 ",6,6
2021,9700,DEPT OF DEFENSE,B555,SPECIAL STUDIES/ANALYSIS- ELDERLY/HANDICAPPED,"($4,222.31)","($4,222.31)","($4,222.31)",1,1
